edge_id	source	target	corr	weight	p	p.adjust	cor_type
edge_1	Gp_MJ1_272	Gp_EAB_462	-0.3	0.3	0.001	0.001	Negative
edge_2	Gp_MJ1_272	Gp_MJ1_12	0.3469	0.3469	0.001	0.001	Positive
edge_3	Gp_MJ1_444	Gp_EAB_462	-0.3012	0.3012	0.001	0.001	Negative
edge_4	Gp_MJ1_444	Gp_MJ1_12	0.4032	0.4032	0.001	0.001	Positive
edge_5	Gp_MJ2_113	Gp_MJ1_12	-0.3497	0.3497	0.001	0.001	Negative
edge_6	Gp_MJ3_423	Gp_EAB_462	-0.3747	0.3747	0.001	0.001	Negative
edge_7	Gp_MJ3_423	Gp_MJ1_444	0.4442	0.4442	0.001	0.001	Positive
edge_8	Gp_MJ3_477	Gp_MJ2_113	0.7101	0.7101	0.001	0.001	Positive
edge_9	Gp_MJ4_197	Gp_EAB_462	-0.5239	0.5239	0.001	0.001	Negative
edge_10	Gp_MJ4_197	Gp_MJ1_12	0.5506	0.5506	0.001	0.001	Positive
edge_11	Gp_MJ4_197	Gp_MJ1_272	0.3408	0.3408	0.001	0.001	Positive
edge_12	Gp_MJ4_197	Gp_MJ1_444	0.4147	0.4147	0.001	0.001	Positive
edge_13	Gp_MJ4_197	Gp_MJ3_423	0.4699	0.4699	0.001	0.001	Positive
edge_14	Gp_MJ4_65	Gp_MJ3_423	0.4413	0.4413	0.001	0.001	Positive
edge_15	Gp_NH_148	Gp_EAB_462	-0.5086	0.5086	0.001	0.001	Negative
edge_16	Gp_NH_148	Gp_MJ1_12	0.4215	0.4215	0.001	0.001	Positive
edge_17	Gp_NH_148	Gp_MJ1_272	0.3668	0.3668	0.001	0.001	Positive
edge_18	Gp_NH_148	Gp_MJ3_423	0.4407	0.4407	0.001	0.001	Positive
edge_19	Gp_NH_148	Gp_MJ4_197	0.5244	0.5244	0.001	0.001	Positive
edge_20	Gp_YAB_333	Gp_MJ1_272	-0.3466	0.3466	0.001	0.001	Negative
edge_21	Gp_meta27_16	Gp_EAB_462	-0.3518	0.3518	0.001	0.001	Negative
edge_22	Gp_meta27_16	Gp_MJ1_12	0.3542	0.3542	0.001	0.001	Positive
edge_23	Gp_meta27_16	Gp_MJ2_113	-0.3972	0.3972	0.001	0.001	Negative
edge_24	Gp_meta27_16	Gp_MJ3_477	-0.3082	0.3082	0.001	0.001	Negative
edge_25	Gp_meta27_16	Gp_MJ4_197	0.4875	0.4875	0.001	0.001	Positive
edge_26	Gp_meta27_16	Gp_NH_148	0.5185	0.5185	0.001	0.001	Positive
edge_27	Gp_meta27_511	Gp_MJ2_113	0.4314	0.4314	0.001	0.001	Positive
edge_28	Gp_meta27_511	Gp_MJ3_477	0.375	0.375	0.001	0.001	Positive
edge_29	Gp_meta27_511	Gp_MJ4_197	-0.3048	0.3048	0.001	0.001	Negative
edge_30	Gp_meta27_511	Gp_YAB_339	0.4261	0.4261	0.001	0.001	Positive
edge_31	Sg_A07_40	Gp_MJ2_113	-0.316	0.316	0.001	0.001	Negative
edge_32	Sg_A07_40	Gp_YAB_339	-0.3165	0.3165	0.001	0.001	Negative
edge_33	Sg_A11_10	Gp_EAB_462	-0.5027	0.5027	0.001	0.001	Negative
edge_34	Sg_A11_10	Gp_MJ1_12	0.4222	0.4222	0.001	0.001	Positive
edge_35	Sg_A11_10	Gp_MJ1_272	0.331	0.331	0.001	0.001	Positive
edge_36	Sg_A11_10	Gp_MJ1_444	0.3914	0.3914	0.001	0.001	Positive
edge_37	Sg_A11_10	Gp_MJ4_197	0.608	0.608	0.001	0.001	Positive
edge_38	Sg_A11_10	Gp_NH_148	0.5664	0.5664	0.001	0.001	Positive
edge_39	Sg_A11_10	Gp_meta27_16	0.5498	0.5498	0.001	0.001	Positive
edge_40	Sg_A11_10	Gp_meta27_511	-0.3761	0.3761	0.001	0.001	Negative
edge_41	Sg_A11_12	Gp_MJ4_197	-0.384	0.384	0.001	0.001	Negative
edge_42	Sg_A11_12	Gp_NH_148	-0.3377	0.3377	0.001	0.001	Negative
edge_43	Sg_A11_12	Gp_YAB_339	0.7957	0.7957	0.001	0.001	Positive
edge_44	Sg_A11_12	Gp_meta27_16	-0.3442	0.3442	0.001	0.001	Negative
edge_45	Sg_A11_12	Gp_meta27_511	0.5316	0.5316	0.001	0.001	Positive
edge_46	Sg_A11_12	Sg_A07_40	-0.3575	0.3575	0.001	0.001	Negative
edge_47	Sg_A11_2	Gp_MJ1_12	-0.3198	0.3198	0.001	0.001	Negative
edge_48	Sg_A11_2	Gp_YAB_339	0.58	0.58	0.001	0.001	Positive
edge_49	Sg_A11_2	Sg_A11_12	0.671	0.671	0.001	0.001	Positive
edge_50	Sg_A15_26	Gp_EAB_462	0.3761	0.3761	0.001	0.001	Positive
edge_51	Sg_A15_26	Sg_A11_10	-0.3022	0.3022	0.001	0.001	Negative
edge_52	Sg_A19_11	Gp_EAB_462	-0.5334	0.5334	0.001	0.001	Negative
edge_53	Sg_A19_11	Gp_MJ4_197	0.3668	0.3668	0.001	0.001	Positive
edge_54	Sg_A19_11	Gp_MJ4_65	0.3111	0.3111	0.001	0.001	Positive
edge_55	Sg_A19_11	Gp_NH_148	0.3486	0.3486	0.001	0.001	Positive
edge_56	Sg_A19_11	Gp_meta27_16	0.3238	0.3238	0.001	0.001	Positive
edge_57	Sg_A19_11	Sg_A11_10	0.3444	0.3444	0.001	0.001	Positive
edge_58	Sg_A19_12	Gp_EAB_462	-0.3274	0.3274	0.001	0.001	Negative
edge_59	Sg_A19_18	Gp_EAB_462	0.5371	0.5371	0.001	0.001	Positive
edge_60	Sg_A19_36	Gp_EAB_462	-0.3652	0.3652	0.001	0.001	Negative
edge_61	Sg_A19_36	Gp_MJ3_423	0.3696	0.3696	0.001	0.001	Positive
edge_62	Sg_A19_36	Gp_MJ4_197	0.3884	0.3884	0.001	0.001	Positive
edge_63	Sg_A19_36	Gp_MJ4_65	0.4986	0.4986	0.001	0.001	Positive
edge_64	Sg_A19_36	Gp_NH_148	0.2888	0.2888	0.001	0.001	Positive
edge_65	Sg_A19_36	Sg_A19_11	0.4658	0.4658	0.001	0.001	Positive
edge_66	Sg_A19_51	Gp_meta27_16	-0.3555	0.3555	0.001	0.001	Negative
edge_67	Sg_A20_2	Gp_MJ1_272	-0.4537	0.4537	0.001	0.001	Negative
edge_68	Sg_A20_2	Gp_YAB_333	0.5923	0.5923	0.001	0.001	Positive
edge_69	Sg_A20_35	Gp_YAB_333	0.6639	0.6639	0.001	0.001	Positive
edge_70	Sg_A20_35	Sg_A20_2	0.5982	0.5982	0.001	0.001	Positive
edge_71	Sg_A22_19	Gp_MJ1_272	0.4096	0.4096	0.001	0.001	Positive
edge_72	Sg_A22_19	Gp_MJ4_65	0.3007	0.3007	0.001	0.001	Positive
edge_73	Sg_A22_19	Sg_A17_17	0.528	0.528	0.001	0.001	Positive
edge_74	Sg_A22_22	Gp_EAB_462	0.4378	0.4378	0.001	0.001	Positive
edge_75	Sg_A22_22	Sg_A15_26	0.3718	0.3718	0.001	0.001	Positive
edge_76	Sg_A22_22	Sg_A19_51	0.3547	0.3547	0.001	0.001	Positive
edge_77	Sg_A22_3	Gp_MJ3_423	0.3055	0.3055	0.001	0.001	Positive
edge_78	Sg_A22_3	Gp_MJ4_65	0.3214	0.3214	0.001	0.001	Positive
edge_79	Sg_A22_3	Gp_NH_148	0.4271	0.4271	0.001	0.001	Positive
edge_80	Sg_A22_3	Sg_A17_17	0.3647	0.3647	0.001	0.001	Positive
edge_81	Sg_A22_3	Sg_A19_12	0.3471	0.3471	0.001	0.001	Positive
edge_82	Sg_A22_3	Sg_A19_36	0.3263	0.3263	0.001	0.001	Positive
edge_83	Sg_A22_3	Sg_A22_19	0.5817	0.5817	0.001	0.001	Positive
edge_84	Sg_A22_8	Gp_EAB_462	-0.608	0.608	0.001	0.001	Negative
edge_85	Sg_A22_8	Gp_MJ1_12	0.6384	0.6384	0.001	0.001	Positive
edge_86	Sg_A22_8	Gp_MJ1_272	0.5055	0.5055	0.001	0.001	Positive
edge_87	Sg_A22_8	Gp_MJ1_444	0.4753	0.4753	0.001	0.001	Positive
edge_88	Sg_A22_8	Gp_MJ3_423	0.3939	0.3939	0.001	0.001	Positive
edge_89	Sg_A22_8	Gp_MJ4_197	0.6459	0.6459	0.001	0.001	Positive
edge_90	Sg_A22_8	Gp_MJ4_65	0.3196	0.3196	0.001	0.001	Positive
edge_91	Sg_A22_8	Gp_NH_148	0.6025	0.6025	0.001	0.001	Positive
edge_92	Sg_A22_8	Gp_meta27_16	0.4438	0.4438	0.001	0.001	Positive
edge_93	Sg_A22_8	Gp_meta27_511	-0.3517	0.3517	0.001	0.001	Negative
edge_94	Sg_A22_8	Sg_A11_10	0.6891	0.6891	0.001	0.001	Positive
edge_95	Sg_A22_8	Sg_A11_12	-0.3421	0.3421	0.001	0.001	Negative
edge_96	Sg_A22_8	Sg_A19_11	0.3501	0.3501	0.001	0.001	Positive
edge_97	Sg_A22_8	Sg_A19_18	-0.3487	0.3487	0.001	0.001	Negative
edge_98	Sg_A22_8	Sg_A19_36	0.3626	0.3626	0.001	0.001	Positive
edge_99	Sg_A22_8	Sg_A22_19	0.438	0.438	0.001	0.001	Positive
edge_100	Sg_A22_8	Sg_A22_3	0.3919	0.3919	0.001	0.001	Positive
edge_101	Sg_A24_54	Gp_MJ1_149	0.3987	0.3987	0.001	0.001	Positive
edge_102	Sg_A24_54	Gp_MJ4_197	0.3374	0.3374	0.001	0.001	Positive
edge_103	Sg_A24_54	Gp_NH_148	0.409	0.409	0.001	0.001	Positive
edge_104	Sg_A24_54	Gp_YAB_339	-0.3463	0.3463	0.001	0.001	Negative
edge_105	Sg_A24_54	Gp_meta27_16	0.4411	0.4411	0.001	0.001	Positive
edge_106	Sg_A24_54	Gp_meta27_511	-0.342	0.342	0.001	0.001	Negative
edge_107	Sg_A24_54	Sg_A11_10	0.5014	0.5014	0.001	0.001	Positive
edge_108	Sg_A24_54	Sg_A11_12	-0.3959	0.3959	0.001	0.001	Negative
edge_109	Sg_A24_54	Sg_A11_47	0.6189	0.6189	0.001	0.001	Positive
edge_110	Sg_A24_54	Sg_A22_8	0.3727	0.3727	0.001	0.001	Positive
edge_111	Sg_A27_23	Gp_YAB_333	0.6232	0.6232	0.001	0.001	Positive
edge_112	Sg_A27_23	Sg_A20_2	0.5993	0.5993	0.001	0.001	Positive
edge_113	Sg_A27_23	Sg_A20_35	0.8264	0.8264	0.001	0.001	Positive
edge_114	Sg_A27_31	Gp_EAB_462	-0.6565	0.6565	0.001	0.001	Negative
edge_115	Sg_A27_31	Gp_MJ1_12	0.6151	0.6151	0.001	0.001	Positive
edge_116	Sg_A27_31	Gp_MJ1_149	0.303	0.303	0.001	0.001	Positive
edge_117	Sg_A27_31	Gp_MJ1_272	0.3503	0.3503	0.001	0.001	Positive
edge_118	Sg_A27_31	Gp_MJ1_444	0.4421	0.4421	0.001	0.001	Positive
edge_119	Sg_A27_31	Gp_MJ3_423	0.4653	0.4653	0.001	0.001	Positive
edge_120	Sg_A27_31	Gp_MJ4_197	0.705	0.705	0.001	0.001	Positive
edge_121	Sg_A27_31	Gp_MJ4_65	0.3119	0.3119	0.001	0.001	Positive
edge_122	Sg_A27_31	Gp_NH_148	0.6753	0.6753	0.001	0.001	Positive
edge_123	Sg_A27_31	Gp_meta27_16	0.5494	0.5494	0.001	0.001	Positive
edge_124	Sg_A27_31	Gp_meta27_511	-0.3826	0.3826	0.001	0.001	Negative
edge_125	Sg_A27_31	Sg_A07_40	0.3429	0.3429	0.001	0.001	Positive
edge_126	Sg_A27_31	Sg_A11_10	0.6681	0.6681	0.001	0.001	Positive
edge_127	Sg_A27_31	Sg_A11_12	-0.4883	0.4883	0.001	0.001	Negative
edge_128	Sg_A27_31	Sg_A11_2	-0.3592	0.3592	0.001	0.001	Negative
edge_129	Sg_A27_31	Sg_A15_26	-0.3574	0.3574	0.001	0.001	Negative
edge_130	Sg_A27_31	Sg_A19_11	0.4372	0.4372	0.001	0.001	Positive
edge_131	Sg_A27_31	Sg_A19_12	0.3549	0.3549	0.001	0.001	Positive
edge_132	Sg_A27_31	Sg_A19_18	-0.3555	0.3555	0.001	0.001	Negative
edge_133	Sg_A27_31	Sg_A19_36	0.3865	0.3865	0.001	0.001	Positive
edge_134	Sg_A27_31	Sg_A22_22	-0.41	0.41	0.001	0.001	Negative
edge_135	Sg_A27_31	Sg_A22_3	0.3067	0.3067	0.001	0.001	Positive
edge_136	Sg_A27_31	Sg_A22_8	0.7687	0.7687	0.001	0.001	Positive
edge_137	Sg_A27_31	Sg_A24_54	0.442	0.442	0.001	0.001	Positive
edge_138	Sg_A28_8	Gp_YAB_333	0.6145	0.6145	0.001	0.001	Positive
edge_139	Sg_A28_8	Sg_A20_2	0.444	0.444	0.001	0.001	Positive
edge_140	Sg_A28_8	Sg_A20_35	0.6267	0.6267	0.001	0.001	Positive
edge_141	Sg_A28_8	Sg_A27_23	0.6272	0.6272	0.001	0.001	Positive
edge_142	Sg_A33_4	Gp_EAB_462	-0.3393	0.3393	0.001	0.001	Negative
edge_143	Sg_A33_4	Gp_MJ3_423	0.5721	0.5721	0.001	0.001	Positive
edge_144	Sg_A33_4	Gp_NH_148	0.3896	0.3896	0.001	0.001	Positive
edge_145	Sg_A33_4	Sg_A19_11	0.4081	0.4081	0.001	0.001	Positive
edge_146	Sg_A33_4	Sg_A19_36	0.3773	0.3773	0.001	0.001	Positive
edge_147	Sg_A33_4	Sg_A22_3	0.3015	0.3015	0.001	0.001	Positive
edge_148	Sg_A33_4	Sg_A27_31	0.4001	0.4001	0.001	0.001	Positive
edge_149	Sg_A34_19	Gp_MJ2_113	0.332	0.332	0.001	0.001	Positive
edge_150	Sg_A34_19	Gp_MJ3_477	0.4535	0.4535	0.001	0.001	Positive
edge_151	Sg_A34_5	Gp_YAB_333	0.448	0.448	0.001	0.001	Positive
edge_152	Sg_A34_5	Sg_A27_23	0.3562	0.3562	0.001	0.001	Positive
edge_153	Sg_A34_5	Sg_A34_19	0.5455	0.5455	0.001	0.001	Positive
edge_154	Sg_B03_29	Gp_EAB_462	0.3925	0.3925	0.001	0.001	Positive
edge_155	Sg_B03_29	Gp_MJ1_272	-0.3981	0.3981	0.001	0.001	Negative
edge_156	Sg_B03_29	Gp_MJ1_444	-0.3752	0.3752	0.001	0.001	Negative
edge_157	Sg_B03_29	Gp_MJ3_423	-0.4038	0.4038	0.001	0.001	Negative
edge_158	Sg_B03_29	Gp_MJ4_197	-0.3497	0.3497	0.001	0.001	Negative
edge_159	Sg_B03_29	Gp_MJ4_65	-0.4686	0.4686	0.001	0.001	Negative
edge_160	Sg_B03_29	Gp_NH_148	-0.3402	0.3402	0.001	0.001	Negative
edge_161	Sg_B03_29	Sg_A19_12	-0.4543	0.4543	0.001	0.001	Negative
edge_162	Sg_B03_29	Sg_A19_36	-0.3797	0.3797	0.001	0.001	Negative
edge_163	Sg_B03_29	Sg_A20_2	0.3331	0.3331	0.001	0.001	Positive
edge_164	Sg_B03_29	Sg_A22_19	-0.4986	0.4986	0.001	0.001	Negative
edge_165	Sg_B03_29	Sg_A22_3	-0.5094	0.5094	0.001	0.001	Negative
edge_166	Sg_B03_29	Sg_A22_8	-0.518	0.518	0.001	0.001	Negative
edge_167	Sg_B03_29	Sg_A27_31	-0.3906	0.3906	0.001	0.001	Negative
edge_168	Sg_B03_38	Sg_A11_12	-0.313	0.313	0.001	0.001	Negative
edge_169	Sg_B03_38	Sg_A24_54	0.3453	0.3453	0.001	0.001	Positive
edge_170	Sg_B04_2	Gp_EAB_462	-0.4014	0.4014	0.001	0.001	Negative
edge_171	Sg_B04_2	Gp_MJ1_12	0.4613	0.4613	0.001	0.001	Positive
edge_172	Sg_B04_2	Gp_MJ2_113	-0.4223	0.4223	0.001	0.001	Negative
edge_173	Sg_B04_2	Gp_MJ3_477	-0.3382	0.3382	0.001	0.001	Negative
edge_174	Sg_B04_2	Gp_MJ4_197	0.5226	0.5226	0.001	0.001	Positive
edge_175	Sg_B04_2	Gp_NH_148	0.3957	0.3957	0.001	0.001	Positive
edge_176	Sg_B04_2	Gp_meta27_16	0.4868	0.4868	0.001	0.001	Positive
edge_177	Sg_B04_2	Gp_meta27_511	-0.3211	0.3211	0.001	0.001	Negative
edge_178	Sg_B04_2	Sg_A11_10	0.5788	0.5788	0.001	0.001	Positive
edge_179	Sg_B04_2	Sg_A11_12	-0.3752	0.3752	0.001	0.001	Negative
edge_180	Sg_B04_2	Sg_A22_22	-0.3501	0.3501	0.001	0.001	Negative
edge_181	Sg_B04_2	Sg_A22_8	0.5588	0.5588	0.001	0.001	Positive
edge_182	Sg_B04_2	Sg_A24_54	0.3622	0.3622	0.001	0.001	Positive
edge_183	Sg_B04_2	Sg_A27_31	0.6261	0.6261	0.001	0.001	Positive
edge_184	Sg_B07_12	Gp_MJ1_12	-0.3132	0.3132	0.001	0.001	Negative
edge_185	Sg_B07_12	Gp_MJ4_197	-0.353	0.353	0.001	0.001	Negative
edge_186	Sg_B07_12	Sg_A27_31	-0.3384	0.3384	0.001	0.001	Negative
edge_187	Sg_B07_12	Sg_B04_2	-0.3705	0.3705	0.001	0.001	Negative
edge_188	Sg_B07_38	Gp_NH_148	-0.3511	0.3511	0.001	0.001	Negative
edge_189	Sg_B07_38	Gp_YAB_333	-0.3353	0.3353	0.001	0.001	Negative
edge_190	Sg_B07_38	Gp_meta27_16	-0.3743	0.3743	0.001	0.001	Negative
edge_191	Sg_B07_38	Sg_A11_10	-0.3102	0.3102	0.001	0.001	Negative
edge_192	Sg_B07_38	Sg_A19_51	0.4644	0.4644	0.001	0.001	Positive
edge_193	Sg_B07_38	Sg_A24_54	-0.3047	0.3047	0.001	0.001	Negative
edge_194	Sg_B07_38	Sg_A27_31	-0.308	0.308	0.001	0.001	Negative
edge_195	Sg_B07_38	Sg_A28_8	-0.4846	0.4846	0.001	0.001	Negative
edge_196	Sg_B07_38	Sg_B04_2	-0.3754	0.3754	0.001	0.001	Negative
edge_197	Sg_B07_50	Gp_EAB_462	0.7243	0.7243	0.001	0.001	Positive
edge_198	Sg_B07_50	Gp_MJ1_12	-0.3641	0.3641	0.001	0.001	Negative
edge_199	Sg_B07_50	Gp_MJ1_272	-0.3752	0.3752	0.001	0.001	Negative
edge_200	Sg_B07_50	Gp_MJ4_197	-0.4784	0.4784	0.001	0.001	Negative
edge_201	Sg_B07_50	Gp_NH_148	-0.5507	0.5507	0.001	0.001	Negative
edge_202	Sg_B07_50	Sg_A11_10	-0.4237	0.4237	0.001	0.001	Negative
edge_203	Sg_B07_50	Sg_A19_11	-0.458	0.458	0.001	0.001	Negative
edge_204	Sg_B07_50	Sg_A19_18	0.6003	0.6003	0.001	0.001	Positive
edge_205	Sg_B07_50	Sg_A19_36	-0.3021	0.3021	0.001	0.001	Negative
edge_206	Sg_B07_50	Sg_A22_3	-0.3464	0.3464	0.001	0.001	Negative
edge_207	Sg_B07_50	Sg_A22_8	-0.6571	0.6571	0.001	0.001	Negative
edge_208	Sg_B07_50	Sg_A27_31	-0.6608	0.6608	0.001	0.001	Negative
edge_209	Sg_B07_50	Sg_A34_19	-0.3433	0.3433	0.001	0.001	Negative
edge_210	Sg_B07_50	Sg_B03_29	0.4241	0.4241	0.001	0.001	Positive
edge_211	Sg_B07_50	Sg_B04_2	-0.3835	0.3835	0.001	0.001	Negative
edge_212	Sg_B07_50	Sg_B07_38	0.3702	0.3702	0.001	0.001	Positive
edge_213	Sg_B07_53	Gp_MJ2_113	0.4329	0.4329	0.001	0.001	Positive
edge_214	Sg_B07_53	Gp_MJ3_477	0.3969	0.3969	0.001	0.001	Positive
edge_215	Sg_B07_53	Gp_meta27_16	-0.4798	0.4798	0.001	0.001	Negative
edge_216	Sg_B07_53	Sg_A11_10	-0.3789	0.3789	0.001	0.001	Negative
edge_217	Sg_B07_53	Sg_A19_51	0.3908	0.3908	0.001	0.001	Positive
edge_218	Sg_B07_53	Sg_A22_8	-0.3474	0.3474	0.001	0.001	Negative
edge_219	Sg_B07_53	Sg_A27_31	-0.3085	0.3085	0.001	0.001	Negative
edge_220	Sg_B07_53	Sg_B04_2	-0.4672	0.4672	0.001	0.001	Negative
edge_221	Sg_B07_53	Sg_B07_12	0.3328	0.3328	0.001	0.001	Positive
edge_222	Sg_B07_53	Sg_B07_38	0.4493	0.4493	0.001	0.001	Positive
edge_223	Sg_B07_62	Gp_EAB_462	0.3503	0.3503	0.001	0.001	Positive
edge_224	Sg_B07_62	Gp_MJ1_12	-0.3808	0.3808	0.001	0.001	Negative
edge_225	Sg_B07_62	Gp_MJ2_113	0.5355	0.5355	0.001	0.001	Positive
edge_226	Sg_B07_62	Gp_MJ3_477	0.462	0.462	0.001	0.001	Positive
edge_227	Sg_B07_62	Gp_meta27_16	-0.4632	0.4632	0.001	0.001	Negative
edge_228	Sg_B07_62	Sg_A11_10	-0.4109	0.4109	0.001	0.001	Negative
edge_229	Sg_B07_62	Sg_A22_22	0.3174	0.3174	0.001	0.001	Positive
edge_230	Sg_B07_62	Sg_A22_8	-0.4018	0.4018	0.001	0.001	Negative
edge_231	Sg_B07_62	Sg_A24_54	-0.3013	0.3013	0.001	0.001	Negative
edge_232	Sg_B07_62	Sg_A27_31	-0.4779	0.4779	0.001	0.001	Negative
edge_233	Sg_B07_62	Sg_A28_8	-0.3735	0.3735	0.001	0.001	Negative
edge_234	Sg_B07_62	Sg_B04_2	-0.5235	0.5235	0.001	0.001	Negative
edge_235	Sg_B07_62	Sg_B07_12	0.4289	0.4289	0.001	0.001	Positive
edge_236	Sg_B07_62	Sg_B07_38	0.4283	0.4283	0.001	0.001	Positive
edge_237	Sg_B07_62	Sg_B07_50	0.4205	0.4205	0.001	0.001	Positive
edge_238	Sg_B07_62	Sg_B07_53	0.5957	0.5957	0.001	0.001	Positive
edge_239	Sg_B08_36	Gp_MJ2_113	0.5495	0.5495	0.001	0.001	Positive
edge_240	Sg_B08_36	Gp_MJ3_477	0.6554	0.6554	0.001	0.001	Positive
edge_241	Sg_B08_36	Sg_A01_16	-0.3328	0.3328	0.001	0.001	Negative
edge_242	Sg_B08_36	Sg_A22_19	0.3213	0.3213	0.001	0.001	Positive
edge_243	Sg_B08_36	Sg_A22_3	0.3282	0.3282	0.001	0.001	Positive
edge_244	Sg_B08_36	Sg_A34_19	0.3818	0.3818	0.001	0.001	Positive
edge_245	Sg_B08_36	Sg_B07_53	0.3367	0.3367	0.001	0.001	Positive
edge_246	Sg_B08_36	Sg_B07_62	0.3042	0.3042	0.001	0.001	Positive
edge_247	Sg_B14_1	Gp_EAB_462	-0.3857	0.3857	0.001	0.001	Negative
edge_248	Sg_B14_1	Gp_MJ3_423	0.6974	0.6974	0.001	0.001	Positive
edge_249	Sg_B14_1	Gp_MJ4_197	0.3882	0.3882	0.001	0.001	Positive
edge_250	Sg_B14_1	Gp_MJ4_65	0.3152	0.3152	0.001	0.001	Positive
edge_251	Sg_B14_1	Gp_NH_148	0.4675	0.4675	0.001	0.001	Positive
edge_252	Sg_B14_1	Gp_meta27_511	-0.3246	0.3246	0.001	0.001	Negative
edge_253	Sg_B14_1	Sg_A11_10	0.3618	0.3618	0.001	0.001	Positive
edge_254	Sg_B14_1	Sg_A22_19	0.3445	0.3445	0.001	0.001	Positive
edge_255	Sg_B14_1	Sg_A22_3	0.3391	0.3391	0.001	0.001	Positive
edge_256	Sg_B14_1	Sg_A22_8	0.3947	0.3947	0.001	0.001	Positive
edge_257	Sg_B14_1	Sg_A24_54	0.3152	0.3152	0.001	0.001	Positive
edge_258	Sg_B14_1	Sg_A27_31	0.4223	0.4223	0.001	0.001	Positive
edge_259	Sg_B14_1	Sg_A33_4	0.6077	0.6077	0.001	0.001	Positive
edge_260	Sg_B14_1	Sg_B03_29	-0.3928	0.3928	0.001	0.001	Negative
edge_261	Sg_B14_13	Gp_MJ2_113	0.3823	0.3823	0.001	0.001	Positive
edge_262	Sg_B14_13	Gp_MJ3_477	0.4478	0.4478	0.001	0.001	Positive
edge_263	Sg_B14_13	Sg_A01_16	-0.3811	0.3811	0.001	0.001	Negative
edge_264	Sg_B14_13	Sg_A34_19	0.4239	0.4239	0.001	0.001	Positive
edge_265	Sg_B14_13	Sg_A34_5	0.3273	0.3273	0.001	0.001	Positive
edge_266	Sg_B14_13	Sg_B07_12	0.3588	0.3588	0.001	0.001	Positive
edge_267	Sg_B14_13	Sg_B08_36	0.4183	0.4183	0.001	0.001	Positive
edge_268	Sg_B15_22	Gp_EAB_462	-0.5423	0.5423	0.001	0.001	Negative
edge_269	Sg_B15_22	Gp_MJ1_12	0.3643	0.3643	0.001	0.001	Positive
edge_270	Sg_B15_22	Gp_MJ1_272	0.3328	0.3328	0.001	0.001	Positive
edge_271	Sg_B15_22	Gp_MJ1_444	0.3443	0.3443	0.001	0.001	Positive
edge_272	Sg_B15_22	Gp_MJ4_197	0.3655	0.3655	0.001	0.001	Positive
edge_273	Sg_B15_22	Gp_MJ4_65	0.4054	0.4054	0.001	0.001	Positive
edge_274	Sg_B15_22	Gp_NH_148	0.5696	0.5696	0.001	0.001	Positive
edge_275	Sg_B15_22	Gp_meta27_16	0.4556	0.4556	0.001	0.001	Positive
edge_276	Sg_B15_22	Sg_A11_10	0.3941	0.3941	0.001	0.001	Positive
edge_277	Sg_B15_22	Sg_A15_26	-0.3223	0.3223	0.001	0.001	Negative
edge_278	Sg_B15_22	Sg_A19_11	0.5224	0.5224	0.001	0.001	Positive
edge_279	Sg_B15_22	Sg_A19_18	-0.3603	0.3603	0.001	0.001	Negative
edge_280	Sg_B15_22	Sg_A19_36	0.4009	0.4009	0.001	0.001	Positive
edge_281	Sg_B15_22	Sg_A22_3	0.3713	0.3713	0.001	0.001	Positive
edge_282	Sg_B15_22	Sg_A22_8	0.5485	0.5485	0.001	0.001	Positive
edge_283	Sg_B15_22	Sg_A27_31	0.6132	0.6132	0.001	0.001	Positive
edge_284	Sg_B15_22	Sg_A33_4	0.4146	0.4146	0.001	0.001	Positive
edge_285	Sg_B15_22	Sg_B03_29	-0.4346	0.4346	0.001	0.001	Negative
edge_286	Sg_B15_22	Sg_B07_50	-0.5652	0.5652	0.001	0.001	Negative
edge_287	Sg_B15_23	Gp_EAB_462	-0.3221	0.3221	0.001	0.001	Negative
edge_288	Sg_B15_23	Gp_MJ2_113	0.5863	0.5863	0.001	0.001	Positive
edge_289	Sg_B15_23	Gp_MJ3_477	0.6615	0.6615	0.001	0.001	Positive
edge_290	Sg_B15_23	Sg_A19_18	-0.3602	0.3602	0.001	0.001	Negative
edge_291	Sg_B15_23	Sg_A34_19	0.5281	0.5281	0.001	0.001	Positive
edge_292	Sg_B15_23	Sg_A34_5	0.3479	0.3479	0.001	0.001	Positive
edge_293	Sg_B15_23	Sg_B07_50	-0.3788	0.3788	0.001	0.001	Negative
edge_294	Sg_B15_23	Sg_B08_36	0.645	0.645	0.001	0.001	Positive
edge_295	Sg_B15_23	Sg_B14_13	0.4841	0.4841	0.001	0.001	Positive
edge_296	Sg_B15_25	Gp_EAB_462	-0.5261	0.5261	0.001	0.001	Negative
edge_297	Sg_B15_25	Gp_MJ1_12	0.3292	0.3292	0.001	0.001	Positive
edge_298	Sg_B15_25	Gp_MJ1_444	0.4257	0.4257	0.001	0.001	Positive
edge_299	Sg_B15_25	Gp_MJ3_423	0.5777	0.5777	0.001	0.001	Positive
edge_300	Sg_B15_25	Gp_MJ4_197	0.5163	0.5163	0.001	0.001	Positive
edge_301	Sg_B15_25	Gp_NH_148	0.5939	0.5939	0.001	0.001	Positive
edge_302	Sg_B15_25	Gp_meta27_16	0.4046	0.4046	0.001	0.001	Positive
