	Gp_EAB_462	Gp_MJ1_12	Gp_MJ1_149	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A07_40	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A11_47	Sg_A15_26	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_18	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_22	Sg_A22_3	Sg_A22_8	Sg_A24_54	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_A34_5	Sg_A37_36	Sg_B03_29	Sg_B03_38	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_25	Sg_B15_35	Sg_B15_52	Sg_B19_17	Sg_B19_30	Sg_B19_40	Sg_B19_58	Sg_B23_42	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_38	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_25	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CA9_31	Sg_CB03_1	Sg_CB03_2	Sg_CB03_44	Sg_CB03_47	Sg_CD22A_27	Sg_CD22A_44	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_1	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD27A_46	Sg_CD28A_40	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_21	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK28A_47	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM30A_3	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_39	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_31	Sg_D02_32	Sg_D02_44	Sg_D02_9	Sg_D03_75	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_4	Sg_EM03_7	Sg_EM12_46	Sg_EM12_61	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM30_40	Sg_EM34_4	Sg_G06_49	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G26_28	Sg_G29_33	Sg_G33_7	Sg_G37_59	Sg_G39_28	Sg_G43_29	Sg_G46_28	Sg_G46_34	Sg_G46_4	Sg_G47_17	Sg_H04_45	Sg_I01_33	Sg_I05_27	Sg_I05_65	Sg_I06_25	Sg_I07_11	Sg_I09_29	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_I13_16	Sg_K01_3	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_17	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_12	Sg_K22_14	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K36_8	Sg_K40_29	Sg_K40_38	Sg_K40_4	Sg_K40_76	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_23	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_17	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M14_27	Sg_M14_34	Sg_M15_10	Sg_M15_17	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA13r1_14	Sg_OA13r1_52	Sg_OA7r2_37	Sg_OA7r2_38	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_39	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_15	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_38	Sg_P27_4	Sg_P30_9	Sg_X03_29	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y07_23	Sg_Y07_27	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_41	Sg_YB35_7	Sg_YB36_42	Sg_YB37_21	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB55_11	Sg_YB59_31	Sg_Z02_23	Sg_Z02_43	Sg_Z02_5	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z16_22	Sg_Z17_26
Gp_EAB_462	1	0.001	0.031	0.001	0.001	0.7522	0.001	0.8531	0.001	0.008	0.001	0.2997	0.7912	0.0659	0.002	0.6723	0.8891	0.001	0.5854	0.1948	0.0589	0.2757	0.005	0.0809	0.1269	0.4426	0.008	0.0999	0.0729	0.0759	0.001	0.0569	0.001	0.001	0.0909	0.0939	0.001	0.1948	0.001	0.5964	0.5754	0.5005	0.001	0.4645	0.006	0.005	0.5604	0.001	0.023	0.013	0.3556	0.01	0.2607	0.0519	0.5095	0.0539	0.001	0.01	0.035	0.7622	0.954	0.002	0.4725	0.005	0.8721	0.007	0.004	0.001	0.001	0.005	0.5325	0.3686	0.9211	0.001	0.0909	0.3876	0.02	0.01	0.001	0.002	0.035	0.001	0.001	0.4276	0.3606	0.2338	0.011	0.0979	0.2108	0.1898	0.0819	0.9451	0.1009	0.019	0.005	0.004	0.0649	0.1019	0.3746	0.003	0.3097	0.007	0.1628	0.003	0.014	0.4336	0.1119	0.3726	0.001	0.8601	0.4945	0.3756	0.6673	0.001	0.4226	0.2817	0.001	0.001	0.1638	0.7732	0.001	0.001	0.0859	0.7263	0.001	0.044	0.002	0.001	0.0689	0.001	0.2607	0.001	0.014	0.011	0.6174	0.011	0.983	0.1998	0.003	0.001	0.001	0.6893	0.001	0.2368	0.4106	0.006	0.0689	0.8991	0.002	0.6264	0.4955	0.2498	0.1668	0.7802	0.04	0.015	0.041	0.2907	0.2398	0.029	0.4336	0.8641	0.009	0.2028	0.012	0.3756	0.017	0.004	0.037	0.027	0.039	0.8591	0.002	0.2617	0.6763	0.1568	0.001	0.9231	0.001	0.0649	0.3896	0.006	0.0529	0.003	0.1089	0.003	0.001	0.3786	0.003	0.7023	0.1379	0.023	0.005	0.2438	0.001	0.03	0.2168	0.001	0.7832	0.1439	0.5015	0.001	0.7712	0.001	0.045	0.001	0.5594	0.8372	0.1578	0.001	0.4745	0.7512	0.01	0.001	0.975	0.001	0.001	0.0549	0.001	0.7502	0.4705	0.046	0.001	0.9131	0.2488	0.001	0.001	0.4086	0.004	0.007	0.1988	0.7303	0.2997	0.001	0.012	0.001	0.6533	0.5075	0.0699	0.041	0.2118	0.2707	0.001	0.4276	0.6963	0.001	0.5465	0.2408	0.001	0.001	0.0519	0.015	0.1628	0.1059	0.2018	0.0539	0.4466	0.2418	0.001	0.3257	0.001	0.018	0.001	0.002	0.1299	0.001	0.6793	0.0959	0.004	0.001	0.002	0.006	0.011	0.3387	0.4985	0.5205	0.6623	0.007	0.001	0.0569	0.003	0.001	0.017	0.2498	0.029	0.8102	0.5514	0.7982	0.1778	0.045	0.008	0.001	0.002	0.012	0.2138	0.013	0.001	0.5255	0.0749	0.001	0.6274	0.003	0.3337	0.001	0.1658	0.001	0.009	0.001	0.2927	0.7682	0.1898	0.7992	0.002	0.8661	0.5335	0.3057	0.002	0.2298	0.001	0.001	0.047	0.003	0.01	0.05	0.7443	0.0779	0.1369	0.001	0.6224	0.001
Gp_MJ1_12	0.001	1	0.002	0.001	0.001	0.014	0.002	0.2607	0.001	0.012	0.001	0.009	0.013	0.002	0.001	0.048	0.4436	0.001	0.007	0.8232	0.03	0.022	0.001	0.027	0.029	0.041	0.035	0.0719	0.001	0.017	0.001	0.1389	0.001	0.001	0.0939	0.005	0.001	0.1978	0.005	0.7073	0.3996	0.8182	0.001	0.6823	0.001	0.001	0.0989	0.001	0.001	0.001	0.4336	0.013	0.002	0.001	0.017	0.1309	0.001	0.1419	0.0969	0.5854	0.3347	0.001	0.003	0.001	0.2348	0.0629	0.1209	0.004	0.001	0.001	0.0599	0.2378	0.004	0.001	0.6583	0.0549	0.0949	0.001	0.8462	0.018	0.001	0.006	0.001	0.5864	0.022	0.0809	0.0569	0.001	0.2138	0.0599	0.001	0.2747	0.008	0.001	0.001	0.001	0.0679	0.3007	0.001	0.001	0.4535	0.001	0.1189	0.0829	0.015	0.3686	0.001	0.3307	0.003	0.1868	0.3047	0.6084	0.987	0.002	0.004	0.046	0.001	0.001	0.001	0.01	0.002	0.012	0.001	0.0609	0.019	0.009	0.001	0.002	0.4775	0.001	0.1948	0.001	0.017	0.001	0.2208	0.001	0.0939	0.0789	0.001	0.001	0.001	0.1109	0.001	0.025	0.015	0.001	0.001	0.0529	0.001	0.0649	0.039	0.005	0.001	0.995	0.001	0.001	0.012	0.2048	0.6344	0.4895	0.2797	0.1479	0.001	0.7862	0.002	0.0599	0.002	0.001	0.022	0.001	0.1199	0.05	0.002	0.001	0.5375	0.001	0.001	0.3227	0.001	0.001	0.5245	0.001	0.018	0.03	0.009	0.001	0.001	0.4825	0.001	0.033	0.008	0.019	0.001	0.018	0.001	0.01	0.006	0.001	0.0769	0.1628	0.041	0.001	0.1429	0.004	0.2478	0.001	0.5105	0.2218	0.001	0.001	0.1538	0.015	0.044	0.001	0.1698	0.001	0.001	0.001	0.001	0.7982	0.4426	0.009	0.001	0.3447	0.015	0.001	0.004	0.009	0.001	0.001	0.4565	0.0809	0.0519	0.001	0.001	0.001	0.5415	0.014	0.1708	0.4456	0.002	0.001	0.001	0.01	0.1948	0.002	0.1259	0.001	0.01	0.001	0.003	0.005	0.015	0.002	0.022	0.001	0.029	0.001	0.001	0.007	0.001	0.007	0.001	0.001	0.016	0.001	0.4256	0.1409	0.001	0.001	0.001	0.016	0.8571	0.032	0.022	0.1199	0.026	0.002	0.001	0.002	0.001	0.001	0.026	0.2468	0.001	0.3806	0.6893	0.022	0.2647	0.001	0.001	0.001	0.001	0.001	0.1718	0.001	0.001	0.1429	0.001	0.001	0.8322	0.001	0.7253	0.001	0.0959	0.002	0.001	0.001	0.01	0.5165	0.028	0.4226	0.001	0.7183	0.004	0.7602	0.001	0.01	0.001	0.001	0.011	0.001	0.001	0.001	0.0709	0.0619	0.001	0.001	0.7203	0.001
Gp_MJ1_149	0.031	0.002	1	0.002	0.001	0.023	0.001	0.4006	0.006	0.001	0.004	0.001	0.8082	0.0759	0.001	0.033	0.8721	0.006	0.6484	0.2448	0.1249	0.02	0.012	0.004	0.8492	0.6444	0.002	0.8551	0.009	0.005	0.0629	0.2527	0.001	0.001	0.5934	0.001	0.002	0.007	0.001	0.006	0.0849	0.2577	0.001	0.3806	0.001	0.018	0.4416	0.024	0.1648	0.001	0.1139	0.012	0.002	0.001	0.017	0.9091	0.001	0.2468	0.0979	0.8791	0.0829	0.005	0.001	0.002	0.8062	0.1698	0.975	0.1079	0.001	0.001	0.011	0.8941	0.1299	0.001	0.3916	0.011	0.0739	0.001	0.7642	0.002	0.001	0.1349	0.001	0.7882	0.2847	0.1948	0.001	0.001	0.6963	0.8442	0.6583	0.2527	0.3886	0.001	0.001	0.001	0.4396	0.5564	0.001	0.001	0.2797	0.001	0.3177	0.3576	0.001	0.2048	0.001	0.5714	0.012	0.2837	0.7642	0.7512	0.3666	0.009	0.1718	0.001	0.004	0.002	0.033	0.018	0.015	0.9211	0.001	0.7582	0.0539	0.015	0.2318	0.001	0.6244	0.001	0.4545	0.001	0.001	0.002	0.6653	0.004	0.5704	0.012	0.006	0.002	0.019	0.001	0.001	0.7672	0.002	0.001	0.033	0.6763	0.001	0.4256	0.028	0.002	0.001	0.5155	0.001	0.001	0.007	0.1738	0.4675	0.3347	0.7413	0.7512	0.2747	0.4685	0.0749	0.4316	0.3377	0.002	0.2298	0.049	0.024	0.8102	0.006	0.005	0.5275	0.002	0.001	0.0609	0.001	0.001	0.6753	0.1508	0.2278	0.8721	0.005	0.001	0.005	0.8272	0.0809	0.7992	0.001	0.005	0.001	0.003	0.0689	0.6254	0.01	0.001	0.9141	0.015	0.0679	0.001	0.2288	0.002	0.9161	0.001	0.004	0.3656	0.1768	0.001	0.026	0.7732	0.05	0.001	0.5554	0.001	0.005	0.004	0.004	0.6354	0.4436	0.048	0.002	0.1369	0.005	0.001	0.0559	0.015	0.001	0.001	0.004	0.0659	0.1878	0.001	0.001	0.003	0.1099	0.9401	0.7602	0.972	0.002	0.004	0.002	0.7253	0.027	0.001	0.987	0.001	0.2098	0.008	0.014	0.011	0.006	0.05	0.024	0.2358	0.0989	0.011	0.038	0.1548	0.001	0.1169	0.0799	0.037	0.001	0.001	0.043	0.4565	0.001	0.023	0.001	0.4935	0.3467	0.022	0.959	0.001	0.0559	0.007	0.012	0.013	0.003	0.044	0.1568	0.0939	0.001	0.1359	0.8262	0.6773	0.034	0.001	0.001	0.003	0.001	0.021	0.014	0.003	0.001	0.1898	0.002	0.001	0.044	0.001	0.2018	0.001	0.0549	0.2238	0.001	0.007	0.005	0.011	0.016	0.028	0.001	0.7902	0.001	0.001	0.001	0.002	0.015	0.002	0.9371	0.002	0.002	0.001	0.031	0.0819	0.001	0.009	0.5574	0.001
Gp_MJ1_272	0.001	0.001	0.002	1	0.001	0.0829	0.001	0.6553	0.001	0.01	0.005	0.003	0.1618	0.0549	0.002	0.3247	0.2917	0.001	0.037	0.6893	0.2108	0.021	0.001	0.0689	0.002	0.049	0.0599	0.013	0.001	0.001	0.001	0.4486	0.001	0.001	0.4246	0.002	0.001	0.008	0.036	0.8452	0.2547	0.1439	0.001	0.6284	0.001	0.001	0.1279	0.002	0.024	0.012	0.6244	0.024	0.1299	0.001	0.2388	0.6184	0.001	0.008	0.0579	0.5355	0.4945	0.002	0.2128	0.001	0.1598	0.1209	0.5375	0.006	0.001	0.001	0.008	0.2517	0.5095	0.002	0.5265	0.005	0.007	0.003	0.3556	0.013	0.003	0.009	0.001	0.1209	0.1109	0.6933	0.0559	0.004	0.95	0.6344	0.006	0.7652	0.0729	0.013	0.001	0.001	0.8332	0.3107	0.011	0.001	0.8991	0.02	0.002	0.4655	0.001	0.6733	0.0629	0.4755	0.006	0.0979	0.1169	0.3736	0.4486	0.001	0.2348	0.011	0.012	0.001	0.037	0.1469	0.002	0.0919	0.005	0.3247	0.1968	0.005	0.0579	0.001	0.2667	0.001	0.4655	0.001	0.2987	0.003	0.007	0.003	0.2088	0.2667	0.001	0.001	0.041	0.7822	0.001	0.1838	0.1109	0.002	0.1718	0.8182	0.002	0.046	0.969	0.0779	0.004	0.7782	0.011	0.012	0.005	0.5435	0.7892	0.7502	0.8302	0.6484	0.001	0.046	0.023	0.3487	0.005	0.001	0.5874	0.001	0.003	0.3157	0.1039	0.032	0.4126	0.2448	0.001	0.6104	0.007	0.001	0.8631	0.3047	0.007	0.048	0.004	0.2148	0.001	0.2817	0.001	0.1499	0.003	0.001	0.004	0.5045	0.018	0.0709	0.4116	0.001	0.1808	0.007	0.2917	0.001	0.2637	0.003	0.4296	0.001	0.5315	0.2018	0.0769	0.001	0.1439	0.1998	0.032	0.001	0.1009	0.001	0.001	0.004	0.001	0.6783	0.6004	0.012	0.001	0.2458	0.003	0.001	0.005	0.8651	0.006	0.021	0.3057	0.001	0.1179	0.005	0.041	0.001	0.9421	0.1309	0.963	0.0729	0.037	0.014	0.001	0.2488	0.7353	0.004	0.4056	0.031	0.005	0.001	0.0539	0.037	0.002	0.039	0.1918	0.015	0.8282	0.001	0.001	0.0509	0.001	0.01	0.001	0.004	0.7073	0.001	0.8062	0.017	0.001	0.001	0.001	0.1049	0.2038	0.002	0.0679	0.7542	0.8561	0.036	0.1079	0.004	0.001	0.039	0.005	0.038	0.002	0.3227	0.2288	0.1618	0.3297	0.002	0.001	0.001	0.001	0.001	0.003	0.008	0.003	0.5834	0.0889	0.001	0.4106	0.001	0.2228	0.001	0.018	0.006	0.001	0.002	0.045	0.5485	0.002	0.2108	0.001	0.8561	0.1279	0.0569	0.001	0.1608	0.023	0.001	0.013	0.003	0.004	0.001	0.9201	0.002	0.005	0.001	0.1279	0.001
Gp_MJ1_444	0.001	0.001	0.001	0.001	1	0.3956	0.001	0.6973	0.001	0.001	0.001	0.002	0.8501	0.012	0.011	0.2098	0.8102	0.001	0.954	0.2897	0.2228	0.004	0.002	0.001	0.3137	0.6693	0.003	0.0619	0.001	0.001	0.004	0.8322	0.001	0.001	0.7802	0.001	0.001	0.003	0.006	0.3197	0.0889	0.989	0.001	0.3317	0.002	0.001	0.1818	0.001	0.014	0.001	0.7892	0.029	0.001	0.001	0.05	0.5305	0.001	0.004	0.0509	0.6264	0.7952	0.003	0.002	0.001	0.3287	0.0889	0.2717	0.002	0.001	0.001	0.017	0.4845	0.0789	0.001	0.0719	0.01	0.3896	0.001	0.1019	0.001	0.001	0.002	0.001	0.6763	0.0699	0.008	0.001	0.001	0.8082	0.2068	0.026	0.4196	0.0999	0.001	0.001	0.001	0.4925	0.4745	0.001	0.001	0.6384	0.001	0.0529	0.5634	0.001	0.2008	0.001	0.6863	0.001	0.6174	0.7842	0.2787	0.5804	0.001	0.0699	0.002	0.001	0.001	0.001	0.043	0.001	0.1528	0.001	0.2807	0.002	0.001	0.001	0.001	0.8232	0.001	0.6673	0.001	0.001	0.002	0.005	0.001	0.0749	0.0729	0.001	0.001	0.001	0.033	0.001	0.985	0.002	0.001	0.0719	0.0579	0.001	0.6374	0.1239	0.001	0.001	0.8821	0.001	0.001	0.002	0.1039	0.1459	0.6394	0.6234	0.2767	0.011	0.974	0.025	0.013	0.0569	0.001	0.5574	0.004	0.009	0.6164	0.001	0.001	0.7852	0.02	0.001	0.0809	0.001	0.001	0.4086	0.007	0.023	0.032	0.008	0.005	0.001	0.3966	0.001	0.8402	0.001	0.003	0.001	0.003	0.001	0.3966	0.034	0.001	0.6683	0.003	0.007	0.001	0.2448	0.001	0.7333	0.001	0.0539	0.963	0.006	0.001	0.1499	0.6793	0.025	0.001	0.6114	0.001	0.001	0.001	0.001	0.8501	0.2348	0.1578	0.001	0.024	0.001	0.001	0.002	0.1978	0.001	0.001	0.011	0.1768	0.2547	0.001	0.001	0.001	0.5584	0.5225	0.0669	0.8022	0.005	0.001	0.001	0.0969	0.994	0.001	0.6274	0.001	0.013	0.001	0.004	0.002	0.009	0.017	0.013	0.0749	0.02	0.001	0.006	0.0749	0.001	0.002	0.001	0.002	0.004	0.001	0.3097	0.029	0.001	0.001	0.001	0.1159	0.2158	0.003	0.6553	0.5894	0.5345	0.001	0.003	0.001	0.001	0.001	0.004	0.007	0.002	0.3596	0.7522	0.7812	0.4396	0.001	0.001	0.001	0.001	0.005	0.009	0.004	0.001	0.006	0.002	0.001	0.6354	0.001	0.003	0.001	0.001	0.001	0.001	0.001	0.012	0.2687	0.007	0.8631	0.001	0.2807	0.001	0.1688	0.001	0.001	0.001	0.001	0.039	0.001	0.001	0.001	0.0599	0.025	0.003	0.001	0.6194	0.001
Gp_MJ2_113	0.7522	0.014	0.023	0.0829	0.3956	1	0.014	0.001	0.017	0.7512	0.6044	0.1079	0.2288	0.021	0.007	0.019	0.3477	0.0609	0.9021	0.3097	0.007	0.2957	0.8611	0.3137	0.2428	0.4555	0.0979	0.0949	0.1369	0.8462	0.2408	0.2438	0.2028	0.019	0.0709	0.1109	0.001	0.6993	0.032	0.034	0.03	0.5275	0.6583	0.001	0.005	0.001	0.035	0.3167	0.001	0.001	0.001	0.008	0.001	0.1528	0.001	0.958	0.4466	0.0549	0.8392	0.009	0.012	0.2338	0.006	0.5375	0.95	0.0759	0.3886	0.7882	0.034	0.036	0.1688	0.6184	0.0909	0.3427	0.004	0.1778	0.032	0.2488	0.032	0.5075	0.001	0.995	0.032	0.0549	0.1299	0.2577	0.2268	0.022	0.3866	0.1229	0.9041	0.001	0.034	0.001	0.045	0.004	0.6134	0.2997	0.001	0.003	0.004	0.001	0.019	0.3127	0.3127	0.5744	0.001	0.998	0.4266	0.001	0.036	0.6024	0.001	0.8072	0.001	0.1918	0.8621	0.7163	0.001	0.001	0.7622	0.5824	0.3447	0.5834	0.3666	0.8252	0.2498	0.7792	0.5734	0.971	0.8551	0.031	0.7003	0.002	0.8951	0.5684	0.9341	0.001	0.046	0.8911	0.8901	0.039	0.005	0.98	0.4236	0.1978	0.013	0.1469	0.0589	0.5834	0.0619	0.001	0.008	0.026	0.0539	0.001	0.4306	0.4845	0.01	0.2827	0.7193	0.2667	0.9341	0.002	0.001	0.3487	0.4695	0.009	0.001	0.02	0.0669	0.8831	0.2218	0.001	0.3027	0.028	0.2587	0.5445	0.1479	0.001	0.0599	0.7413	0.8941	0.011	0.2388	0.042	0.1039	0.015	0.2118	0.4765	0.6643	0.4316	0.001	0.03	0.0839	0.037	0.012	0.1209	0.5884	0.6494	0.0819	0.008	0.1928	0.003	0.1149	0.018	0.3217	0.5465	0.001	0.2727	0.1868	0.5015	0.9021	0.009	0.4416	0.001	0.008	0.001	0.6593	0.6543	0.8242	0.3586	0.8881	0.2827	0.3147	0.6713	0.7812	0.004	0.022	0.003	0.0789	0.2338	0.2707	0.8452	0.1249	0.036	0.001	0.6923	0.7173	0.033	0.001	0.001	0.014	0.028	0.9411	0.4026	0.4006	0.001	0.8022	0.5235	0.0859	0.3646	0.1299	0.034	0.1678	0.041	0.1538	0.3337	0.1319	0.2697	0.043	0.046	0.5914	0.005	0.1109	0.2837	0.018	0.6613	0.001	0.969	0.6104	0.1678	0.1449	0.1538	0.9261	0.0859	0.006	0.1439	0.6893	0.001	0.966	0.5744	0.0959	0.6863	0.001	0.0589	0.8691	0.2498	0.002	0.1139	0.001	0.2308	0.002	0.035	0.3816	0.0579	0.009	0.962	0.011	0.1489	0.042	0.1678	0.002	0.4795	0.1628	0.4066	0.2098	0.006	0.1548	0.001	0.2338	0.0759	0.6823	0.0809	0.001	0.1119	0.003	0.003	0.8342	0.001	0.956	0.965	0.0859	0.001	0.037	0.2877	0.001	0.976	0.4326	0.5994
Gp_MJ3_423	0.001	0.002	0.001	0.001	0.001	0.014	1	0.3906	0.002	0.001	0.001	0.01	0.8671	0.049	0.013	0.1269	0.8302	0.003	0.8991	0.5824	0.1269	0.2787	0.0549	0.002	0.3506	0.2068	0.001	0.9161	0.003	0.003	0.3047	0.1359	0.001	0.001	0.1199	0.001	0.001	0.005	0.001	0.2498	0.1409	0.3387	0.001	0.5564	0.001	0.004	0.4885	0.002	0.025	0.005	0.8352	0.001	0.014	0.0549	0.1129	0.1389	0.01	0.017	0.003	0.4276	0.3167	0.001	0.001	0.007	0.8651	0.0599	0.2148	0.001	0.001	0.001	0.018	0.3477	0.1888	0.001	0.1928	0.016	0.002	0.008	0.029	0.001	0.004	0.001	0.001	0.4386	0.006	0.2218	0.001	0.013	0.8911	0.8811	0.6434	0.9001	0.8661	0.002	0.001	0.009	0.1379	0.7852	0.031	0.002	0.6014	0.015	0.5355	0.031	0.001	0.5754	0.014	0.964	0.001	0.2897	0.8402	0.3077	0.3956	0.001	0.0989	0.004	0.001	0.001	0.005	0.1399	0.001	0.4985	0.026	0.6653	0.001	0.1339	0.1309	0.001	0.036	0.001	0.1548	0.002	0.004	0.002	0.7772	0.02	0.977	0.2048	0.001	0.001	0.002	0.036	0.001	0.8242	0.1099	0.0909	0.005	0.5534	0.001	0.8412	0.1369	0.003	0.022	0.1598	0.0579	0.002	0.005	0.0969	0.0749	0.6783	0.026	0.3566	0.008	0.5704	0.021	0.6573	0.001	0.002	0.1049	0.007	0.016	0.3576	0.016	0.038	0.0949	0.0599	0.001	0.982	0.004	0.001	0.4865	0.2767	0.4046	0.2507	0.011	0.0859	0.002	0.6024	0.1359	0.5305	0.006	0.009	0.001	0.01	0.001	0.5115	0.0509	0.001	0.6314	0.007	0.8621	0.001	0.8282	0.001	0.5395	0.001	0.7672	0.6384	0.2677	0.001	0.1159	0.5405	0.014	0.001	0.4016	0.001	0.001	0.004	0.003	0.5864	0.2807	0.032	0.002	0.1518	0.01	0.007	0.001	0.033	0.007	0.001	0.021	0.0589	0.5115	0.001	0.1059	0.002	0.9221	0.5854	0.031	0.0649	0.004	0.2338	0.001	0.7672	0.9461	0.001	0.2827	0.2018	0.003	0.001	0.3736	0.0709	0.004	0.011	0.8591	0.7063	0.2198	0.025	0.002	0.1029	0.001	0.0549	0.004	0.008	0.009	0.002	0.2667	0.0719	0.001	0.001	0.001	0.008	0.032	0.0839	0.996	0.0899	0.0959	0.007	0.0719	0.011	0.009	0.01	0.1049	0.0969	0.002	0.1928	0.4316	0.5495	0.8591	0.004	0.002	0.002	0.001	0.001	0.014	0.011	0.001	0.1099	0.003	0.001	0.2637	0.001	0.0839	0.002	0.1129	0.042	0.001	0.001	0.041	0.1019	0.001	0.9181	0.001	0.5804	0.036	0.001	0.006	0.0569	0.003	0.001	0.5185	0.001	0.005	0.002	0.0789	0.007	0.034	0.009	0.9051	0.0739
