#OTU ID	A04	A18	G11	Z16	B04	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	E12	K16	M12	P24	P31	CA40A	CD21A	CD24A	CD25A	CD27A	CD28A	CD29A	CD30A	CE19A	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A
Sg_CM31A_43	81	49	393	136	1475	3393	6681	6	228	11625	436	1032	1396	16	33931	1080	86	77	6339	433	404	563	883	1135	245	198	1071	39	475	119376	7954	1394	2656	1035	1480	56	1806	1709	921	477	545	139	891	28	3834	215	6315	3603	108	184	86	70	230	3640	94	76	81	1876	12	64	63	26	152	126	183	560	10805	126	56	21	926	13
Sg_CM31A_52	86	321	295	24	781	12963	95	720	859	32	6	305	194	1974	2834	2315	3395	703	234	2603	1808	249	908	2500	1091	52	204	144	111	236	4461	881	35	370	1822	439	290	13	324	86	664	349	264	1919	1328	346	626	700	401	1926	285	5513	1326	168	1357	648	2872	1416	287	3374	631	2491	803	1504	502	3881	4330	858	342	5377	703	1078
Sg_CM32A_26	1212	2047	3242	3583	1409	27	1210	1431	1357	495	239	1618	1431	870	321	924	1123	1022	908	2066	848	1149	85	1259	1094	723	2818	3699	1054	526	843	1431	1710	1156	1089	1485	1365	2066	1331	2202	1275	1478	282	1104	1314	654	565	1082	233	334	3302	323	2061	1137	17350	2127	1187	11602	1507	3449	6340	2864	1303	18750	3363	876	2968	140478	22579	2939	2279	1837
Sg_CM32A_49	2049	581	452	1402	8964	1158	1188	1570	1853	711	1286	655	600	1031	1984	1974	2351	1750	1244	2658	5514	1774	3141	11501	1107	1133	3672	1128	1181	899	15956	6946	10359	3781	1702	2481	2944	1322	1722	1391	2293	1137	2294	4808	1660	2477	8135	1041	1338	889	992	2653	5292	1918	696	717	1249	1431	1700	1597	704	1769	788	858	1832	3092	1892	33836	539	3054	1700	538
Sg_CM33A_39	1	44	13	10	0	0	1	5	34	0	1	650	1011	720	61	0	127	1	5	8	2	3	0	0	1	0	0	7	5	5	0	36	0	0	0	0	7	10	0	143	4	13	0	9	13	1	0	2	0	2	2	90	2994	2	14	8	1	396	17136	75	4	65	151	3640	141	5	445	11	10258	26	813	2
Sg_CM33A_60	1312	1164	2912	451	112	0	410	5608	1189	42	29	145	175	24	13	15	442	339	293	205	130	68	61	101	875	250	32	1809	77	20	158	7115	29	106	131	559	3958	79	68	670	127	213	7	180	27	47	10	328	11	13	314	31	1477	163	3869	274	220	1810	352	324	3105	1789	135	2595	1001	74	1709	869	61048	848	856	376
Sg_CM33A_9	10123	3700	35025	8444	4421	236	3944	16527	37935	2371	2267	3924	3623	2413	778	3909	2082	3645	3338	3231	2757	3555	4387	2947	1957	2680	3348	9021	4123	2738	2368	4448	4247	4476	3677	13822	8722	4313	5018	4579	2215	5306	3842	4342	4449	2651	3492	4233	1955	1290	3668	2284	2863	3774	11065	5512	2214	5113	2078	1922	69415	5842	1352	6217	3783	2436	4957	6660	77557	3365	3999	5777
Sg_CM35A_15	1238	1712	3131	272	118	1	275	1326	532	46	42	585	368	122	36	78	445	359	297	305	235	240	315	228	1302	77	182	7996	191	43	89	530	92	112	76	280	1955	307	300	944	339	145	34	680	62	61	7	325	24	27	8860	424	4285	165	3318	293	4761	2439	548	754	2422	1346	152	10793	1383	250	2039	4615	8284	33925	27110	451
Sg_D02_31	138	30270	10804	3052	1762	0	175	4973	36719	209	188	646	1684	1685	64	2204	925	1807	979	25466	897	6497	416	2464	1516	18471	229	32041	702	446	6098	555	101	5508	910	6072	18768	1165	757	3458	1164	1844	270	265	1061	735	198	285	146	166	442	558	451	273	6001	40508	2036	181	51	79	61719	1252	62	1884	11296	31064	864	159	11166	419	11069	308
Sg_D02_32	303	27	62	1692	2457	14	1486	266	546	466	716	535	243	1180	372	2307	359	622	645	808	383	7743	1973	1959	528	158	3737	505	1107	3328	2098	1433	4877	663	1567	673	1179	2988	4316	1379	377	891	2273	1475	5531	1599	2126	955	978	325	1151	213	411	1446	162	111	179	214	79	47	84	140	55	277	301	243	201	324	231	57	491	219
Sg_D02_44	663219	171	24269	468	1799	0	9241	8593	72004	57	50	111	121	356	10	62	79	874	65	262	141	125	96	78	217	21026	87	13560	97	49	47	302	40	3434	47	173	512	73	27740	73186	8653	12050	32	1067	47	28	44	128	30	10	22851	61458	28765	23699	9806	4639	74399	489	4338	323	69926	106490	6889	48168	405	58	262034	203	18336	858	130	94117
Sg_D02_9	1013	311	354	1195	16087	5	3934	4432	252	6311	2859	2764	5428	382	4203	5362	1960	7719	1975	7398	6321	7285	3345	13000	1012	4711	21138	2287	170	4552	9126	10585	434	10264	4685	2124	3171	25992	9854	7747	3695	10130	683	8374	313	7120	355	23775	158	66	13042	96	6508	9056	720	314	1225	233	142	12	49	215	34	584	287	42	1474	4046	261	422	1564	87
Sg_D03_75	1521	406	522	1015	640	187	608	500	1553	289	247	397	794	306	140	316	289	512	752	775	511	521	647	462	381	393	740	846	944	254	406	536	601	342	636	495	595	790	1195	561	450	688	243	474	846	262	317	402	258	95	631	230	544	1247	1023	352	716	617	169	359	1017	1181	129	1733	915	536	556	973	1588	628	900	326
Sg_D03_78	4435	2039	12219	9747	375	81	3652	4106	3084	377	83	4104	1209	2076	419	2271	1153	2222	1536	2316	862	1265	411	1039	1247	3325	315	5935	1342	402	617	2396	44	5337	3248	3113	2075	390	3164	2054	2956	2773	23	7212	10	1085	21	2722	22	173	862	370	1258	790	4412	2263	1081	2240	635	357	6213	1692	254	3849	2118	571	1269	4250	2600	951	3273	7588
Sg_D09_14	726	1191	1641	833	908	9966	1590	2573	2363	293	38	1063	423	5437	15434	5059	5511	1291	1376	5139	3057	503	1377	5159	2938	575	368	738	766	1559	4924	2481	133	1705	7575	4787	1165	92	1361	300	1208	878	439	2005	5527	751	2190	1748	232	1971	387	8556	3074	391	4350	1351	4058	1354	471	4307	2894	4760	334	3383	755	5169	865	2407	954	5000	1435	3483
Sg_D10_17	4082	2179	427	291	475	22	1835	2870	1975	95	6374	29856	16142	18029	124	800	2000	129	1193	1222	310	1270	3734	100	854	3076	33	2102	86990	94	249	152	676	2851	243	4603	1121	72	1379	1572	2060	5047	3295	575	92	76376	5242	3630	59	1833	422	11925	2190	541	1915	1576	2327	6331	1127	1077	422	1557	4259	3591	3597	9846	3246	983	1299	4401	6042	5968
Sg_D18_45	3659	24	123	721	3998	5	18535	3203	1091	33390	32970	8501	6325	6246	32	27291	5552	29350	52707	4960	5568	20251	75532	3121	2165	6846	16357	1884	3377	7206	1551	1566	116	4626	4257	1898	14524	36486	27683	6913	6720	14398	1059	7841	29401	3501	52	5816	29	19	64555	5107	6126	17842	58	179	433	36	25	79	17	25	30	46	27	187	777	363	153	2844	59	61
Sg_E04_12	283	210	5	75	2518	9	941	405	856	996	4653	1033	63	2347	541	706	484	170	1149	483	291	2480	3224	468	739	196	2606	277	966	256	1444	525	11965	5311	5607	1430	259	1160	3178	1874	472	473	21130	1892	1612	1645	23169	835	5772	5007	1208	195	259	1626	68	44	122	37	177	90	11	34	603	838	125	579	338	358	49	44	149	314
Sg_E06_10	441	3651	1557	1317	66	3	178	828	816	59	19	527	822	169	31	178	424	14021	402	440	225	3708	30	105	619	212	144	1444	250	44	100	788	37	160	243	257	615	201	468	479	210	152	75	315	49	96	8	346	6	25	856	249	1600	403	4473	1421	348	2276	20047	721	3045	1075	144	3410	28573	186	1944	1488	6161	12354	562	810
Sg_E06_24	111	456	1728	139	783	232	1814	635	120	326	43	246	812	2177	164	2737	1685	1888	677	685	786	110	8	1531	1794	232	3513	820	100	787	301	2508	3146	431	1076	731	1052	3293	1879	829	562	30	32	965	148	102	3437	841	38	387	2097	102	2354	116	332	107	72	373	79	65	276	234	81	745	129	67	306	1720	219	419	300	153
Sg_E10_50	10903	2339	1504	6644	20222	429	35485	15169	7871	5295	5737	17551	6382	4167	7852	13549	9541	16906	26368	25045	25903	21095	17897	14174	7159	7818	15949	5530	3527	11114	36878	12127	10510	6127	23705	7608	11623	33491	16576	7787	18120	33878	10240	12033	7698	7390	10772	38173	9007	1258	37547	2665	25495	31595	3781	1319	2810	2258	1528	1838	3208	3498	1062	3255	2452	3107	4807	6209	4867	3685	4456	2583
Sg_EA47_17	193	36829	27033	1243	1366	312886	125675	62872	5677	226	818	13909	8202	42054	778285	122132	15230	2997	23443	62659	3231	2973	134	6614	9931	108	12664	3489	1531	1487	28388	8755	49	1602	169163	198160	3096	75	16410	188	1303	4519	1166	6440	49418	187	12918	3983	526	10112	21	60103	21518	176	90862	1030	20720	7759	5065	15060	43376	24783	388	78387	167	892	11014	61532	15606	2333	4790	43798
Sg_EA47_9	119	679	1610	787	115	174	79589	1052	115	820	146	212	544	137	129	2168	471	1143	500	702	2832	320	4163	1458	450	182	369	1022	101	202	731	470	84	4028	4162	296	612	3085	3300	1913	2133	1408	235	556	145	2302	93	1212	1546	19	1086	171	535	1862	514	139	203	264	87	43	665	358	349	218	178	303	240	501	393	246	114	252
Sg_EA57_9	12	11	38	49	273	952	825	231	114	1413	85	217	236	109	86471	206	78	509	1072	215	119	190	852	767	418	95	442	19	210	28859	1823	362	1431	184	395	153	1457	362	412	134	63	173	869	322	6597	1776	3426	803	915	72	311	42	245	645	106	159	45	1499	198	739	19	49	106	264	19	65	351	128	581	7	63	58
Sg_EA61_27	331	259	1498	758	902	0	1568	452	175	285	35	125	685	11468	132	2287	58772	69938	373	669	740	171	26	1407	1215	174	3748	728	336	620	288	1696	4859	452	510	771	841	2982	1955	707	655	25	232	652	84	167	4179	1056	164	389	1816	63	2108	228	356	51	29	272	91	24	121	259	15	61	72	65	427	1080	126	620	370	104
Sg_EB03_22	635	3004	761	3	86370	2	52	6741	8987	3	11	26	9	10	1670	97	11	76	27	5830	40199	217	242	97642	8153	568	36234	4870	49	199	9453	14825	12024	21863	36	1965	5838	36	24	35	33	11	18	4415	47	118	6926	59	295	9	51	43	21363	64	244	9	5	2143	5	131	411	52	9	241	954	6	9019	567	1068	2	10	9
Sg_EB08_12	3	6	13	5	176291	41	278	3874	4	108	6	120	29	6236	374	62	69	101	73	44	118	82	19	269	130	28	361	36	8	744	65183	77	87267	602	38960	6	134	18353	29	310	93	22	105	508	70	1	144	230	12	23	22	2	296	75	3	3	1	14	1	2	0	2	1	120	3	2	36	354	2	1	9	5
Sg_EB09_7	48	1253	5452	406	573	17198	1597	7264	1587	22	80	1103	422	180182	46452	7254	39273	11410	1966	6113	2609	1545	500	3295	342248	49	681	1284	1210	184	3419	548567	15	1318	11753	9273	3833	5	7901	697	992	674	1015	1200	3515	254	5252	1348	176	5870	77	4479	20564	109	48312	1330	2574	4339	397	4751	44593	29512	261	7069	301	1573	884	21173	1211	1752	10065	109384
Sg_EB10_11	31	130	833	79	809	3	2048	473	13	144	22	8	560	1661	96	1809	1621	1975	513	531	665	6	3	1251	1030	164	3489	720	0	593	289	1276	146596	298	482	552	829	2869	1432	773	449	2	1	917	5	18	2271	777	43	420	1790	9	3138	4	214	21	1	153	16	11	15	82	8	21	19	3	189	1010	41	311	151	88
Sg_EB13_4	5506	21647	762	1578	929	52	1506	4195	22402	4146	82681	15768	7352	2839	225	663	9486	781	1113	943	890	947	873	646	5721	9787	891	3112	20507	269	2334	467	1505	35214	1989	25927	1784	518	2192	2742	6884	9320	450	693	619	11721	3443	2013	192	2990	1955	11592	1867	1476	14286	6386	8711	10375	16360	15154	929	5860	24311	9439	13615	14256	33378	2300	9627	4489	20405	19705
Sg_EB21_10	55	347	1029	156	876	18	6238	422	94	680	45	75	322	878	62	1275	707	939	397	376	409	157	283	796	622	157	1900	546	88	493	302	890	3734	261	600	455	579	108912	1004	1656	437	73	95	670	148	64	1549	560	143	216	1995	13	1211	173	161	26	47	161	51	64	112	79	72	56	58	37	231	3738	78	239	177	135
Sg_EM03_4	15138	14	1360	23058	17	10	3730	270	5	9	6	23	95184	29	16	25	5995	500	39	622	10200	88	0	201	29	17	40	1326	3	27	4	328	17	24	49	15	563	11240	97	1954	28092	7164	55	21	22	2	12	35	12	31	3746	46	1246	4070	16	6	339	194	8662	9	3636	4	3	3	16	3	5	7394	234	146	10686	7
Sg_EM03_7	2101	10304	358	364	163	1	52	718	5099	6	322	208	3139	212	1	1	137	437	2893	836	181	56	8	8	51	16	246	1834	193	4	32	8	27	99	9	185	1379	6	351	3407	16358	3526	14	207	0	289	0	40	0	1179	1628	18	109	412	991	34	294	66	150	494	1160	259	382	8681	444	41	1660	255	47	4631	2941	75
Sg_EM12_46	319	274	110	5	3	0	47	34	185	0	209	19	209	270	1	9	95	1910	36	22	21	16	4	4	37	140	2	255	109	1	3	27	0	36	6	69	9	3	18	59	86	10233	0	34	0	473	11	24	1	9	19	55	79	40	44	71	167	166	86	149	6	187	180	253	213	60	225	220	255	63	202	28
Sg_EM12_61	6051	1096	1675	11642	4974	334	2138	23143	1951	1489	7555	178802	1948	2085	611	2042	2184	2954	3077	2111	8002	4454	3292	2414	1861	1639	3968	3940	1654	3371	2723	2594	3435	2260	3971	3190	3101	35619	17028	14153	21307	269847	11980	3968	2524	4133	1741	4127	1905	479	12456	15765	2934	6672	964	759	1039	857	971	693	3130	757	237	1647	5535	29236	1599	3448	8267	11025	1894	9153
Sg_EM22_6	31	260	798	137	481	36047	21	1378	13846	11	4	2214	145	4239	7036	2843	2858	698	7827	2760	5018	205	1065	2004	7526	197	14	1689	244	1131	2067	2308	20	38963	20415	878	1008	2	2657	1552	397	916	28614	1725	6204	223	2032	7078	220	1019	87	3258	3784	114	6164	300	1034	549	159	1929	1794	1680	400	982	360	3348	286	443	247	3157	1633	3164
Sg_EM25_40	2100	759	3046	3384	384	9	1403	3487	2820	1084	112	806	862	1332	417	547	670	798	3218	789	424	652	1154	919	1203	1808	351	2189	3574	832	456	1085	560	2296	1401	1771	878	297	1758	1386	2036	1539	729	9129	320	588	565	2540	117	72	857	766	1318	925	1835	1176	1167	1140	284	544	2638	662	222	2584	809	446	3729	1998	772	936	1763	2718
Sg_EM30_38	2543	1891	24532	1994	2461	819	2600	50890	12067	3873	2597	3607	1172	1992	3152	2389	1611	3426	1148	8037	5567	3641	1072	2564	48466	219438	2748	12966	85628	1045	2991	4743	1259	33177	2764	11927	21269	1522	3536	4355	4519	1562	3853	5670	1331	60199	2269	1840	968	24896	2700	474	22906	1634	10460	346228	36214	3801	789	422	1356	1729	5424	34231	906	1333	797	954	639	740	3232	851
Sg_EM30_40	11944	785	636	738	655	22	827	16070	1272	306	865	28595	23671	1163	70	458	9785	21781	1053	49399	51253	1029	466	1433	408	671	435	2171	255	496	6153	30834	730	523	392	13854	1327	2984	2364	1740	42678	780	1255	9682	413	20577	530	664	752	119	2367	843	2468	16058	1430	2863	1602	701	301	128	2152	3431	636	30954	5597	1858	2593	645	771	778	11508	1478
Sg_EM34_4	7699	30465	18097	5235	98062	282612	8085	53940	98233	3598	2739	23927	11611	23310	25697	303126	556337	96153	9357	348388	249916	16792	113731	307425	37579	2684	5145	13671	4529	28233	529783	38458	7593	7352	10847	6037	17998	6908	9697	8967	83762	36529	52289	256308	9075	12194	11518	54809	491920	170556	23409	639326	143724	25516	69481	52536	228586	127872	37952	363732	16927	371630	153764	161484	74681	727652	12054	65374	42026	662190	74326	10146
Sg_G06_49	76	7369	15193	19356	414	360	179	87	86	103	11	58	54	73	1260	280	419	399	170	4057	222	49	92	321	42066	7901	9	601	93	59	393	564	53	11275	399	620	4025	29	64	56	3040	111	42	243	37	57	29	244	23	55	353	298	1717	240	129	8910	172	16259	2736	250	18432	5035	1406	8217	13612	461	6743	7428	175	754	93	279
Sg_G06_9	12	2	5	126	106	1	25	371	310	2	34941	20857	1114	34545	18	7	2096	200	42	54	51	350	154	320	28	14	180	93	10	26	19	115	449	64	54	2307	36	85	132	37178	270	2735	178	26	373	49103	57	35	117	5955	40	745	25	114	1812	61	33648	24	295	9	16	3	4791	8	875	15745	3750	24	6679	87	5131	24270
Sg_G09_4	1058	267946	4317	18	261	314	745	3025	3026	114	650	5324	2747	1404	526	911	2076	673	317	931	988	1094	166	630	754	191	420	2292	2327	440	1191	285	643	2175	125	3470	253	1566	5717	767	13709	32057	137	538	42	18941	284	1749	26	298	947	873	794	6041	271	1158	16087	880	591	49658	50	5318	7543	4803	42289	2030	41572	13721	2695	12204	8128	1128
Sg_G10_35	719	450	263	88	11363	18	62	692	804	10	67	37	60	113	3610	44	33	52	28	650	4301	46	65	9752	735	1252	927	575	311	2384	1569	5449	29760	3436	93	3388	5053	38	111	67	53	58	71	7951	106	237	16218	29	406	18	65	57	9680	119	908	57	81	402	32	133	98	244	88	33	2006	23	1032	1148	112	66	47	66
Sg_G11_20	3	5113	10057	35	78	0	5895	2256	13	2	13	12	10	6	5	23	21	32	8	17	2847	12	2	2850	14	16	5	689	18	1210	12	901	8	194	14	1463	3884	35	51	21	21	35	10	16	8	20	1	5393	65	4	34	5	2091	30	636	762	11405	588	2677	41	95782	14	4	3656	30921	12	69	185	38	11133	16774	107084
Sg_G18_1	3457	32569	27140	4569	2172	8	5	8975	8286	4	2363	3370	3295	795	7	6	586	34	402	1927	317	23	4	1222	1982	209	16	8778	40	308	133	721	161	1254	136	87	7178	71	8	5840	2187	57	15	129	1	4179	90	11	4	12505	6	2218	5242	103	11799	789	6	5402	10482	5391	5358	7139	8712	4697	7833	1291	7498	2205	10702	3014	682	11297
Sg_G18_19	3713	7112	3060	889	944	1012	1658	1863	4437	708	2955	1745	3897	2634	199	1351	2683	1145	1526	1311	1040	1052	1223	801	1034	1268	1109	3033	2841	523	2314	945	1266	1311	896	1879	1598	1595	1379	2644	3142	1585	867	1262	826	2442	893	1501	587	1456	1604	2972	1854	1262	2932	1269	2243	4225	2402	2760	1382	3193	5288	3143	3281	2441	4368	3332	5604	3453	4176	2058
Sg_G19_41	283	109	160	547	596	4	751	1479	1191	790	854	1892	2960	373	241	278	5829	2028	1258	6379	2812	25694	649	2825	455	417	1186	863	486	522	614	1041	439	692	546	620	1645	4949	5896	547	601	3308	772	1659	361	913	423	1589	186	64	887	1177	921	2918	267	138	2097	1424	95	122	375	3757	21	1653	1157	151	630	703	1623	100	360	255
Sg_G21_58	1143	274	1287	1209	67	1	1208	1821	862	200	6	461	360	352	78	159	71	240	2608	570	84	131	90	343	1040	969	41	1544	1341	526	48	28159	0	1263	504	1208	902	13	271	385	1926	565	3	712	2	237	7	2679	13	4	207	244	10692	53	15980	797	296	376	17	62	1694	88	11	258	180	263	35	544	81	130	637	743
Sg_G22_16	58	744	714	614	917	5685	549	1486	36327	3	12	433	152	4502	12318	3406	3801	738	411	3973	1893	254	640	2540	3227	10	175	182	163	193	2542	2398	12	135	2776	3496	637	5	441	32	572	213	33683	936	815	36	597	480	48	3422	134	4189	20181	131	12247	547	1478	779	239	2155	1314	2401	165	1846	382	3126	236	1324	354	2889	472	1928
Sg_G26_10	1146	45558	2670	1384	35	1	8088	2810	17178	1	215	88	4641	47	3	14	289	1944	29	182	806	1112	16	10	684	47	743	9494	48	27	735	657	33	202	768	559	1186	391	17	14722	1141	371	7	392	18	7	9	1634	3	5	708	5	623	280	4383	747	50	6031	7018	438	365	537	13188	2754	4548	4467	84611	10760	409	7393	1308	10964
Sg_G26_22	153	717	83	5	24	12	33	143	1207	26	908	1671	924	422	5	38	353	20	44	122	63	97	43	38	106	278	9	239	1735	3	53	10	33	2494	41	975	75	18	4463	7893	795	240	25	40	0	1318	43	168	0	116	186	41	104	160	1024	102	356	12103	364	323	29	514	1360	163	691	320	846	44	10246	490	4070	283
Sg_G26_28	814	1671	1389	1405	951	73	2842	5679	2408	896	500	1189	608	1039	198	1200	639	1031	1021	715	776	916	1614	914	1125	2815	1784	2639	2497	781	638	914	1033	1510	937	4475	3963	913	2252	3204	1589	1298	937	1183	667	4069	509	1078	1020	176	5430	475	2430	1082	3348	800	705	6425	1762	1429	1593	1090	1299	1012	769	901	5208	10994	751	1101	901	1488
Sg_G29_33	27	85	440	8	330	0	1025	217	15	283	12	3	180	543	49	856	149	213	90	175	236	5	27	448	469	97	1716	208	12	244	127	338	2194	59	225	133	301	1213	390	3881	122	1	59	386	23	25	978	166	24	86	1260	2	1233	13	51	24	0	42	12	5	4	48	6	3	3	29	68	830	70	101	32	18
Sg_G33_7	1794	5751	21349	1074	327	6	1608	4780	989	51	228	388	187	108	19	84	476	315	558	912	310	86	46	351	504	424	343	11072	374	97	184	592	101	270	428	5166	2195	349	91	571	319	260	17	495	8	96	242	427	7	19	368	105	1100	120	1045	422	99	1731	295	460	4862	1637	122	2854	626	517	1276	716	690	848	770	2261
Sg_G37_59	219	4385	234	1422	480	13	258	534	661	411	1430	531	605	591	58	326	427	267	475	625	225	632	442	335	879	913	378	671	760	97	135	886	1442	530	307	841	63883	768	389	865	841	862	564	274	355	524	531	508	1031	55	227	210	409	372	290	759	816	257	186	10313	97426	247	336	424	479	400	874	615	417	138	547	314
Sg_G39_28	7371	100601	9091	339	3693	1	31355	5542	34785	47	325	44	114185	90913	7	4	41623	49	18690	6427	6681	1427	2	106	4176	56	914	38325	116	221	6123	7533	1	739	1557	2590	398	870	10427	47934	14327	25792	2	3477	2	416	2	525	0	3775	7734	101	3036	5781	5740	12036	26316	48417	10907	3797	40	14799	108747	406	36986	2739	57082	82241	18012	29602	217	3796
Sg_G43_29	313	524	329	3	9	1	32	647	272	67	923	283	86	140	15	18	66	14	56	5338	26	20	11	14	168	949	2	294	545	3	31	25	8	497	27	439	164	10	37	173	162	82	8	17	0	308	28	63	0	41	46	124	1885	40	299	761	426	275	210	362	14	450	252	422	313	89	352	76	237	378	427	137
Sg_G46_28	666	1910	441	603	574	93	729	1205	1777	237	815	1146	1802	1212	142	497	776	27026	635	520	775	790	672	811	539	722	723	1155	924	346	459	728	689	961	553	1335	5030	675	641	1293	1022	1026	453	801	550	1271	231	1261	218	312	875	256	34238	1122	1713	475	994	2646	1931	1056	1105	2543	2423	2217	1362	346	2952	2725	1715	1743	2461	1429
Sg_G46_34	2974	2961	4254	5756	134	329	3553	1021	10858	879	92	12676	18010	332	2187	266	1190	1168	748	901	703	3062	384	361	1389	1851	615	2196	664	148	476	977	282	439	1241	1470	960	4241	826	1120	7625	932	183	1633	149	505	214	1167	104	63	1673	2114	2044	4971	3757	807	794	3595	1236	1067	3089	5637	5237	8063	5281	6594	4798	2928	3755	6768	2872	28491
Sg_G46_4	7952	10	492	4	4291	0	77	3	23	2	4	9	50	29	8	79	12	96	12	15	11	35	3	12	10	3	151	38	4	2	9359	9	10560	1129	495	14	17	2394	16	8732	11	3	6	4	20	113	128	5	11	18	3342	4	40	26	5	5	1	4	4	2	2	16	11	18	2	7	2	19	2	372	137	3
Sg_G47_17	270	384	18	4690	1690	12	164	423	431	195	4015	273	118	841	77	104	297	306	132	129	409	292	106	322	3507	22392	408	1600	304	55	254	137	5614	18883	8179	12275	224	185	172	295	359	237	607	396	413	648	586	214	372	3227	271	82	156	284	574	47	65	2945	211	46	34	40	988	114	19403	695	118	82	68	69	207	147
Sg_H04_45	5920	1125	11103	64156	454	6	4769	5689	14765	849	10	1761	1932	2122	946	1444	1515	6680	6691	3079	3643	819	508	1194	10569	10755	351	16978	23031	731	845	1925	7	10361	4047	7855	3771	54	2158	2810	2979	5221	18	4971	34	1159	15	4693	3	11	937	1250	1993	217	58456	101406	1142	3127	110	235	100093	2706	136	2981	2035	1129	406	3324	594	467	3578	3425
Sg_I01_33	96	3097	22	296	160	0	1	5	9062	1	33	15	74	7	0	5	6915	1702	1	2792	1953	1896	2	547	28	4	0	22	34	0	28	120	0	145	3	2967	70	282	0	7	4	8	2	628	0	21	6	4	0	1	615	6	30	763	426	141	5701	1984	2326	1822	21	10955	2052	623	10397	4	14	1225	4867	17534	12559	5
Sg_I05_27	727	19721	26167	7023	338	568	754	1604	1815	246	80	1462	1232	257	109	936	5803	3683	442	4606	2169	308	470	966	2148	249	197	3084	793	203	1300	3325	58	404	216	670	5435	1176	351	6721	818	372	153	1815	32	467	102	643	14	615	7829	1687	6151	513	79101	8339	1484	69091	31584	78924	7445	135787	1410	8304	37988	2263	4872	161155	30444	7298	45739	1183
Sg_I05_65	6542	23	16497	32	446	0	4788	737	257	30	28	184	415	129	6	101	203	492	302	2773	2035	400	46	148	4434	93	69	47142	41	72	121	2068	41	217	28	944	6436	190	138	110	1021	18545	35	1948	17	56	39	553	55	8	1128	80	134	208	52	80	296	309	17	14	68949	657	25	1191	298	21	858	10	2657	20	182	217
Sg_I06_25	400	551	95	11744	9022	2	2132	1165	585	2675	329	284	479	2059	279	1990	390	602	401	1131	359	1506	1375	629	1498	7426	1208	3440	2466	3940	851	1430	4942	1980	2683	1683	893	7900	1628	4992	1521	652	853	365	4885	18246	659	549	7983	302	824	231	499	1218	570	80	2957	231	30	39	616	171	9	163	145	264	984	737	176	85	115	5411
Sg_I07_11	909	4463	2723	156	11927	35295	216	6645	13069	87	26	3234	463	3252	2657	43468	81826	13821	942	49151	36271	1851	15442	44301	5688	147	30	372	520	3545	59734	6059	178	519	1396	385	2266	97	696	870	11980	5324	5535	32726	172	513	687	7527	4334	734570	2898	90248	20095	2849	3715	7318	32828	17117	5246	51000	2614	51618	6943	22684	10019	100099	1324	11294	5398	89263	8973	1124
Sg_I09_29	25226	400	34361	33578	126	1	4453	14309	5554	34253	18	18537	20516	26696	3514	3398	3235	601	1793	6135	937	155	2958	741	8735	53078	2125	11072	1862	300	125	1222	17	21533	9760	12740	7557	45	4654	10589	35357	613	3	2268	28	33555	489	2950	190	4	1632	10228	3277	1004	6970	10226	28955	17111	580	1572	20767	508	537	4205	2292	10715	936	9130	2723	6595	22518	52922
Sg_I12_32	1177	938	1279	3197	2033	825	1149	995	1560	904	759	2049	1233	2450	1047	2374	1232	1412	1112	1257	1555	1587	2690	1149	759	685	1576	1474	4981	824	1348	1117	3203	1372	1405	1304	1017	1644	1517	1929	1087	1156	2280	1725	2562	1036	1852	1279	864	1326	1719	1032	1278	2605	1197	399	1020	1223	2125	1500	1417	1355	1695	1401	940	1129	1123	1452	1066	1153	1525	1977
Sg_I12_44	7081	42274	951	34	15	1	6365	3847	249	3	5256	20429	23238	7925	4	6	2769	160	831	165	222	87	4	61	1545	80	4	4385	228	21	264	1215	9	519	52	2107	182	158	877	2143	750	908	1	230	210	2709	6	131	1	112	3370	4393	271	205	338	708	2446	1551	641	3031	25	6098	5510	4414	5026	132	3530	779	1767	1785	1096	28372
Sg_I12_6	19	185	1643	57	730	420	1581	431	15	294	14	21	836	2505	207	2716	1672	1968	413	809	907	54	53	1539	1503	119	3957	757	32	537	403	1955	4180	519	795	768	883	2971	2230	849	522	41	31	628	27	71	4826	764	37	552	1729	143	1614	46	416	38	37	285	33	17	82	100	26	69	15	8	229	1209	43	573	219	118
Sg_I13_16	5	822	616	71	0	0	9	10	467	3	0	9	12	11	5	2	18	18	6	7	5	15	3	6	34	2	2	3	4	3	16	1	1	9	1	1	6	4	2	8	89	12	12	7	13	4	4	14	1	10	275	36	55	24	9022	80	128	91	24924	35830	314	5271	9080	1976	1125	2266	51	682	1703	98	1638	20
Sg_K01_3	8777	166	237	816	5837	1	2827	1141	158	765	655	9082	518	402	1731	554	262	1794	278	2078	193	9286	348	709	25736	322	4279	17654	2484	286	1999	959	200	24342	332	5500	638	271	535	3290	6220	419	367	4140	1730	275	70	15430	54	19	1762	8794	8205	3908	456	6554	946	3261	22	19	502	122	5	2779	218	207	196	307	620	164	381	23540
