#OTU ID	A04	A18	G11	Z16	B04	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	E12	K16	M12	P24	P31	CA40A	CD21A	CD24A	CD25A	CD27A	CD28A	CD29A	CD30A	CE19A	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A
Sg_P15_15	2249	276	320	1607	1091	3	690	439	187	205	500	51389	205	373	345	3165	198	561	179	634	265	1903	591	353	6506	247	939	4786	676	145	457	215	116	3862	133	1275	400	120	232	821	1312	491	1000	958	9533	81	389	3113	76	51	457	4499	1727	759	307	1417	204	654	16	166	229	71	698	512	251	187	195	149	216	147	237	5186
Sg_P15_2	39192	4080	4290	13798	1224	14	93441	2909	10343	51481	202	1259	1140	593	12786	1720	1783	14567	112495	7848	3902	1356	224	5265	17960	15843	1024	15337	1325	9622	2367	58733	104	4346	1781	28493	4509	1741	1820	4768	2770	8025	314	6302	53	11105	90	3843	48	91	1653	241	1992	16585	9142	1096	13784	1846	464	730	2154	6311	192	1294	1245	375	4801	5459	5977	5565	1512	5112
Sg_P15_21	35166	973	64341	8414	2299	8	34173	29619	12709	1709	78	20020	2160	16207	805	22842	1726	1688	7775	10799	899	991	479	4041	3994	11652	3316	24026	8380	1564	966	9923	243	42218	25989	24672	8421	162	26041	11314	12450	2744	17	62592	51	996	21	26400	13	133	2222	1380	3434	1191	4705	6363	1581	2523	1054	604	24706	1243	1093	6450	3137	1510	1193	16721	1442	1007	26468	11457
Sg_P22_10	52	322	387	17	275	3476	302	860	363	4	11	224	85	1987	7712	1510	1153	300	320	1068	462	143	158	768	1284	2	107	92	59	59	476	867	0	164	2104	2194	323	3	330	31	163	101	179	282	636	58	305	728	48	419	15	1963	1123	12	2004	126	465	173	78	939	3014	1822	51	1366	44	1128	172	863	255	352	1211	1090
Sg_P22_13	123	40	6347	18	3	0	165	257	11	8650	6	5600	152	102	45099	18555	3446	1775	1621	741	5708	288	54	71	8	1	62	58	2935	1219	77	771	259	28	13	40	2435	29	0	2777	132	112	148	40	590	2172	1653	18576	275	6	298	14	221	1320	553	1	1	2874	137	6	22	7374	1892	593	502	91	582	51	3	379	1	43
Sg_P23_1	96	156	1292	60	786	1	1495	431	87	190	20	23	668	1761	91	1942	1683	2049	413	509	744	58	2	1337	1016	114	3242	863	57	678	261	1028	3108	385	490	627	725	2531	1274	668	579	35	22	685	4	16	2753	820	33	308	1715	15	1440	42	266	37	35	240	33	29	138	143	30	82	84	8	426	1175	76	358	355	137
Sg_P27_36	46	389	22	5541	189	165	1671	5226	19	4467	95	39	3380	52	1087	4546	2081	9099	3831	4526	9610	134	42321	13252	3654	1189	289	3076	59	105	6080	1864	309	43722	36687	417	4335	22207	26899	13573	18590	7249	105	3033	133	24340	400	8468	13510	157	9085	10	120	13551	311	836	1111	68	197	24	151	42	270	33	43	1802	97	1132	141	5	421	482
Sg_P27_38	895	441	305	855	219	0	16	23	21	14	462	10	2332	9	272	208	1668	327	102	68	125	438	17	390	1356	21	40	907	38	6	90	75	19	173	172	96	159	113	69	2751	1839	306	11	123	3	20	2	918	5	5	8525	5436	25	97	85	63	8160	6064	86	39	27596	21476	5435	65	426	20	136	2677	9440	332	7770	6240
Sg_P27_4	1275	2298	2025	67	52	2	192	1600	1545	182	4078	1134	1165	721	21	1196	2100	85	881	144	120	150	50	106	821	2556	23	606	3014	29	113	184	78	1387	172	1066	372	107	360	723	9463	374	424	113	110	1912	1731	1126	162	157	419	403	384	270	1713	2288	1652	1172	1198	1138	439	660	2816	1819	1522	458	1165	4159	1225	1628	3530	411
Sg_P30_9	3226	1317	666	6194	6920	74	2579	2392	6714	6142	10594	2436	4170	2420	539	7093	2392	2982	3460	2955	3552	11896	3714	3697	2411	2811	13002	2460	2537	4154	9024	2694	11690	2723	6018	4928	2388	3752	6633	3494	9027	6843	6623	4102	3030	5625	7708	3547	2673	733	4157	2233	1500	16124	2622	951	1968	1620	7327	1478	1865	3376	877	1286	1479	1797	3056	7118	1419	2380	2143	1482
Sg_X03_29	27	11	57	108	0	2	5	20	29	0	1	9	9	3	13	1	80	33	6	100	7	6	0	9	3	7	0	9	2	1	8	17	1	2	3	3	11	19	3	65	13	7	3	6	0	2	4	15	0	3	19	6	10	27	488	23	22	41	369	10543	366	106	3	209	81	9	22	142	1977	48	240	16
Sg_X05_12	113	717	18620	11724	1380	3	684	1590	3824	170	83	94	193	111	370	54	579	4399	289	5966	6584	149	21	98	794	283	126	4565	85	127	57	537	28	1630	89	3746	5507	133	179	157	428	174	44	2935	41	407	13	5831	19	23	10682	26	6574	163	306	313	92	534	248	419	1237	635	37	805	485	75	485	5693	2305	414	2266	234
Sg_X05_3	532	260	19673	1053	1518	35	6410	14162	4813	145900	551	159	95	6369	1349	6370	9724	1952	2808	7350	406	3232	8	41	78369	86153	7908	16465	3836	1620	71	3188	7	134983	8382	81359	13577	828	6	884	55462	5	1	985	0	466	21	1299	1106	7996	32	32	23465	1	4670	320155	238915	26640	75	443	1046	7901	460	15624	580	55	210	3244	225	25	229	7
Sg_Y07_14	158	403	512	102	3140	0	4606	1280	1346	106	120	960	1198	117	875	1199	1438	8258	2644	3226	3172	3302	717	5034	1031	168	256	863	65	1155	5819	3192	388	561	10593	850	3645	8316	2329	1613	1615	1074	410	5190	425	1299	363	7127	537	7	1900	39	5040	2440	103	53	91	122	59	9	62	76	55	327	207	11	1397	157	286	72	179	102
Sg_Y07_23	6748	12962	307	2308	26649	1	492	910	637	427	548	1133	601	53233	635	20923	12088	1021	31958	1807	1483	24482	106	5236	207	261	246	15593	133	8568	588	1018	3376	6645	215	2090	3807	546	390	744	479	469	1033	92797	2808	326	181	21914	48	68	62023	329	780	940	216	190	1113	16990	74	1579	2019	750	177	4043	322	67	1319	926	2665	497	362	1286
Sg_Y07_27	2575	290	504	2733	454	6	175	2659	2972	195	207	188	123	227	45	247	2627	705	324	150	151	4573	5642	172	1432	173	384	1074	249	58	239	829	872	2195	1265	2661	1469	191	376	6053	365	193	223	232	1031	133	268	1614	46	16362	197	65	777	559	571	168	141	1938	259	343	14601	2175	85	1469	1153	9444	5214	550	151	721	1332	295
Sg_Y19_10	23	223	1620	82	7637	3036	16	1842	3652	7	1	163	84	1550	11309	1076	1400	1104	99	8925	4920	57	244	5253	2267	9	8	230	38	342	2128	505	4	142	1217	395	1224	13	370	742	472	141	306	2706	312	107	166	1203	719	734	60	1907	5386	56	644	115	584	336	156	1329	4887	1061	691	1786	300	1945	279	659	743	1865	559	513
Sg_Y19_13	516	4323	27	1644	65	9	165	270	2485	3	1278	12605	745	3708	477	11	356	51	79	504	15	1211	386	10	128	166	9	154	18056	7	249	48	82	230	469	883	82	18	481	2314	217	611	806	27	141	3568	1395	38	223	20968	2170	1237	199	324	327	11	639	81	765	914	133	1017	1516	379	804	1456	2043	206	86	571	1351	9505
Sg_YA03_20	1688	639	2296	2318	1327	467	4409	1157	887	1875	595	644	1564	2896	618	2506	2518	2505	4294	1435	1758	816	1290	2372	2108	941	3955	1582	745	998	773	3388	4763	1476	1163	1774	1802	4328	3715	1645	1039	1005	1924	1558	399	905	2256	1319	2588	838	2466	533	2962	884	974	448	750	698	519	297	896	707	316	1059	644	365	618	2345	1001	1460	711	1036
Sg_YA04_9	651	69	103	810	3034	1	871	1810	390	359	1476	596	329	408	1496	352	1473	10136	1732	2832	18658	8168	956	2925	1019	746	2107	430	192	4491	5938	21670	453	505	2344	813	11099	9082	1688	1480	2059	2361	341	7378	476	600	125	2095	117	22	2698	59	8346	2099	400	154	103	163	81	18	226	47	11	163	151	138	387	342	267	76	323	160
Sg_YA12_28	3270	656	1024	3160	3696	98	4552	2447	4358	1444	2116	4930	2379	4955	1199	2176	1513	1882	4239	3178	1998	5119	7341	4520	1736	2048	5762	2147	4796	1633	2362	2520	6579	4112	3527	2767	2127	4135	4476	3663	2558	3577	8810	3623	6294	2190	17078	3122	2468	1630	3470	1834	1704	3940	1864	1412	1684	1458	544	887	2378	1216	455	1270	1346	2034	1180	2416	1107	1292	2230	2857
Sg_YA12_4	642	10	29	415	3782	4797	3879	16705	1623	7337	1834	38657	328	23486	5782	28183	10489	50224	4567	7606	82152	40589	13	22758	4207	8402	27685	15273	5221	3742	89	19406	8498	22658	26959	9309	37260	1583	24252	72987	11809	14853	65268	15346	9064	25	4485	27627	20291	874	35619	370	8613	63616	335	190	394	28	197	1136	284	89	144	153	63	7	1018	4171	844	353	868	126
Sg_YA13_10	1664	317	642	3390	6237	28	1012	648	2144	454	1002	1640	15145	1144	267	23500	11258	9051	978	1223	918	30038	2683	1291	413	368	2473	804	805	539	3656	968	2874	1195	19988	746	1175	1688	1733	973	3687	8251	1334	8339	1192	751	690	46700	2008	305	1213	2752	1222	32346	588	1422	658	499	432	385	1313	710	360	1112	1486	1140	5598	5382	1080	922	2296	2062
Sg_YA31_31	320	361	6265	737	229	16	942	34541	1822	4295	303	97	21	452	499	193	501	273	341	1273	102	236	4	56	13164	32511	561	4378	9105	289	155	2277	7	42215	1568	7755	3370	58	14	116	2386	14	4	145	3	1029	9	3005	35	587	18	7	13669	14	1743	61828	26233	3968	23	136	219	1070	315	5515	230	14	159	698	100	31	120	13
Sg_YB34_1	97	421	290	321	373	0	3835	1798	258	2058	232	83	9933	167	63	1057	800	3126	899	560	2546	193	72	1119	298	4161	264	1458	315	191	120	332	650	3040	448	1967	580	5830	3714	4389	1265	4549	227	375	229	297	180	4128	268	50	10635	101	393	11991	66	42	317	145	155	7	50	17	25	44	287	135	437	437	210	10	123	154
Sg_YB35_19	281	65	160	306	4477	3	2986	4339	1240	899	281	2139	1177	809	311	3208	1936	23762	2108	4952	49796	2559	2865	32378	2291	994	3394	816	545	1493	17058	1855	1191	2392	5368	765	6826	2722	9223	1272	3107	9268	3262	2479	1021	2775	400	4303	5283	73	1422	451	555	8303	484	62	142	592	31	32	127	111	39	245	161	560	319	366	719	116	588	2031
Sg_YB35_41	74	187	279	1356	724	4	528	8143	14843	168	221	1463	23737	38175	252	268	405	676	1239	5369	184	329	567	305	3201	13555	362	9997	245	497	905	158	300	5118	3689	29565	2788	467	2670	1170	1700	531	118	1252	288	891	144	939	30	7	568	1145	890	617	3780	62	37798	1905	667	191	94968	2102	9	14742	35179	50	10591	4089	11978	9	3624	504
Sg_YB35_7	238	290	1569	182	880	48	1791	661	113	1803	81	62	873	3179	146	2716	2850	3392	427	858	980	115	122	1859	1415	193	4111	743	37	647	476	1808	4066	412	859	765	916	3614	2211	923	623	114	86	1011	86	141	3741	1045	360	418	2025	26	1824	190	394	37	26	222	26	20	31	155	72	62	52	18	235	1561	94	687	335	128
Sg_YB36_42	6299	2794	562	2852	16193	281	18545	4286	13384	2930	7083	14321	6094	9094	2592	7568	6379	10382	14409	9616	9759	19058	64680	33238	3191	4446	37922	5397	10430	10264	8386	18707	51637	3944	21763	10506	9633	54244	27522	12060	3571	12025	22194	9688	51009	6775	10340	11772	19874	358	12256	2789	5860	50683	1457	671	2077	1559	1044	1465	986	1072	3486	1103	1097	1180	2870	2058	1480	1379	3241	2214
Sg_YB37_21	9377	3937	1911	549	109	15	2826	2976	730	332	2601	360	1172	660	73	187	1517	120	530	185	153	431	325	866	1172	7311	374	2392	10312	119	291	865	115	6972	1243	11123	1027	112	1013	408	611	417	1358	1231	206	297	47	219	116	91	162	234	477	373	927	155	1501	720	73	168	499	767	767	827	351	81	683	621	503	299	173	249
Sg_YB37_28	711	247	450	4566	8939	86	8461	1445	3208	2397	3104	2990	824	1234	672	1289	1200	6265	6746	2756	8791	2046	1710	11782	2307	1157	16995	2878	2546	1184	1381	3982	4373	2061	37893	3465	6213	3081	3112	1422	2183	1414	3822	36273	4668	13254	3867	9191	3226	760	7017	923	1356	4118	654	224	1430	645	258	323	834	816	155	416	936	546	2485	1052	393	636	1155	1534
Sg_YB37_7	2209	1715	237	518	1287	3662	436	1193	2281	543	3989	1962	1084	813	1693	3044	5118	1528	641	3678	3362	1249	2091	3334	1053	671	863	447	1699	1008	5384	1077	707	1253	993	1436	826	616	815	965	1396	937	1667	2257	994	1013	1174	949	625	1253	937	4000	1860	827	1172	727	2307	1218	1207	3721	655	3441	1610	1788	1700	5888	1734	1102	985	5011	2021	931
Sg_YB38_12	1630	209	372	3745	5999	113	3545	1582	1486	5344	7450	2292	1530	6569	697	5837	1495	3191	3702	2886	2344	4552	4321	4478	1643	1308	6215	1688	2899	1755	3081	2765	24639	2998	6503	2685	1913	7746	4878	3118	2141	4281	17441	3481	6832	4612	86776	2533	6697	33556	3356	1114	1894	5098	1486	501	754	704	428	462	865	762	171	641	795	6202	1383	1721	663	549	651	1123
Sg_YB38_21	1601	210	432	60	12214	1311	185	280	445	134	4399	225	146	1459	2564	1204	1642	472	286	886	578	373	990	684	221	90	1193	165	153	266	1916	230	18576	587	2098	143	238	19452	403	263	615	265	248	652	128	225	841	250	532	901	231	1537	500	373	193	106	299	273	217	1370	207	757	359	556	275	2363	422	516	234	4557	256	185
Sg_YB38_6	4021	15	85	214	13937	15	42732	1469	932	6	3009	489	28449	2833	3190	2353	6371	5892	39868	247	986	4756	31730	6226	748	89	25207	1137	11971	10203	673	128	920	1984	36232	2603	2042	777	21613	5139	347	9364	363	24986	77	1180	34964	11169	3	6323	1304	6448	570	7409	196	13	1472	29	2	54	79	59	9	46	894	15748	1280	394	1497	424	1063	2977
Sg_YB39_24	4848	3149	1986	1506	2706	188	5237	1219	1237	22115	1558	3568	1608	1629	588	2657	1367	2669	2317	1739	1917	3350	4774	2557	1940	935	4712	1321	1127	1214	1575	2453	3919	2122	2883	1709	1869	12745	4069	2824	2025	3515	3518	2568	3131	2478	3444	3268	3019	708	4657	1059	2221	5019	537	396	544	381	349	303	645	554	537	449	750	1674	1382	2189	510	1140	510	1170
Sg_YB41_11	192	203	299	7257	25694	7	2675	3097	551	416	374	1813	292	519	116	596	719	36170	1703	11592	6903	632	1491	39136	5209	305	5476	9153	375	393	354	19567	1842	921	11263	776	8549	791	1782	1146	565	545	1899	11520	3313	4000	1764	2868	1117	511	2409	202	4966	1375	137	87	144	302	131	57	223	71	15	143	188	133	801	469	141	159	213	322
Sg_YB41_12	1838	6	682	118	12	68	29731	9	26	251951	10	38	995	8199	762	1558	11	35	7940	1493	42	27	20	420	5	7	41	11	24	22	9	41	257	150	20	8	24	60	2466	4281	1774	9	27035	36	11921	105	1517	5188	67275	183	11	540	3	29	19	2	4	31	7	162	24	182	116	201	7	6	11	1191	10	17836	9	893
Sg_YB46_3	1456	1266	194	371	349	10	324	1501	793	114	13250	1641	1591	5702	81	290	788	280	439	343	536	272	580	261	531	2280	212	2478	5233	385	453	460	174	4924	1330	24820	1315	685	1236	511	1030	1597	888	337	24	4162	1109	519	976	239	234	1163	467	421	758	643	13570	2158	384	570	483	834	1479	1665	4033	1473	1595	788	858	1111	2704	512
Sg_YB50_23	199	142	794	40	7	0	21	1364	48	101	17	27	12	6	21	26	7	5	9	100	2	22	0	13	725	2256	6	644	601	15	6	116	0	12306	95	212	13998	2	3	6	144	3	1	21	0	10309	1	23	2	100	7	0	444	12	231	1864	642	299	15	12	52	182	7	3873	16	12	59	10	39	23	19	5
Sg_YB55_11	72	18	9522	4	11	1	16	18	38	20	8	12	86	1064	17	70	218	5289	27270	6	135	10387	1	39	1681	3	27	29	6	1144	291	549	722	14	28	419	3003	60	16	10844	21	24	5	7583	11	3356	0	10089	2	326	128	8	3802	16	325	2	38	75	169	86	32	6	3	12	4	16	631	34	170	8	17	836
Sg_YB59_31	531	783	1064	967	762	2638	1689	1638	1965	2590	1558	2287	1350	1390	956	1455	1091	1441	1469	1254	1923	1570	2230	1846	1513	1227	2435	1450	1724	2200	1181	1652	2454	1839	1812	1636	2011	2429	2754	1727	1677	2508	3318	1690	2163	1895	2620	1596	1325	947	2043	1059	1574	2531	927	222	421	621	257	294	830	1095	119	1298	515	329	745	1272	641	615	2036	603
Sg_Z02_23	6636	4118	2486	7458	1499	52	3442	1770	1193	1572	1382	1967	10272	5006	2098	2506	2612	3444	1811	3159	4155	1483	456	1296	1333	934	1029	7150	12113	687	705	1579	20135	1252	1896	2083	1121	671	1792	2306	6592	1132	5953	2694	2573	838	647	1787	569	4810	4022	1189	1528	2905	3102	635	1367	1384	47811	8891	3884	5988	33515	2612	3154	4606	7501	1752	1996	5193	1948	9749
Sg_Z02_43	2130	2443	743	336	154	29	2364	3608	2782	75	16815	859	8723	20736	875	263	12035	1995	5790	1396	882	2020	78	216	1757	14023	105	9847	68541	18	1648	139	405	6210	547	6829	155	577	7275	19902	13071	7616	86	1408	3	64045	8146	1549	78	2017	7305	11490	261	5691	74118	11439	2600	13773	1826	24777	340	29994	133175	581	5872	10312	2381	2101	3751	15216	27881	23296
Sg_Z02_5	35	148	51	245	68	71	135	172	95	66	57	33099	183	1008	23	5508	1489	9523	75	1753	17293	1833	155	1952	798	62	86	197	131	52	43	1402	24	112	110	103	269	186	240	15863	311	89	568	7291	41	50	158	2181	48	3	1092	15	41	199	135	86	485	78	90	124	536	178	140	80	136	121	121	281	315	319	229	469
Sg_Z03_24	34561	22415	9336	717	209	27	8016	7492	1697	15	6589	17147	115786	28542	92	64	17722	3097	5604	1794	2605	711	32	64	1421	3343	103	9300	597	62	482	674	16	1337	228	1149	2604	460	1017	16178	12798	1810	20	1577	3	18815	38	1772	0	251	1894	134	2085	1189	5296	7251	15950	10725	13531	4745	71	27523	13672	22403	17966	1367	33578	9227	9415	25135	21487	10486
Sg_Z06_28	3012	3747	1740	251	532	5	186	2284	28464	271	1552	275	686	12457	480	3090	284	532	2040	156	93	534	476	13	1704	1722	105	10732	190	18	985	295	1885	24600	447	7574	1258	232	387	7306	3279	2733	2525	1586	5	877	29	134	12	8123	4323	60	4192	1571	1719	854	12729	2868	1533	740	202	45111	576	11277	11702	1069	9891	1538	637	1305	89971	526
Sg_Z07_36	3138	41403	3666	31	95	1	24	217	21112	18	4	20	44	26	5	20	814	1542	22	3892	2290	1453	12	12	122	22	42	64803	33	6	293	593	7	163	18	183	160	2252	34	68	13024	274	7	1363	5	15	1	148	2	0	116	827	401	249	60262	428	51	772	8359	55972	39735	203	1893	23129	30740	10	564	1455	22082	5643	182	91
Sg_Z07_42	800	45	60	187	5421	3	4575	6726	5620	283	3341	1603	749	4044	2165	2032	12226	14698	10378	6586	14010	5068	20253	54941	1571	1966	12333	1430	2463	6384	3789	9021	18796	815	10406	3674	21331	66266	10468	3719	1740	4546	12331	16705	16772	3852	10288	3601	24508	142	47302	1017	14548	17988	211	100	273	293	43	22	30	111	2	377	81	74	718	405	1648	159	67	113
Sg_Z09_20	1049	579	601	18305	2072	9	2221	2297	1915	1879	6389	3246	2246	4042	390	1538	1450	2298	4182	7169	2374	3738	1136	2215	4410	2524	4434	8754	9455	621	1128	2139	1722	3551	2380	12318	10336	1956	3390	2713	2302	5692	1113	2106	1652	3533	1404	2817	536	353	1909	1665	3630	2988	1223	3630	20982	2629	458	277	4930	1489	520	1203	1819	2110	2552	1678	1549	670	5667	2207
Sg_Z10_1	1157	4145	464	1872	2407	389	2721	3374	2762	3959	2794	9373	9006	1393	710	4552	1171	2232	2811	41929	2534	2485	3447	3854	2551	2158	3169	2367	1657	3026	3210	2608	3499	1820	2489	2117	3544	5768	6102	1618	1643	2735	2660	2225	3083	2335	3033	5091	2746	531	2216	762	1908	7277	1508	1068	1101	751	400	1014	734	1441	1409	774	8492	636	1090	1532	859	803	4400	561
Sg_Z12_45	341	555	191	622	11442	2	685	1763	176	29147	3224	2134	3168	69	2371	1029	886	12648	1253	6496	2721	10925	1036	7849	7131	3868	33290	873	2541	3844	18829	10017	136	6385	3063	4318	3796	7542	6461	2118	1266	2928	14711	4216	110	15650	76	4927	62	45	2801	495	2396	10163	549	307	576	150	87	5	71	149	11	295	917	589	371	1128	148	164	152	535
Sg_Z14_36	550	2892	587	101	66	20	580	680	5537	520	9797	1633	2423	1271	21	102	1326	104	199	220	260	71	134	61	1189	1251	33	873	3012	15	217	153	93	1333	96	2132	583	51	515	531	2302	693	28	127	20	3643	274	326	8	221	399	1746	362	317	1605	922	1719	3634	1335	1604	180	1174	6359	1391	2368	1527	3379	543	1264	1086	2467	3949
Sg_Z14_45	127	155	828	27	717	215	2276	929	34	187	8	12	526	1279	127	1789	1286	1473	1057	524	613	19	7	1061	1072	238	2830	593	17	784	394	1988	4893	282	486	613	974	4174	1310	1070	749	12	4	1166	3	22	6216	1064	64	313	2307	11	3103	48	185	24	25	195	10	20	12	116	27	74	37	6	241	1613	98	544	317	80
Sg_Z14_58	3902	3443	15197	4901	1341	0	48586	101997	5371	766	97	1502	1495	2066	336	812	783	1696	77741	25103	574	707	431	15267	4685	17224	261	29761	8296	17251	243	9068	21	4440	2049	24402	31948	204	1374	1681	47445	2168	7	9903	14	2097	12	74911	10	5	839	763	1080	384	3241	3447	1166	1785	1222	1740	11494	549	258	1026	906	866	268	1740	1295	431	2243	2972
Sg_Z15_39	10158	30150	629	71	239	235	519	1481	6966	552	5079	2050	48922	4704	67	202	2329	103	1162	1441	1283	278	52	81	425	3138	32	1367	4041	18	305	137	86	929	305	3195	454	126	655	1596	1632	576	75	85	58	6926	294	2901	29	387	729	319	557	2428	2353	1207	1888	2939	2287	2589	63	2204	7584	900	12438	3017	2112	432	2024	3343	13374	3841
Sg_Z15_51	102	21	27	300	153292	7	352	123	98	504	21745	529	109	2215	9831	139	110	387	209	197	217	2023	2003	208	963	106	9523	96	5864	134	545	217	41241	1016	715	373	184	2908	640	176	167	259	24478	348	85569	718	106326	206	10079	36318	316	3485	149	499	103	21	54	36	65	48	37	143	18	32	1141	1968	103	253	43	165	94	1264
Sg_Z16_22	2211	94	120	100472	77	8	167	260	520	182	852	107	112	115	35	332	73	219	400	246	95	302	159	154	67	166	49	414	163	120	458	233	190	82	359	425	319	187	233	212	236	89	130	281	188	92	41	162	19	495	536	150	262	282	192	35	365	254	108	133	373	414	170	297	133	6767	1103	187	124	131	690	405
Sg_Z17_26	1518	6131	6534	183	10	2	79	2504	72	0	18	52	1157	5082	22	593	5617	765	1073	689	918	6	0	21	2502	10	2	11932	39	9	52	327	1	86	25	279	949	85	16	8539	7739	112	1	470	0	16	0	3354	1	23	2388	3231	3416	1489	5223	3926	9229	77	1072	4958	287	7561	216	5122	143	6	142	1397	3156	2949	4926	1385
