edge_id	source	target	corr	weight	p	p.adjust	cor_type
edge_1	Gp_MJ1_12	Gp_EAB_462	-0.4664	0.4664	0.001	0.001	Negative
edge_2	Gp_MJ1_272	Gp_EAB_462	-0.3889	0.3889	0.001	0.001	Negative
edge_3	Gp_MJ1_272	Gp_MJ1_12	0.5197	0.5197	0.001	0.001	Positive
edge_4	Gp_MJ1_444	Gp_EAB_462	-0.4219	0.4219	0.001	0.001	Negative
edge_5	Gp_MJ1_444	Gp_MJ1_12	0.5916	0.5916	0.001	0.001	Positive
edge_6	Gp_MJ1_444	Gp_MJ1_149	0.5115	0.5115	0.001	0.001	Positive
edge_7	Gp_MJ1_444	Gp_MJ1_272	0.4705	0.4705	0.001	0.001	Positive
edge_8	Gp_MJ3_423	Gp_EAB_462	-0.5009	0.5009	0.001	0.001	Negative
edge_9	Gp_MJ3_423	Gp_MJ1_149	0.4608	0.4608	0.001	0.001	Positive
edge_10	Gp_MJ3_423	Gp_MJ1_272	0.3941	0.3941	0.001	0.001	Positive
edge_11	Gp_MJ3_423	Gp_MJ1_444	0.4348	0.4348	0.001	0.001	Positive
edge_12	Gp_MJ3_477	Gp_MJ2_113	0.6035	0.6035	0.001	0.001	Positive
edge_13	Gp_MJ4_197	Gp_EAB_462	-0.4271	0.4271	0.001	0.001	Negative
edge_14	Gp_MJ4_197	Gp_MJ1_12	0.5816	0.5816	0.001	0.001	Positive
edge_15	Gp_MJ4_197	Gp_MJ1_272	0.427	0.427	0.001	0.001	Positive
edge_16	Gp_MJ4_197	Gp_MJ1_444	0.5677	0.5677	0.001	0.001	Positive
edge_17	Gp_MJ4_65	Gp_MJ1_149	0.5154	0.5154	0.001	0.001	Positive
edge_18	Gp_MJ4_65	Gp_MJ1_444	0.5463	0.5463	0.001	0.001	Positive
edge_19	Gp_MJ4_65	Gp_MJ3_423	0.4486	0.4486	0.001	0.001	Positive
edge_20	Gp_NH_148	Gp_EAB_462	-0.4701	0.4701	0.001	0.001	Negative
edge_21	Gp_NH_148	Gp_MJ1_12	0.4957	0.4957	0.001	0.001	Positive
edge_22	Gp_NH_148	Gp_MJ1_444	0.4827	0.4827	0.001	0.001	Positive
edge_23	Gp_NH_148	Gp_MJ3_423	0.4307	0.4307	0.001	0.001	Positive
edge_24	Gp_NH_148	Gp_MJ4_197	0.5332	0.5332	0.001	0.001	Positive
edge_25	Gp_YAB_333	Gp_MJ1_149	-0.382	0.382	0.001	0.001	Negative
edge_26	Gp_meta27_16	Gp_MJ4_197	0.4361	0.4361	0.001	0.001	Positive
edge_27	Gp_meta27_16	Gp_NH_148	0.4694	0.4694	0.001	0.001	Positive
edge_28	Gp_meta27_511	Gp_MJ1_12	-0.4902	0.4902	0.001	0.001	Negative
edge_29	Gp_meta27_511	Gp_MJ1_149	-0.3937	0.3937	0.001	0.001	Negative
edge_30	Gp_meta27_511	Gp_meta27_16	-0.4596	0.4596	0.001	0.001	Negative
edge_31	Sg_A11_10	Gp_EAB_462	-0.5303	0.5303	0.001	0.001	Negative
edge_32	Sg_A11_10	Gp_MJ1_12	0.6249	0.6249	0.001	0.001	Positive
edge_33	Sg_A11_10	Gp_MJ1_272	0.475	0.475	0.001	0.001	Positive
edge_34	Sg_A11_10	Gp_MJ1_444	0.5495	0.5495	0.001	0.001	Positive
edge_35	Sg_A11_10	Gp_MJ4_197	0.5574	0.5574	0.001	0.001	Positive
edge_36	Sg_A11_10	Gp_NH_148	0.4826	0.4826	0.001	0.001	Positive
edge_37	Sg_A11_12	Gp_YAB_339	0.8111	0.8111	0.001	0.001	Positive
edge_38	Sg_A11_2	Gp_YAB_339	0.6048	0.6048	0.001	0.001	Positive
edge_39	Sg_A11_2	Sg_A11_12	0.5991	0.5991	0.001	0.001	Positive
edge_40	Sg_A17_17	Gp_MJ1_12	0.4867	0.4867	0.001	0.001	Positive
edge_41	Sg_A17_17	Gp_MJ1_272	0.4843	0.4843	0.001	0.001	Positive
edge_42	Sg_A17_17	Sg_A15_26	0.4891	0.4891	0.001	0.001	Positive
edge_43	Sg_A19_11	Gp_MJ1_444	0.4219	0.4219	0.001	0.001	Positive
edge_44	Sg_A19_11	Gp_MJ4_65	0.5564	0.5564	0.001	0.001	Positive
edge_45	Sg_A19_36	Gp_MJ3_423	0.4155	0.4155	0.001	0.001	Positive
edge_46	Sg_A19_36	Gp_MJ4_65	0.6304	0.6304	0.001	0.001	Positive
edge_47	Sg_A19_36	Gp_YAB_339	0.4261	0.4261	0.001	0.001	Positive
edge_48	Sg_A19_36	Sg_A19_11	0.5731	0.5731	0.001	0.001	Positive
edge_49	Sg_A19_51	Gp_MJ3_477	0.4623	0.4623	0.001	0.001	Positive
edge_50	Sg_A19_51	Sg_A17_17	0.5101	0.5101	0.001	0.001	Positive
edge_51	Sg_A19_51	Sg_A19_12	0.4749	0.4749	0.001	0.001	Positive
edge_52	Sg_A20_2	Gp_MJ1_12	-0.4369	0.4369	0.001	0.001	Negative
edge_53	Sg_A20_2	Gp_MJ1_272	-0.5136	0.5136	0.001	0.001	Negative
edge_54	Sg_A20_2	Gp_MJ1_444	-0.519	0.519	0.001	0.001	Negative
edge_55	Sg_A20_2	Gp_MJ4_197	-0.53	0.53	0.001	0.001	Negative
edge_56	Sg_A20_2	Gp_YAB_333	0.5242	0.5242	0.001	0.001	Positive
edge_57	Sg_A20_2	Sg_A17_17	-0.3642	0.3642	0.001	0.001	Negative
edge_58	Sg_A20_35	Gp_MJ1_272	-0.4538	0.4538	0.001	0.001	Negative
edge_59	Sg_A20_35	Gp_MJ1_444	-0.4134	0.4134	0.001	0.001	Negative
edge_60	Sg_A20_35	Gp_YAB_333	0.5908	0.5908	0.001	0.001	Positive
edge_61	Sg_A20_35	Sg_A20_2	0.5629	0.5629	0.001	0.001	Positive
edge_62	Sg_A22_19	Gp_EAB_462	-0.4047	0.4047	0.001	0.001	Negative
edge_63	Sg_A22_19	Gp_MJ1_12	0.4445	0.4445	0.001	0.001	Positive
edge_64	Sg_A22_19	Gp_MJ1_272	0.5105	0.5105	0.001	0.001	Positive
edge_65	Sg_A22_19	Gp_NH_148	0.3716	0.3716	0.001	0.001	Positive
edge_66	Sg_A22_19	Sg_A17_17	0.7693	0.7693	0.001	0.001	Positive
edge_67	Sg_A22_19	Sg_A19_12	0.4118	0.4118	0.001	0.001	Positive
edge_68	Sg_A22_19	Sg_A19_51	0.5257	0.5257	0.001	0.001	Positive
edge_69	Sg_A22_3	Gp_EAB_462	-0.4687	0.4687	0.001	0.001	Negative
edge_70	Sg_A22_3	Gp_MJ1_12	0.4342	0.4342	0.001	0.001	Positive
edge_71	Sg_A22_3	Gp_MJ1_149	0.4088	0.4088	0.001	0.001	Positive
edge_72	Sg_A22_3	Gp_MJ1_272	0.4163	0.4163	0.001	0.001	Positive
edge_73	Sg_A22_3	Gp_MJ1_444	0.5813	0.5813	0.001	0.001	Positive
edge_74	Sg_A22_3	Gp_MJ3_423	0.3489	0.3489	0.001	0.001	Positive
edge_75	Sg_A22_3	Gp_MJ4_65	0.5436	0.5436	0.001	0.001	Positive
edge_76	Sg_A22_3	Sg_A11_10	0.407	0.407	0.001	0.001	Positive
edge_77	Sg_A22_3	Sg_A15_26	0.3986	0.3986	0.001	0.001	Positive
edge_78	Sg_A22_3	Sg_A17_17	0.5558	0.5558	0.001	0.001	Positive
edge_79	Sg_A22_3	Sg_A19_12	0.3699	0.3699	0.001	0.001	Positive
edge_80	Sg_A22_3	Sg_A19_36	0.4197	0.4197	0.001	0.001	Positive
edge_81	Sg_A22_3	Sg_A19_51	0.4273	0.4273	0.001	0.001	Positive
edge_82	Sg_A22_3	Sg_A20_2	-0.3951	0.3951	0.001	0.001	Negative
edge_83	Sg_A22_3	Sg_A22_19	0.6164	0.6164	0.001	0.001	Positive
edge_84	Sg_A22_8	Gp_EAB_462	-0.5411	0.5411	0.001	0.001	Negative
edge_85	Sg_A22_8	Gp_MJ1_12	0.7958	0.7958	0.001	0.001	Positive
edge_86	Sg_A22_8	Gp_MJ1_149	0.4211	0.4211	0.001	0.001	Positive
edge_87	Sg_A22_8	Gp_MJ1_272	0.5608	0.5608	0.001	0.001	Positive
edge_88	Sg_A22_8	Gp_MJ1_444	0.6091	0.6091	0.001	0.001	Positive
edge_89	Sg_A22_8	Gp_MJ3_423	0.4427	0.4427	0.001	0.001	Positive
edge_90	Sg_A22_8	Gp_MJ4_197	0.6565	0.6565	0.001	0.001	Positive
edge_91	Sg_A22_8	Gp_NH_148	0.6126	0.6126	0.001	0.001	Positive
edge_92	Sg_A22_8	Gp_meta27_16	0.3861	0.3861	0.001	0.001	Positive
edge_93	Sg_A22_8	Gp_meta27_511	-0.4809	0.4809	0.001	0.001	Negative
edge_94	Sg_A22_8	Sg_A11_10	0.6762	0.6762	0.001	0.001	Positive
edge_95	Sg_A22_8	Sg_A17_17	0.5343	0.5343	0.001	0.001	Positive
edge_96	Sg_A22_8	Sg_A20_2	-0.437	0.437	0.001	0.001	Negative
edge_97	Sg_A22_8	Sg_A20_35	-0.407	0.407	0.001	0.001	Negative
edge_98	Sg_A22_8	Sg_A22_19	0.4831	0.4831	0.001	0.001	Positive
edge_99	Sg_A22_8	Sg_A22_3	0.4343	0.4343	0.001	0.001	Positive
edge_100	Sg_A24_54	Sg_A11_47	0.6137	0.6137	0.001	0.001	Positive
edge_101	Sg_A27_23	Gp_MJ1_149	-0.4226	0.4226	0.001	0.001	Negative
edge_102	Sg_A27_23	Gp_MJ1_444	-0.5102	0.5102	0.001	0.001	Negative
edge_103	Sg_A27_23	Gp_MJ3_423	-0.4411	0.4411	0.001	0.001	Negative
edge_104	Sg_A27_23	Gp_YAB_333	0.6806	0.6806	0.001	0.001	Positive
edge_105	Sg_A27_23	Sg_A20_2	0.6615	0.6615	0.001	0.001	Positive
edge_106	Sg_A27_23	Sg_A20_35	0.8026	0.8026	0.001	0.001	Positive
edge_107	Sg_A27_23	Sg_A22_8	-0.4606	0.4606	0.001	0.001	Negative
edge_108	Sg_A27_31	Gp_EAB_462	-0.429	0.429	0.001	0.001	Negative
edge_109	Sg_A27_31	Gp_MJ1_12	0.7242	0.7242	0.001	0.001	Positive
edge_110	Sg_A27_31	Gp_MJ1_272	0.5437	0.5437	0.001	0.001	Positive
edge_111	Sg_A27_31	Gp_MJ1_444	0.6105	0.6105	0.001	0.001	Positive
edge_112	Sg_A27_31	Gp_MJ2_113	-0.3654	0.3654	0.001	0.001	Negative
edge_113	Sg_A27_31	Gp_MJ3_423	0.4282	0.4282	0.001	0.001	Positive
edge_114	Sg_A27_31	Gp_MJ4_197	0.7346	0.7346	0.001	0.001	Positive
edge_115	Sg_A27_31	Gp_NH_148	0.5913	0.5913	0.001	0.001	Positive
edge_116	Sg_A27_31	Gp_meta27_16	0.5128	0.5128	0.001	0.001	Positive
edge_117	Sg_A27_31	Gp_meta27_511	-0.502	0.502	0.001	0.001	Negative
edge_118	Sg_A27_31	Sg_A11_10	0.6304	0.6304	0.001	0.001	Positive
edge_119	Sg_A27_31	Sg_A20_2	-0.4169	0.4169	0.001	0.001	Negative
edge_120	Sg_A27_31	Sg_A22_8	0.7532	0.7532	0.001	0.001	Positive
edge_121	Sg_A28_8	Gp_YAB_333	0.6923	0.6923	0.001	0.001	Positive
edge_122	Sg_A28_8	Sg_A07_40	-0.4329	0.4329	0.001	0.001	Negative
edge_123	Sg_A28_8	Sg_A20_2	0.5649	0.5649	0.001	0.001	Positive
edge_124	Sg_A28_8	Sg_A20_35	0.6591	0.6591	0.001	0.001	Positive
edge_125	Sg_A28_8	Sg_A27_23	0.6817	0.6817	0.001	0.001	Positive
edge_126	Sg_A33_4	Gp_EAB_462	-0.468	0.468	0.001	0.001	Negative
edge_127	Sg_A33_4	Gp_MJ1_149	0.3973	0.3973	0.001	0.001	Positive
edge_128	Sg_A33_4	Gp_MJ3_423	0.5433	0.5433	0.001	0.001	Positive
edge_129	Sg_A33_4	Gp_MJ4_65	0.3938	0.3938	0.001	0.001	Positive
edge_130	Sg_A33_4	Sg_A19_36	0.5267	0.5267	0.001	0.001	Positive
edge_131	Sg_A33_4	Sg_A22_8	0.393	0.393	0.001	0.001	Positive
edge_132	Sg_A34_19	Sg_A19_36	-0.3596	0.3596	0.001	0.001	Negative
edge_133	Sg_A34_5	Gp_YAB_333	0.3613	0.3613	0.001	0.001	Positive
edge_134	Sg_B03_29	Gp_EAB_462	0.4972	0.4972	0.001	0.001	Positive
edge_135	Sg_B03_29	Gp_MJ1_12	-0.4783	0.4783	0.001	0.001	Negative
edge_136	Sg_B03_29	Gp_MJ1_149	-0.3888	0.3888	0.001	0.001	Negative
edge_137	Sg_B03_29	Gp_MJ1_272	-0.4329	0.4329	0.001	0.001	Negative
edge_138	Sg_B03_29	Gp_MJ1_444	-0.4847	0.4847	0.001	0.001	Negative
edge_139	Sg_B03_29	Gp_MJ3_423	-0.4675	0.4675	0.001	0.001	Negative
edge_140	Sg_B03_29	Gp_MJ4_65	-0.4076	0.4076	0.001	0.001	Negative
edge_141	Sg_B03_29	Gp_NH_148	-0.4893	0.4893	0.001	0.001	Negative
edge_142	Sg_B03_29	Sg_A11_10	-0.4041	0.4041	0.001	0.001	Negative
edge_143	Sg_B03_29	Sg_A17_17	-0.649	0.649	0.001	0.001	Negative
edge_144	Sg_B03_29	Sg_A19_11	-0.3696	0.3696	0.001	0.001	Negative
edge_145	Sg_B03_29	Sg_A19_12	-0.3539	0.3539	0.001	0.001	Negative
edge_146	Sg_B03_29	Sg_A19_51	-0.463	0.463	0.001	0.001	Negative
edge_147	Sg_B03_29	Sg_A22_19	-0.6286	0.6286	0.001	0.001	Negative
edge_148	Sg_B03_29	Sg_A22_3	-0.6571	0.6571	0.001	0.001	Negative
edge_149	Sg_B03_29	Sg_A22_8	-0.5808	0.5808	0.001	0.001	Negative
edge_150	Sg_B03_29	Sg_A27_31	-0.4201	0.4201	0.001	0.001	Negative
edge_151	Sg_B03_38	Gp_MJ2_113	-0.3477	0.3477	0.001	0.001	Negative
edge_152	Sg_B03_38	Gp_MJ3_477	-0.3904	0.3904	0.001	0.001	Negative
edge_153	Sg_B03_38	Sg_A17_17	-0.4603	0.4603	0.001	0.001	Negative
edge_154	Sg_B03_38	Sg_A19_51	-0.4542	0.4542	0.001	0.001	Negative
edge_155	Sg_B03_38	Sg_A22_19	-0.4023	0.4023	0.001	0.001	Negative
edge_156	Sg_B04_2	Gp_MJ1_12	0.5125	0.5125	0.001	0.001	Positive
edge_157	Sg_B04_2	Gp_MJ1_149	0.4335	0.4335	0.001	0.001	Positive
edge_158	Sg_B04_2	Gp_MJ1_272	0.3959	0.3959	0.001	0.001	Positive
edge_159	Sg_B04_2	Gp_MJ3_423	0.3786	0.3786	0.001	0.001	Positive
edge_160	Sg_B04_2	Gp_MJ4_197	0.5691	0.5691	0.001	0.001	Positive
edge_161	Sg_B04_2	Gp_NH_148	0.5465	0.5465	0.001	0.001	Positive
edge_162	Sg_B04_2	Gp_meta27_16	0.423	0.423	0.001	0.001	Positive
edge_163	Sg_B04_2	Gp_meta27_511	-0.4257	0.4257	0.001	0.001	Negative
edge_164	Sg_B04_2	Sg_A11_10	0.5353	0.5353	0.001	0.001	Positive
edge_165	Sg_B04_2	Sg_A20_2	-0.4554	0.4554	0.001	0.001	Negative
edge_166	Sg_B04_2	Sg_A22_8	0.6194	0.6194	0.001	0.001	Positive
edge_167	Sg_B04_2	Sg_A27_23	-0.4437	0.4437	0.001	0.001	Negative
edge_168	Sg_B04_2	Sg_A27_31	0.635	0.635	0.001	0.001	Positive
edge_169	Sg_B04_2	Sg_B03_29	-0.4319	0.4319	0.001	0.001	Negative
edge_170	Sg_B07_12	Gp_MJ1_12	-0.5402	0.5402	0.001	0.001	Negative
edge_171	Sg_B07_12	Gp_MJ1_272	-0.4355	0.4355	0.001	0.001	Negative
edge_172	Sg_B07_12	Gp_MJ1_444	-0.4439	0.4439	0.001	0.001	Negative
edge_173	Sg_B07_12	Gp_MJ2_113	0.5043	0.5043	0.001	0.001	Positive
edge_174	Sg_B07_12	Gp_MJ4_197	-0.4668	0.4668	0.001	0.001	Negative
edge_175	Sg_B07_12	Sg_A11_10	-0.4108	0.4108	0.001	0.001	Negative
edge_176	Sg_B07_12	Sg_A17_17	-0.3563	0.3563	0.001	0.001	Negative
edge_177	Sg_B07_12	Sg_A20_2	0.4642	0.4642	0.001	0.001	Positive
edge_178	Sg_B07_12	Sg_A22_8	-0.5591	0.5591	0.001	0.001	Negative
edge_179	Sg_B07_12	Sg_A27_31	-0.5539	0.5539	0.001	0.001	Negative
edge_180	Sg_B07_12	Sg_B04_2	-0.5839	0.5839	0.001	0.001	Negative
edge_181	Sg_B07_38	Gp_MJ3_477	0.5086	0.5086	0.001	0.001	Positive
edge_182	Sg_B07_38	Sg_A19_51	0.4723	0.4723	0.001	0.001	Positive
edge_183	Sg_B07_50	Gp_EAB_462	0.568	0.568	0.001	0.001	Positive
edge_184	Sg_B07_50	Gp_MJ1_12	-0.5581	0.5581	0.001	0.001	Negative
edge_185	Sg_B07_50	Gp_MJ1_444	-0.525	0.525	0.001	0.001	Negative
edge_186	Sg_B07_50	Gp_MJ4_197	-0.4989	0.4989	0.001	0.001	Negative
edge_187	Sg_B07_50	Gp_NH_148	-0.4975	0.4975	0.001	0.001	Negative
edge_188	Sg_B07_50	Sg_A11_10	-0.5869	0.5869	0.001	0.001	Negative
edge_189	Sg_B07_50	Sg_A17_17	-0.3897	0.3897	0.001	0.001	Negative
edge_190	Sg_B07_50	Sg_A19_11	-0.359	0.359	0.001	0.001	Negative
edge_191	Sg_B07_50	Sg_A22_19	-0.4385	0.4385	0.001	0.001	Negative
edge_192	Sg_B07_50	Sg_A22_3	-0.4915	0.4915	0.001	0.001	Negative
edge_193	Sg_B07_50	Sg_A22_8	-0.6005	0.6005	0.001	0.001	Negative
edge_194	Sg_B07_50	Sg_A27_31	-0.5597	0.5597	0.001	0.001	Negative
edge_195	Sg_B07_50	Sg_B03_29	0.609	0.609	0.001	0.001	Positive
edge_196	Sg_B07_50	Sg_B04_2	-0.5544	0.5544	0.001	0.001	Negative
edge_197	Sg_B07_53	Gp_MJ1_12	-0.4022	0.4022	0.001	0.001	Negative
edge_198	Sg_B07_53	Gp_MJ2_113	0.4828	0.4828	0.001	0.001	Positive
edge_199	Sg_B07_53	Gp_MJ3_477	0.4322	0.4322	0.001	0.001	Positive
edge_200	Sg_B07_53	Sg_A20_2	0.3801	0.3801	0.001	0.001	Positive
edge_201	Sg_B07_53	Sg_A22_8	-0.4967	0.4967	0.001	0.001	Negative
edge_202	Sg_B07_53	Sg_A27_31	-0.4495	0.4495	0.001	0.001	Negative
edge_203	Sg_B07_53	Sg_B07_12	0.6312	0.6312	0.001	0.001	Positive
edge_204	Sg_B07_62	Gp_MJ1_12	-0.5251	0.5251	0.001	0.001	Negative
edge_205	Sg_B07_62	Gp_MJ1_149	-0.451	0.451	0.001	0.001	Negative
edge_206	Sg_B07_62	Gp_MJ1_444	-0.5245	0.5245	0.001	0.001	Negative
edge_207	Sg_B07_62	Gp_MJ2_113	0.4354	0.4354	0.001	0.001	Positive
edge_208	Sg_B07_62	Gp_MJ4_197	-0.4658	0.4658	0.001	0.001	Negative
edge_209	Sg_B07_62	Gp_meta27_16	-0.4053	0.4053	0.001	0.001	Negative
edge_210	Sg_B07_62	Sg_A22_8	-0.548	0.548	0.001	0.001	Negative
edge_211	Sg_B07_62	Sg_A27_31	-0.5053	0.5053	0.001	0.001	Negative
edge_212	Sg_B07_62	Sg_A33_4	-0.4201	0.4201	0.001	0.001	Negative
edge_213	Sg_B07_62	Sg_B04_2	-0.5502	0.5502	0.001	0.001	Negative
edge_214	Sg_B07_62	Sg_B07_12	0.6291	0.6291	0.001	0.001	Positive
edge_215	Sg_B07_62	Sg_B07_50	0.3609	0.3609	0.001	0.001	Positive
edge_216	Sg_B08_36	Gp_MJ2_113	0.4223	0.4223	0.001	0.001	Positive
edge_217	Sg_B08_36	Gp_MJ3_477	0.5645	0.5645	0.001	0.001	Positive
edge_218	Sg_B14_1	Gp_MJ3_423	0.6723	0.6723	0.001	0.001	Positive
edge_219	Sg_B14_1	Sg_A33_4	0.4474	0.4474	0.001	0.001	Positive
edge_220	Sg_B14_1	Sg_B07_50	-0.369	0.369	0.001	0.001	Negative
edge_221	Sg_B14_13	Gp_MJ1_444	-0.3662	0.3662	0.001	0.001	Negative
edge_222	Sg_B14_13	Gp_MJ2_113	0.5474	0.5474	0.001	0.001	Positive
edge_223	Sg_B14_13	Gp_MJ3_477	0.4872	0.4872	0.001	0.001	Positive
edge_224	Sg_B14_13	Gp_MJ4_197	-0.4284	0.4284	0.001	0.001	Negative
edge_225	Sg_B14_13	Sg_A01_16	-0.4164	0.4164	0.001	0.001	Negative
edge_226	Sg_B14_13	Sg_A19_36	-0.444	0.444	0.001	0.001	Negative
edge_227	Sg_B14_13	Sg_A22_8	-0.3704	0.3704	0.001	0.001	Negative
edge_228	Sg_B14_13	Sg_A27_31	-0.4292	0.4292	0.001	0.001	Negative
edge_229	Sg_B14_13	Sg_A34_5	0.4284	0.4284	0.001	0.001	Positive
edge_230	Sg_B14_13	Sg_B07_12	0.561	0.561	0.001	0.001	Positive
edge_231	Sg_B14_13	Sg_B07_62	0.6064	0.6064	0.001	0.001	Positive
edge_232	Sg_B14_13	Sg_B08_36	0.4214	0.4214	0.001	0.001	Positive
edge_233	Sg_B15_22	Gp_MJ1_12	0.4532	0.4532	0.001	0.001	Positive
edge_234	Sg_B15_22	Gp_MJ1_149	0.5565	0.5565	0.001	0.001	Positive
edge_235	Sg_B15_22	Gp_MJ1_272	0.3606	0.3606	0.001	0.001	Positive
edge_236	Sg_B15_22	Gp_MJ1_444	0.644	0.644	0.001	0.001	Positive
edge_237	Sg_B15_22	Gp_MJ4_197	0.4205	0.4205	0.001	0.001	Positive
edge_238	Sg_B15_22	Gp_MJ4_65	0.6041	0.6041	0.001	0.001	Positive
edge_239	Sg_B15_22	Sg_A17_17	0.4215	0.4215	0.001	0.001	Positive
edge_240	Sg_B15_22	Sg_A19_11	0.5089	0.5089	0.001	0.001	Positive
edge_241	Sg_B15_22	Sg_A19_36	0.4093	0.4093	0.001	0.001	Positive
edge_242	Sg_B15_22	Sg_A22_3	0.5203	0.5203	0.001	0.001	Positive
edge_243	Sg_B15_22	Sg_A22_8	0.4571	0.4571	0.001	0.001	Positive
edge_244	Sg_B15_22	Sg_B03_29	-0.4807	0.4807	0.001	0.001	Negative
edge_245	Sg_B15_22	Sg_B07_62	-0.4974	0.4974	0.001	0.001	Negative
edge_246	Sg_B15_22	Sg_B14_13	-0.4572	0.4572	0.001	0.001	Negative
edge_247	Sg_B15_23	Gp_MJ2_113	0.5884	0.5884	0.001	0.001	Positive
edge_248	Sg_B15_23	Gp_MJ3_477	0.6066	0.6066	0.001	0.001	Positive
edge_249	Sg_B15_23	Sg_B07_12	0.6276	0.6276	0.001	0.001	Positive
edge_250	Sg_B15_23	Sg_B07_53	0.4343	0.4343	0.001	0.001	Positive
edge_251	Sg_B15_23	Sg_B08_36	0.497	0.497	0.001	0.001	Positive
edge_252	Sg_B15_23	Sg_B14_13	0.5564	0.5564	0.001	0.001	Positive
edge_253	Sg_B15_25	Gp_NH_148	0.3686	0.3686	0.001	0.001	Positive
edge_254	Sg_B15_35	Gp_EAB_462	-0.411	0.411	0.001	0.001	Negative
edge_255	Sg_B15_35	Gp_MJ1_12	0.6409	0.6409	0.001	0.001	Positive
edge_256	Sg_B15_35	Gp_MJ1_149	0.3817	0.3817	0.001	0.001	Positive
edge_257	Sg_B15_35	Gp_MJ1_272	0.5238	0.5238	0.001	0.001	Positive
edge_258	Sg_B15_35	Gp_MJ1_444	0.5884	0.5884	0.001	0.001	Positive
edge_259	Sg_B15_35	Gp_MJ4_197	0.4007	0.4007	0.001	0.001	Positive
edge_260	Sg_B15_35	Sg_A11_10	0.4085	0.4085	0.001	0.001	Positive
edge_261	Sg_B15_35	Sg_A17_17	0.6903	0.6903	0.001	0.001	Positive
edge_262	Sg_B15_35	Sg_A19_12	0.3883	0.3883	0.001	0.001	Positive
edge_263	Sg_B15_35	Sg_A19_51	0.4393	0.4393	0.001	0.001	Positive
edge_264	Sg_B15_35	Sg_A22_19	0.6135	0.6135	0.001	0.001	Positive
edge_265	Sg_B15_35	Sg_A22_3	0.5865	0.5865	0.001	0.001	Positive
edge_266	Sg_B15_35	Sg_A22_8	0.6566	0.6566	0.001	0.001	Positive
edge_267	Sg_B15_35	Sg_A27_31	0.4818	0.4818	0.001	0.001	Positive
edge_268	Sg_B15_35	Sg_B03_29	-0.5915	0.5915	0.001	0.001	Negative
edge_269	Sg_B15_35	Sg_B04_2	0.3786	0.3786	0.001	0.001	Positive
edge_270	Sg_B15_35	Sg_B07_12	-0.3993	0.3993	0.001	0.001	Negative
edge_271	Sg_B15_35	Sg_B07_50	-0.5208	0.5208	0.001	0.001	Negative
edge_272	Sg_B15_35	Sg_B15_22	0.5128	0.5128	0.001	0.001	Positive
edge_273	Sg_B15_52	Gp_MJ3_477	0.415	0.415	0.001	0.001	Positive
edge_274	Sg_B15_52	Gp_MJ4_65	0.4958	0.4958	0.001	0.001	Positive
edge_275	Sg_B15_52	Sg_A17_17	0.5065	0.5065	0.001	0.001	Positive
edge_276	Sg_B15_52	Sg_A19_51	0.4687	0.4687	0.001	0.001	Positive
edge_277	Sg_B15_52	Sg_A20_35	-0.4058	0.4058	0.001	0.001	Negative
edge_278	Sg_B15_52	Sg_A22_19	0.4939	0.4939	0.001	0.001	Positive
edge_279	Sg_B15_52	Sg_A22_3	0.6119	0.6119	0.001	0.001	Positive
edge_280	Sg_B15_52	Sg_B03_29	-0.5555	0.5555	0.001	0.001	Negative
edge_281	Sg_B15_52	Sg_B15_22	0.3633	0.3633	0.001	0.001	Positive
edge_282	Sg_B15_52	Sg_B15_35	0.5187	0.5187	0.001	0.001	Positive
edge_283	Sg_B19_17	Sg_A22_3	-0.3837	0.3837	0.001	0.001	Negative
edge_284	Sg_B19_40	Gp_MJ3_477	-0.472	0.472	0.001	0.001	Negative
edge_285	Sg_B19_40	Sg_A34_19	-0.3737	0.3737	0.001	0.001	Negative
edge_286	Sg_B19_40	Sg_B15_23	-0.5163	0.5163	0.001	0.001	Negative
edge_287	Sg_B19_58	Gp_MJ1_12	-0.5371	0.5371	0.001	0.001	Negative
edge_288	Sg_B19_58	Gp_MJ3_423	-0.4031	0.4031	0.001	0.001	Negative
edge_289	Sg_B19_58	Gp_MJ4_197	-0.517	0.517	0.001	0.001	Negative
edge_290	Sg_B19_58	Sg_A11_10	-0.4784	0.4784	0.001	0.001	Negative
edge_291	Sg_B19_58	Sg_A22_3	-0.3585	0.3585	0.001	0.001	Negative
edge_292	Sg_B19_58	Sg_A22_8	-0.5389	0.5389	0.001	0.001	Negative
edge_293	Sg_B19_58	Sg_A27_31	-0.5659	0.5659	0.001	0.001	Negative
edge_294	Sg_B19_58	Sg_A33_4	-0.4916	0.4916	0.001	0.001	Negative
edge_295	Sg_B19_58	Sg_B03_29	0.5146	0.5146	0.001	0.001	Positive
edge_296	Sg_B19_58	Sg_B07_50	0.5462	0.5462	0.001	0.001	Positive
edge_297	Sg_B19_58	Sg_B14_1	-0.3765	0.3765	0.001	0.001	Negative
edge_298	Sg_B19_58	Sg_B15_22	-0.3889	0.3889	0.001	0.001	Negative
edge_299	Sg_B19_58	Sg_B15_35	-0.5018	0.5018	0.001	0.001	Negative
edge_300	Sg_B23_42	Gp_MJ1_149	-0.454	0.454	0.001	0.001	Negative
edge_301	Sg_B23_42	Gp_MJ3_423	-0.4084	0.4084	0.001	0.001	Negative
