	rab.all	rab.win.C	rab.win.Y	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Sg_K14_18	-1.83687101005311	-2.3472716896456	-0.714547813196287	1.75526208652216	4.83835131910052	0.335156079571362	0.335576923964689	0.000340707686434374	0.000599132484858183	0.000269052417829418	0.000461269495185078
Sg_K15_44	1.8271958515525	0.416706568732029	4.85836412930242	4.17586741862184	3.48784752540247	1.12585379264657	0.119230773595761	0.00000000000000000000263796733902621	0.000000000000000000287986255445268	0.0000000000000000197239545280954	0.00000000000000252647145747944
Sg_K16_50	-2.8071533745298	-3.79336904541351	-1.73777560662534	1.83662314345425	6.5431477779996	0.256218867772188	0.384615385202261	0.0101615293919929	0.0139875438885399	0.00881582054742145	0.0120021884283126
Sg_K16_53	2.23431957769426	2.45656376998121	1.96884535010261	-0.455082669600182	3.36090132365116	-0.130397927708274	0.442067307975072	0.189054889953463	0.219221645112027	0.213251529087383	0.24083368129868
Sg_K17_22	-0.999922778755466	-0.330396230530503	-2.28151314173801	-2.01305348657734	2.95861981133724	-0.653183989467757	0.228550830980128	0.0000000000975021546930988	0.000000000475283322732011	0.00000000285319674879064	0.0000000129457849968876
Sg_K22_66	0.786270146553544	0.624126063827229	1.08781411436805	0.521038473202271	1.81552874374857	0.26332716583282	0.382600337055606	0.014426740378028	0.019508984563613	0.00981951187527175	0.0133198353615879
Sg_K22_8	-0.293119530528844	-1.05310148401547	1.06997289482827	1.97565233339982	2.93383177698276	0.600610432593783	0.244471155511611	0.00000000319098617475235	0.0000000112046743314653	0.0000000211212169729722	0.0000000769821222322468
Sg_K31_45	-3.68478294229099	-4.04500699672574	-2.43453488189692	1.59187360482558	4.85934436897968	0.284725764826242	0.346394231585988	0.00433328133346546	0.00637381122745157	0.00109655110236247	0.00171695039758809
Sg_K32_30	-3.80478325152791	-3.05087018965642	-5.27650175030255	-2.26470538704682	5.81016475860326	-0.344423426294423	0.330769231689575	0.00011039287141221	0.000203708408152206	0.000234886404216624	0.000404832557701526
Sg_K34_1	-0.354467740521889	0.341836131812598	-0.831799758877239	-1.29980164687317	2.52653463301232	-0.423535757072319	0.269230770642803	0.00000000279975219183726	0.0000000100111470971974	0.00000066271161101194	0.00000183577626452052
Sg_K36_16	3.59877724976315	0.923254834033759	7.10307940918405	5.80945029520848	4.65464811358331	1.1690785885877	0.115384619920858	0.000000000000000000000113549058692329	0.0000000000000000000278489824634664	0.0000000000000000268599949249498	0.00000000000000253412385491559
Sg_K36_17	1.26953403260708	2.38671079665009	0.313522171777754	-2.03165216398243	4.72388795363181	-0.408641880170775	0.32692307786997	0.000104284205629262	0.000194644056558003	0.000115340555288308	0.000208979867965536
Sg_K36_27	1.98590961877788	0.626505664041913	2.98493009756734	2.38085530054782	3.13273343020481	0.673385123174448	0.241288153587027	0.00000000036439238757799	0.00000000132204987134311	0.00000000705947343618364	0.0000000290479918108117
Sg_K36_29	3.15162520725995	1.69116554511184	4.82779331754579	2.96768708587566	3.5329210177844	0.775288835471613	0.201153571091436	0.00000000000107913548183992	0.00000000000834930694140641	0.0000000000709728862557147	0.000000000512954426353652
Sg_K36_3	-0.701575300025301	-0.0611239681706284	-2.09686400658804	-2.11287607937546	4.24430553113029	-0.458385911453116	0.296563327296939	0.0000803270757901394	0.000152892218226635	0.00000676701818329043	0.0000160573809758877
Sg_K36_6	1.38449534174229	1.21701387852808	1.74705110859604	0.429841476601721	2.48611747734645	0.148509587417119	0.427163461896803	0.193283505635662	0.223245630841407	0.0965584044884612	0.115875200760035
Sg_K40_4	-0.471975161377265	1.11179321370917	-2.24624414909822	-3.07228151266203	4.45533673576104	-0.638132423605562	0.220139391531324	0.0000000000380631728579148	0.000000000213684107676506	0.00000000152357420305375	0.00000000742451978042954
Sg_K46_34	1.04775966900946	0.822127592549734	1.59137815793884	0.71626954890885	4.3302445876174	0.156068355155511	0.428502764110017	0.077206267859896	0.0955143520817466	0.102183282374285	0.121774038076939
Sg_M01_13	-2.01558231869845	-0.574044474482106	-3.11743488149264	-2.6030781064776	4.7847518411665	-0.563453984308909	0.248557693928336	0.0000000143085205082774	0.0000000434178120125364	0.0000000197276614440116	0.0000000720963705444063
Sg_M01_30	0.0189719831026585	0.845381691937691	-0.888165324589888	-1.69954434768783	2.72965004161843	-0.543263422284608	0.255528847700923	0.0000000135312163437316	0.0000000419233080156445	0.000000059395973550713	0.000000195185285238329
Sg_M02_37	-0.482027195464822	-0.864341079957018	0.450028519532399	1.03594672447742	3.81806804196003	0.248446606092779	0.387166547075462	0.0377174817552891	0.0486650338711367	0.0119979904663689	0.0160021801139666
Sg_M02_5	-1.73573314413293	-2.70587390024019	0.499880268089981	3.5530221201034	3.59995759373641	0.937991110940117	0.135544344045502	0.00000000000000058120415582502	0.0000000000000124327891048993	0.00000000000000102949269987122	0.0000000000000347813170851204
Sg_M03_37	-1.8436221519694	-2.05917638642214	-1.34218857990446	0.841388230925697	2.57253978724381	0.270818878416136	0.344388369010023	0.000446920042369407	0.000777264866287906	0.000808738641805931	0.00129399371027018
Sg_M03_38	-5.48815040031427	-5.40668707461903	-5.5779024882142	-0.174890492689643	3.85557753001604	-0.0377009804689836	0.47836538471976	0.443642189434412	0.471075445194882	0.642361356703455	0.662021011418657
Sg_M07_27	-3.22822340027816	-2.47125982155266	-4.29035213581139	-2.04685274369576	2.93541487675714	-0.559822189315761	0.216826925084411	0.000000106221745425681	0.000000290436098842881	0.000000000502778447463446	0.00000000270060628272127
Sg_M07_39	-2.07537725991039	0.534367829699932	-4.2526204842637	-4.66958835667208	5.56607351003299	-0.790351395086712	0.192548079303715	0.0000000000250705206143967	0.000000000104002301472042	0.00000000002180529623786	0.00000000017321769407078
Sg_M07_4	-1.80218052617877	-0.858449925852075	-4.18734200084617	-3.56728703965981	5.65435510346321	-0.605969144311327	0.241528480428803	0.000000013771878539062	0.0000000416731490783225	0.0000000134909885444004	0.0000000509315566498538
Sg_M08_36	1.60513208779471	1.3566764970401	2.0372340653225	0.239863233480358	3.54855493078785	0.0625618744347522	0.46911800062986	0.766145324512369	0.781331448800279	0.555104541894909	0.579473433576875
Sg_M11_5	1.22360106472883	1.65857126981108	0.082035117694006	-2.11867723897169	4.52807378801193	-0.421169470390279	0.317548077936612	0.000063235026768136	0.000122562143471147	0.0000426169254562031	0.000084044733198309
Sg_M11_7	-2.21863564202008	-1.05792912089099	-2.77713948810915	-1.53867994450914	3.39686099486924	-0.425424620274088	0.312500001050632	0.000000000569259517676773	0.00000000232810983840596	0.0000267610551610553	0.0000547186450861315
Sg_M12_21	4.36553636774421	5.09699469362107	3.12259198799463	-1.37100009025769	3.87812632311117	-0.330777661321721	0.360096154577072	0.00560608362297663	0.00815817648093409	0.0021919402053994	0.00329653325864784
Sg_M12_39	3.89807939191381	4.41932052016129	2.18009445701534	-2.00157095961935	3.9350670774594	-0.475745256661546	0.299447249407982	0.0000412927965021644	0.0000827591983512907	0.0000118938059124916	0.0000266257456864691
Sg_M12_6	2.91213913339682	0.961207681194831	5.39462954683925	3.95339831933277	3.62618112952434	1.03578457361024	0.138187939248047	0.0000000000000000000139882560814562	0.000000000000000000919091780321737	0.000000000000000848654025933984	0.0000000000000299555193551081
Sg_M15_10	0.372446165354349	1.41156565727087	-0.986450505650661	-2.22091783464933	3.20155648576006	-0.657092866415201	0.240384617096215	0.0000000000595792466021249	0.000000000312689391990982	0.0000000109484815969389	0.0000000424130155136732
Sg_M15_29	-0.289822887830792	-0.0145820500660019	-1.22177386042576	-1.13049111179439	3.29779382041025	-0.312234726219412	0.366105769925331	0.0123454383090484	0.0168329747827763	0.0031131927408502	0.00452296339485128
Sg_M17_3	-0.0693458128093676	0.647212526926586	-0.54471058796171	-1.16414297427274	3.3187895376151	-0.315902683618657	0.368269231450881	0.000168768640583303	0.000306535966379023	0.0039369838289052	0.00561730630249624
Sg_M17_33	-0.832499258175345	0.239426462137583	-2.62926799532032	-2.53985479811532	3.99235143301881	-0.593106252732834	0.248738285684246	0.00000000161713274015225	0.00000000576635764052155	0.0000000355622512388097	0.000000123149287500779
Sg_OA11r1_10	1.57137069540142	1.20559811045541	1.96562528355641	0.879750913499252	1.76989049412657	0.470845609553656	0.286057693568799	0.00000131621312148088	0.00000341301316376342	0.000000939845602353835	0.00000256590955160043
Sg_OA11r1_12	-1.56125331015859	-1.60176699846602	-1.5173376163735	-0.199607610412701	5.04090408715613	-0.0370209591792392	0.4820956501704	0.488979328991244	0.515746523562885	0.661013191495313	0.679530374011157
Sg_OA11r1_9	-1.78892536324438	-2.75514188245384	0.0831385718105393	2.91787373055321	3.59399445164052	0.765825359515492	0.174519233489094	0.00000000000634092542150969	0.0000000000394256365041476	0.00000000000127614362607898	0.0000000000147817934594507
Sg_OA7r2_4	-5.38279715147369	-4.73173347618248	-6.44746674637481	-1.75107199601607	4.81991959728363	-0.309841908442309	0.32836538555227	0.00266342967365381	0.00397824288150096	0.000226183818720455	0.000385761038902472
Sg_OB03r2_1	-4.15946752504297	-5.29388558245767	2.13051469359713	5.31942540391625	8.41159771803862	0.608603138808375	0.266041818312663	0.000000322086404220955	0.000000840501978565348	0.000000226598266608477	0.000000661499596612552
Sg_OB03r2_39	0.0949576625780004	-1.33700233278516	3.43424071291933	4.39530150956722	3.79424535446445	1.09123960714706	0.11920211924036	0.000000000000000000016953967688527	0.00000000000000000117222611640355	0.0000000000000000282755911047609	0.0000000000000025451925941162
Sg_OB03r2_6	-1.57672657338185	-2.95263983167531	1.55113670514545	4.19339708753641	5.33423607991363	0.72705777646383	0.202163463761431	0.000000000040587458287693	0.000000000223679322032088	0.0000000000437920470003201	0.000000000331927128175832
Sg_OB05r2_32	0.348318657979134	-0.323728431587812	2.12887278669912	1.70251458890849	4.55386445323201	0.347481339185388	0.356250000754584	0.00227196863342357	0.00351715444403117	0.00170351807585472	0.00260818414269121
Sg_OB05r2_38	2.08435751012519	0.938681232931151	4.13741804486331	3.25152809614778	4.36591322876919	0.711719671552234	0.214852201024586	0.00000000000263012348808149	0.0000000000187131625062611	0.000000000146562306013151	0.000000000972361983786861
Sg_OB05r2_8	0.0828936191334115	-0.407273119645798	0.700848354694649	0.850825751252424	3.15381165848577	0.245931991089798	0.388608508134431	0.0353928038733272	0.0458328309775932	0.0158438577765514	0.020753395029765
Sg_OB24r1_18	3.64892393197732	2.48034874769644	5.25653211636485	2.96034802124649	3.2201795701368	0.870858052747339	0.171153848944489	0.00000000000000290278609246419	0.0000000000000448009815316551	0.00000000000107432570546319	0.000000000013309064012483
Sg_OG24B2A_25	3.11576518992864	2.74380874293436	3.38481582182544	0.684912790593715	2.55560358209096	0.23753001512166	0.394230769763949	0.00774379064024141	0.0109271799416611	0.019342864788119	0.0250269427072734
Sg_OG24B2A_8	-0.320329299968451	0.491468194367382	-2.01106465999684	-2.59837961050215	3.39487403044536	-0.718318557243351	0.222115386551551	0.00000000045657510070901	0.00000000189781905644007	0.000000000440197794300947	0.00000000248949678039407
Sg_OM21r1_55	-1.15459061033027	0.631686356165715	-2.8052388251132	-3.23741443128876	4.08541530747615	-0.720937711674243	0.186778848636332	0.0000000000000184345864418422	0.000000000000179509408308738	0.00000000000702092168554994	0.000000000062666317854215
Sg_P15_12	-3.43990886466452	-4.02541220671996	-2.37514896301684	1.54761806675185	2.97781785982647	0.436922906768796	0.272355770613613	0.0000477744764692465	0.0000943535977094706	0.000000688161230475932	0.0000018951569558462
Sg_P15_2	2.2536775608544	2.08321022967576	2.70987977790364	1.06381098855392	3.59427085173273	0.283905919092605	0.391346154395298	0.00214543901921428	0.00334168753437974	0.0118637553316589	0.0158288874505001
Sg_P15_21	2.29214950626509	1.80171588959106	2.70412375136697	0.802115626989627	3.17969910486314	0.228253667216264	0.402787791882571	0.0701498702186384	0.0874849340301665	0.0341283243118714	0.0430262442261593
Sg_P22_10	-1.16672393393539	-0.137118973142991	-2.34985505205149	-2.44892752773588	4.80074319668623	-0.454770362104843	0.297115385784916	0.0000171813811174723	0.0000375973497319307	0.00000588883109229711	0.0000141889037272157
Sg_P22_13	-1.64700446762273	-1.87177625654361	-1.36545798426905	0.493310352453182	6.16176417535023	0.0691573183320722	0.468269230922644	0.399014644968952	0.428097422809301	0.497425953280024	0.524130932982599
Sg_P23_1	-0.561545384761356	-0.727541888675648	0.0814180588744504	0.610646505804118	3.21201205434063	0.172346354697031	0.42812500035341	0.199832148086657	0.229542880064112	0.0882930668871301	0.106620862760833
Sg_P27_36	-0.567867289266125	-2.08219293435369	2.43513806154138	4.48763061329744	5.58234183523203	0.7663936999852	0.211968278931386	0.000000000018466799814096	0.000000000111118270878415	0.000000000337173494393214	0.00000000198044521315479
Sg_P27_4	-0.185974070661869	-0.00316684856191607	-0.60758769343417	-0.408524882674194	2.72705743801448	-0.140866561579445	0.431971154179918	0.289384602199057	0.321091563610067	0.116270543036086	0.136184297382918
Sg_P30_9	2.48199339479805	2.13060512944344	2.88618085562243	0.591644028579087	1.86580495343986	0.273597418769162	0.372987263330733	0.0589875614395551	0.07465403772924	0.00577472317254559	0.00808015973938637
Sg_X05_12	0.00324304537149178	0.361209728614481	-1.05660020245683	-0.831034780671078	4.1863915688995	-0.200514708329869	0.415044460887288	0.0807220452635142	0.099468530064583	0.0493433096849255	0.0609805837358467
Sg_X05_3	0.278027784480289	-0.0327220339310736	1.19460094812547	-0.312891330566659	6.94738935471438	-0.039755828404574	0.485219899133925	0.558619932843015	0.583209962754043	0.788320231330796	0.802840202756099
Sg_Y07_14	-0.0624346888768645	-0.722021448264684	1.10126107087533	1.68406787869868	3.09446619091704	0.505950114371242	0.290074502548407	0.00000875363312259648	0.0000204418541522959	0.00000331239295830384	0.00000848647962836656
Sg_Y19_10	-0.124724129693682	0.0519608386375898	-0.828756153362606	-1.09171092515901	4.72865388076436	-0.199860331437612	0.397019947645702	0.052659580586395	0.067059323715801	0.0335485314678333	0.0423372979758077
Sg_Y19_13	-0.333045574463233	0.380555426661755	-1.86818919376951	-2.05166378572745	4.30869499023613	-0.437947018566291	0.312019231823443	0.00004896496861677	0.0000965028634351926	0.0000404424990443459	0.0000802215255620425
Sg_YA03_20	1.70418949068239	1.38375145987237	2.38155983219484	0.734825774625739	1.92755795518748	0.349375774222157	0.341744773737628	0.00185254985770492	0.00292357186395373	0.00100701416015211	0.00159390606625534
Sg_YA04_9	0.431321035298025	-0.806301384278218	1.10580360397942	1.92938232402677	3.28785306372187	0.527428400976765	0.267964433050352	0.0000000591357139592219	0.000000170488234781129	0.000000344528986679597	0.000000985271434317605
Sg_YA12_28	1.69216896130891	1.40829749057189	2.80073264621145	1.210522824722	1.70636709400504	0.656411219022126	0.22398462099272	0.00000000381114894838936	0.0000000130699843436913	0.000000000887427942510157	0.00000000456927495195148
Sg_YA12_4	1.28181590921231	-1.08107063761658	2.78080296947184	2.95299131459379	5.75220290752351	0.474673243375284	0.297284307824667	0.000000520576266556802	0.00000138780555183592	0.0000134584864629682	0.0000295988032400191
Sg_YA13_10	0.961991392533593	0.65801114776718	1.22385883026706	0.611989327831441	2.86028101637369	0.189973355026252	0.400961538957923	0.0284757930511582	0.0373682153037655	0.0367260548684435	0.0460511901365789
Sg_YA31_31	-1.30462983264875	-1.5782731098638	-0.880791535228901	0.460587607097014	5.14294503791442	0.0777552996033205	0.464311463763135	0.502655264101356	0.528811833208943	0.408260872834514	0.437082685269075
Sg_YB34_1	-1.0163986920055	-2.15830910747328	1.01482159518704	3.10388312891246	3.34189521052379	0.863847088462283	0.173275657635046	0.00000000000000716820751797774	0.0000000000000852438393499464	0.000000000000336299539651463	0.00000000000514443757817762
Sg_YB35_19	0.569600396023977	-0.890511872551014	2.18702820111456	2.80766513446427	3.07971891991215	0.871656194792912	0.171353042919624	0.00000000000000060914693378388	0.00000000000000931653631000197	0.000000000000228247645238279	0.00000000000382515866618898
Sg_YB35_7	-0.153080294866785	-0.458921332951577	0.770441149662873	1.18749374597703	3.01393699879482	0.361230487555418	0.345349676381847	0.000539976065925027	0.000933026705555252	0.00069232588727032	0.00112855046856477
Sg_YB36_42	3.04646700896947	2.13546055382882	5.31809880987587	2.87413766083399	2.65255756641115	1.01946659303248	0.130497480486523	0.0000000000000000792690586808013	0.00000000000000297147777401999	0.000000000000000490134432338448	0.000000000000024542435384317
Sg_YB37_28	1.27258502508517	0.458192763524587	2.61652382941482	2.47607349042777	2.29886189640423	1.02032681645453	0.135096157605737	0.00000000000000000525940861282174	0.000000000000000269281720976473	0.000000000000000746699998120081	0.0000000000000284549484043237
Sg_YB37_7	1.14565069827914	1.34374142403125	1.01323824817513	-0.390673636055684	2.24711362826404	-0.147280020138608	0.423455900401287	0.434038070783683	0.463317279557853	0.10227572927573	0.121879212542503
Sg_YB38_12	1.35109273452885	0.886093672691502	2.87501147898076	1.71192146712113	2.27275695094498	0.68309640121608	0.208653848278012	0.00000000205464915746957	0.00000000770558712490170	0.000000000252438306619191	0.0000000015429310469278
Sg_YB38_21	-0.155981802950845	0.00849283007349655	-0.41716257482727	-0.450366303337133	3.28271031492757	-0.109977310786667	0.438836818371434	0.431672519926954	0.460756628247533	0.177427027301473	0.202274290029272
Sg_YB38_6	0.148850925975132	-1.01627328787144	2.08861418840071	2.81314735626621	5.07745314117706	0.53263115894956	0.289182693542354	0.00000338877865898481	0.00000834184991944184	0.00000248139568495278	0.00000649192660799513
Sg_YB39_24	1.54712097909829	1.09327689445714	2.37388660075628	1.28276124934503	1.8699299924113	0.605679441288232	0.230473445712289	0.0000000643429663053463	0.000000186374320919951	0.00000000416829859756071	0.0000000181091436978724
Sg_YB41_11	0.00968651714321211	-0.917846335273429	1.69920811475892	2.61883781389275	2.57135685776824	0.951822902145211	0.128846157826856	0.00000000000000365215344099053	0.0000000000000522802876202764	0.000000000000000365265436320854	0.0000000000000207747735947082
Sg_YB41_12	-1.6091048323662	-3.55589323324865	2.8241048127331	4.61763092019195	6.38466994834713	0.703853919875974	0.220673078878388	0.00000000038488583850672	0.0000000016231223878889	0.000000000959066766455798	0.00000000487970093412407
Sg_YB46_3	0.326958009707909	0.367228163011093	0.251930542139378	-0.0195009632659584	2.54885019262806	-0.00897869639365752	0.496274933928048	0.676688667156709	0.696641245962126	0.892937418796785	0.901282644900554
Sg_YB50_23	-3.64569857439314	-3.61700352411974	-3.68624921204591	-0.431029250450703	5.61679045268614	-0.068680521666251	0.466105769394737	0.218794572117216	0.247741515772009	0.368523158636258	0.397830988574889
Sg_YB59_31	1.45119156729216	1.16573374195724	2.03826525584441	0.853509527163836	1.61133413018743	0.471606448803349	0.292788462743172	0.0000120906207112778	0.0000276457285762655	0.00000455467774254567	0.0000112882590764945
Sg_Z02_43	1.72362525063809	2.37474942660253	0.0555603972048617	-2.36122431476549	4.24019109462373	-0.528454977693791	0.28382600464424	0.00000718258037487295	0.0000171364506613645	0.0000032575550356443	0.00000836912685067129
Sg_Z03_24	2.4714697849403	3.49251874343109	-0.125841133805364	-3.48449561923829	3.72758594527498	-0.846680714473327	0.169471156673187	0.0000000000000521805847643361	0.000000000000486814777740768	0.000000000000698950828158854	0.00000000000964282964596235
Sg_Z06_28	0.740463353636921	1.49251699321072	-0.372692351434565	-1.63406641036824	4.5796543201699	-0.320773641420078	0.353520789043255	0.00181574300048576	0.00287072230892549	0.00120650797948085	0.00188425230252535
Sg_Z07_36	-2.00243040919658	1.11071260095555	-3.90164654155704	-4.02167728810209	5.66994929720591	-0.664996025862942	0.234855771007042	0.000000000107681037927314	0.000000000457587675287447	0.00000000885375372464448	0.0000000348185143563399
Sg_Z07_42	2.17554697339155	-0.0912137521955803	4.02595663041949	3.79882096977165	4.13660633693954	0.877132407349415	0.148317311043917	0.000000000000000471446023655253	0.00000000000000904596015568982	0.0000000000000100777741075162	0.000000000000286656685724907
Sg_Z09_20	1.68549789090639	1.30705905261834	2.01943165866762	0.837328049139312	2.04842463211502	0.384828797958748	0.333413462440806	0.00019838167971131	0.000357349332512285	0.000173276400519578	0.000304368761830241
Sg_Z10_1	1.605064719057	1.04820193437849	2.36185177083034	1.36392194265054	1.72567362879946	0.728854811347045	0.206490386771849	0.0000000000930144397426785	0.000000000457012161509109	0.000000000103443669083868	0.000000000715846972846793
Sg_Z12_45	0.722895239882773	-1.01413243929775	2.13401927079094	3.43684686774983	4.16789297785105	0.760135419511431	0.189137229067191	0.000000000000085013868983025	0.000000000000681071273609726	0.0000000000163422242557247	0.00000000013312938084802
Sg_Z14_36	0.162951266870903	0.745549616166356	-1.14364223208186	-1.61364010334168	2.99313935320315	-0.490480431422064	0.298485942037596	0.0000339523146345134	0.0000694107247695158	0.00000522480823815665	0.0000127525597730778
Sg_Z14_45	-0.469063533923359	-1.07122894337417	0.402113599534512	1.2107284218839	3.70380583166834	0.313418553407226	0.371153846818423	0.0071793482374921	0.0101769014649027	0.00352394540291628	0.00506946160853149
Sg_Z14_58	1.48374408194345	1.27381727660126	1.74378035003092	0.745659552677016	3.79458320378427	0.18933937441882	0.417067308102959	0.0315193327184373	0.0411156680805862	0.0532256372773861	0.0655551166724837
Sg_Z15_39	1.08590374343559	1.91743218275363	-0.212233320543123	-1.68700708434244	3.89579933080859	-0.393631544373675	0.339581832151258	0.00121440121537272	0.00199285770493272	0.00034273314721511	0.00058147580251429
Sg_Z15_51	-1.51111307098275	-2.29623560867867	-0.67217272493271	1.50881912324836	3.88465311751003	0.338190841521589	0.324759616346639	0.00324708991415473	0.00489637827456157	0.000140165783151673	0.000250018831429088
Sg_Z17_26	-0.237073481951497	0.937852954066456	-3.78755978054536	-4.38502205690043	5.9826005846356	-0.676106825323845	0.235279982544217	0.00000000539508796850519	0.0000000176176999429176	0.00000000328421452897683	0.0000000146811344870435
Gp_MJ2_113	0.421644317960729	0.739961687072145	0.0330804796160846	-0.646096914510284	2.48636881886326	-0.235679260115806	0.394230769763949	0.113405913910438	0.136599909503847	0.0252327911754662	0.0322879971113096
Gp_MJ1_12	0.86405906068859	-0.0935318188817424	2.27785202019413	2.22780556176672	2.4721969689457	0.845067986598946	0.180528848753547	0.000000000000239668352008937	0.00000000000198707850189257	0.00000000000177034014146801	0.0000000000189979247766214
Gp_YAB_339	-0.91513480516338	-0.384079024171188	-1.36857731266485	-0.998145697240293	4.79590181821412	-0.166821156207501	0.421533285655167	0.176485546634064	0.205601957698806	0.111413490194148	0.131064938002049
Gp_MJ4_65	-5.90669928237792	-6.58530438906385	-4.7282790322588	2.13538383823143	4.93827103653223	0.390200510053775	0.314347513653613	0.000239232846941428	0.000411279412545576	0.0000483251298978197	0.0000918230572390815
Gp_YAB_333	-4.44052894548618	-4.12653131075692	-5.04080771307973	-0.794903535954113	4.08309765990559	-0.17357487721328	0.410958904552188	0.0750184173674855	0.0919501680562407	0.0356310081213487	0.0446341625873302
Gp_MJ1_272	-2.6514752453537	-3.13214914121525	-1.93855119819634	1.2690183617743	2.71994523012227	0.406425098430692	0.303773132575189	0.000014136862877966	0.0000306571254990511	0.0000152123584655667	0.0000328306796615728
Sg_A17_17	1.83885812214162	1.73962052437569	1.96058329684848	0.325934880440938	3.11881421025048	0.0890501094223779	0.452884615613527	0.276806796200189	0.308549962863085	0.266559654804818	0.295811907536799
Gp_NH_148	-1.34981855660076	-2.43672262687873	0.140204275459534	2.48908847070451	3.43780475754202	0.668434298258592	0.221100698896524	0.0000000000295356062186915	0.000000000157158419572868	0.000000000609981187507248	0.0000000032930196983072
Gp_meta27_16	-0.340079582907181	-1.65995630473868	0.750641699151113	2.45526144285756	4.00075214725074	0.576601845772851	0.254265803049424	0.0000000140594014224164	0.0000000434004308946292	0.000000168489930264018	0.000000503695179475345
Gp_MJ1_444	-0.251345009793237	-0.819419490997204	1.14698615517967	1.90286087718268	2.23837786015409	0.794705974513899	0.178082194427246	0.00000000000852747618880252	0.0000000000544923141459968	0.00000000000233393417433395	0.0000000000240741251623714
Sg_A19_12	2.22036836685286	1.99434860619386	2.33987001886013	0.392547293273248	2.792183996027	0.130457009482118	0.444844989454028	0.215321699777384	0.244596531645675	0.249335628590762	0.278460963779491
Sg_A19_51	0.698969182599994	0.801325847661023	0.506033207701069	-0.31401319613606	1.9868231299588	-0.1342386307853	0.429464071483135	0.077371105945699	0.0956972886914235	0.126496688685532	0.146852971032347
Sg_B07_12	-0.506597096384559	0.17449723807165	-1.9254145207964	-2.37543904440205	3.78883427269201	-0.563652594534507	0.261057693798831	0.000000231192722304042	0.000000612945099424169	0.0000000950826279051902	0.000000298958761767944
Gp_MJ3_423	-2.173179234002	-2.67030782233401	-1.20338189329638	1.36428704521839	4.52733736803499	0.282166835765475	0.372836539116228	0.0114971712933278	0.0157060784630193	0.0041566065428936	0.00591333009614574
Sg_A33_4	-2.30495026201637	-2.45248508011454	-1.93857220639501	0.573088837859025	5.48575774011965	0.097665176459547	0.454217736343342	0.140354525617418	0.166125712259097	0.278484494870398	0.308042239962754
Sg_C02_30	0.358952249402231	-0.181015681155873	0.939532729178746	0.855707935790591	4.37308190661664	0.174226849848091	0.429464071483135	0.173998244340094	0.201777589845644	0.118828455761107	0.138618292603434
Sg_C14_34	0.906751731168307	0.576124150465659	1.98650818970003	0.81986949781232	5.49707866302506	0.144769618706147	0.437635184154947	0.208812220067362	0.238421672290323	0.182305277595767	0.207570807316661
Sg_A11_10	1.11004511278803	-0.0718573169467724	2.21743139483119	2.4851503801274	3.21163458764876	0.73623012774506	0.21052631788517	0.00000000000766153231316035	0.0000000000494375394002078	0.000000000168384943844203	0.00000000109389613530743
Sg_A19_36	-5.14527000631777	-5.27925689911119	-4.82637487757438	0.594200143825554	6.26622242230206	0.0874399100175541	0.458173077125909	0.296308501186803	0.326457966584004	0.397046067002261	0.425457851284127
Sg_C04_33	-0.269166596117428	0.670389527582717	-1.52925836171252	-2.16253426996376	3.6674487255902	-0.540014678350186	0.255948090943608	0.0000000937174283698421	0.000000262790168088228	0.000000120105468240056	0.000000368909001081127
Sg_CM21_15	-1.62073038145478	-0.757234839530029	-2.77304372209137	-2.32038071599406	4.51601621182885	-0.483645779601092	0.287740385862195	0.00000434845121105461	0.0000105377148464693	0.00000338937184427115	0.0000086267505615485
Sg_B26_4	-1.12290369927343	0.0467029624601834	-1.59640337041738	-1.69413233371731	2.60923359640081	-0.588574597744037	0.263942309155055	0.0000000000456409374909717	0.000000000246658899631134	0.000000128133658651539	0.000000391330468159595
Sg_CG50A_22	0.24805831018482	0.92903276556014	-0.12132776646457	-1.04560748090984	2.07109150196039	-0.422000379107208	0.312905552597224	0.0000000554437889701861	0.000000161893994677528	0.0000230532027227495	0.0000481757668847233
Sg_B19_40	-0.623094681657053	-1.00794762044993	0.283681722886324	0.956343670757914	3.9875798165051	0.203532049668408	0.402644231256511	0.182126924763146	0.209455692509375	0.0189476794663543	0.0245594541695587
Sg_CB03_47	1.19844458632486	1.08375263547973	1.53401203669024	0.152696540128862	1.65353944268252	0.0826606850549494	0.461057692496359	0.622316498345054	0.645420626689741	0.389477859917103	0.418812918404614
Sg_A34_19	-0.774526387267649	-0.985007197673097	-0.401708083653927	0.791578702539451	2.68645837485907	0.25832216935496	0.36730769299507	0.00382673570787867	0.00570481384372049	0.0033263085202735	0.00480476711116746
Sg_CK51A_47	1.19124796866354	1.16369515971334	1.35855878113933	0.138244301268521	1.76300890715503	0.0710625611429985	0.468990384765285	0.37079752418132	0.402457867769249	0.432327361454833	0.460260436727169
Sg_EB03_22	-3.30267823727429	-3.85960685323381	-2.20522377078995	1.68203448888374	6.16653038866603	0.265563883063315	0.373317308344182	0.00359188438680242	0.005359071978345	0.00442666662463872	0.00626953410097551
Gp_meta27_511	0.106477122310711	0.438093601511709	-0.47683993863243	-0.806996512851285	2.1759039176609	-0.336477574320484	0.352078827985245	0.00238377547856516	0.00368079237857791	0.000936931835710581	0.00149101405728284
