	rab.all	rab.win.C	rab.win.Y	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Sg_CM31A_52	0.183687021934126	0.784641700140404	-0.850130509016777	-1.68862258625038	3.63172682502459	-0.426563713683337	0.314347513653613	0.000096820878420312	0.000181756139932686	0.0000390840939951942	0.0000779020063345703
Sg_CM32A_26	1.68917175460648	2.36897071616486	1.14794410888475	-1.29040558763079	2.16548595815145	-0.547787983168072	0.255048078475116	0.000000000282913889291933	0.00000000123311015047133	0.000000105261082219095	0.000000327823569545887
Sg_CM32A_49	1.63216666785699	1.53942066112456	1.78920711069754	0.677221898008229	2.15245539966714	0.283712893560976	0.384282624957619	0.00304341788724834	0.00461142024409147	0.00866758991442129	0.0118627194049984
Sg_CM33A_60	-0.903759753244905	0.0678406760270578	-2.34823994425203	-2.16479406750199	3.44675168919394	-0.567509109251751	0.249218939368085	0.000000000516330353681109	0.00000000212699024487535	0.0000000457003947233916	0.000000154028561013822
Sg_CM35A_15	-0.595882376992223	0.173538994570033	-1.3545779553834	-1.72715632154597	3.07426042262033	-0.526685566211456	0.275240385971774	0.00000000471833107573243	0.000000015825686067523	0.000000578717608929869	0.0000016144398654029
Sg_D02_32	-0.251773289975614	-1.05495481608427	0.969933506791856	2.00338258501308	2.68175959156624	0.708672296013468	0.219658737848763	0.0000000000964174963300907	0.000000000471121145835209	0.000000000684975638238536	0.00000000364302775230349
Sg_D02_9	1.13560035150656	-0.0260811209247489	3.1933006167485	3.07433430277271	3.80691068228435	0.782421643260655	0.175438599190906	0.0000000000000130690896339605	0.000000000000138038006633631	0.00000000000117041278040024	0.0000000000140137293451758
Sg_D03_78	1.43646529637455	1.6413887868268	1.22816326053795	-0.411035285272773	2.2030352159442	-0.172770581453202	0.4248978614609	0.0774863210748901	0.0957964800821768	0.10813365764552	0.127712149770611
Sg_D09_14	1.47206788237021	2.20006077992158	0.944148399047753	-1.20635941403565	2.8751935873963	-0.385737125415699	0.324519231732945	0.000219779777095186	0.000393451081908905	0.000218183585760501	0.000378272211563817
Sg_D10_17	1.49134231512008	1.72696576455154	1.26703783014763	-0.37484776844857	3.84830877361865	-0.0791321114739111	0.460576923267948	0.821722233748472	0.833762592752977	0.374043418861278	0.403914701225359
Sg_D18_45	0.123747099683847	-1.75590236893356	4.10655588902212	4.70835093584026	5.16369865412815	0.865605602412335	0.173515984474533	0.00000000000000988713474354456	0.000000000000117394683550333	0.00000000000149192314276083	0.0000000000167504505532212
Sg_E04_12	-0.890228536442244	-1.93902975962712	0.869058793147379	2.55765279554871	3.56628624654541	0.650556253503983	0.233357367811189	0.00000000184680826590179	0.0000000068822684429702	0.00000000274898676962229	0.0000000125716298144237
Sg_E06_10	-0.673851040136461	0.299711023165092	-1.38327619501514	-2.00539595528065	2.76478010958201	-0.703232260215081	0.198029322162946	0.000000000000140253401725603	0.00000000000119584633158606	0.0000000000434295171223750	0.000000000326214434315513
Sg_E06_24	0.385503173333805	0.13522953646914	0.782488229950665	0.545013235079789	2.72302817697307	0.187859784277156	0.422254266184958	0.0936593960379336	0.114124335096381	0.0956827813721649	0.114746586175322
Sg_E10_50	3.39778698070287	2.83333428474301	5.05946679437169	2.10286879060938	2.08210300881527	0.935758893410448	0.151165588467063	0.0000000000000258783498296457	0.000000000000270873098787001	0.0000000000000177312423597947	0.000000000000453806521566877
Sg_EA47_17	3.23255236198786	4.670767769557	1.67411930696541	-2.47411634103543	5.74369444983281	-0.420744388067151	0.32043269330042	0.0000311205512947695	0.0000643974032377549	0.0000815993116735583	0.000151214354099247
Sg_EA47_9	-0.6982090950674	-1.11568794445418	0.667679239833181	1.75196099042529	2.89438192750299	0.571194294638754	0.251141554103615	0.000000108073321347149	0.000000300084795072507	0.0000000562801507260012	0.000000185835861033073
Sg_EA57_9	-1.98567494175898	-3.27242014412552	-0.0851699702092885	3.0799776534353	4.39081115325011	0.668938476567564	0.232932694107097	0.0000000000549516233984081	0.000000000287256086053482	0.00000000340558702569283	0.0000000151488402036696
Sg_EA61_27	-0.313824277321127	-0.544029128462682	0.620710437758206	1.06675862990512	2.80985196648696	0.357874685530549	0.344148042167071	0.00116062273036091	0.00191063501202094	0.000649117697983599	0.00106267653865024
Sg_EB08_12	-3.9355699979016	-5.18115802935825	-2.96001107067789	2.25010017744857	4.73751539441812	0.41251022527071	0.310096154914768	0.000112367615387082	0.000204423713572174	0.0000343401512347118	0.0000688696208371825
Sg_EB09_7	1.36792927211234	2.39478640175049	0.110053573348743	-2.39350065776546	5.03560726891744	-0.441785732666196	0.308173078006229	0.0000592362736870233	0.000115546248264857	0.0000179862087403955	0.0000384154620917003
Sg_EB10_11	-0.763998254507658	-1.10076074860426	0.50539276448322	1.19982523688225	3.8300116459973	0.251517733879535	0.377403846781957	0.244571196053306	0.274070462032796	0.00816236115125154	0.0112150942311859
Sg_EB13_4	2.50607200078151	2.75646171214637	1.61592563504306	-1.06743176914471	2.87004157169878	-0.350396488998322	0.349038462338314	0.0055291666552866	0.0080553184837883	0.000887271616535632	0.00141853437283819
Sg_EB21_10	-0.598642287533933	-1.04611759351565	0.252272728894078	1.20107108379448	2.44012001904822	0.464755037162848	0.299038462692616	0.0000274878974910097	0.0000572990841341814	0.00000809234719689644	0.0000187845408027721
Sg_EM03_7	-1.05574564278956	-0.287972089859116	-2.32964157362871	-2.23065070237748	4.51599108965613	-0.465941765864481	0.298076924238747	0.00000217675508745906	0.00000541169668783808	0.00000710799650125257	0.0000167726748862056
Sg_EM12_46	-3.96259190033882	-3.15705656302062	-5.40798566381423	-2.68379655871049	3.79766912546812	-0.63963181262979	0.215384617412107	0.00000000228028438551239	0.00000000764716564349351	0.000000000252922004291252	0.0000000014813814279387
Sg_EM22_6	-0.0274408880350112	1.06043806459329	-0.637153941261111	-1.71145304000182	4.25241496429875	-0.358688770633464	0.340062485837108	0.000843354839958052	0.00142602101019474	0.000446882173582709	0.000748782200945774
Sg_EM25_40	0.705513182542953	0.606640785690089	0.785243644391166	0.380205972470995	1.53062024162394	0.220461449051594	0.400240385115683	0.0485135976251013	0.0620699497471634	0.0365388870313147	0.0458292732787722
Sg_EM30_38	2.23542206827583	1.96624628570198	2.52854767227498	0.589210256435823	2.38868041992231	0.220871075286831	0.385964912859678	0.0227596228410726	0.0301986699339202	0.0111528691844838	0.0149616583069363
Sg_EM34_4	6.57060764649021	6.95790078342136	5.74643573153305	-1.39988426231144	3.874458067699	-0.333489695221036	0.348076923882903	0.00133506377259716	0.00216963165355834	0.000624889756968369	0.00103035133450416
Sg_G06_9	-1.52705207371301	-1.74952419327791	-1.4053045106787	0.36774047253744	5.8239301199606	0.0606258083284212	0.474164864340012	0.897399198645979	0.903981276033048	0.569487064070185	0.592366893286286
Sg_G09_4	1.84730884448344	2.72734754349465	0.351125725035239	-2.32867860875749	3.63250225054384	-0.597658181705941	0.249459266210011	0.00000000300962844477368	0.0000000106598856072265	0.0000000318390523882681	0.000000112001227150549
Sg_G10_35	-2.19658781194177	-2.52847265402134	-1.58197190821444	0.836427279988505	3.98833775795107	0.193981842397715	0.406250000467892	0.0168034069659507	0.0225524440099387	0.0350835649962245	0.0440679301813192
Sg_G18_19	2.09108031300815	2.60166274842399	1.38687247116727	-0.945631558353377	1.86682278188281	-0.486758469498702	0.282211539755841	0.00000165320626945673	0.0000042328554688567	0.0000013232330828812	0.00000355879050491277
Sg_G19_41	0.0938392277642857	-0.549100028404689	1.04374640871461	1.25833438884832	2.6309324208247	0.415035966639448	0.295673078104245	0.0000321625468131487	0.0000662435629468721	0.00000659670307813375	0.0000156908550712845
