"","A04","A18","G11","Z16","B04","EA44","EA47","EA48","EA49","EA50","EA51","EA53","EA54","EA55","EA57","EA58","EA60","EA61","EA63","EA68","EA70","EA72","EA73","EA76","EB01","EB02","EB03","EB04","EB05","EB07","EB08","EB09","EB10","EB13","EB16","EB17","EB20","EB21","EB24","EB28","EM03","EM12","EM22","EM25","EM27","EM30","EM32","EM33","EM34","E12","K16","M12","P24","P31","CA40A","CD21A","CD24A","CD25A","CD27A","CD28A","CD29A","CD30A","CE19A","CM28A","CM29A","CM30A","CM31A","CM32A","CM33A","CM34A","CM35A","CM36A","zero_counts","sample_percent"
"Sg_CK05A_46",0.000366526661907718,0.000787147603572851,0.00762122679759842,0.00086904735423361,0.0000869552908250035,0.00000404443213139551,0.000268954736737801,0.0049792015077643,0.000512631772654381,0.000107683005498405,0.000229015969440271,0.000154699529025878,0.000346304501250741,0.000100605249268463,0.0000308387950018908,0.000111727437629801,0.00130230714630935,0.00093729714645091,0.000247215914031551,0.000163799501321518,0.000124871842056836,0.00012638850410611,0.0000692609002501481,0.00014003846254957,0.000892302838989135,0.000144082894680965,0.000185032770011345,0.000785125387507154,0.000226993753374573,0.0000500498476260195,0.000109199667547679,0.000542965013639847,0.000244688143949428,0.000181493891896374,0.000109705221564103,0.000203232714602624,0.000780069847342909,0.000181493891896374,0.000113749653695499,0.000521731744950021,0.000222949321243178,0.0000874608448414279,0.0000839219667264569,0.000127905166155383,0.0000849330747593057,0.000174416135666431,0.000107177451481981,0.00021182713288184,0.000141555124598843,0.0000596553739380838,0.000341248961086496,0.0000970663711534923,0.000375121080186934,0.000248227022064399,0.00456363610626341,0.000519203974867899,0.000251260346162946,0.0166772158938094,0.000416576509533738,0.000596553739380838,0.00694934550977034,0.00068907012438651,0.000274010276902046,0.0129351050642357,0.000908480567514717,0.000116782977794045,0.000852364071691604,0.000755297700538112,0.00654692451269648,0.000649636911105404,0.000841241883330266,0.000358437797644927,0,1
"Sg_CK52A_43",0.0000869552908250035,0.00027906581706629,0.00649738021908689,0.000100605249268463,0.0000374109972154085,0.000000505554016424439,0.0000348832271332863,0.000392815470761789,0.000148632880828785,0.00000758331024636658,0.000280582479115564,0.0000232554847555242,0.000016177728525582,0.0000328610110675885,0.000016177728525582,0.00000859441827921546,0.0000626886980366304,0.00013548847640175,0.0000758331024636658,0.000078360872545788,0.0000874608448414279,0.000016177728525582,0.000036905443198984,0.0000212332686898264,0.000244688143949428,0.0000278054709033441,0.0000212332686898264,0.00184223883585066,0.0000171888365584309,0.0000136499584434599,0.0000657220221351771,0.000614248129955693,0.00000454998614781995,0.000028816578936193,0.0000257832548376464,0.0000712831163158459,0.000460559708962664,0.000122849625991139,0.0000298276869690419,0.0000824053046771835,0.0000187054986077042,0.0000662275761516015,0.0000384221052482574,0.0000399387672975307,0.00000404443213139551,0.00000960552631206434,0.00000202221606569776,0.000687553462337237,0.0000116277423777621,0.00000606664819709327,0.0000960552631206434,0.00000657220221351771,0.00142161789418552,0.0000212332686898264,0.00195801070561185,0.000251260346162946,0.0000510609556588683,0.000519709528884323,0.000805853102180556,0.00121181297736938,0.00216478229832945,0.00139886796344642,0.0000308387950018908,0.00435231452739799,0.00191706083028147,0.0000242665927883731,0.000654692451269648,0.00238115941735911,0.00943970459467712,0.000581892672904529,0.00024367703591658,0.0000596553739380838,0,1
"Sg_CM17_7",0.000326587894610188,0.00152727868361823,0.00466828578766327,0.00115721314359554,0.0000727997783651192,0.0000121332963941865,0.000277549155017017,0.000533865041344207,0.000530326163229236,0.000185538324027769,0.0000141555124598843,0.00019362718829056,0.000214354902963962,0.000107683005498405,0.0000257832548376464,0.000201716052553351,0.000659242437417468,0.000408487645270947,0.000250754792146522,0.000573298254625314,0.000271988060836348,0.000429215359944349,0.00000960552631206434,0.000104649681399859,0.000335687866905827,0.000169360595502187,0.00014458844869739,0.000916063877761083,0.00012183851795829,0.0000642053600859037,0.000105660789432708,0.000632953628563398,0.0000490387395931706,0.000259854764442162,0.000209804916816142,0.000299793531739692,0.000973697035633469,0.0002254770913253,0.000852364071691604,0.00112991322670862,0.000254293670261493,0.000124366288040412,0.0000171888365584309,0.00048179297765249,0.0000313443490183152,0.000104649681399859,0.0000106166343449132,0.000378659958301905,0.000012638850410611,0.0000106166343449132,0.000965102617354254,0.000275526938951319,0.00115367426548057,0.000166832825420065,0.00882090647857361,0.00110109664777243,0.000589475983150896,0.00751000491398504,0.00242008707662379,0.00717229483101351,0.00220674328169268,0.0155766248000534,0.000355910027562805,0.0044185421035496,0.00526989506720835,0.000200199390504078,0.00108491891924685,0.0166640714893824,0.00607473706135606,0.00628100310005723,0.00351764484628125,0.000566220498395372,0,1
"Sg_CM32A_26",0.00061273146790642,0.00103486907162083,0.00163900612124803,0.00181140004084876,0.000712325609142034,0.0000136499584434599,0.000611720359873571,0.000723447797503372,0.000686036800287964,0.000250249238130097,0.000120827409925441,0.000817986398574742,0.000723447797503372,0.000439831994289262,0.000162282839272245,0.000467131911176182,0.000567737160444645,0.000516676204785777,0.000459043046913391,0.00104447459793289,0.000428709805927924,0.00058088156487168,0.0000429720913960773,0.000636492506678369,0.000553076093968336,0.000365515553874869,0.00142465121828407,0.001870044306754,0.000532853933311359,0.000265921412639255,0.000426182035845802,0.000723447797503372,0.00086449736808579,0.000584420442986651,0.000550548323886214,0.000750747714390292,0.000690081232419359,0.00104447459793289,0.000672892395860928,0.00111322994416661,0.00064458137094116,0.000747208836275321,0.000142566232631692,0.000558131634132581,0.000664297977581713,0.000330632326741583,0.000285638019279808,0.000547009445771243,0.000117794085826894,0.000168855041485763,0.0016693393622335,0.000163293947305094,0.00104194682785077,0.000574814916674587,0.00877136218496401,0.00107531339293478,0.000600092617495809,0.00586543769855634,0.000761869902751629,0.00174365580264789,0.00320521246413094,0.00144790670303959,0.000658736883401044,0.00947913780795823,0.00170017815723539,0.000442865318387808,0.00150048432074773,0.0710192171192723,0.0114149041368474,0.00148582325427143,0.0011521576034313,0.000928702728171694,0,1
"Sg_D18_45",0.00184982214609702,0.0000121332963941865,0.000062183144020206,0.00036450444584202,0.00202120495766491,0.00000252777008212219,0.00937044369442698,0.00161928951460748,0.000551559431919063,0.016880448608412,0.0166681159215138,0.00429771469362415,0.00319762915388458,0.00315769038658705,0.000016177728525582,0.0137970746622394,0.00280683589918848,0.0148380103820573,0.0266462355436829,0.00250754792146522,0.00281492476345128,0.0102379743866113,0.0381855059685707,0.00157783408526067,0.00109452444555891,0.00346102279644171,0.00826934704665455,0.000952463766943643,0.00170725591346533,0.00364302224235451,0.000784114279474305,0.000791697589720671,0.0000586442659052349,0.00233869287997945,0.00215214344791884,0.000959541523173585,0.00734266653454855,0.0184456438432621,0.0139952518366777,0.00349489491554215,0.00339732299037223,0.00727896672847907,0.000535381703393481,0.00396404904278403,0.0148637936368949,0.00176994461150196,0.0000262888088540708,0.00294030215952454,0.0000146610664763087,0.00000960552631206434,0.0326360395302797,0.00258186436187961,0.00309702390461611,0.00902009476104484,0.0000293221329526175,0.0000904941689399746,0.000218904889111782,0.0000181999445912798,0.000012638850410611,0.0000399387672975307,0.00000859441827921546,0.000012638850410611,0.0000151666204927332,0.0000232554847555242,0.0000136499584434599,0.0000945386010713701,0.000392815470761789,0.000183516107962071,0.0000773497645129392,0.0014377956227111,0.0000298276869690419,0.0000308387950018908,0,1
"Sg_E06_10",0.000222949321243178,0.00184577771396563,0.000787147603572851,0.000665814639630986,0.000033366565084013,0.00000151666204927332,0.0000899886149235501,0.000418598725599435,0.000412532077402342,0.0000298276869690419,0.00000960552631206434,0.000266426966655679,0.000415565401500889,0.0000854386287757302,0.0000156721745091576,0.0000899886149235501,0.000214354902963962,0.00708837286428706,0.000203232714602624,0.000222443767226753,0.000113749653695499,0.00187459429290182,0.0000151666204927332,0.0000530831717245661,0.000312937936166728,0.000107177451481981,0.0000727997783651192,0.00073001999971689,0.00012638850410611,0.0000222443767226753,0.0000505554016424439,0.000398376564942458,0.0000187054986077042,0.0000808886426279102,0.000122849625991139,0.000129927382221081,0.00031091572010103,0.000101616357301312,0.000236599279686637,0.000242160373867306,0.000106166343449132,0.0000768442104965147,0.0000379165512318329,0.000159249515173698,0.0000247721468047975,0.0000485331855767461,0.00000404443213139551,0.000174921689682856,0.00000303332409854663,0.000012638850410611,0.00043275423805932,0.000125882950089685,0.000808886426279102,0.000203738268619049,0.00226134311546652,0.000718392257339128,0.000175932797715705,0.00115064094138202,0.0101348413672607,0.00036450444584202,0.00153941198001242,0.000543470567656272,0.0000727997783651192,0.00172393919600734,0.0144451949112955,0.0000940330470549456,0.000982797007929109,0.000752264376439565,0.00311471829519097,0.00624561431890752,0.000284121357230535,0.000409498753303795,0,1
"Sg_G18_1",0.00174770023477929,0.0164653887609276,0.0137207360057593,0.00230987630104326,0.00109806332367388,0.00000404443213139551,0.00000252777008212219,0.00453734729740934,0.0041890205800929,0.00000202221606569776,0.00119462414081095,0.00170371703535036,0.00166580048411853,0.000401915443057429,0.00000353887811497107,0.00000303332409854663,0.000296254653624721,0.0000171888365584309,0.000203232714602624,0.000974202589649894,0.000160260623206547,0.0000116277423777621,0.00000202221606569776,0.000617787008070664,0.00100200806055324,0.000105660789432708,0.00000808886426279102,0.00443775315617372,0.0000202221606569776,0.000155710637058727,0.0000672386841844504,0.00036450444584202,0.0000813941966443347,0.000633964736596246,0.0000687553462337237,0.0000439831994289262,0.00362886672989462,0.0000358943351661352,0.00000404443213139551,0.00295243545591872,0.00110564663392025,0.000028816578936193,0.00000758331024636658,0.0000652164681187526,0.000000505554016424439,0.00211271023463773,0.0000454998614781995,0.00000556109418066883,0.00000202221606569776,0.00632195297538761,0.00000303332409854663,0.00112131880842941,0.00265011415409691,0.0000520720636917172,0.00596503183979195,0.000398882118958882,0.00000303332409854663,0.00273100279672482,0.00529921720016097,0.00272544170254415,0.00270875842000214,0.00360915012325407,0.00440438659108971,0.00237458721514559,0.00396000461065263,0.000652670235203951,0.00379064401515044,0.00111474660621589,0.00541043908377434,0.00152373980550326,0.000344787839201467,0.00571124372354689,0,1
"Sg_I05_27",0.000367537769940567,0.00997003075790636,0.0132288319477783,0.00355050585734883,0.00017087725755146,0.000287154681329081,0.000381187728384027,0.0008109086423448,0.000917580539810357,0.000124366288040412,0.0000404443213139551,0.00073911997201253,0.000622842548234909,0.000129927382221081,0.0000551053877902638,0.000473198559373275,0.00293372995731102,0.00186195544249121,0.000223454875259602,0.00232858179965097,0.00109654666162461,0.000155710637058727,0.000237610387719486,0.000488365179866008,0.00108593002727969,0.000125882950089685,0.0000995941412356145,0.00155912858665297,0.00040090433502458,0.000102627465334161,0.000657220221351771,0.00168096710461126,0.0000293221329526175,0.000204243822635473,0.000109199667547679,0.000338721191004374,0.00274768607926683,0.00059453152331514,0.000177449459764978,0.00339782854438865,0.000413543185435191,0.000188066094109891,0.0000773497645129392,0.000917580539810357,0.000016177728525582,0.000236093725670213,0.0000515665096752928,0.000325071232560914,0.00000707775622994214,0.00031091572010103,0.00395798239458693,0.000852869625708028,0.00310966275502672,0.000259349210425737,0.0399898282531895,0.0042158149429634,0.000750242160373867,0.0349292325487809,0.0159674180547495,0.0399003451922824,0.00376384965227995,0.0686476632282253,0.000712831163158459,0.00419812055238854,0.0192049859759316,0.00114406873916851,0.00246305916801987,0.0814725575168804,0.0153910864760256,0.00368953321186556,0.0231235351572374,0.000598070401430111,0,1
"Sg_I06_25",0.000202221606569776,0.000278560263049866,0.0000480276315603217,0.00593722636888861,0.00456110833618129,0.00000101110803284888,0.0010778411630169,0.000588970429134471,0.000295749099608297,0.00135235699393537,0.00016632727140364,0.000143577340664541,0.000242160373867306,0.00104093571981792,0.000141049570582418,0.00100605249268463,0.000197166066405531,0.000304343517887512,0.0002027271605862,0.00057178159257604,0.000181493891896374,0.000761364348735205,0.000695136772583603,0.000317993476330972,0.000757319916603809,0.00375424412596788,0.000610709251840722,0.00173910581650007,0.00124669620450267,0.00199188282471229,0.000430226467977197,0.000722942243486948,0.00249844794916958,0.00100099695252039,0.00135640142606677,0.000850847409642331,0.000451459736667024,0.00399387672975307,0.000823041938738987,0.0025237256499908,0.000768947658981572,0.000329621218708734,0.000431237576010046,0.00018452721599492,0.00246963137023338,0.00922433858368031,0.000333160096823705,0.000277549155017017,0.0040358377131163,0.000152677312960181,0.000416576509533738,0.000116782977794045,0.000252271454195795,0.000615764792004967,0.00028816578936193,0.0000404443213139551,0.00149492322656707,0.000116782977794045,0.0000151666204927332,0.0000197166066405531,0.000311421274117454,0.000086449736808579,0.00000454998614781995,0.0000824053046771835,0.0000733053323815436,0.000133466260336052,0.000497465152161648,0.000372593310104811,0.0000889775068907012,0.0000429720913960773,0.0000581387118888105,0.00273555278287264,0,1
"Sg_K14_18",0.000980774791863411,0.000781586509392183,0.000722436689470523,0.000033366565084013,0.0131373266708055,0.0000727997783651192,0.000057633157872386,0.000910502783580414,0.000920108309892479,0.0000626886980366304,0.0000556109418066883,0.0000475220775438973,0.0000449943074617751,0.0000515665096752928,0.00443118095396021,0.0000242665927883731,0.0000202221606569776,0.0000793719805786369,0.0000318499030347396,0.000727997783651192,0.00536999476246039,0.000106671897465557,0.0000712831163158459,0.0125968894272477,0.000606664819709327,0.00366324440301148,0.000636998060694793,0.000783103171441456,0.0000409498753303795,0.00032001569239667,0.00143425674459613,0.0108309892478772,0.0340091242388884,0.00376334409826352,0.0000657220221351771,0.00498627926399424,0.01353823100583,0.00012638850410611,0.0000970663711534923,0.0000566220498395372,0.0000717886703322703,0.0000485331855767461,0.0000965608171370678,0.0104113794142449,0.000111221883613377,0.0000606664819709327,0.0206796870418417,0.000158238407140849,0.0000818997506607591,0.0000090999722956399,0.0000475220775438973,0.0000419609833632284,0.027381311083564,0.00012183851795829,0.00080635865619698,0.0000187054986077042,0.0000121332963941865,0.000905952797432594,0.0000106166343449132,0.0000106166343449132,0.0000975719251699167,0.000224465983292451,0.00000404443213139551,0.0000434776454125017,0.00257984214581391,0.0000247721468047975,0.00171028923756388,0.00051364288068723,0.000108694113531254,0.0000278054709033441,0.0000166832825420065,0.0000222443767226753,0,1
"Sg_K15_44",0.00132101264491706,0.00012183851795829,0.000168855041485763,0.000515665096752928,0.00464452474889132,0.00000151666204927332,0.00620466444357714,0.00188015538708249,0.00365667220079797,0.000703731190862819,0.0020479993205354,0.00132202375294991,0.00132050709090063,0.00155103972239018,0.000849836301609482,0.00520821747720457,0.00186852764470473,0.00604693159045271,0.00471378564914147,0.00261624203499647,0.00401915443057429,0.00775216528785235,0.0352765481580645,0.0156706578471083,0.00136095141221459,0.00158187851739207,0.0140159795513511,0.00218500445898642,0.00215264900193526,0.00422491491525904,0.00263494753360418,0.00795287023237285,0.0218090947145339,0.00132910150917985,0.00769604879202923,0.00355353918144738,0.00421985937509479,0.0230871352680549,0.0100226083756145,0.00407476537238098,0.00182302778322653,0.00303281854453021,0.00425221483214596,0.00474512999815978,0.0201887940918935,0.00154952306034091,0.00354494476316817,0.0044620197489621,0.00452066401486733,0.00029726576165757,0.00494836271276241,0.000797764237917765,0.0031526348464228,0.0213824071246716,0.000232554847555242,0.000132960706319627,0.000444887534453506,0.000155710637058727,0.0000884719528742768,0.000057633157872386,0.000206771592717596,0.000118805193859743,0.000105660789432708,0.000173405027633583,0.000254293670261493,0.000229015969440271,0.000533865041344207,0.000489376287898857,0.000199693836487653,0.000326082340593763,0.00020727714673402,0.000268449182721377,0,1
"Sg_K36_16",0.00554441089812682,0.0000925163850056723,0.000217893781078933,0.00126489614909395,0.0242802427468165,0.00000303332409854663,0.0309024948079602,0.00405909319787182,0.020239349493536,0.000384726606498998,0.00536443366827972,0.00380985506777457,0.00493016276817113,0.00949480998246739,0.0021369768274261,0.0100463694143864,0.0082000861464044,0.0223449819719438,0.0403507938209166,0.00776834301637793,0.0130463269478491,0.0281719975652519,0.31892976236939,0.0787986823240116,0.00322897350290289,0.00575118249084442,0.0714984823268427,0.00832344132641196,0.0114002430703711,0.0211185079280981,0.00906660573055589,0.0385960158299074,0.14952720588384,0.00320521246413094,0.0459376712564231,0.0176387796330487,0.016388544550431,0.128387464687052,0.0592534584950264,0.0143708784708811,0.00252423120400722,0.0105069291233491,0.0218146558087145,0.0169775149795655,0.120674732612481,0.00496757376538654,0.0198455229147413,0.0192823357404445,0.0413689796099954,0.0000480276315603217,0.0155371915867723,0.00193778854495487,0.00887196743423248,0.126544214743168,0.000232554847555242,0.0000859441827921546,0.00210816024848991,0.0000652164681187526,0.000102121911317737,0.0000257832548376464,0.000148632880828785,0.000111727437629801,0.0000171888365584309,0.000216882673046084,0.0000758331024636658,0.000363493337809172,0.00166883380821707,0.000411015415353069,0.00023457706362094,0.00124871842056836,0.00014003846254957,0.000132960706319627,0,1
"Sg_K40_4",0.0000894830609071257,0.000278054709033441,0.00300248530354474,0.000133466260336052,0.0000606664819709327,0.00000303332409854663,0.0000727997783651192,0.000284626911246959,0.000352876703464258,0.00000151666204927332,0.00000556109418066883,0.0000636998060694793,0.000132960706319627,0.0000727997783651192,0.0000090999722956399,0.0000116277423777621,0.000166832825420065,0.000185538324027769,0.000401409889041004,0.00264050862778484,0.000154699529025878,0.0000434776454125017,0.00000808886426279102,0.0000384221052482574,0.000719403365371977,0.000033366565084013,0.000506059570440863,0.00102678020735804,0.0000889775068907012,0.00000758331024636658,0.000192110526241287,0.000158743961157274,0.0000535887257409905,0.000210310470832567,0.0000267943628704953,0.000745692174226047,0.000325071232560914,0.0000374109972154085,0.000070272008282997,0.000331643434774432,0.0000793719805786369,0.0000636998060694793,0.0000763386564800903,0.000432248684042895,0.00000303332409854663,0.0000272999168869197,0.00000960552631206434,0.000239632603785184,0.000000505554016424439,0.00011273854566265,0.00554036646599543,0.0000242665927883731,0.00178157235387972,0.0000551053877902638,0.0317123923422722,0.00299287977723268,0.000456009722814844,0.0230846074979727,0.000276032492967744,0.00138218468090442,0.00967883164444588,0.00049089294994813,0.000139027354516721,0.0447956247333203,0.00245952028990489,0.000102121911317737,0.000500498476260195,0.00146408443156517,0.00220017107947916,0.00105660789432708,0.000266932520672104,0.000190593864192013,0,1
"Sg_M02_5",0.000041455429346804,0.0000090999722956399,0.0000652164681187526,0.000162282839272245,0.000185032770011345,0.00000556109418066883,0.00034731560928359,0.00044185421035496,0.0000854386287757302,0.035079382091659,0.0000965608171370678,0.000148632880828785,0.000109705221564103,0.0000960552631206434,0.00643368041301741,0.000222443767226753,0.0000662275761516015,0.000228004861407422,0.00428103141108215,0.00186448321257333,0.000949935996861521,0.000447415304535628,0.000317993476330972,0.0195871848123485,0.000104649681399859,0.00414301516459828,0.000949935996861521,0.000845791869478086,0.000348832271332863,0.000106166343449132,0.00437203113403855,0.000176943905748554,0.000285132465263384,0.0117930585411329,0.000232554847555242,0.00458385826692039,0.00336446197930464,0.000313443490183152,0.000250754792146522,0.000127399612138959,0.0000879663988578524,0.00016177728525582,0.000289682451411203,0.00206923258922523,0.000287660235345506,0.0000758331024636658,0.000311421274117454,0.000194638296323409,0.00013093849025393,0.0000101110803284888,0.00041000430732022,0.0000551053877902638,0.000164305055337943,0.000404443213139551,0.0000187054986077042,0.0000192110526241287,0.00016177728525582,0.0000399387672975307,0.0000101110803284888,0.00000454998614781995,0.0000278054709033441,0.000020727714673402,0.00000353887811497107,0.0000146610664763087,0.000033366565084013,0.0000151666204927332,0.0000439831994289262,0.0000561164958231127,0.0000202221606569776,0.0000141555124598843,0.0000374109972154085,0.0000374109972154085,0,1
"Sg_M07_27",0.000304343517887512,0.000012638850410611,0.0000626886980366304,0.0000298276869690419,0.0000116277423777621,0,0.0000212332686898264,0.0000358943351661352,0.0000925163850056723,0.00000252777008212219,0.00000960552631206434,0.0000101110803284888,0.0000192110526241287,0.0000090999722956399,0.00000252777008212219,0.000012638850410611,0.0000187054986077042,0.0000101110803284888,0.0000232554847555242,0.0000323554570511641,0.0000222443767226753,0.0000131444044270354,0.00000101110803284888,0.00000202221606569776,0.0000090999722956399,0.000036905443198984,0.00000404443213139551,0.000102121911317737,0.0000267943628704953,0.00000151666204927332,0.00000454998614781995,0.00014458844869739,0,0.00000556109418066883,0.00000707775622994214,0.0000278054709033441,0.000033366565084013,0.00000960552631206434,0.0000874608448414279,0.0000717886703322703,0.0000252777008212219,0.0000389276592646818,0.000000505554016424439,0.0000293221329526175,0.000000505554016424439,0.00000859441827921546,0,0.0000202221606569776,0.00000151666204927332,0.00000151666204927332,0.0000480276315603217,0.0000460054154946239,0.0000308387950018908,0.0000434776454125017,0.000117794085826894,0.0000343776731168618,0.0000727997783651192,0.000123860734023988,0.0000187054986077042,0.000276032492967744,0.0193930520700415,0.000184021661978496,0.0000171888365584309,0.000177955013781402,0.000100099695252039,0.00000556109418066883,0.000162788393288669,0.0000955497091042189,0.0043502923113323,0.0001799772298471,0.0000601609279545082,0.000153182866976605,3,0.958333
"Sg_M07_39",0.0000899886149235501,0.00294737991575448,0.0000247721468047975,0.0000146610664763087,0.0000434776454125017,0,0.00000859441827921546,0.000105660789432708,0.00235032062235722,0.00000101110803284888,0.0000166832825420065,0.0000252777008212219,0.0117723308264595,0.00219309332324922,0.00000151666204927332,0,0.000812425304394073,0.000444381980437082,0.000192616080257711,0.0000925163850056723,0.0000090999722956399,0.00009908858721919,0,0.0000247721468047975,0.00027451583091847,0.00000707775622994214,0.00000151666204927332,0.0000166832825420065,0.0000151666204927332,0.00000151666204927332,0.0000141555124598843,0.0000090999722956399,0,0.0000510609556588683,0.0000101110803284888,0.00000960552631206434,0.0000313443490183152,0.0000308387950018908,0.0000591498199216593,0.00126792947319249,0.0000460054154946239,0.000074821994430817,0,0.000147116218779512,0,0.0000505554016424439,0,0.000805853102180556,0,0.0000636998060694793,0.000491398503964555,0.00000151666204927332,0.00135336810196822,0.00104346348990004,0.0000090999722956399,0.0000101110803284888,0.00106065232645847,0.0000581387118888105,0.000144082894680965,0.00566978829420008,0.00000707775622994214,0.00394129911204493,0.000988358102109778,0.00120220745105732,0.00047724299150467,0.0000146610664763087,0.00290996891853907,0.00023457706362094,0.0000358943351661352,0.00109654666162461,0.000455504168798419,0.0000834164127100324,8,0.888889
"Sg_M12_6",0.00330581771339941,0.000211321578865415,0.000312937936166728,0.000659242437417468,0.0209279140639061,0.00000707775622994214,0.021460262443201,0.0130983990115408,0.00352421704849476,0.00467688020594248,0.0115706147739061,0.0080822920605775,0.0023457706362094,0.000880675096611373,0.000339226745020799,0.07025178612234,0.00339479522029011,0.0222044379553778,0.0234809618468495,0.0116747589012896,0.00865356809913712,0.045423017267703,0.188398243098682,0.0154067586505348,0.0101211914088173,0.00419812055238854,0.0212332686898264,0.00537353364057536,0.000694631218567179,0.0166382882345447,0.0099068365058533,0.0126752502997935,0.00248884242285751,0.00793517584179799,0.0156777356033383,0.00636947505293151,0.0105554623089259,0.0329292608598058,0.0118678805355637,0.0190366364884622,0.021794939202074,0.00717280038502994,0.00283110249197686,0.0274657386043069,0.0148289104097616,0.00602468721373004,0.00245598141178992,0.0259379543666723,0.00399589894581876,0.0089387005644005,0.0539709245774074,0.0347275164962276,0.0181640502561137,0.00517889534425195,0.000254799224277917,0.00022092710517748,0.000823547492755411,0.000221938213210329,0.000128916274188232,0.0000490387395931706,0.000172393919600734,0.000101110803284888,0.0000940330470549456,0.000389276592646818,0.00021182713288184,0.000185538324027769,0.00105104680014641,0.000953474874976492,0.000655198005286073,0.000481287423636066,0.000241654819850882,0.00054094279757415,0,1
"Sg_OA11r1_9",0.0000465109695110484,0.0000176943905748554,0.000157227299108,0.00680121818295798,0.000156216191075152,0.00000303332409854663,0.00230279854481332,0.0000596553739380838,0.00224061540079311,0.00013093849025393,0.0000904941689399746,0.0138865577231465,0.0000530831717245661,0.0000591498199216593,0.0000257832548376464,0.0126337948704467,0.000074821994430817,0.00432956459665889,0.000129927382221081,0.000100605249268463,0.000966619279403527,0.000226993753374573,0.000385737714531847,0.00374868303178721,0.00406819317016746,0.0000980774791863411,0.000276538046984168,0.000861969598003668,0.0000510609556588683,0.0000677442382008748,0.00187762761700037,0.00779766514933054,0.000164810609354367,0.000687047908320812,0.000210310470832567,0.000837197451198871,0.000128410720171807,0.000226488199358149,0.0113886153279933,0.0000763386564800903,0.0000596553739380838,0.000300804639772541,0.00013548847640175,0.000240643711818033,0.000207782700750444,0.000392309916745365,0.000163293947305094,0.000115771869761197,0.0000444887534453506,0.0000303332409854663,0.000665309085614562,0.0000202221606569776,0.000167338379436489,0.000285132465263384,0.00125377396073261,0.0000187054986077042,0.0000278054709033441,0.0000581387118888105,0.0000267943628704953,0.0000171888365584309,0.000100605249268463,0.00046359303306121,0.00000606664819709327,0.0000581387118888105,0.0000338721191004374,0.0000262888088540708,0.0000358943351661352,0.000164305055337943,0.00121080186933653,0.0000217388227062509,0.0000449943074617751,0.0000636998060694793,0,1
"Sg_OB03r2_39",0.000400398781008156,0.0000283110249197686,0.0000156721745091576,0.000136499584434599,0.00158491184149062,0.0000227499307390997,0.00327851779651249,0.000438820886256413,0.000800292007999887,0.000240138157801608,0.00161575063649251,0.000438315332239988,0.000427698697895075,0.00182707221535792,0.000244688143949428,0.00109806332367388,0.00062638142634988,0.00156013969468582,0.0010550912322778,0.000859441827921546,0.00116833533195688,0.0023397039880123,0.0036076334612048,0.00422087048312764,0.000303332409854663,0.000740636634061803,0.00256619218737045,0.000584925997003076,0.000739625526028954,0.00231038185505969,0.00159249515173698,0.00210361026234209,0.00728250560659404,0.000424665373796529,0.00361673343350044,0.0010156580189967,0.00156115080271867,0.00559547185378569,0.00562074955460691,0.0011895686006467,0.000476737437488246,0.00116479645384191,0.00319965136995027,0.00138673466705224,0.00560760515017988,0.000897863933169803,0.00179673897437246,0.00135387365598465,0.0061975866873472,0.0000894830609071257,0.00154042308804527,0.000172393919600734,0.000853880733740877,0.00573298254625314,0.0000985830332027656,0.0000348832271332863,0.0000925163850056723,0.000102627465334161,0.0000212332686898264,0.0000146610664763087,0.0000460054154946239,0.0000308387950018908,0.0000146610664763087,0.0000363998891825596,0.0000808886426279102,0.000102121911317737,0.000109199667547679,0.000208288254766869,0.0000849330747593057,0.0000692609002501481,0.0000717886703322703,0.000123860734023988,0,1
"Sg_OB05r2_38",0.00114154096908638,0.000248732576080824,0.000351865595431409,0.00182757776937435,0.0018452721599492,0.000000505554016424439,0.00695440104993458,0.00772739314104755,0.00160816732624614,0.000927691620138845,0.00240542601014748,0.000176943905748554,0.00437809778223564,0.000222949321243178,0.00816368625722184,0.000391298808712516,0.00462834702036574,0.00823345271148841,0.00831889134026414,0.00596048185364413,0.0110180442339542,0.00111373549818304,0.000737603309963256,0.00597109848798905,0.00313089602371655,0.00442258653568099,0.0188662647849272,0.00293575217337672,0.00671780177024794,0.00823800269763623,0.00252675897408935,0.00877793438717753,0.00241351487441027,0.0050434068678502,0.00300956305977468,0.00620213667349502,0.0090812667970322,0.0133390427233588,0.00818694174197736,0.0149295156590301,0.00950947104894369,0.0164517388024841,0.0398022677130961,0.00550548323886214,0.000299287977723268,0.00204850487455183,0.00113901319900426,0.000281088033131988,0.000231543739522393,0.000563187174296825,0.00461570816995513,0.00304242407084227,0.00443269761600948,0.0242423261955847,0.00028816578936193,0.000159249515173698,0.000398376564942458,0.000877136218496401,0.0000738108863979681,0.0000237610387719486,0.000226993753374573,0.000240138157801608,0.0000626886980366304,0.00029271577550975,0.000568242714461069,0.0000353887811497107,0.00117895196630179,0.00111525216023231,0.000116277423777621,0.000654186897253224,0.0000399387672975307,0.000640536938809764,0,1
