	rab.all	rab.win.C	rab.win.L	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Sg_G33_7	-0.107386957147241	0.147762935552826	-0.437236210805195	-0.461563999216251	2.85473001610588	-0.148006805144898	0.430473751987952	0.225691864342848	0.338229048289498	0.139454998524556	0.229784903591192
Sg_G39_28	3.15419673375649	3.15936403235425	3.15114287448905	-0.00796519386678085	5.47425224558694	-0.000909529531960506	0.499359795137942	0.896212566733046	0.916540840036568	0.922867325336165	0.950717518521806
Sg_G43_29	-1.67055763273106	-1.69481831114579	-1.59141342016201	0.0739016135357691	3.40168473890629	0.0205892998063488	0.491034836114608	0.522885465104433	0.645873214848877	0.76124345588789	0.825447750663747
Sg_G47_17	-1.66216274870258	-1.87261424046849	-1.1982191076902	0.812462319129255	3.56057646562393	0.200041913435459	0.389244558895133	0.0592795392567367	0.114697657608047	0.0246234287821482	0.0557641953046286
Sg_H04_45	1.63959241703241	1.16298653826293	2.46526529958583	1.13568589194158	3.77979134043238	0.269400236279857	0.37131882277615	0.0491212813684874	0.0987676640973916	0.00433546745572641	0.0151643307036205
Sg_I05_27	2.39584794846136	3.81509221412471	1.20391620182464	-2.2851869402732	3.76800778654764	-0.576844837920579	0.275800257615499	0.00000000553907738626412	0.000000319988170469443	0.0000014667225735115	0.0000484001701145246
Sg_I06_25	-0.72825089933233	-1.0466913891883	0.214891199629032	1.13354647630246	2.94433757046635	0.340279147449237	0.341956968173154	0.000540675235938174	0.00286537819673225	0.000824237405000175	0.00443250507457429
Sg_I07_11	3.849844841254	3.94212769125052	3.24228746676605	-1.03785613781221	4.18951931745299	-0.23783559506213	0.390112705549349	0.0112629759615081	0.0304573039430414	0.0172673979594598	0.0419825742620865
Sg_I12_32	1.39970964305546	1.5819685080673	1.07209676017802	-0.413041332231914	1.48073239902751	-0.253499215325541	0.383965164604975	0.0413559602416051	0.0884625016219102	0.0155558870863549	0.0388093733561017
Sg_I12_44	0.823928625818692	1.23366808741181	-0.074096137947282	-1.01315898544754	4.01216875449343	-0.235851987200986	0.387038935077079	0.0242823833232083	0.0577409614753044	0.0169355490794553	0.0414258215765353
Sg_I12_6	-0.668252535236825	-0.64452232711842	-0.781124862586757	0.0198015683937829	3.2309334231847	0.00412363650151659	0.497567221524178	0.670596177202104	0.760635966396816	0.882676622852773	0.922941581247357
Sg_K01_5	-1.26573020657746	-1.25437283020717	-1.2810948387326	-0.0126158933981406	3.32881005780215	-0.00312705389463616	0.498463114762501	0.666917465696356	0.757786050582293	0.923024772516353	0.949474796194186
Sg_K09_1	-0.985560549961728	-1.36430870326871	-0.5205396416315	0.859773029352181	2.69720200279196	0.296682043141517	0.356301230364627	0.00165383039758178	0.00677352798639409	0.00160151588839394	0.00714722955627126
Sg_K09_61	0.824331029222471	1.01045696766197	0.275394525079856	-0.707294590268038	4.11653810394924	-0.153328920384858	0.431608606938445	0.136716177463201	0.225654523566183	0.130984256834167	0.218700052090165
Sg_K10_28	-2.05295923310391	-3.34086755780983	-0.453200473053083	2.36783428602155	6.68238404116477	0.31853763675874	0.360819463052396	0.00536448315383004	0.0161159768705677	0.00226422004593586	0.00925006602480687
Sg_K14_18	-1.77143191315036	-2.34028787715365	-0.0872486711892497	2.04030843844182	4.6402046886011	0.407512184947568	0.322919335293445	0.000244848670878924	0.00147892388710196	0.0001776690656928	0.00125849585309528
Sg_K15_44	0.881429434361381	0.415716618852086	1.84220438596538	1.56775422056445	3.51389417670839	0.4451320512032	0.305761845040155	0.000020480585944924	0.000191873586133993	0.0000521481306184486	0.000482406894751664
Sg_K16_50	-3.07684413938842	-3.79978110444838	-2.04487440142249	1.72494358082188	6.53077435829326	0.247447481534202	0.391393443246176	0.01954149729535	0.0472591569795429	0.0191368053244267	0.0454483302924276
Sg_K16_53	2.31739763601762	2.45523617376601	2.25033048061769	-0.0364233144760364	3.90466553650037	-0.00957996042059484	0.495262484020771	0.74042320803253	0.807846955113059	0.931246330866776	0.955528701171994
Sg_K17_22	-0.406165818839394	-0.336425124219015	-0.754918272598265	-0.73190198038614	3.01568940917463	-0.219897490491321	0.401383197282336	0.0186503099707917	0.0459215503461111	0.0335047858478143	0.0724585522778805
Sg_K22_66	0.535935735215459	0.621671020989851	0.444434285254486	-0.209345037954286	1.60257547482612	-0.119077180179841	0.447375160342023	0.220710377788537	0.331366075749023	0.282508745028273	0.398389802939062
Sg_K22_8	-0.854719608314189	-1.03676158951138	-0.513066699297219	0.57610012353924	3.0389376675846	0.171162225694989	0.422131147977325	0.0570393202860958	0.111367680727912	0.0834835818717389	0.155117820158793
Sg_K31_45	-4.17298661741364	-4.04231623993241	-4.39961191063757	-0.283712770063737	3.86281572941203	-0.0549772694680657	0.466325224256569	0.399069648981714	0.521466800628664	0.543676334277597	0.645712924404739
Sg_K32_30	-3.3899803697719	-3.0575891053001	-3.99336871616476	-0.987049892896533	5.16972537818178	-0.15452462744618	0.425973361069559	0.0205749707657286	0.0488303884459499	0.0824144474586053	0.152415763595082
Sg_K34_1	-0.384032087814651	0.336360883036093	-0.907309978852936	-1.34414020899271	2.73942680750036	-0.402797637120561	0.255057620199144	0.000000201055280786843	0.00000468839617787966	0.000000141085356914017	0.0000148252231229775
Sg_K36_16	1.9098304442602	0.92299744662744	3.18355100210243	2.54826957434533	5.0889941106774	0.474439435768849	0.304737517264223	0.00000693405948866172	0.000086240119688713	0.0000244763333525126	0.000278956498933097
Sg_K36_17	2.21650398793608	2.35438122448412	1.74878480640577	-0.506801772945806	5.03124027781564	-0.0975481039811008	0.45736235618862	0.28130809400384	0.398681136634458	0.375062232604993	0.494048335447109
Sg_K36_27	1.04864830617757	0.644363742877389	1.59539682772519	1.01986980491575	3.52709862703412	0.259358715446973	0.377561476121989	0.00343943540949357	0.0121383306312836	0.0062138010951808	0.0193590012663363
Sg_K36_29	2.03077423467537	1.69233092587374	2.33857178276144	0.619393398834105	3.5878989772594	0.165658934353643	0.431352459398944	0.103646747202256	0.177939911650799	0.11629237910135	0.201041474845689
