	rab.all	rab.win.E	rab.win.Y	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Sg_K46_34	1.56827571412265	1.47201070532665	1.58848084311208	-0.014500446654401	4.36089344232897	-0.0032568995845326	0.499158856048269	0.434556044222321	0.989920733393297	0.983803758353338	1
Sg_M01_13	-2.68963895401899	-1.96648877589229	-3.12033278151139	-1.38999930108314	4.49291652558472	-0.292435452418309	0.34735577004136	0.00414588025443887	0.0326204106137898	0.00288664354393942	0.0277323615477691
Sg_M01_30	-0.594520011546665	-0.372457466582625	-0.901060295659694	-0.593019961809057	2.33075657288772	-0.235818796668738	0.380197068624239	0.0149376853184442	0.0837848232384389	0.0175337554800774	0.100655968900023
Sg_M02_37	-0.492461178738314	-1.16949973515102	0.445973223607136	1.31513103931098	3.96066258985979	0.318037534182473	0.363614516450611	0.0110769764403331	0.0505223775416983	0.00535781045555133	0.0256463692974661
Sg_M02_5	-0.24861293792701	-0.719907925990018	0.50542588750026	1.55669077491059	4.00838161839245	0.365447846751928	0.337259616261131	0.0013842378795216	0.0108621992255204	0.000954915764878359	0.00820201004981256
Sg_M03_37	-1.36703987853919	-1.40767727825277	-1.34486053531079	0.0749645698650809	2.88492199583494	0.0207421256899354	0.48666186019402	0.646971205316627	1	0.836462589828905	1
Sg_M03_38	-5.6992036061773	-5.86466646284355	-5.56117775680581	0.374251918072903	3.56590295024748	0.0830722057222594	0.453977409500019	0.661736305403422	0.991027568489107	0.411399118741801	0.892696988538335
Sg_M07_27	-4.12141415270912	-4.02538556170526	-4.27109076102716	-0.66999248387525	2.88450742238143	-0.166299351036228	0.406873348217278	0.142225531161843	0.467329116798641	0.0593112801732686	0.231290642978866
Sg_M07_39	-3.43455515658799	-2.7571570027809	-4.25544269427355	-1.77172294091772	5.49531487320329	-0.305863551300385	0.362740385330214	0.0085580658018879	0.052813716141857	0.0048664778784518	0.0394098884628032
Sg_M07_4	-3.3199333832935	-1.95771772568424	-4.20839465184817	-2.1831597791681	5.70182254533801	-0.376874053508366	0.335336539350917	0.000636145528779159	0.0116604270010594	0.000706192866542288	0.0141409347084158
Sg_M08_36	1.72988644989712	1.67846669096847	2.0344698385801	0.128628824750363	3.14210339076632	0.0368309943280519	0.486181206507322	0.956577459681326	1	0.734644089364015	1
Sg_M11_5	0.476653476152999	0.741915545033292	0.0819003178982713	-0.749609403904222	4.63335650076181	-0.150691962964294	0.435472242565297	0.194039441941383	0.60900732003997	0.186277339533113	0.564139993846422
Sg_M11_7	-2.69609265821387	-2.61365548658783	-2.76879396576782	-0.29739969625048	1.94073336920065	-0.13846256943919	0.428502764110017	0.0245079141061786	0.124379216628833	0.152069792809895	0.477433486746368
Sg_M12_21	3.89988883167637	4.37536435284887	3.12424964637355	-1.08516469597132	4.00545237762246	-0.252563070018493	0.388608508134431	0.0296503038927979	0.147201857259843	0.0226600241715233	0.119392829826897
Sg_M12_39	2.95387427609989	3.28584140279514	2.1829407927645	-0.828575286618261	4.12182000057751	-0.186475368979964	0.413121846141335	0.152702978432596	0.519048150927639	0.0852265564011422	0.304804571283493
Sg_M12_6	4.83734498913879	4.24920485680507	5.3912347968264	1.47427406449848	3.73133155706987	0.393749712538218	0.330528847075837	0.00024347398683466	0.00362679340161102	0.000862763788605236	0.00776582362292943
Sg_M15_10	-0.58398899716625	0.101029806890526	-0.975631985066618	-1.1760771121679	3.03786175630033	-0.37670328195778	0.337259616261131	0.000291427474591959	0.00966687587172338	0.00103311340228431	0.0165115104371511
Sg_M15_29	-0.878869810223215	-0.737153232283966	-1.20957342180027	-0.468204538303653	3.80801222828941	-0.113688454755983	0.448449892103701	0.513587264494322	0.993785678579433	0.320871480912732	0.858555108749139
Sg_M17_3	-0.586225523538011	-0.651049304117824	-0.55532786136937	-0.0581659780768833	2.80885023728616	-0.0183628871575254	0.489545782314218	0.343490619135752	0.885287458046837	0.768149168010125	1
Sg_M17_33	-1.96777182540269	-1.62270037580754	-2.62307947325205	-1.27486684453261	4.26088449945283	-0.27655049260521	0.375150204918688	0.00368997632004126	0.0305066985527996	0.0146810299942048	0.0899812864770125
Sg_OA11r1_10	1.71244589147947	1.46795743238777	1.96299085387639	0.540244550960596	1.93684638498593	0.244973027253367	0.371064648585956	0.0538577775440412	0.190105460803616	0.00737399354819798	0.0317428516062123
Sg_OA11r1_12	-1.63492140756264	-1.86766784737708	-1.51988857763244	-0.244187343589515	5.06671787750752	-0.0464943218452577	0.48052884624775	0.544104363119461	0.990257128483615	0.629872525233048	1
Sg_OA11r1_9	-0.170734011209641	-0.842993318584928	0.0837671430709772	1.13281256062856	3.68621442184163	0.280823215737742	0.371875000660333	0.0153886342258142	0.0658956166545463	0.0125666543158157	0.0495276076461887
Sg_OA7r2_4	-5.84665120747418	-5.39003913507668	-6.4508099064129	-0.955714818142028	4.35973810136399	-0.18294852157788	0.393895698684254	0.193824547277079	0.574378652826417	0.0460092002339546	0.189445503486142
Sg_OB03r2_1	-3.26855633439563	-5.75560092654763	2.13370249921306	5.34237258348234	8.55752289995443	0.612600437713504	0.26387887673303	0.00000214350545655467	0.0000828099405495484	0.00000199838194396736	0.000120735915882316
Sg_OB03r2_39	2.03523332712686	0.869861688077628	3.43173240897473	2.1861572514179	3.62687298372597	0.56320262113334	0.279086539783358	0.00000301211822979243	0.000153399451386582	0.00000356110040876378	0.000185948277125621
Sg_OB03r2_6	0.0664117235326147	-1.85470804410967	1.55469261980213	2.63835096158187	5.32546528754562	0.469828545287428	0.290074502548407	0.000114832098344612	0.00226255488328499	0.0000449462805153268	0.000972454030138417
Sg_OB05r2_32	1.28249755155031	0.445555960623745	2.13605578107146	1.09493966510618	4.87760931447947	0.216605870533307	0.403028118725784	0.0709285476170618	0.240606476620804	0.0590137368689054	0.200373233641824
Sg_OB05r2_38	3.35001584696526	2.91170081102571	4.13265424211606	1.45983734749381	3.88012180218405	0.364736290669845	0.338221154716276	0.00132150812874742	0.0107219740591606	0.0011881109630788	0.00935582735424381
Sg_OB05r2_8	0.0183394453225123	-0.379154779717282	0.697052613218709	1.11424353350728	3.21474066049208	0.321044309798404	0.353846154615695	0.00517706102897071	0.0275781980610963	0.00313045092259683	0.0180809164871177
Sg_OB24r1_18	5.02634761753917	4.19651343598374	5.26614557941954	1.11937735938958	3.16206482928504	0.331645948000352	0.36225961610236	0.00478581534215185	0.025973979753587	0.00518307523328064	0.0251164916750832
Sg_OG24B2A_25	3.18844617512986	2.98835643309557	3.38704256709946	0.254524042228868	2.45754849373836	0.0951987942312353	0.457341985306558	0.503846516166367	1	0.392282492779722	0.998389574265114
Sg_OG24B2A_8	-1.33085251520045	-0.741257076267601	-2.01545932892058	-1.37186224615531	3.7997725784537	-0.335213962506197	0.340783466365893	0.00281681485291772	0.0262484008603326	0.00146756932165426	0.0195088241921328
Sg_OM21r1_55	-2.18269073789836	-1.51997056093476	-2.80635804595323	-1.35640597019215	3.24949239041173	-0.380457632505093	0.312905552597224	0.0000192267415179184	0.00216866583056214	0.000168612999856999	0.00800774415660355
Sg_P15_12	-2.72733406193126	-3.02552187976599	-2.3767006907091	0.621153407415343	3.06118865684547	0.164144028702445	0.410576923521759	0.0651656368338585	0.223868372807599	0.0796536903820333	0.261460308375679
Sg_P15_2	2.33700211851968	2.09508745500629	2.70871204070386	0.743234216630715	3.71132216310914	0.202104775306522	0.403846154326954	0.0257226046791392	0.104603962033243	0.0473432633086066	0.1652205363009
Sg_P15_21	2.53354351617483	2.39691925712545	2.70556447424423	0.130330470385565	3.13377736807678	0.040451940246167	0.479932708580279	0.432866005753332	1	0.685756322378267	1
Sg_P22_10	-1.56423096398763	-0.854613483649881	-2.36047864152343	-1.50700512071711	4.42878696168115	-0.29391023953817	0.346875000813671	0.0127631740075065	0.0737432815123836	0.00191257057664905	0.0224671764961705
Sg_P22_13	-1.54823598001135	-1.92295782396086	-1.37173685916239	0.128659211147415	5.65507736256541	0.0193930350753562	0.489305455470867	0.832343490197597	1	0.818300758076929	1
Sg_P23_1	-0.72354939652354	-1.11269214109497	0.0915194314172396	1.13542089058244	3.4501732309796	0.300976011785337	0.369951923748595	0.0111227943153829	0.0509409075002679	0.00599809861031551	0.0275307544274476
Sg_P27_36	1.78973679812381	1.1499477464086	2.43584295737272	1.70475454974479	5.26132129017679	0.308527227031772	0.369622687527418	0.00974568371398457	0.0461990299555691	0.00788997226127056	0.0332885920550835
Sg_P27_4	-0.213239047343108	0.209661045229313	-0.612441201766186	-0.257635503426592	3.00057971216008	-0.0812993639425575	0.466234078509814	0.728845426108802	1	0.50051862784721	1
Sg_P30_9	2.59169785984088	2.21388799404793	2.887290473043	0.433840357253585	1.87778434461733	0.216664435718541	0.406392694530831	0.24178820982549	0.747119034082186	0.0714160709813198	0.236380194482078
Sg_X05_12	-0.760877681478128	-0.683992441151016	-1.06194818983373	0.0933449476232475	3.79310913051906	0.0247071214377761	0.488103821254118	0.60158914831558	1	0.82885763258839	1
Sg_X05_3	1.40208268076166	1.42709602238244	1.19190691665715	-0.615162392018376	6.9391387428131	-0.0858492943232906	0.455179043716634	0.252394727918231	0.722398710578168	0.377497904726982	0.959772689564634
Sg_Y07_14	0.71110060809723	0.365563284110375	1.09357255166139	0.844281508486264	3.52456154164211	0.235229618059802	0.395577986586555	0.0342551007565954	0.131900218021191	0.0335416172551488	0.121948027754127
Sg_Y19_10	-0.502896093075873	-0.0204685400793272	-0.826397616487867	-0.481589595827636	4.84335691797801	-0.0894638185320072	0.450721154085779	0.46227991483967	0.981606454359433	0.362611194852329	0.9384265001401
Sg_Y19_13	-1.23374897399135	-0.565478062873233	-1.8597356140523	-1.03249871145924	4.56693695332274	-0.204728065599498	0.414903846575841	0.0556982401872493	0.240981117237281	0.0726380344217496	0.270348347713575
Sg_YA03_20	1.5084611448988	1.03849115916252	2.37800180028318	1.04429514743905	1.90695999144693	0.498239143639536	0.296323000454368	0.0000512847904730676	0.00115042089166724	0.0000355569286626233	0.000914410434099187
Sg_YA04_9	0.897705467371342	0.285418141940146	1.10200229370863	1.01536423915172	3.00405205729673	0.322076175558976	0.364575823822852	0.00419721486734469	0.023579754471906	0.00677868324122928	0.0299444073128405
Sg_YA12_28	2.37638237686649	2.09026006166676	2.79962040664198	0.588502608733506	1.88137286539434	0.274746333286632	0.363133862764497	0.0143507103206992	0.0621757222640663	0.0047768171477448	0.0238564355956219
Sg_YA12_4	2.80691828800854	2.91386345804875	2.78292823157921	-0.267505038281374	4.74404946633874	-0.0498776883895996	0.473317307821162	0.878873596722913	1	0.635702529660338	1
Sg_YA13_10	1.17052076181666	1.04605954273989	1.21893958495969	0.0871822898513992	2.92611797732875	0.0281554242597506	0.485096153917985	0.606414649019732	1	0.754110453669502	1
Sg_YA31_31	-0.803583235950425	-0.777943525046908	-0.861001070540075	-0.17082993347151	5.05978880589271	-0.032455370514775	0.485219899133925	0.722471810273137	1	0.719316708669969	1
Sg_YB34_1	0.00624901201730577	-0.825873338222671	1.00897182073744	1.6188947362847	3.29935427754066	0.448462562643431	0.311057693369089	0.0000421039759920458	0.00101355714971063	0.000101278950390157	0.00171643962264142
Sg_YB35_19	1.68886799455677	1.08843952150655	2.18543972492194	1.01781681359414	2.99164481244966	0.331990485152742	0.35913461612142	0.00402527663688321	0.0228560282116043	0.00446448671147462	0.0229480277246449
Sg_YB35_7	0.0855760741675118	-0.604368184059029	0.776863517900493	1.19868910446934	3.26005681317774	0.34728164816661	0.346310983753694	0.00113840275783962	0.00959171833984343	0.00218899680817546	0.014204204224353
Sg_YB36_42	3.9506885642233	3.43230275558863	5.31152867161126	1.7892825665251	2.94176160830193	0.558397106248	0.274759616745381	0.00000417176247467094	0.000178104979748933	0.00000599689684035315	0.000256346662943348
Sg_YB37_28	2.29089910824053	1.58715877418822	2.61840716043868	1.19122041899529	2.51983824831923	0.441495346136174	0.309134616460481	0.000161794174830355	0.00279084970465824	0.000162119980513032	0.00253561663191457
Sg_YB37_7	1.11019230324284	1.17849382235072	1.00946311584268	-0.244840320121595	2.08755691561275	-0.0970063334154493	0.44783653871549	0.972489328612913	1	0.331634543565396	0.880748115585902
Sg_YB38_12	2.2832480513044	1.67719801051435	2.87130411691382	0.846499310813296	2.59103101599655	0.291834006622008	0.36225961610236	0.0279785903563113	0.111564084831875	0.00611854751774935	0.0278722651269981
Sg_YB38_21	-0.533313069763112	-0.668895865734974	-0.408357022366395	0.108675694287857	3.04132797719309	0.0295715568789332	0.483537611230487	0.475935745517382	1	0.718596630840239	1
Sg_YB38_6	1.45610100826508	0.931486853947115	2.09289984002749	0.533348563469038	4.94665370855797	0.102110068583298	0.452884615613527	0.468175680353828	1	0.337690552610477	0.941992390279023
Sg_YB39_24	1.94006605030006	1.55647606321388	2.37126723455597	0.816245024912783	2.16502844888362	0.331682530296596	0.340384616240443	0.00223027040196034	0.0145476979176736	0.00115609761351577	0.0092096881768961
Sg_YB41_11	1.09761129852411	0.236453767861443	1.70305656044741	1.45181493437968	3.33945448854945	0.410065441963454	0.32788461632483	0.000479014331598956	0.00527144002378179	0.000610195067128025	0.00615590476575319
Sg_YB41_12	-0.419525385174868	-3.48286010084815	2.8189057603052	4.37313793568188	6.5298173928215	0.64947866654748	0.249759616992322	0.000000381917931830192	0.000040888337143663	0.000000338508622608341	0.0000726370807299833
Sg_YB46_3	0.286979237259692	0.378002767969218	0.254286949699648	-0.00210426822587628	2.57073171382004	-0.000564789479605456	0.49939918289162	0.749166717740387	1	0.978565063590917	1
Sg_YB50_23	-4.11861001425038	-4.43859881724587	-3.6765954204646	0.200822483098356	5.42382209965731	0.032926731174639	0.486421533350671	0.860840468246013	1	0.838851189168176	1
Sg_YB59_31	1.52039047529112	0.97192255028909	2.03482058537992	0.887409269703225	1.75466934344886	0.45111554647059	0.296323000454368	0.000321079389864315	0.0042373740593429	0.0000319541747615427	0.000905071529223433
Sg_Z02_43	1.34683057325495	1.99911078444723	0.0522176108088672	-1.94486571107594	4.62662844430187	-0.404450216381633	0.329007451064182	0.000656836993130694	0.0129792594242678	0.000468683593261025	0.0125525674646071
Sg_Z03_24	0.731816437713659	1.64026898431235	-0.123038758678552	-1.81610310596218	4.20453684411262	-0.393632291384466	0.336057693192235	0.00349221797808307	0.0296393800094293	0.000912852228501231	0.0157502557404703
Sg_Z06_28	0.28544442548189	0.970269514103251	-0.374277579413756	-1.1254295054063	4.44146171868623	-0.236002371774176	0.397981255018483	0.0472916907466214	0.212575048038438	0.0294736894198502	0.143772906006071
Sg_Z07_36	-3.12487412466513	-2.46710812127681	-3.88923654938316	-1.6994023183128	5.21051395936463	-0.314454266457858	0.346394231585988	0.00070732887723966	0.0131264025931077	0.00256454502351174	0.0258469782594821
Sg_Z07_42	3.11823353064941	2.03827495511606	4.02640064365003	2.0135899959657	4.17601263442871	0.463874350122224	0.294400385713888	0.0000296239301440914	0.000821089747297708	0.0000405029234263315	0.000942989580333464
Sg_Z09_20	1.95916201865296	1.76119312079676	2.02677959910283	0.228063621313527	1.7165363245332	0.114817455506789	0.44676760420051	0.400869023758008	0.998686023876139	0.288606701260351	0.830079347962
Sg_Z10_1	2.16499724931077	1.70489016482263	2.35732122656012	0.506874498156054	1.8553866886501	0.255616664796037	0.393895698684254	0.0404844536502383	0.151376021821046	0.0278276691160272	0.103974479294378
Sg_Z12_45	1.71718426989277	0.924232239622701	2.1319309034908	1.24820527338646	3.52096818544304	0.339407727243133	0.351838501142247	0.0023295520567087	0.0149365299127517	0.00328648645478831	0.0187262957468988
Sg_Z14_36	-0.494720344667111	-0.168344452277982	-1.13623787907822	-0.781895966466394	3.3087759838554	-0.218275560164521	0.409036289806323	0.104382088648972	0.392239215512804	0.0679904380303941	0.256762071515623
Sg_Z14_45	-0.35111885983367	-0.823524775427931	0.410916994558732	1.45963358031702	4.04624946924706	0.35714168931003	0.343509616220012	0.00253799621081665	0.0159407765511774	0.00183062119913313	0.0126524174255844
Sg_Z14_58	1.60656485372728	1.41269649400802	1.74389954941506	0.568298947851825	3.94038513317605	0.148056667156961	0.435576923392383	0.0476387130273849	0.172195953613999	0.163938104708688	0.512898416646078
Sg_Z15_39	0.147634869566295	0.481836127490605	-0.208374653886405	-0.640099887770329	3.87208680933913	-0.162671239849838	0.42812500035341	0.283004734140289	0.781974415158967	0.154889423125914	0.493885562842723
Sg_Z15_51	-1.06151255079081	-1.51472130260331	-0.675321640957143	0.586162302903715	4.24167341037507	0.119037219118509	0.434030281505551	0.984237066946361	1	0.21124183022738	0.637399785383695
Sg_Z17_26	-2.30659377775707	-0.704784844789756	-3.7861219778449	-2.33066418736615	6.328252618286	-0.343668373957192	0.351117520613265	0.00499356879566607	0.0367699066827168	0.00236991062280048	0.0249750149818982
Gp_MJ2_113	0.213809190249121	0.295471120711477	0.024196265595914	-0.194510267678258	2.48923096223293	-0.0732207768533568	0.463942307866847	0.693916066590955	1	0.465951907834039	0.999101018621545
Gp_MJ1_12	1.59183957588717	1.08796813675297	2.28256811012655	1.17583513772049	2.63516857350121	0.411118094268403	0.328125000938549	0.000653884661991863	0.00639907383779388	0.000452933243899138	0.00502171553571829
Gp_YAB_339	-0.971743353138514	-0.553791726401181	-1.36683024725365	-0.619174632661412	5.10026157724803	-0.107790041238704	0.443028846431793	0.421501727712815	0.953608331001254	0.232127443366119	0.669199843620404
Gp_MJ4_65	-5.41508777661888	-6.27169043204194	-4.70606065126235	1.52386021609247	4.87746359376272	0.270090144215307	0.362653209078388	0.0263828899900929	0.102479368172296	0.00517535687023389	0.0247305867065872
Gp_YAB_333	-4.92628844576025	-4.83618289644885	-5.04512253511975	-0.411613367925852	4.78182842628328	-0.0800170491658799	0.457692307897505	0.281627522756629	0.730416870402754	0.419418911103902	0.925831283567306
Gp_MJ1_272	-2.13804901611518	-2.3420467260872	-1.9459086101845	0.412584567628129	2.91587750544293	0.123008640188109	0.432211538794079	0.263524219191206	0.793764482541057	0.200024137164453	0.606229183999319
Sg_A17_17	2.08106872428598	2.34521078959206	1.96182254767498	-0.145234236091016	3.47368308155291	-0.0319721072987091	0.486181206507322	0.813256305913176	1	0.832310770132165	1
Gp_NH_148	0.0162507497572149	-0.0637620071356579	0.138367608225906	0.381129036993027	3.47256524089912	0.100080188620365	0.455048077141302	0.335186515635632	0.941816367865509	0.383635357365972	0.992850731929349
Gp_meta27_16	0.678530099942599	0.51417368933817	0.751673056259094	0.39486607426972	3.81163902668787	0.0977791261697651	0.457692307897505	0.248598410954887	0.762162488019527	0.387789520546495	0.996797770290482
Gp_MJ1_444	0.490339302796632	0.089569466629932	1.15693590483986	1.00471262984217	2.42342545611702	0.388313669239276	0.329247777907035	0.00156022560345741	0.0115495930276526	0.000764200839312027	0.00716593638653271
Sg_A19_12	2.39813096242085	2.52224539157162	2.33640925512084	-0.202130749427301	2.25465224518619	-0.0864567894319419	0.462500000181599	0.445491192010005	1	0.416013455167718	0.994383563925476
Sg_A19_51	0.561857472676411	0.681068630261014	0.504002604971464	-0.23301076543737	1.94883388803628	-0.113157568916518	0.447728911573759	0.205473985164945	0.632528184044794	0.302126969279198	0.823169709612519
Sg_B07_12	-0.827695966447523	-0.0709560898240476	-1.91692144246184	-1.75485455267832	4.06877481830619	-0.399440612460642	0.329728431592745	0.000809952047566938	0.0142854482607918	0.000503117578801157	0.0128397909227647
Gp_MJ3_423	-1.20233664350483	-1.19498709417974	-1.20980614005064	0.00204798098577186	4.56057343096011	0.000544082615929082	0.499879836578324	0.800409164117892	1	0.940332907913594	1
Sg_A33_4	-1.62890570169574	-1.3486106333901	-1.92881090816023	-0.621620155562434	5.54884243684313	-0.10161891237284	0.449038461786438	0.318792239451494	0.842509533158268	0.367573909659729	0.934989086315472
Sg_C02_30	1.1327941109577	1.17560141950265	0.943749342487574	-0.165417699622525	4.43612869629525	-0.0325082867141949	0.482932692389974	0.857854867628569	1	0.784647309440794	1
Sg_C14_34	1.06699412346814	0.776576492750052	1.98183550694348	0.68227791035854	5.39472371547832	0.121834566972999	0.439663461833299	0.267088813934368	0.803832406021778	0.202738443556632	0.614686131914046
Sg_A11_10	2.12686848882612	1.73035935353749	2.21047095557574	0.651940599905777	3.02739249404156	0.210220531735778	0.409757270336018	0.0396334421265327	0.148907853476801	0.0619504542602996	0.209111731432474
Sg_A19_36	-5.26174601374	-5.46351442703114	-4.86228221760107	0.0839300390313227	6.77745830593991	0.0108557086457725	0.4937500000301	0.749022453101012	1	0.855736586056147	1
Sg_C04_33	-1.11714448230714	-0.864766597546003	-1.51913737851025	-0.745173909367523	3.47881695221292	-0.200507850391863	0.406009615853796	0.0964630572561196	0.367827076598881	0.0550966300977807	0.220347223521579
Sg_CM21_15	-2.50873491313055	-2.04907558502408	-2.78613720891028	-0.913795580818871	4.58330247478718	-0.181221409503415	0.41418269273348	0.113176479460859	0.407102794999801	0.0760609453020243	0.279106349957709
Sg_B26_4	-1.53943403743554	-1.4704647067187	-1.59554566984726	-0.355718529844788	1.93492724393415	-0.153149966060291	0.423936554087823	0.0523285942210109	0.217738315963238	0.131024869057731	0.430339738290592
Sg_CG50A_22	-0.0171721942595831	0.118627261747918	-0.125605083007011	-0.268507834134317	1.30313880671782	-0.184631179485273	0.412740385048774	0.030708605249495	0.150598301347816	0.0597319146125169	0.234191223786634
Sg_B19_40	-0.557232928933365	-1.34022265754553	0.283969807524175	1.25334041995352	4.30803220003155	0.262091702038431	0.372746936487632	0.0392769994617315	0.144466829629609	0.00878040149409882	0.0363783582058836
Sg_CB03_47	1.02490973801508	0.825998847385886	1.53161823279357	0.471904689039369	1.61370255582819	0.275574931884917	0.383653846746171	0.0296553783085934	0.117137271449224	0.0233891117050826	0.0888448294530851
Sg_A34_19	-0.396443129615895	-0.386230085287685	-0.406346997083666	0.122681075506555	3.38541031505502	0.0324278320890583	0.48341346161842	0.672593513052826	1	0.720628120096066	1
Sg_CK51A_47	1.27109355806501	1.2411796414612	1.35746402665315	0.142872532120309	1.73173635651881	0.0749175377098227	0.466346154008948	0.405958729003223	0.998509134718155	0.480860657885882	1
Sg_EB03_22	-2.00595941888993	-1.82208570138827	-2.17861400772101	0.0119061005298073	6.17559561740602	0.00166941291534471	0.499879836578324	0.912502192425939	1	0.9613053049848	1
Gp_meta27_511	-0.136893089339874	0.0918884364335364	-0.468933514346967	-0.403912079405496	2.34825776337481	-0.155754933952429	0.426201923440204	0.126635634512109	0.453849718154836	0.126651046677356	0.422877077747368
Sg_CD23A_20	2.272700831504	2.19008506027239	2.298046656527	0.0632023932386563	1.50702170529068	0.035229911711936	0.4820956501704	0.919769943950945	1	0.73848198352403	1
Sg_A01_16	-4.03671232277116	-5.32472390271066	-0.545332370820216	3.96828444978093	7.27025231812529	0.5200903463107	0.295361693084108	0.0000528088804919689	0.00105264382484412	0.0000435458792260972	0.00100375113943659
Sg_B26_35	-2.73475553399526	-2.4823326131457	-2.89484131438302	-0.553565972578083	5.05474223757417	-0.110914001078374	0.444124008924103	0.123120115452495	0.435891846152566	0.237724490268837	0.679749583824731
Sg_G11_20	-4.28228713025384	-3.99456130970277	-4.47850016031806	-0.632098199394362	5.81340200346763	-0.105136460996062	0.439423077219124	0.0940016752284575	0.358673397227143	0.239294800333439	0.676290611253337
Sg_CM33A_9	2.82187229762746	2.82742001912021	2.80235899997796	-0.11552853864076	1.51369982761821	-0.0640353986909767	0.472596153978512	0.331535048555743	0.863918244539903	0.584146748991355	1
Sg_M02_8	0.267485660756315	-0.521118111292481	0.885443052372147	1.20403991919661	3.19476033378787	0.372696065399423	0.342706081109388	0.00164794756881574	0.0119707180772255	0.00172022840936987	0.0121034984148438
Sg_G18_1	-0.901540453698656	0.830179599191561	-3.03212572097331	-2.57676950176755	5.53387939577607	-0.466349373447891	0.30954097679927	0.000066723067052128	0.00440203646927037	0.0000984974090418177	0.0071571206615827
Sg_CA11_45	-1.06915650006488	-1.16600051701037	-0.868558510828577	0.249551908011107	5.90762546592002	0.0412318714957917	0.478010093833514	0.441037573492013	0.996751548270429	0.621500429019848	1
Sg_M21_45	0.280638628189557	-0.0263437121938175	0.46930645694072	0.491162798919856	2.01547558842659	0.20969664005542	0.390625000553154	0.181557818386035	0.583468904844494	0.0297576938310236	0.109829678994464
