	rab.all	rab.win.E	rab.win.Y	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Sg_EB08_12	-3.22479875079249	-3.42616340905517	-2.95504197553387	0.855730967524939	4.8265224818716	0.160199916038208	0.427163461896803	0.389198594083161	0.94668634307612	0.13174600996396	0.418550196086546
Sg_EB09_7	0.940196571864583	1.64566822709052	0.110565253696192	-1.75129876373678	4.93867842055013	-0.334860544377279	0.336457583193388	0.00293922203976206	0.0268677773569629	0.000632752491115184	0.0138789898887445
Sg_EB10_11	-0.543836527459157	-1.3232063713229	0.509866257357272	1.62672057187009	4.64099546229648	0.311208229995919	0.346310983753694	0.0421099862585975	0.151532208047397	0.00156556593795254	0.0113201338091243
Sg_EB13_4	1.79598452592165	2.46776978737516	1.61776225868276	-0.704717256702531	3.02047778022082	-0.218293258299384	0.394616679213807	0.0827334780020927	0.331433451224105	0.0444674125731694	0.189743355167984
Sg_EB21_10	-0.361784004314174	-1.15517987999612	0.249045118055363	1.31790951634845	2.63102029429665	0.45095258649678	0.300240385760006	0.000459673162574264	0.00513094191185409	0.0000627912134381122	0.00117742393781337
Sg_EM03_7	-1.98518591926045	-1.60073372684268	-2.3319912546071	-0.721612059708077	4.80349491518649	-0.137091396616424	0.429704398326416	0.2275506722769	0.659569865327861	0.171369565355695	0.531483842257822
Sg_EM12_46	-4.75198295616582	-4.10693505737733	-5.44028515765026	-1.78050397742084	4.02911983089835	-0.388735448643807	0.322836539437134	0.00127505434210587	0.015250240528978	0.000542255304698811	0.0120805883796802
Sg_EM22_6	-0.0963698834281601	1.09100864877035	-0.640861653835052	-1.77816446888423	4.52121117639337	-0.340031455341248	0.343667388481171	0.00229637547647567	0.0240386636447707	0.00107073453082172	0.0168333490903333
Sg_EM25_40	0.788071847278525	0.785805022577494	0.791430015266589	0.10417481858074	1.43112118261008	0.0710166058023316	0.468397020099845	0.469082290241577	1	0.519479801985807	1
Sg_EM30_38	2.48670873661293	2.45603642221472	2.52256182166486	0.023647457051978	2.38066085961991	0.00744279586299105	0.496515260771399	0.857754447807329	1	0.976048510513862	1
Sg_EM34_4	5.89597361029039	6.09814982112455	5.74749724207792	-0.2541568242612	3.59942855907017	-0.0624065922590325	0.471280942219915	0.656299664216093	1	0.60091720390095	1
Sg_G06_9	-1.85381234039791	-2.14023173104485	-1.38643364920821	0.845526524720356	5.26441493699002	0.15249780636207	0.432692308022403	0.314247365710507	0.906264813579587	0.170410464410277	0.529694432250727
