"","A13","A15","A25","C03","C11","D01","D05","D09","D16","G01","G18","G20","G21","G28","G32","G42","G46","H02","H04","H06","I03","I07","I13","K09","K17","K23","K26","K31","K32","K34","K42","M01","M11","M17","M21","P01","P03","P22","P26","P30","X01","X03","Y08","Z03","Z09","Z11","Z17","B01","B03","B07","B12","B14","B22","B24","B26","A01","A07","A09","A11","A17","A19","A23","A27","A34","D03","E10","G06","G09","G19","G26","G30","H07","I01","I05","I12","I15","K01","K03","K07","K10","K14","K21","K22","K36","K40","K46","M03","M07","M15","X05","Y06","Z15","CA11","CA13","CA25","CA9","CB03","CM15","CM17","CM21","CD22A","CD23A","CD26A","CG50A","CK05A","CK51A","CK52A","CK28A","zero_counts","sample_percent"
"Sg_CK05A_46",0.00744630510791556,0.0249925683559586,0.00451712513675236,0.000262888088540708,0.00047269300535685,0.000265921412639255,0.00226740976366361,0.000258843656409313,0.007496860509558,0.000756308808570961,0.00240542601014748,0.000457020830847693,0.0203328769865745,0.00178763900207682,0.000033366565084013,0.000528303947163539,0.000295243545591872,0.0159972457417185,0.00236750945891565,0.000201716052553351,0.00032001569239667,0.000371076648055538,0.000942352686615154,0.000256821440343615,0.000805347548164131,0.00449690297609538,0.000231038185505969,0.00119209637072883,0.00102374688325949,0.000295749099608297,0.00185993322642551,0.000344787839201467,0.000173910581650007,0.000558637188149005,0.0034650672285731,0.000584925997003076,0.0038497938350721,0.000840230775297417,0.000750242160373867,0.000371582202071963,0.00581538785093032,0.000467131911176182,0.00453532508134364,0.000457526384864117,0.00058088156487168,0.00364251668833808,0.000528809501179963,0.000262382534524284,0.00027906581706629,0.00157176743706358,0.0000682497922172993,0.0000237610387719486,0.00192464414052784,0.00572236591190822,0.000334676758872979,0.0000955497091042189,0.000424665373796529,0.00300602418165971,0.000264404750589982,0.000337710082971525,0.000287154681329081,0.000322037908462368,0.000550042769869789,0.000129421828204656,0.000832647465051051,0.000154193975009454,0.000242665927883731,0.000158238407140849,0.000154193975009454,0.00032911566469231,0.0000894830609071257,0.000120321855909016,0.000142566232631692,0.00121029631532011,0.000271988060836348,0.000205760484684747,0.0000985830332027656,0.0000844275207428813,0.000296760207641146,0.000138016246483872,0.000144082894680965,0.00012638850410611,0.000256315886327191,0.00021637711902966,0.000684014584222266,0.000180988337879949,0.000402926551090278,0.000395343240843911,0.00024367703591658,0.000151666204927332,0.0000323554570511641,0.000162788393288669,0.0000530831717245661,0.00170624480543248,0.000940330470549456,0.00051819286683505,0.000138521800500296,0.000245193697965853,0.000260360318458586,0.00555704974853743,0.000953474874976492,0.000222949321243178,0.000575826024707436,0.0191513972501906,0.0247964133975859,0.000451965290683448,0.000729008891684041,0.000394332132811062,0,1
"Sg_CK52A_43",0.00472642449955208,0.00123607957015775,0.00215264900193526,0.000171888365584309,0.000273504722885621,0.000194638296323409,0.00703225636846394,0.000420620941665133,0.00156317301878437,0.00628757530227075,0.00160563955616402,0.00022092710517748,0.00279874703492569,0.000433259792075744,0.0000374109972154085,0.000171888365584309,0.0000313443490183152,0.0312164438521598,0.000657725775368195,0.000128410720171807,0.0000247721468047975,0.000131444044270354,0.000848825193576633,0.00178359456994542,0.000737097755946832,0.00323706236716568,0.0000141555124598843,0.000213343794931113,0.000221938213210329,0.000732042215782587,0.00186751653667188,0.000568748268477494,0.0000267943628704953,0.000550548323886214,0.00131393488868712,0.0014190901241034,0.000716875595289854,0.0104280626967869,0.00906508906850661,0.00024367703591658,0.00121181297736938,0.000584420442986651,0.00308691282428762,0.0000171888365584309,0.0000197166066405531,0.00359095017866279,0.000560659404214703,0.000412532077402342,0.000062183144020206,0.000184021661978496,0.00000454998614781995,0.00000151666204927332,0.00206114372496244,0.00279975814295854,0.00103689128768652,0.00000808886426279102,0.000589475983150896,0.0012805683236031,0.0000267943628704953,0.000523248406999294,0.0000176943905748554,0.000162788393288669,0.000591498199216594,0.0000202221606569776,0.00113648542892214,0.0000384221052482574,0.0000733053323815436,0.0000252777008212219,0.0000328610110675885,0.0000874608448414279,0.0000116277423777621,0.00000505554016424439,0.0000298276869690419,0.000295749099608297,0.0000101110803284888,0.00000454998614781995,0.00000556109418066883,0.00000303332409854663,0.000676936827992324,0.000016177728525582,0.0000818997506607591,0.0000636998060694793,0.0000338721191004374,0.000380176620351178,0.000794225359802794,0.0000429720913960773,0.000208793808783293,0.00127854610753741,0.0000298276869690419,0.0000379165512318329,0.0000556109418066883,0.0000106166343449132,0.0000106166343449132,0.00235790393260358,0.000259349210425737,0.000036905443198984,0.0000187054986077042,0.0000232554847555242,0.0000798775345950613,0.0060095205932373,0.000341248961086496,0.0000106166343449132,0.00168703375280835,0.000465615249126908,0.00322897350290289,0.000163799501321518,0.00715308377838939,0.000016177728525582,0,1
"Sg_CM17_7",0.00464705251897344,0.0112020658959327,0.00795135357032357,0.000581892672904529,0.00176539462535414,0.00191402750618293,0.00524107848827216,0.000331137880758007,0.0154178808388961,0.000886741744808466,0.00511216221408393,0.00134477368368901,0.00784973721302226,0.00473805224192984,0.000169866149518611,0.000323049016495216,0.000168349487469338,0.00311219052510885,0.00747967167299957,0.00097268592760062,0.000212332686898264,0.000742658850127501,0.000653175789220375,0.00538920581508452,0.003198134707901,0.00223909873874384,0.0000925163850056723,0.000467131911176182,0.00197469398815386,0.000611214805857147,0.00328205667462746,0.00561872733854121,0.0000722942243486948,0.0956290810847976,0.00397264346106324,0.00186246099650763,0.00940684358360953,0.00775823193604944,0.0159183793151563,0.000402420997073853,0.00708533954018851,0.00530427274032521,0.00824508045386617,0.0000192110526241287,0.000827086370870382,0.00134578479172186,0.00867783469192549,0.000889775068907012,0.00037360441813766,0.0014458844869739,0.0000601609279545082,0.0000530831717245661,0.00654136341851581,0.0016860226447755,0.00393219913974929,0.000100605249268463,0.00881736760045864,0.0155604470715278,0.000330632326741583,0.00230886519301041,0.000082910858693608,0.000464098587077635,0.000174921689682856,0.0000945386010713701,0.000676431273975899,0.000300804639772541,0.000123355180007563,0.000114760761728348,0.000527798393147114,0.000190088310175589,0.000057633157872386,0.000447415304535628,0.0000803830886114858,0.00327144004028254,0.0000146610664763087,0.0000520720636917172,0.000439326440272837,0.000226993753374573,0.00414655404271325,0.000272999168869197,0.000192616080257711,0.000590992645200169,0.000284121357230535,0.00533460598131068,0.00104649681399859,0.000262382534524284,0.000356921135595654,0.00403432105106702,0.000183010553945647,0.000299793531739692,0.0000227499307390997,0.0000834164127100324,0.0000429720913960773,0.0107824560623004,0.000742658850127501,0.000353887811497107,0.0000626886980366304,0.0002027271605862,0.00834467459510179,0.0061065869643908,0.00420064832247066,0.000161271731239396,0.0025651810793376,0.00319257361372033,0.000620314778152787,0.00152475091353611,0.00390944920901019,0.000185538324027769,0,1
"Sg_CM32A_26",0.00589526538552538,0.00278155819836726,0.0103962127937522,0.00179421120429033,0.00162940059493597,0.000374615526170509,0.00171433366969527,0.000789169819638549,0.00497566262964933,0.0032456567854449,0.0146312387893397,0.00181443336494731,0.0148622769748457,0.0121368352723015,0.00020727714673402,0.00444685312846936,0.00118855749261386,0.00136449029032956,0.009979130730202,0.000556614972083307,0.00393674912589711,0.000730525553733314,0.00156873411296503,0.00105256346219568,0.00255557555302554,0.00179016677215894,0.000384221052482574,0.000794225359802794,0.00743316070348852,0.000830625248985353,0.00455605279601704,0.000558637188149005,0.000381187728384027,0.00297973537280564,0.00422390380722619,0.00553834424992973,0.00386597156359768,0.00238267607940838,0.00145447890525311,0.00102930797744016,0.0134098202856582,0.00145700667533523,0.00717431704707921,0.000149643988861634,0.00111676882228159,0.0050019514385034,0.00170573925141606,0.00184678882199848,0.00170826702149818,0.00140291239557782,0.000487859625849584,0.000100099695252039,0.00808532538467605,0.00123405735409206,0.000889775068907012,0.000147116218779512,0.0249071297271828,0.00166428382206925,0.000706764514961366,0.00148683436230427,0.000392309916745365,0.000939319362516607,0.000752264376439565,0.000223454875259602,0.00082910858693608,0.000593520415282291,0.000656714667335346,0.000411520969369493,0.000681486814140144,0.000918086093826781,0.000309399058051757,0.000353382257480683,0.000197166066405531,0.00280228591304066,0.000526787285114265,0.000855902949806575,0.000556614972083307,0.000361471121743474,0.00102728576137446,0.000513137326670806,0.000992402534241174,0.000834164127100324,0.000868036246200762,0.00079725868390134,0.00205153819865037,0.000690586786435784,0.00115064094138202,0.000450448628634175,0.000558131634132581,0.000454493060765571,0.000109199667547679,0.000508587340522985,0.000257832548376464,0.0064210415626068,0.00177297793560051,0.000789675373654973,0.00186195544249121,0.000664297977581713,0.00050909289453941,0.00335435089897615,0.00283009138394401,0.000311926828133879,0.0212605686067134,0.0016010895700162,0.00122748515187854,0.00108087448711545,0.00161928951460748,0.00108997445941109,0,1
"Sg_D18_45",0.00000151666204927332,0.00000101110803284888,0.00000353887811497107,0.0000955497091042189,0.0000257832548376464,0,0.0000141555124598843,0.00000404443213139551,0.000162788393288669,0.000012638850410611,0.00000353887811497107,0.000468648573225455,0.00000657220221351771,0.00014003846254957,0.00000758331024636658,0.00000606664819709327,0.0000171888365584309,0.00000252777008212219,0.00000454998614781995,0.0000141555124598843,0.000000505554016424439,0.00144537893295747,0.0000232554847555242,0.00257428105163324,0.00000151666204927332,0.000000505554016424439,0.00000353887811497107,0.00000960552631206434,0.000078360872545788,0.0000444887534453506,0.0000217388227062509,0.00000252777008212219,0.00000556109418066883,0.0000460054154946239,0.00000707775622994214,0,0.00000505554016424439,0.00000353887811497107,0.000584925997003076,0.00000151666204927332,0.0000389276592646818,0.00000101110803284888,0,0.0000227499307390997,0.000261876980507859,0.00000101110803284888,0.0000146610664763087,0.00328862887684097,0.00177247238158408,0.00157277854509643,0.00179218898822464,0.000249238130097248,0.0000328610110675885,0.00461065262979088,0.000437809778223564,0.0000454998614781995,0.00160462844813117,0.0000904941689399746,0.00845791869478086,0.00000454998614781995,0.00000252777008212219,0.0179901396744637,0.000274010276902046,0.00102071355916094,0.000563692728313249,0.0102455576968577,0.00123304624605921,0.000115771869761197,0.000870058462266459,0.00134780700778755,0.00537151142450966,0.0014003846254957,0.0000571276038559616,0.00174365580264789,0.0000121332963941865,0.0000202221606569776,0.00664955197803064,0.00181746668904586,0.00836034676961095,0.00176590017937056,0.0019590218136447,0.000261876980507859,0.0027037028798379,0.0000146610664763087,0.000557626080116156,0.0152095925841292,0.000110210775580528,0.0000636998060694793,0.000447920858552053,0.00128157943163595,0.000464604141094059,0.0000247721468047975,0.0000363998891825596,0.000057633157872386,0.0000283110249197686,0.000054094279757415,0.0014170679080377,0.00233009846170024,0.00019362718829056,0.0000813941966443347,0.0000743164404143925,0.0000945386010713701,0.00000859441827921546,0.000012638850410611,0.0000227499307390997,0.0000945386010713701,0.000167338379436489,0.00020727714673402,3,0.972222
"Sg_E06_10",0.00202120495766491,0.00172646696608946,0.00264910304606406,0.000166832825420065,0.00525573955474847,0.0000439831994289262,0.000654692451269648,0.000431237576010046,0.00146610664763087,0.000336193420922252,0.00261017538679938,0.000496959598145223,0.0028877245418164,0.00128562386376735,0.0000353887811497107,0.000248227022064399,0.000299287977723268,0.000452976398716297,0.00180078340650385,0.000191099418208438,0.000526281731097841,0.025006218314402,0.00329772884913661,0.00016177728525582,0.000423148711747255,0.00143880673074395,0.000244688143949428,0.0000722942243486948,0.000805853102180556,0.00316122926470202,0.00632043631333833,0.000178460567797827,0.000129421828204656,0.000389276592646818,0.00327750668847964,0.000340237853053647,0.00308337394617265,0.0173137084004878,0.000659747991433893,0.000180988337879949,0.011608531325138,0.00032456567854449,0.00319510138380245,0.0000389276592646818,0.000491398503964555,0.00374059416752442,0.000823547492755411,0.000134982922385325,0.000154699529025878,0.000375626634203358,0.0000111221883613377,0.0000136499584434599,0.00201867718758278,0.0064604747758879,0.000425676481829378,0.000515665096752928,0.000479770761586793,0.0100428305362715,0.000207782700750444,0.00013548847640175,0.0000561164958231127,0.00016177728525582,0.000205254930668322,0.000074821994430817,0.000341754515102921,0.0000692609002501481,0.000160766177222972,0.0000611720359873571,0.000107683005498405,0.000237610387719486,0.0000303332409854663,0.000210816024848991,0.0000773497645129392,0.000769453212997996,0.000104649681399859,0.0000212332686898264,0.000244688143949428,0.000129421828204656,0.000171888365584309,0.000225982645341724,0.00011273854566265,0.000289176897394779,0.00027906581706629,0.000203738268619049,0.000491398503964555,0.000138016246483872,0.000143577340664541,0.000221432659193904,0.000704742298895668,0.0000687553462337237,0.0000348832271332863,0.000107683005498405,0.0000202221606569776,0.00139836240943,0.000438315332239988,0.000790686481687822,0.0000485331855767461,0.000146610664763087,0.000280076925099139,0.00144133450082608,0.00133466260336052,0.000111221883613377,0.000751758822423141,0.00054094279757415,0.00027451583091847,0.000427193143878651,0.000688059016353661,0.000147621772795936,0,1
"Sg_G18_1",0.0157555909218676,0.00281593587148412,0.00596402073175911,0.0000136499584434599,0.00487809070447941,0.0144664281799853,0.00635026400030738,0.000257326994360039,0.00229117080243556,0.00107278562285266,0.00978449243387859,0.000744175512176774,0.0109533333198519,0.00264657527598194,0.0027057250959036,0.0471338120592833,0.0144477226813776,0.00411622080172778,0.00550750545492784,0.00262635311532496,0.00253788116245068,0.000249743684113673,0.00862677373626662,0.00194385519315197,0.0188354259899253,0.0167575989824209,0.00413189297623694,0.0327477669679095,0.00170068371125181,0.0000424665373796529,0.00544936674303903,0.00153182866976605,0.00000556109418066883,0.00635734175653732,0.0123319791226413,0.0141681513102949,0.00466221913946618,0.00995132525929865,0.00000808886426279102,0.00767178219924086,0.00334828425077906,0.0017355669383851,0.00235739837858716,0.0112389713391317,0.00000505554016424439,0.00375626634203358,0.00497212375153436,0.0000985830332027656,0.000316476814281699,0.000602114833561507,0.000815964182509044,0.00000202221606569776,0.00297619649469067,0.00129573494409584,0.00113699098293856,0.00946548784951477,0.0101080470043902,0.00147015107976227,0.000117794085826894,0.00160563955616402,0.000117794085826894,0.000524259515032143,0.00354393365513532,0.00000303332409854663,0.00129725160614511,0.0000222443767226753,0.0035146115221827,0.0024514314256421,0.00116378534580906,0.00210259915430924,0.00000202221606569776,0.00093274716030309,0.00228914858636986,0.0042759758709179,0.00353635034488895,0.00000353887811497107,0.0000480276315603217,0.000564198282329674,0.00188217760314819,0.0019549773815133,0.0000202221606569776,0.0000136499584434599,0.00132101264491706,0.00247923689654545,0.00578050462379703,0.00000606664819709327,0.000148632880828785,0.0127318723496331,0.00289935228419416,0.00472339117545353,0.0010156580189967,0.000384221052482574,0.00000151666204927332,0.00157581186919498,0.000841241883330266,0.0000561164958231127,0.0000136499584434599,0.00115417981949699,0.00207631034545517,0.00801555893040948,0.00735581093897559,0.00000353887811497107,0.00124366288040412,0.00230734853096114,0.00599738729684312,0.0000156721745091576,0.00268348071918092,0.00000606664819709327,0,1
"Sg_I05_27",0.0154178808388961,0.0778512740972322,0.0589718649078779,0.00100858026276676,0.0122278349952579,0.0172909584697487,0.016643343774709,0.00120321855909016,0.0652023126062927,0.00422289269919334,0.0332164155411349,0.00237054278301419,0.0442976540271422,0.0326800227297086,0.00231189851710896,0.00129017384991517,0.000567737160444645,0.0044787030315041,0.0380737785309409,0.00496706821137011,0.00113749653695499,0.00203030492996055,0.000966619279403527,0.0278878762080213,0.0244521311124008,0.00310056278273108,0.000557626080116156,0.00257731437573179,0.0114664706465227,0.0013528625479518,0.0108087448711545,0.0308347505697594,0.000989369210142627,0.00233515400186448,0.012341079094937,0.00865255699110427,0.0225087814732653,0.0608489869708619,0.0990375262635312,0.00062183144020206,0.0554623089258595,0.0295551933541891,0.0210072860444847,0.000730525553733314,0.00158592294952346,0.00666219082844126,0.0587120101434358,0.00387962152204114,0.00151716760328974,0.0049958847903063,0.000383209944449725,0.00123051847597708,0.0237261555448153,0.00424260930583389,0.0113446321285644,0.00120675743720514,0.0379484011348677,0.0744559733229257,0.000274010276902046,0.0117334031671948,0.000262382534524284,0.00172596141207303,0.00070727006897779,0.000110716329596952,0.000791697589720671,0.00161473952845966,0.00032911566469231,0.000617787008070664,0.000753275484472414,0.000449943074617751,0.000685531246271539,0.000236093725670213,0.000919602755876054,0.0246806415278247,0.000551053877902638,0.000304343517887512,0.0000834164127100324,0.000086449736808579,0.0228186860853335,0.000123355180007563,0.000285638019279808,0.00178713344806039,0.00046814301920903,0.0346526945017967,0.00334221760258197,0.000232554847555242,0.00120827409925441,0.0195007350755399,0.000470165235274728,0.000659242437417468,0.0000348832271332863,0.000455504168798419,0.000171382811567885,0.0247463635499599,0.0031298849156837,0.00175073355887783,0.000303837963871088,0.000482298531668915,0.000446909750519204,0.0167419268079117,0.0106403953836852,0.000342260069119345,0.0119614080286022,0.00924001075818947,0.000971674819567772,0.00715561154847151,0.0153182866976605,0.000484320747734612,0,1
"Sg_I06_25",0.000113749653695499,0.0000323554570511641,0.0000849330747593057,0.000104649681399859,0.0000692609002501481,0.00000202221606569776,0.000020727714673402,0.0000884719528742768,0.000548526107820516,0.00000758331024636658,0.0000298276869690419,0.000109705221564103,0.0000308387950018908,0.0000197166066405531,0.00000707775622994214,0.00027906581706629,0.000214860456980387,0.0000090999722956399,0.000114255207711923,0.0000181999445912798,0.00000606664819709327,0.000372593310104811,0.000033366565084013,0.0000323554570511641,0.0000839219667264569,0.00000657220221351771,0.00000657220221351771,0.000000505554016424439,0.0000141555124598843,0.0000338721191004374,0.0000803830886114858,0.0000202221606569776,0.00000151666204927332,0.0000338721191004374,0.000144082894680965,0.00000606664819709327,0.0000121332963941865,0.0000106166343449132,0.000235082617637364,0.0000116277423777621,0.000016177728525582,0.0000111221883613377,0.0000894830609071257,0.000012638850410611,0.0000358943351661352,0.0000111221883613377,0.0000727997783651192,0.0000409498753303795,0.00190341087183801,0.0000338721191004374,0.00023912704976876,0.000221432659193904,0.000582903780937378,0.000141049570582418,0.0000697664542665726,0.000885225082759193,0.00009908858721919,0.0000449943074617751,0.000280582479115564,0.0000424665373796529,0.0000303332409854663,0.001415045691972,0.000313949044199577,0.0018659998746226,0.00033366565084013,0.000487859625849584,0.000187560540093467,0.00142768454238262,0.000470670789291153,0.000149138434845209,0.000172393919600734,0.000584925997003076,0.000235082617637364,0.000256315886327191,0.000996952520388994,0.000746703282258896,0.000697664542665726,0.00116277423777621,0.0000434776454125017,0.000552570539951912,0.000228510415423846,0.000394332132811062,0.000642559154875462,0.00031546570624885,0.000309399058051757,0.00111879103834728,0.0000652164681187526,0.000511115110605108,0.000156721745091576,0.000340237853053647,0.000212332686898264,0.000122849625991139,0.000505554016424439,0.000201210498536927,0.0000743164404143925,0.0000677442382008748,0.00147773439000863,0.00030181574780539,0.000139027354516721,0.000123860734023988,0.000239632603785184,0.0108340225719757,0.000184021661978496,0.0000267943628704953,0.000139027354516721,0.000154699529025878,0.000133971814352476,0.000332148988790856,0,1
"Sg_K14_18",0.0000328610110675885,0.00000101110803284888,0.0000197166066405531,0.000057633157872386,0.00000758331024636658,0.00000101110803284888,0.0000480276315603217,0.000283110249197686,0.000689575678402935,0.00000101110803284888,0.0000151666204927332,0.00184678882199848,0.000228510415423846,0.00000454998614781995,0.0000106166343449132,0.000078360872545788,0.00064003138479334,0.00000556109418066883,0.000000505554016424439,0.0000101110803284888,0.00000101110803284888,0.000102627465334161,0.00000505554016424439,0.0000090999722956399,0.00000505554016424439,0.0000399387672975307,0,0,0.0000631942520530549,0.00000505554016424439,0.000477748545521095,0.00000454998614781995,0,0.0000394332132811062,0.0000293221329526175,0.00000202221606569776,0.00000151666204927332,0.000012638850410611,0.0000121332963941865,0.0000965608171370678,0.0000348832271332863,0.00000101110803284888,0.0000106166343449132,0.00000404443213139551,0.00000758331024636658,0.00000606664819709327,0.00000252777008212219,0.00807875318246253,0.00362077786563183,0.0000657220221351771,0.000112232991646225,0.00000808886426279102,0.000782597617425031,0.013541769883945,0.0000313443490183152,0.0012805683236031,0.0000505554016424439,0.000331137880758007,0.0000374109972154085,0.000284121357230535,0.000086449736808579,0.0000889775068907012,0.00245699251982277,0.0000313443490183152,0.0000267943628704953,0.000054094279757415,0.000078360872545788,0.0000551053877902638,0.0000692609002501481,0.000113749653695499,0.0000131444044270354,0.0000278054709033441,0.0000839219667264569,0.000363493337809172,0.0000358943351661352,0.0000626886980366304,0.00751051046800146,0.00460812485970876,0.000012638850410611,0.0134735200917277,0.0671997565251857,0.0104523292895753,0.0000581387118888105,0.0000202221606569776,0.000897863933169803,0.000271988060836348,0.000509598448555834,0.00000707775622994214,0.0000212332686898264,0.00156115080271867,0.00450600294839102,0.0000343776731168618,0.0000419609833632284,0.000258338102392888,0.000197671620421956,0.00106520231260629,0.00715510599445508,0.0000379165512318329,0.00418194282386296,0.000124871842056836,0.0000262888088540708,0.00000404443213139551,0.000303332409854663,0.00000859441827921546,0.0000106166343449132,0.0000424665373796529,0.0000131444044270354,0.000348832271332863,3,0.972222
"Sg_K15_44",0.000115771869761197,0.0000460054154946239,0.0000419609833632284,0.00070727006897779,0.000406970983221673,0.000000505554016424439,0.000082910858693608,0.000330126772725159,0.000732042215782587,0.0000181999445912798,0.0000601609279545082,0.000795236467835642,0.0000707775622994214,0.000183516107962071,0.0000348832271332863,0.0000308387950018908,0.000451965290683448,0.0000187054986077042,0.0000353887811497107,0.0000743164404143925,0.00000505554016424439,0.00201564386348424,0.0000475220775438973,0.000390287700679667,0.0000465109695110484,0.0000247721468047975,0.00000303332409854663,0.00000707775622994214,0.0000500498476260195,0.000129927382221081,0.000194132742306985,0.0000257832548376464,0.00000353887811497107,0.000189582756159165,0.000191099418208438,0.0000090999722956399,0.0000460054154946239,0.0000404443213139551,0.000375626634203358,0.0000141555124598843,0.0000399387672975307,0.00000808886426279102,0.0000313443490183152,0.0000131444044270354,0.000192110526241287,0.0000136499584434599,0.0000171888365584309,0.000996446966372569,0.00761566570341775,0.000862980706036517,0.00237762053924414,0.00154092864206169,0.000241654819850882,0.000750242160373867,0.000275021384934895,0.00201109387733642,0.000424665373796529,0.0000854386287757302,0.000859947381937971,0.000237610387719486,0.0000343776731168618,0.00645592478974008,0.00114457429318493,0.00104447459793289,0.00151160650910907,0.0121540241088599,0.000827591924886806,0.00433158681272459,0.00175022800486141,0.00123607957015775,0.000881686204644221,0.0022052266196434,0.00180988337879949,0.00133112372524555,0.00133668481942622,0.00431439797616616,0.0043730422420714,0.00325880118987193,0.000658231329384619,0.00476990214496458,0.0155078694538197,0.00675319055139766,0.00124821286655194,0.000767936550948723,0.000761364348735205,0.00969703158903716,0.000243171481900155,0.000170371703535036,0.000771475429063694,0.00347062832275377,0.00106469675858987,0.00131595710475281,0.00820969167271646,0.00079725868390134,0.000188571648126316,0.000643570262908311,0.0170654813784234,0.0011046355258874,0.00188015538708249,0.000673397949877353,0.000483309639701764,0.000110716329596952,0.000109705221564103,0.000111221883613377,0.000373098864121236,0.000657220221351771,0.000418093171583011,0.000252777008212219,0,1
"Sg_K36_16",0.0000419609833632284,0.0000192110526241287,0.0000166832825420065,0.000404948767155976,0.000191099418208438,0.00000101110803284888,0.000145094002713814,0.000849330747593057,0.000936286038418061,0.0000242665927883731,0.0000272999168869197,0.0019610440297104,0.00014458844869739,0.000280076925099139,0.0000601609279545082,0.0000131444044270354,0.000711314501109186,0.00000505554016424439,0.000036905443198984,0.0000116277423777621,0,0.00952918765558425,0.0000166832825420065,0.000336193420922252,0.0000460054154946239,0.00000404443213139551,0.00000151666204927332,0.00000657220221351771,0.0000358943351661352,0.000290188005427628,0.000126894058122534,0.0000176943905748554,0.00000454998614781995,0.0000510609556588683,0.000620820332169211,0.00000505554016424439,0.0000131444044270354,0.0000156721745091576,0.000589475983150896,0.0000419609833632284,0.0000551053877902638,0.00000252777008212219,0.00000859441827921546,0.0000176943905748554,0.0000743164404143925,0.00000353887811497107,0.000041455429346804,0.00370014984621047,0.0344348007207178,0.000138016246483872,0.00985931442830941,0.00796298131270134,0.00026996584477065,0.00112384657851153,0.000377143296252631,0.00746096617439187,0.0014231345562348,0.000132960706319627,0.00342512846127557,0.000577848240773134,0.0000116277423777621,0.0331835545300673,0.000532348379294934,0.00401460444442647,0.0053866780450024,0.0722916965786126,0.00158642850353989,0.0251017680235062,0.0048219742086563,0.00210613803242421,0.00408386534467662,0.00649586355703761,0.00597665958216972,0.00198531062249877,0.00870766237889454,0.0277796876485065,0.0103876183754729,0.00887398965029818,0.000541953905606999,0.0160007846198335,0.0231857183012576,0.0344641228536704,0.00747967167299957,0.0110321997464141,0.00178258346191257,0.0597317125945639,0.000218904889111782,0.000258338102392888,0.000920108309892479,0.0137682580833032,0.00386192713146629,0.00670010737967309,0.0466201691785961,0.00366880549719215,0.000103133019350586,0.00359600571882703,0.0849077970584845,0.0022320209825139,0.00390742699294449,0.00297872426477279,0.000152677312960181,0.000230532631489544,0.0000970663711534923,0.0000434776454125017,0.00183364441757144,0.000118805193859743,0.00124770731253552,0.000565714944378947,1,0.990741
"Sg_K40_4",0.0170346425834215,0.00953879318189631,0.0542009516548805,0.0027679082399238,0.000137510692467447,0.000376132188219783,0.00399893226991731,0.00105863011039278,0.00582499337724238,0.0142808898559575,0.0624611987292394,0.000226993753374573,0.0415191291528735,0.0709595617453342,0.00020727714673402,0.0187454373750018,0.000168855041485763,0.000248227022064399,0.0601053170127015,0.0000879663988578524,0.0185593934969576,0.000118805193859743,0.000413037631418767,0.000298276869690419,0.00741293854283155,0.000240138157801608,0.0000601609279545082,0.000212838240914689,0.0456242277662399,0.000146105110746663,0.0160569011156566,0.0001799772298471,0.0000525776177081416,0.000520720636917172,0.00352876703464258,0.000925163850056723,0.00328306778266031,0.00708483398617209,0.000300804639772541,0.00314302932011074,0.00231998738137175,0.00222292101021826,0.00154648973624236,0.00000303332409854663,0.000127399612138959,0.00534926704778699,0.000287660235345506,0.000280076925099139,0.00158946182763844,0.0013260681850813,0.0000166832825420065,0.00000202221606569776,0.0311229163591213,0.00116934643998973,0.000930724944237392,0.0000313443490183152,0.00344383395988328,0.000671881287828079,0.0000606664819709327,0.00451409181265381,0.0000571276038559616,0.0000935274930385212,0.00251310901564589,0.0000146610664763087,0.000554087202001185,0.0000515665096752928,0.00122445182777999,0.0000727997783651192,0.0000879663988578524,0.00196660512389107,0.00000505554016424439,0.0000232554847555242,0.0000586442659052349,0.0082931080854265,0.0000202221606569776,0.0000222443767226753,0.0000601609279545082,0.0000358943351661352,0.000287154681329081,0.000128916274188232,0.0000803830886114858,0.000424665373796529,0.000171382811567885,0.000398882118958882,0.0236841945614521,0.0000293221329526175,0.00354595587120101,0.00023002707747312,0.0000439831994289262,0.000535887257409905,0.0000136499584434599,0.0000561164958231127,0.0000237610387719486,0.0193172189675778,0.00196660512389107,0.0000768442104965147,0.00118249084441676,0.000102121911317737,0.000090999722956399,0.00653226344622017,0.00100807470875033,0.0000394332132811062,0.00359044462464636,0.000989874764159051,0.000219410443128206,0.000228510415423846,0.000377648850269056,0.0000808886426279102,0,1
