"","A13","A15","A25","C03","C11","D01","D05","D09","D16","G01","G18","G20","G21","G28","G32","G42","G46","H02","H04","H06","I03","I07","I13","K09","K17","K23","K26","K31","K32","K34","K42","M01","M11","M17","M21","P01","P03","P22","P26","P30","X01","X03","Y08","Z03","Z09","Z11","Z17","B01","B03","B07","B12","B14","B22","B24","B26","A01","A07","A09","A11","A17","A19","A23","A27","A34","D03","E10","G06","G09","G19","G26","G30","H07","I01","I05","I12","I15","K01","K03","K07","K10","K14","K21","K22","K36","K40","K46","M03","M07","M15","X05","Y06","Z15","CA11","CA13","CA25","CA9","CB03","CM15","CM17","CM21","CD22A","CD23A","CD26A","CG50A","CK05A","CK51A","CK52A","CK28A","zero_counts","sample_percent"
"Sg_M02_5",0.00000960552631206434,0.00000454998614781995,0.00000151666204927332,0.0000955497091042189,0.000057633157872386,0.00000101110803284888,0.00000960552631206434,0.0000475220775438973,0.000062183144020206,0.00000151666204927332,0.000000505554016424439,0.000268954736737801,0.0000116277423777621,0.00000657220221351771,0.0000141555124598843,0.00000353887811497107,0.0000293221329526175,0,0.00000353887811497107,0.00000556109418066883,0.00000202221606569776,0.0000556109418066883,0.00000252777008212219,0.0000111221883613377,0.0000116277423777621,0.00000202221606569776,0,0.00000556109418066883,0.00000353887811497107,0.000057633157872386,0.0000141555124598843,0.00000151666204927332,0.00000101110803284888,0.0000136499584434599,0.0000227499307390997,0.00000556109418066883,0.00000151666204927332,0.00000101110803284888,0.000201716052553351,0.00000353887811497107,0.00000505554016424439,0,0.00000556109418066883,0.00000556109418066883,0.00000404443213139551,0.00000252777008212219,0.00000151666204927332,0.0000571276038559616,0.000155205083042303,0.0000227499307390997,0.0000727997783651192,0.000054094279757415,0.0000399387672975307,0.000276538046984168,0.0000257832548376464,0.000132455152303203,0.0000343776731168618,0.0000293221329526175,0.0000889775068907012,0.0000545998337738394,0.000020727714673402,0.000164305055337943,0.0000571276038559616,0.000107683005498405,0.000275021384934895,0.000131444044270354,0.0000763386564800903,0.0000743164404143925,0.0000682497922172993,0.00010818855951483,0.0000338721191004374,0.000524765069048568,0.0000667331301680259,0.0000899886149235501,0.0000444887534453506,0.000943869348664427,0.0137010193991187,0.00357578355817006,0.0000181999445912798,0.00849937412412767,0.000238621495752335,0.000252271454195795,0.000159755069190123,0.0000480276315603217,0.000654692451269648,0.000420620941665133,0.0000323554570511641,0.000262888088540708,0.0000379165512318329,0.000124366288040412,0.0000515665096752928,0.0000636998060694793,0.000151160650910907,0.0000556109418066883,0.0000677442382008748,0.0000409498753303795,0.000241149265834457,0.0000733053323815436,0.000120827409925441,0.000057633157872386,0.0000389276592646818,0.0000222443767226753,0.0000753275484472414,0.00000859441827921546,0.0000308387950018908,0.000041455429346804,0.0000975719251699167,0.0000257832548376464,3,0.972222
"Sg_M07_27",0.00464705251897344,0.0000156721745091576,0.000144082894680965,0.0000283110249197686,0.000155205083042303,0.0000141555124598843,0.000493926274046677,0.0000348832271332863,0.000139532908533145,0.0000116277423777621,0.0000950441550877945,0.0000409498753303795,0.000172393919600734,0.000145094002713814,0.00000101110803284888,0.0000156721745091576,0.0000242665927883731,0.0175720465028806,0.0000803830886114858,0.0000111221883613377,0.0000156721745091576,0.000151666204927332,0.0000353887811497107,0.0000859441827921546,0.0000338721191004374,0.0000738108863979681,0.0000111221883613377,0.0000697664542665726,0.0000611720359873571,0.146916019389008,0.000181999445912798,0.0000596553739380838,0.00000202221606569776,0.00013548847640175,0.00254950890482845,0.0000429720913960773,0.0181316947990625,0.000090999722956399,0.0000697664542665726,0.0000141555124598843,0.000116277423777621,0.0000308387950018908,0.000256315886327191,0.000000505554016424439,0.0000181999445912798,0.0000439831994289262,0.0000950441550877945,0.0000232554847555242,0.0000343776731168618,0.0000394332132811062,0.000000505554016424439,0,0.000147621772795936,0.0000515665096752928,0.0000353887811497107,0.00000353887811497107,0.000105660789432708,0.000818491952591167,0.0000480276315603217,0.000012638850410611,0.00000808886426279102,0.0000631942520530549,0.000122344071974714,0.0000434776454125017,0.0000465109695110484,0.0000121332963941865,0.0000176943905748554,0.0000429720913960773,0.0000262888088540708,0.000036905443198984,0.00000758331024636658,0.0000136499584434599,0.00000859441827921546,0.00010363857336701,0.00000707775622994214,0.00000454998614781995,0.000122344071974714,0.0000389276592646818,0.0000692609002501481,0.000122849625991139,0.0000121332963941865,0.000016177728525582,0.0000566220498395372,0.0000439831994289262,0.0000647109141023282,0.0000197166066405531,0.0000318499030347396,0.0126241893441347,0.0000146610664763087,0.0000116277423777621,0.00000808886426279102,0.0000106166343449132,0.00000454998614781995,0.0281563253907427,0.0000520720636917172,0.0000156721745091576,0.0000121332963941865,0.0000717886703322703,0.0000444887534453506,0.0302033136032453,0.000113749653695499,0.0000298276869690419,0.0000379165512318329,0.000104649681399859,0.0000192110526241287,0.0000763386564800903,0.0000980774791863411,0.0000237610387719486,1,0.990741
"Sg_M07_39",0.0000176943905748554,0.00133264038729482,0.00000556109418066883,0.0000449943074617751,0.000028816578936193,0.00160412289411474,0.00000606664819709327,0.00000556109418066883,0.00102930797744016,0.00253333117630286,0.000113749653695499,0.0000252777008212219,0.000956002645058614,0.0273029502110182,0.0000121332963941865,0.00161928951460748,0.00276487491582526,0.00316830702093196,0.00115822425162839,0.00000657220221351771,0.00129674605212869,0.000265921412639255,0.0017315225062537,0.0019590218136447,0.00207125480529093,0.0013508403318861,0.00358791685456424,0.00172040031789237,0.00508031231104919,0.0000374109972154085,0.00187863872503321,0.0000232554847555242,0.0122167128068966,0.00132404596901561,0.000033366565084013,0.000940836024565881,0.0000111221883613377,0.00642053600859037,0.0000399387672975307,0.00137662358672375,0.000292210221493326,0.000447920858552053,0.00000707775622994214,0.0000520720636917172,0.000090999722956399,0.0000262888088540708,0.00281593587148412,0.00402269330868926,0.000323554570511641,0.00180078340650385,0.0000399387672975307,0.00000151666204927332,0.000969652603502074,0.000173910581650007,0.0000363998891825596,0.00134780700778755,0.00510660111990326,0.00353685589890537,0.00000505554016424439,0.00049089294994813,0.0000212332686898264,0.000678453490041597,0.000861969598003668,0.0000106166343449132,0.000434270900108593,0.000324060124528065,0.000284626911246959,0.000473704113389699,0.000776025415211514,0.000120827409925441,0.000000505554016424439,0.00766268222694522,0.000434270900108593,0.00208086033160299,0.00356617803185799,0.00000252777008212219,0,0.00000101110803284888,0.00212787685513046,0.00000202221606569776,0.0000197166066405531,0.00142667343434977,0.00317083479101408,0.000157227299108,0.00182353333724295,0.00000151666204927332,0.00000252777008212219,0.0070231563961683,0.000463087479044786,0.000289682451411203,0.0000490387395931706,0.000407982091254522,0.0000146610664763087,0.00000960552631206434,0.00000556109418066883,0.00104700236801501,0.000062183144020206,0.000761364348735205,0.000501004030276619,0.00000454998614781995,0.00426788700665511,0.000598575955446536,0.000460054154946239,0.0000328610110675885,0.00715308377838939,0.0000283110249197686,0.000470670789291153,0.00000454998614781995,1,0.990741
"Sg_M12_6",0.000057633157872386,0.0000192110526241287,0.0000485331855767461,0.000493926274046677,0.000190593864192013,0.00000505554016424439,0.000313443490183152,0.000477748545521095,0.000390793254696091,0.0000839219667264569,0.0000374109972154085,0.00125276285269976,0.000118299639843319,0.000554087202001185,0.000130432936237505,0.0000298276869690419,0.00196609956987464,0.000062183144020206,0.0000353887811497107,0.0000500498476260195,0.000000505554016424439,0.00478001322529307,0.0000262888088540708,0.00509345671547622,0.000131444044270354,0.0000267943628704953,0.00000303332409854663,0.00000353887811497107,0.00010363857336701,0.0000727997783651192,0.000309904612068181,0.0000434776454125017,0.00000202221606569776,0.000143577340664541,0.000192110526241287,0.0000151666204927332,0.00010818855951483,0.0000697664542665726,0.000586948213068774,0.0000267943628704953,0.0000551053877902638,0.00000454998614781995,0.0000358943351661352,0.0000839219667264569,0.0000798775345950613,0.000016177728525582,0.000190593864192013,0.00482804085685339,0.00538364472090385,0.00451308070462097,0.0117399753694083,0.00630021415268136,0.000317993476330972,0.00541448351590574,0.000376132188219783,0.0108552558406656,0.00184577771396563,0.000147621772795936,0.0017977500824053,0.000586442659052349,0.0000551053877902638,0.00591700420823163,0.0137849413658452,0.00170371703535036,0.00491802947177694,0.00199339948676156,0.00167287824034847,0.00104851903006429,0.0046359303306121,0.0026602252344254,0.000392815470761789,0.010868905799109,0.00315010707634068,0.00321330132839373,0.00186296655052406,0.000936791592434485,0.0184279494526872,0.0216382174569824,0.0123400679869041,0.0179759841620038,0.0394433243614347,0.0158379962265448,0.0012846127557345,0.000345293393217892,0.00395090463835699,0.0020292938219277,0.0018659998746226,0.000219410443128206,0.000777542077260787,0.0229117080243556,0.0108431225442714,0.00164962275559294,0.0279915147813883,0.00218348779693715,0.000675925719959475,0.0019382940989713,0.00664904642401422,0.00429518692354203,0.00423199267148898,0.000555603864050458,0.000287660235345506,0.000112232991646225,0.000204243822635473,0.0000399387672975307,0.000295243545591872,0.000408487645270947,0.000638009168727642,0.000478759653553944,0,1
"Sg_OA11r1_9",0.0000313443490183152,0.00000404443213139551,0.00000252777008212219,0.000391298808712516,0.0000591498199216593,0.00000151666204927332,0.0000101110803284888,0.0000217388227062509,0.0000758331024636658,0.0000611720359873571,0.00000606664819709327,0.000624864764300606,0.0000187054986077042,0.000209804916816142,0.00000303332409854663,0.00000404443213139551,0.0000419609833632284,0,0.00000859441827921546,0.00000606664819709327,0.000000505554016424439,0.0000551053877902638,0.00000859441827921546,0.0000353887811497107,0.0000116277423777621,0.00000151666204927332,0.00000101110803284888,0.00000101110803284888,0.00000505554016424439,0.00013548847640175,0.000602114833561507,0.00000252777008212219,0.00000252777008212219,0.0000262888088540708,0.0000242665927883731,0.00000101110803284888,0.00000859441827921546,0.00000556109418066883,0.000128916274188232,0.00000303332409854663,0.0000121332963941865,0,0.00000657220221351771,0.0000267943628704953,0.000554592756017609,0.00000454998614781995,0.00000202221606569776,0.0000247721468047975,0.00663438535753791,0.0000237610387719486,0.000298782423706843,0.0000363998891825596,0.000036905443198984,0.0000520720636917172,0.00010818855951483,0.000113244099679074,0.000629920304464851,0.0000222443767226753,0.0000500498476260195,0.0000202221606569776,0.0000252777008212219,0.0311770106388787,0.0000353887811497107,0.0000844275207428813,0.0000753275484472414,0.000965102617354254,0.0000611720359873571,0.00777895965072284,0.0000424665373796529,0.0000995941412356145,0.0000353887811497107,0.0000545998337738394,0.000128410720171807,0.0000545998337738394,0.0000151666204927332,0.000104144127383434,0.000115266315744772,0.0000778553185293636,0.0000298276869690419,0.0000935274930385212,0.000822536384722562,0.00018907720214274,0.0000581387118888105,0.0000384221052482574,0.0000338721191004374,0.00117389642613755,0.0000136499584434599,0.0000328610110675885,0.0000722942243486948,0.000960552631206434,0.0000313443490183152,0.0000323554570511641,0.000138016246483872,0.000124366288040412,0.0000283110249197686,0.0000242665927883731,0.0156706578471083,0.0000465109695110484,0.00031091572010103,0.0000171888365584309,0.0000889775068907012,0.0000176943905748554,0.0000156721745091576,0.0000151666204927332,0.0000606664819709327,0.0000722942243486948,0.0000743164404143925,0.0000915052769728234,2,0.981481
"Sg_OB03r2_39",0.00000606664819709327,0.000012638850410611,0.00000707775622994214,0.0000798775345950613,0.0000166832825420065,0.00000202221606569776,0.0000181999445912798,0.000086449736808579,0.000159249515173698,0.00000252777008212219,0.0000111221883613377,0.000122344071974714,0.00000808886426279102,0.000070272008282997,0.000012638850410611,0.00000454998614781995,0.000233060401571666,0.00000404443213139551,0.00000808886426279102,0.000012638850410611,0.000000505554016424439,0.000575826024707436,0.0000116277423777621,0.000138016246483872,0.0000171888365584309,0.00000505554016424439,0,0,0.00000657220221351771,0.0000278054709033441,0.0000146610664763087,0.00000353887811497107,0.000000505554016424439,0.0000566220498395372,0.0000626886980366304,0.000000505554016424439,0.00000353887811497107,0.00000202221606569776,0.0000697664542665726,0.00000960552631206434,0.0000111221883613377,0,0.000000505554016424439,0.0000313443490183152,0.000012638850410611,0.00000808886426279102,0.00000859441827921546,0.000208793808783293,0.0016920892929726,0.000125377396073261,0.000967124833419952,0.000385737714531847,0.00010818855951483,0.000299793531739692,0.000131444044270354,0.000422137603714406,0.000136499584434599,0.0000374109972154085,0.0004282042519115,0.0000869552908250035,0.0000399387672975307,0.00217641004070721,0.000186043878044193,0.000330632326741583,0.000357426689612078,0.00297164650854285,0.000318499030347396,0.00183667774166999,0.000470670789291153,0.000490387395931706,0.000217388227062509,0.000944374902680852,0.000472187451340426,0.00039180436272894,0.000868036246200762,0.00125074063663406,0.00209501584406287,0.00102475799129234,0.000186549432060618,0.00276184159172671,0.00152828979165108,0.00212585463906477,0.00206670481914311,0.000240138157801608,0.000418598725599435,0.00310258499879678,0.0000404443213139551,0.0000439831994289262,0.000253788116245068,0.000927691620138845,0.000230532631489544,0.00133719037344264,0.00164203944534658,0.000231038185505969,0.00014458844869739,0.000465615249126908,0.00375474967998431,0.000403432105106702,0.000609698143807873,0.00016632727140364,0.000086449736808579,0.000129421828204656,0.0000844275207428813,0.0000171888365584309,0.000146610664763087,0.000041455429346804,0.0002027271605862,0.000219410443128206,3,0.972222
"Sg_OB05r2_38",0.0000131444044270354,0.0000090999722956399,0.0000111221883613377,0.000765914334883025,0.000274010276902046,0.000000505554016424439,0.000217893781078933,0.00129371272803014,0.00349995045570639,0.0000121332963941865,0.000020727714673402,0.00118097418236749,0.0000520720636917172,0.000737097755946832,0.000134477368368901,0.000033366565084013,0.00182707221535792,0.0000343776731168618,0.0000151666204927332,0.000335182312889403,0.00000202221606569776,0.00151817871132259,0.0000121332963941865,0.000650648019138253,0.000016177728525582,0.00000606664819709327,0.00000202221606569776,0.000000505554016424439,0.000211321578865415,0.000406465429205249,0.0010363857336701,0.0000374109972154085,0.000000505554016424439,0.000105155235416283,0.0000202221606569776,0.000000505554016424439,0.000259854764442162,0.00000556109418066883,0.000964597063337829,0.000078360872545788,0.000105660789432708,0.00000101110803284888,0.0000111221883613377,0.0000166832825420065,0.000438820886256413,0.00000353887811497107,0.0000510609556588683,0.00374666081572152,0.0158405239966269,0.00102121911317737,0.000948419334812247,0.0019777273122524,0.000272999168869197,0.00123304624605921,0.00106823563670484,0.00816065293312329,0.00176539462535414,0.000155710637058727,0.0020459771044697,0.0010384079497358,0.0000111221883613377,0.00114558540121778,0.00548677774025443,0.00218702667505212,0.00271229729811711,0.000525270623064992,0.00439680328084334,0.000403432105106702,0.00433765346092169,0.00636947505293151,0.00285536908476523,0.00436343671575933,0.00543976121672696,0.0062885864103036,0.000128410720171807,0.000165316163370792,0.0290693559444052,0.0138926243713436,0.000377143296252631,0.0184218828044901,0.0246624415832334,0.00566220498395372,0.00273302501279052,0.00111120772810092,0.00101060247883245,0.0005626816202804,0.000497970706178072,0.000890786176939861,0.0023230207054703,0.0029271577550975,0.000625875872333455,0.00273504722885621,0.000218399335095358,0.000138016246483872,0.000395848794860336,0.000154699529025878,0.0396227960372654,0.00574208251854878,0.000216882673046084,0.000262888088540708,0.000298276869690419,0.000258338102392888,0.0000343776731168618,0.00000657220221351771,0.0000707775622994214,0.00596250406970983,0.000579870456838831,0.000484826301751037,0,1
"Sg_OB24r1_18",0.000292210221493326,0.0000667331301680259,0.0000940330470549456,0.0074761327948846,0.000764903226850176,0.0000394332132811062,0.000474209667406124,0.00621022553775781,0.0183000442865318,0.0000227499307390997,0.000054094279757415,0.00819503060624015,0.000650648019138253,0.000442359764371384,0.000269460290754226,0.000285132465263384,0.018774253953938,0.000259854764442162,0.000106671897465557,0.0005854315510195,0.0000131444044270354,0.00185437213224484,0.00022092710517748,0.000365009999858445,0.000422643157730831,0.000082910858693608,0.0000283110249197686,0.00000859441827921546,0.00244233145334646,0.00154699529025878,0.0021182713288184,0.0000995941412356145,0.000028816578936193,0.00048179297765249,0.000582398226920954,0.000041455429346804,0.00018907720214274,0.0000935274930385212,0.00134477368368901,0.000353887811497107,0.000162788393288669,0.0000849330747593057,0.000090999722956399,0.00142364011025122,0.00117591864220324,0.0000647109141023282,0.000111727437629801,0.00438163666035061,0.0043442256631352,0.000391298808712516,0.0701466308869237,0.00589728760159108,0.00248631465277539,0.0114897261312782,0.0014170679080377,0.0318675974253145,0.00376536631432922,0.00369509430604622,0.00140493461164352,0.000348326717316438,0.00016632727140364,0.0326764838515936,0.00362886672989462,0.0118855749261386,0.00504087909776808,0.00208541031775081,0.00339277300422441,0.0388927760375485,0.00657371887556698,0.00548424997017231,0.00176438351732129,0.0103668906607995,0.134628529019812,0.000983302561945534,0.0013943179772986,0.00223657096866172,0.0235294950324262,0.0184886159346582,0.000356921135595654,0.0189496811976372,0.0501125363240561,0.0157737908664589,0.0279884814572898,0.000895841717104106,0.000976224805715592,0.0575694580663166,0.00119816301892592,0.00041455429346804,0.0043897255246134,0.0144512615594926,0.00640739160416334,0.00138167912688799,0.00206670481914311,0.000992402534241174,0.00188369426519746,0.000629920304464851,0.00890685066136577,0.00654995783679503,0.00366728883514288,0.00067087017979523,0.00258388657794531,0.00023457706362094,0.000601103725528658,0.000142566232631692,0.00051364288068723,0.00799634787778535,0.00350955598201845,0.000622336994218484,0,1
"Sg_OM21r1_55",0.0382835834477571,0.0120079189981133,0.0650582297116118,0.000252777008212219,0.000223454875259602,0.000597059293397262,0.000687553462337237,0.000169360595502187,0.00298580202100274,0.00606765930512612,0.0736784312456649,0.000183010553945647,0.0454857059657396,0.00105559678629423,0.0000131444044270354,0.000212332686898264,0.000111727437629801,0.00145195113517099,0.00215264900193526,0.000106166343449132,0.0137824135957631,0.000648625803072555,0.123093303027055,0.000221432659193904,0.000972180373584196,0.0405373432529772,0.0003599544596942,0.000816975290541893,0.000709797839059912,0.000580376010855256,0.0418891946928962,0.000413543185435191,0.0000485331855767461,0.000430732021993622,0.0986952661944118,0.000352371149447834,0.00288519677173427,0.00251563678572801,0.00117642419621967,0.00160766177222972,0.000594025969298716,0.000496454044128799,0.0670137126471415,0.00000202221606569776,0.000409498753303795,0.149431150620719,0.000438820886256413,0.0000454998614781995,0.000211321578865415,0.000998469182438267,0.00000303332409854663,0.00000252777008212219,0.0215133456149256,0.00244233145334646,0.000619303670119938,0.0000242665927883731,0.000879158434562099,0.00253687005441783,0.000128916274188232,0.000436293116174291,0.000268449182721377,0.000118805193859743,0.0000717886703322703,0.0000227499307390997,0.000313443490183152,0.000157732853124425,0.000267943628704953,0.000154193975009454,0.0000874608448414279,0.000473704113389699,0.00000556109418066883,0.0000419609833632284,0.0000591498199216593,0.000658736883401044,0.0000657220221351771,0.0000500498476260195,0.000028816578936193,0.0000176943905748554,0.000215366010996811,0.0000505554016424439,0.0000394332132811062,0.000109705221564103,0.000100099695252039,0.000133971814352476,0.000519709528884323,0.0000141555124598843,0.0000899886149235501,0.000465109695110484,0.0000409498753303795,0.0000424665373796529,0.0000146610664763087,0.0000566220498395372,0.00000808886426279102,0.0136813027924782,0.00734013876446643,0.000161271731239396,0.0000758331024636658,0.0000611720359873571,0.000126894058122534,0.0178293734972407,0.000650142465121828,0.0000945386010713701,0.0134896978202533,0.0016486116475601,0.000932241606286665,0.000122849625991139,0.00174618357273001,0.0000389276592646818,0,1
"Sg_YB34_1",0.0000106166343449132,0.00000859441827921546,0.00000556109418066883,0.000182504999929222,0.0000237610387719486,0.00000202221606569776,0.00000707775622994214,0.0000141555124598843,0.00012183851795829,0.00000303332409854663,0.00000404443213139551,0.000403432105106702,0.0000116277423777621,0.00000808886426279102,0.0000166832825420065,0.0000166832825420065,0.000173910581650007,0.0000389276592646818,0.00000556109418066883,0.0000773497645129392,0,0.000214860456980387,0.00000252777008212219,0.000214860456980387,0.0000379165512318329,0.0000116277423777621,0.00000101110803284888,0,0.0000197166066405531,0.0000995941412356145,0.0000480276315603217,0.00000101110803284888,0.0000202221606569776,0.0000824053046771835,0.0000252777008212219,0,0.00000454998614781995,0.0000187054986077042,0.000145094002713814,0.0000106166343449132,0.00000404443213139551,0.00000202221606569776,0.00000252777008212219,0.00000404443213139551,0.000331137880758007,0.00000353887811497107,0.0000535887257409905,0.0000465109695110484,0.00655703559302497,0.000012638850410611,0.0000894830609071257,0.0000176943905748554,0.0000894830609071257,0.000417082063550162,0.0000692609002501481,0.00147520661992651,0.000102627465334161,0.0000318499030347396,0.000668342409713108,0.000201210498536927,0.00000707775622994214,0.00389124926441891,0.000062183144020206,0.000986841440060505,0.000205760484684747,0.000326587894610188,0.0000743164404143925,0.000905952797432594,0.000313949044199577,0.000102627465334161,0.0000141555124598843,0.00127146835130746,0.0000920108309892479,0.00067997015209087,0.0000581387118888105,0.0000399387672975307,0.0000753275484472414,0.0000374109972154085,0.000213849348947538,0.000082910858693608,0.00117541308818682,0.00151261761714192,0.00191706083028147,0.0000202221606569776,0.000049544293609595,0.00053184282527851,0.000137005138451023,0.0000267943628704953,0.000142060678615267,0.00107733560900048,0.000078360872545788,0.0000505554016424439,0.000174416135666431,0.0000232554847555242,0.0000561164958231127,0.000355910027562805,0.00119512969482737,0.000365515553874869,0.0000818997506607591,0.0000232554847555242,0.0000475220775438973,0.0000818997506607591,0.000020727714673402,0.0000217388227062509,0.00000657220221351771,0.0000722942243486948,0.000205760484684747,0.000401409889041004,3,0.972222
"Sg_YB37_28",0.000135994030418174,0.000103133019350586,0.000070272008282997,0.000314454598216001,0.000181493891896374,0.000100099695252039,0.000261876980507859,0.000190088310175589,0.000821019722673289,0.0000313443490183152,0.000020727714673402,0.000295243545591872,0.000524259515032143,0.000174416135666431,0.000276032492967744,0.0000424665373796529,0.00280582479115564,0.000054094279757415,0.0000945386010713701,0.0000884719528742768,0.00000859441827921546,0.00125023508261764,0.0000444887534453506,0.000384221052482574,0.000054094279757415,0.0000252777008212219,0.0000384221052482574,0.0000192110526241287,0.0000298276869690419,0.0000591498199216593,0.000496454044128799,0.0000439831994289262,0.0000444887534453506,0.000251260346162946,0.000695642326600028,0.0000657220221351771,0.0000793719805786369,0.000106166343449132,0.000543976121672696,0.0000323554570511641,0.0000551053877902638,0.0000399387672975307,0.0000293221329526175,0.000133466260336052,0.000549537215853365,0.000041455429346804,0.000152171758943756,0.000168349487469338,0.00415059847484464,0.000151666204927332,0.00154598418222593,0.000376637742236207,0.000542459459623423,0.000798775345950613,0.000338721191004374,0.00232908735366739,0.000368043323956992,0.000174416135666431,0.00138269023492084,0.000153688420993029,0.0000571276038559616,0.00193475522085633,0.000408993199287371,0.00059453152331514,0.00320470691011452,0.00051819286683505,0.000233060401571666,0.00116732422392403,0.000462076371011937,0.000277549155017017,0.000265921412639255,0.000881180650627797,0.0012866349718002,0.00138319578893726,0.000322037908462368,0.000403937659123127,0.00145346779722026,0.000799786453983462,0.000278054709033441,0.00109149112146036,0.00345900058037601,0.00209248807398075,0.000590487091183745,0.00132910150917985,0.000436798670190715,0.00113193544277432,0.000309904612068181,0.000183516107962071,0.000885730636775617,0.00285536908476523,0.000558637188149005,0.00125427951474903,0.000756814362587385,0.000244688143949428,0.000118299639843319,0.000234071509604515,0.00274263053910258,0.00130887934852287,0.00174264469461504,0.00120776854523798,0.000784114279474305,0.000354393365513532,0.000233060401571666,0.00012638850410611,0.000343271177152194,0.000507576232490137,0.000390793254696091,0.00064913135708898,0,1
"Sg_YB41_11",0.0000904941689399746,0.0000839219667264569,0.0000192110526241287,0.000135994030418174,0.000101110803284888,0.0000733053323815436,0.0000818997506607591,0.0000389276592646818,0.000601609279545082,0.0000192110526241287,0.0000237610387719486,0.00142616788033334,0.000164810609354367,0.000157227299108,0.000170371703535036,0.0000252777008212219,0.000880169542594948,0.0000444887534453506,0.0000353887811497107,0.000119310747876168,0.00000252777008212219,0.000383209944449725,0.0000247721468047975,0.0000642053600859037,0.0000308387950018908,0.0000146610664763087,0.0000106166343449132,0.00000353887811497107,0.0000596553739380838,0.0000687553462337237,0.0000712831163158459,0.000041455429346804,0.0000116277423777621,0.000102121911317737,0.000105155235416283,0.0000505554016424439,0.000074821994430817,0.0000121332963941865,0.000168349487469338,0.0000257832548376464,0.0000343776731168618,0.0000278054709033441,0.0000505554016424439,0.0000278054709033441,0.000307376841986059,0.0000136499584434599,0.000129421828204656,0.0000859441827921546,0.00510862333596895,0.0000566220498395372,0.000358943351661352,0.0000768442104965147,0.000143071786648116,0.00017087725755146,0.0000798775345950613,0.0057880879340434,0.0000970663711534923,0.00017542724369928,0.000440337548305686,0.0000308387950018908,0.0000358943351661352,0.000578859348805983,0.000135994030418174,0.0000950441550877945,0.00100200806055324,0.000544481675689121,0.000146610664763087,0.000372593310104811,0.000136499584434599,0.000177449459764978,0.000100099695252039,0.000339226745020799,0.000219410443128206,0.000168855041485763,0.0000773497645129392,0.00027451583091847,0.000519709528884323,0.000331137880758007,0.000070272008282997,0.000385737714531847,0.00875569001045486,0.00435585340551297,0.00019817717443838,0.000152171758943756,0.000186549432060618,0.00103031908547301,0.0000889775068907012,0.000070272008282997,0.000300804639772541,0.000865508476118639,0.000108694113531254,0.000143071786648116,0.000244688143949428,0.000147116218779512,0.000100605249268463,0.0000768442104965147,0.001100591093756,0.000321026800429519,0.000578353794789558,0.000260360318458586,0.000156721745091576,0.0000480276315603217,0.000155205083042303,0.0000262888088540708,0.000101110803284888,0.000242160373867306,0.000219915997144631,0.000194638296323409,0,1
