"","D06","G22","G29","G31","G43","H03","H05","I02","I04","I06","I14","M08","M20","P02","P14","P23","X02","Y07","Y09","Y19","Z10","B02","B08","B09","B13","B15","B19","B23","B25","A12","A20","A22","A24","C04","C14","E04","E06","E07","G27","G37","G39","K15","K27","M02","M14","P27","X04","Z06","Z07","OA11r1","OA13r1","OA7r2","OA9r1","OB03r2","OB05r2","OB18r1","OB24r1","OM15r2","OM17r2","OM21r1","OG24B2A","zero_counts","sample_percent"
"Sg_K15_44",0.0000930219390220967,0.0000662275761516015,0.000119310747876168,0.000945386010713701,0.0000945386010713701,0.000189582756159165,0.000496454044128799,0.000146105110746663,0.0000940330470549456,0.00256770884941973,0.0000363998891825596,0.00137965691082229,0.00133415704934409,0.000137510692467447,0.0005626816202804,0.000243171481900155,0.0000363998891825596,0.000699686758731423,0.0000217388227062509,0.00279217483271218,0.00063548139864552,0.00691446228263705,0.00140645127369279,0.000746703282258896,0.0114836594830811,0.00302169635616887,0.00318246253339184,0.00881281761431082,0.00026996584477065,0.00559092186763787,0.000264404750589982,0.000375626634203358,0.000583409334953802,0.00785226498310439,0.00791950366728883,0.000332654542807281,0.00201159943135284,0.000154193975009454,0.000931230498253816,0.000460054154946239,0.00116631311589118,0.0145382168503176,0.026715496443933,0.0150215264900194,0.000420115387648709,0.00385535492925277,0.00154193975009454,0.000595542631347989,0.0022942041265341,0.00436394226977576,0.00140291239557782,0.0014211123401691,0.0134654312274649,0.0104553626136738,0.0123719178899389,0.00494482383464744,0.00252625342007292,0.00748169388906527,0.0100812526415197,0.00397820455524391,0.00125023508261764,0,1
"Sg_K36_16",0.000217388227062509,0.0000525776177081416,0.0000803830886114858,0.00422794823935758,0.000205254930668322,0.000693114556517906,0.000254293670261493,0.0000813941966443347,0.0000409498753303795,0.0126808113939742,0.0000106166343449132,0.0010384079497358,0.00672336286442861,0.0005626816202804,0.000713842271191308,0.000324060124528065,0.000057633157872386,0.00189734422364092,0.000036905443198984,0.0143511618642405,0.000386243268548271,0.0385965213839238,0.00444230314232154,0.00251361456966231,0.056188284493445,0.0104118849682613,0.0100276639157787,0.0495533935818906,0.000992402534241174,0.0206316594102814,0.000374109972154085,0.000515159542736503,0.000855397395790151,0.0303949185754701,0.0434144511604487,0.0013548847640175,0.00876681219881619,0.00027906581706629,0.00156923966698146,0.000831130803001778,0.00494229606456531,0.0199906169174552,0.146937252657697,0.0845948591223178,0.000958530415140736,0.0160629677638537,0.00551761653525633,0.00214203236759035,0.00279318594074502,0.0209440917924317,0.00218753222906855,0.00317285700707978,0.0729939111074262,0.0558637188149005,0.0667442523563873,0.014174217958492,0.0146059610885185,0.0813380801485115,0.0514016990659384,0.0191367361837143,0.00229875411268192,0,1
"Sg_K40_4",0.0000247721468047975,0.000788664265622125,0.00172545585805661,0.0000920108309892479,0.0000561164958231127,0.0000328610110675885,0.00222544878030038,0.00287710790747148,0.0149123268224717,0.0000131444044270354,0.0000146610664763087,0.0000970663711534923,0.000016177728525582,0.000221938213210329,0.000762881010784478,0.000435282008141442,0.0000146610664763087,0.000166832825420065,0.0000551053877902638,0.0000166832825420065,0.00492561278202331,0.0016652949301021,0.00759139911062937,0.000221432659193904,0.0000101110803284888,0.0000647109141023282,0.000922130525958176,0.000016177728525582,0.0000156721745091576,0.000335182312889403,0.000575320470691011,0.00000252777008212219,0.0026809529490988,0.000054094279757415,0.0000454998614781995,0.00000151666204927332,0.000159755069190123,0.0000308387950018908,0.000136499584434599,0.000134982922385325,0.0000222443767226753,0.0000884719528742768,0.000961563739239283,0.00000606664819709327,0.00000454998614781995,0.000247721468047975,0.0000490387395931706,0.000120321855909016,0.000843264099395964,0.000342260069119345,0.00224465983292451,0.00020727714673402,0.0000252777008212219,0.000131444044270354,0.0000121332963941865,0.00121332963941865,0.000000505554016424439,0.0000283110249197686,0.0000515665096752928,0.00373857195145873,0.0000449943074617751,0,1
"Sg_M02_5",0.00000303332409854663,0.00000657220221351771,0.00000808886426279102,0.0000935274930385212,0.0000141555124598843,0.0000151666204927332,0.0000520720636917172,0.000149138434845209,0.00000657220221351771,0.0000743164404143925,0.000054094279757415,0.0000192110526241287,0.000232049293538817,0.000168855041485763,0.0000262888088540708,0.000110716329596952,0.0000879663988578524,0.000188571648126316,0.00000151666204927332,0.000250754792146522,0.000134477368368901,0.000090999722956399,0.00061273146790642,0.0000839219667264569,0.000154699529025878,0.000737097755946832,0.00413138742222051,0.000131444044270354,0.0000156721745091576,0.000213849348947538,0.0000419609833632284,0.0000187054986077042,0.0000384221052482574,0.000175932797715705,0.000764903226850176,0.0000106166343449132,0.000511620664621532,0.0000227499307390997,0.0000889775068907012,0.000358437797644927,0.000229521523456695,0.000245193697965853,0.0002027271605862,0.0517520479993205,0.0000606664819709327,0.000915052769728234,0.0000500498476260195,0.0000798775345950613,0.00171585033174455,0.000151666204927332,0.000294232437559023,0.00143274008254686,0.00347821163300014,0.000165316163370792,0.000331137880758007,0.000227499307390997,0.0000808886426279102,0.0002027271605862,0.000494937382079526,0.000150655096894483,0.0000561164958231127,0,1
"Sg_M07_27",0.00000808886426279102,0.0000515665096752928,0.0000262888088540708,0.0000444887534453506,0.0000146610664763087,0.000074821994430817,0.0000712831163158459,0.0000606664819709327,0.000230532631489544,0.00000960552631206434,0.00000353887811497107,0.0000995941412356145,0.0000212332686898264,0.00000404443213139551,0.0000111221883613377,0.0000399387672975307,0.00000808886426279102,0.0000116277423777621,0.0000131444044270354,0,0.0000272999168869197,0.000012638850410611,0.0000551053877902638,0.000074821994430817,0.0000247721468047975,0.0000202221606569776,0.0000283110249197686,0.00000808886426279102,0.00000101110803284888,0.0000181999445912798,0.000191604972224862,0,0.0000323554570511641,0.0000136499584434599,0.0000222443767226753,0.000000505554016424439,0.0000222443767226753,0.00000454998614781995,0.0000176943905748554,0.0000187054986077042,0.0000151666204927332,0.000016177728525582,0.0000343776731168618,0.00000353887811497107,0.00000404443213139551,0.0000267943628704953,0.0000338721191004374,0.0000197166066405531,0.0000667331301680259,0.0000313443490183152,0.0000505554016424439,0.0000278054709033441,0.0000733053323815436,0.0000111221883613377,0.00000707775622994214,0.0000283110249197686,0,0.0000197166066405531,0.0000429720913960773,0.0000915052769728234,0.0000116277423777621,3,0.95082
"Sg_M07_39",0.0000808886426279102,0.00000657220221351771,0.000148632880828785,0.0000278054709033441,0.000940330470549456,0.000645086924957584,0.000663286869548864,0.0000202221606569776,0.00449134188191472,0.000535887257409905,0.0000116277423777621,0.00010363857336701,0.000343776731168618,0.000224971537308875,0.0012143407474515,0.00159957290796692,0.0000202221606569776,0.00366931105120858,0.000729514445700465,0.000016177728525582,0.000818491952591167,0.00000252777008212219,0.0000343776731168618,0.0000090999722956399,0.000390793254696091,0.000219915997144631,0.0000965608171370678,0.00000101110803284888,0.0000616775900037815,0.000105155235416283,0.0000136499584434599,0.00000151666204927332,0.0000480276315603217,0.0000616775900037815,0.000370571094039114,0.00000606664819709327,0.000339226745020799,0.000218399335095358,0.0000171888365584309,0.000272999168869197,0.000700697866764272,0.0000257832548376464,0.000664297977581713,0.00000202221606569776,0.00000252777008212219,0.0000181999445912798,0.000194638296323409,0.0000389276592646818,0.00000454998614781995,0.0000611720359873571,0.000700192312747848,0.0000722942243486948,0.00000202221606569776,0.0000187054986077042,0.000468648573225455,0.000057633157872386,0.000000505554016424439,0.000000505554016424439,0.00197519954217028,0.000211321578865415,0.000000505554016424439,0,1
"Sg_M12_6",0.000219915997144631,0.0000404443213139551,0.0000631942520530549,0.00152121203542114,0.000812930858410498,0.0000677442382008748,0.000412026523385918,0.0003827043904333,0.000105660789432708,0.00861261822380674,0.0000712831163158459,0.00100655804670106,0.000800292007999887,0.00041455429346804,0.00135185143991895,0.00118704083056458,0.000119816301892592,0.00302068524813602,0.0000727997783651192,0.000534876149377056,0.000341248961086496,0.0108208781675487,0.00263848641171915,0.00121181297736938,0.0804225218247669,0.017261636336796,0.0150705652296125,0.0181327059070953,0.00198682728454804,0.0458168438464976,0.000435787562157866,0.000246710360015126,0.00234728729825867,0.00178207790789615,0.00438517553846558,0.000216882673046084,0.00388265484613969,0.000196660512389107,0.00195093294938191,0.00118097418236749,0.00139077909918363,0.0393851856495459,0.00264050862778484,0.0352982869807707,0.000256315886327191,0.00868996798831968,0.00806611433205192,0.000998469182438267,0.0127733277789799,0.00845336870863304,0.0101131025445545,0.0174512190929552,0.018205000131444,0.0117379531533426,0.0374094805533592,0.038956475843618,0.00379367733924899,0.0188217760314819,0.0297589316228082,0.00827895257296661,0.000596048185364413,0,1
"Sg_OA11r1_9",0.00000101110803284888,0.0000131444044270354,0.00000758331024636658,0.000581387118888105,0.00000454998614781995,0.0000136499584434599,0.000618798116103513,0.0000267943628704953,0.0000101110803284888,0.0000960552631206434,0.0000090999722956399,0.0010591356644092,0.0000672386841844504,0.000342260069119345,0.0000631942520530549,0.000041455429346804,0.0000141555124598843,0.0000808886426279102,0.0000399387672975307,0.000062183144020206,0.000978247021781289,0.00298883534510128,0.0000854386287757302,0.0000824053046771835,0.00956154311263541,0.0000697664542665726,0.000109199667547679,0.00014458844869739,0.00000960552631206434,0.0103294796635841,0.000109199667547679,0.0000697664542665726,0.00122546293581284,0.00231341517915823,0.00167287824034847,0.0000556109418066883,0.00271937505434706,0.000750747714390292,0.0000647109141023282,0.0000374109972154085,0.0000404443213139551,0.00086904735423361,0.00328458444470958,0.000311926828133879,0.000177955013781402,0.00223859318472742,0.0000556109418066883,0.000662275761516015,0.0000940330470549456,0.0108112726412366,0.000139532908533145,0.000062183144020206,0.000203738268619049,0.000191604972224862,0.00014458844869739,0.000141049570582418,0.0000530831717245661,0.000190088310175589,0.000272493614852773,0.000090999722956399,0.0000869552908250035,0,1
"Sg_OB03r2_39",0.0000090999722956399,0.00000505554016424439,0.0000146610664763087,0.000209804916816142,0.0000662275761516015,0.0000525776177081416,0.0000470165235274728,0.0000262888088540708,0.00000707775622994214,0.000724964459552645,0.0000535887257409905,0.000138521800500296,0.000323554570511641,0.0000439831994289262,0.0000904941689399746,0.000131949598286779,0.0000136499584434599,0.000154699529025878,0.0000212332686898264,0.000888763960874164,0.0000520720636917172,0.00179724452838888,0.000300299085756117,0.000454493060765571,0.00359853348890916,0.000969147049485649,0.000966619279403527,0.00212737130111404,0.0000758331024636658,0.00203991045627261,0.0000636998060694793,0.000273504722885621,0.000212838240914689,0.00212130465291695,0.00240188713203251,0.000124871842056836,0.000579364902822407,0.0000965608171370678,0.000293726883542599,0.0000874608448414279,0.000435282008141442,0.00132505707704845,0.00529719498409527,0.00438770330854771,0.000244182589933004,0.00115974091367766,0.000677947936025173,0.00023457706362094,0.000367032215924143,0.00175174466691068,0.00026996584477065,0.000352371149447834,0.00395090463835699,0.00661214098081524,0.0027886359545972,0.00132404596901561,0.00072092002742125,0.00393472690983141,0.00311926828133879,0.0011233410244951,0.000774003199145816,0,1
"Sg_OB05r2_38",0.000123355180007563,0.0000171888365584309,0.0000247721468047975,0.00156974522099788,0.0000116277423777621,0.000676936827992324,0.000754286592505263,0.000592003753233018,0.000731536661766163,0.0000692609002501481,0.000440337548305686,0.00159805624591765,0.000787147603572851,0.000257326994360039,0.0036490888905516,0.000284121357230535,0.00020727714673402,0.0018225222292101,0.0000626886980366304,0.0000697664542665726,0.000547514999787667,0.00532651711704789,0.0035166337382484,0.00142060678615267,0.000309399058051757,0.0122212627930444,0.015204537043965,0.00664095755975143,0.000682497922172992,0.00552772761558481,0.000525776177081416,0.000976730359732016,0.00282756361386189,0.00695035661780319,0.0057198381418261,0.000393321024778213,0.00361218344735262,0.00038725437658112,0.00199896058094223,0.00106166343449132,0.000791697589720671,0.0234390008634863,0.0058603821583921,0.00268398627319735,0.000303837963871088,0.00552722206156839,0.0000525776177081416,0.00146812886369657,0.00482652419480412,0.00389478814253388,0.0024574980738392,0.0027947026027943,0.013859763360276,0.0138188134849456,0.0125427951474903,0.0109786110206731,0.00116176312974336,0.000223960429276026,0.00473704113389699,0.000726481121601919,0.000465109695110484,0,1
"Sg_OB24r1_18",0.000297771315673994,0.000162788393288669,0.000188571648126316,0.00823547492755411,0.000261371426491435,0.00505301239416227,0.00282958582992758,0.0013528625479518,0.000168855041485763,0.00289935228419416,0.000352876703464258,0.00135690698008319,0.00209248807398075,0.00130786824049002,0.0282346862632885,0.00143071786648116,0.00248429243670969,0.00318195697937542,0.000123355180007563,0.0063507695543238,0.00237559832317844,0.00788613710220482,0.0145326557561369,0.00565411611969092,0.0043255201645275,0.00285638019279808,0.0308008784506589,0.0195406738428374,0.0139184076261812,0.0141524791357857,0.0018245444452758,0.00157935074730995,0.000695136772583603,0.00431793685428113,0.0484988079036293,0.00144133450082608,0.0053164060367194,0.0060777703854546,0.00440236437502401,0.00246154250597059,0.00136752361442811,0.0491843391499008,0.0120503855354929,0.037963062201344,0.000936286038418061,0.0015080676309941,0.00990835316790258,0.0102915631123523,0.0295223323431215,0.0105408012424496,0.0177752792174833,0.00835984121559452,0.00863233483044729,0.0431465075317437,0.0323241127021458,0.032750800292008,0.156489190244021,0.0101095636664395,0.0439088829885118,0.0115271371284936,0.00233212067776594,0,1
"Sg_OM21r1_55",0.0000434776454125017,0.000600598171512233,0.000164810609354367,0.000142566232631692,0.0000146610664763087,0.0000409498753303795,0.00133415704934409,0.00165417274174076,0.00171433366969527,0.0000136499584434599,0.00000252777008212219,0.000111221883613377,0.0000869552908250035,0.0000889775068907012,0.0000515665096752928,0.00018907720214274,0.0000743164404143925,0.000456009722814844,0.0000293221329526175,0.0000187054986077042,0.000262382534524284,0.000170371703535036,0.00290895781050622,0.000107177451481981,0.0000151666204927332,0.0000439831994289262,0.000115266315744772,0.0000090999722956399,0.0000313443490183152,0.000103133019350586,0.00102728576137446,0.00000606664819709327,0.00361117233931977,0.000028816578936193,0.0000652164681187526,0.00000960552631206434,0.00013093849025393,0.0000556109418066883,0.000100099695252039,0.000113244099679074,0.0000363998891825596,0.0000444887534453506,0.0000449943074617751,0.0000156721745091576,0.00000556109418066883,0.0000626886980366304,0.0000252777008212219,0.0000237610387719486,0.000510609556588683,0.0000727997783651192,0.000274010276902046,0.00111727437629801,0.000016177728525582,0.0000677442382008748,0.0000444887534453506,0.000282604695181261,0.00000303332409854663,0.0000247721468047975,0.0000318499030347396,0.0209334751580867,0.000012638850410611,0,1
"Sg_YB34_1",0.0000733053323815436,0.0000434776454125017,0.0000257832548376464,0.000136499584434599,0.0000611720359873571,0.00000353887811497107,0.0000626886980366304,0.0000475220775438973,0.0000465109695110484,0.0000935274930385212,0.00000353887811497107,0.000114255207711923,0.000272493614852773,0.0000156721745091576,0.00032001569239667,0.000115771869761197,0.0000348832271332863,0.000805347548164131,0.00000606664819709327,0.000176943905748554,0.000293726883542599,0.000442359764371384,0.00070727006897779,0.0000738108863979681,0.000277043601000592,0.000182504999929222,0.000255304778294342,0.000106166343449132,0.000458031938880542,0.00014458844869739,0.0000374109972154085,0.0000166832825420065,0.0000551053877902638,0.00156671189689934,0.000264404750589982,0.0000156721745091576,0.000315971260265274,0.00000758331024636658,0.000526787285114265,0.0000899886149235501,0.000106166343449132,0.00117844641228537,0.000223960429276026,0.00325071232560914,0.000049544293609595,0.00227903750604137,0.0000379165512318329,0.0000844275207428813,0.000157227299108,0.000213343794931113,0.000629920304464851,0.000302321301821814,0.00337153973553458,0.000701708974797121,0.000118299639843319,0.000312937936166728,0.0000465109695110484,0.00280633034517206,0.00281593587148412,0.000319004584363821,0.000888258406857739,0,1
"Sg_YB37_28",0.0000859441827921546,0.000122849625991139,0.000177955013781402,0.00234930951432437,0.000167338379436489,0.000125377396073261,0.000468648573225455,0.000238621495752335,0.000551053877902638,0.000621325886185635,0.000524765069048568,0.000564198282329674,0.00121939628761575,0.000285638019279808,0.000913030553662537,0.000179471675830676,0.000159249515173698,0.000366021107891294,0.0000308387950018908,0.000504037354375166,0.000735075539881134,0.000929208282188119,0.00132354041499918,0.000782597617425031,0.00112485768654438,0.000613237021922844,0.00194537185520124,0.000657725775368195,0.000274010276902046,0.00441904765756602,0.000385232160515422,0.00106520231260629,0.000600092617495809,0.00188976091339455,0.00375626634203358,0.000421632049697982,0.00423148711747255,0.000861969598003668,0.00127753499950456,0.000376132188219783,0.000515665096752928,0.00321835686855798,0.00108087448711545,0.0128142776543103,0.000466626357159757,0.00265567524827758,0.000753275484472414,0.00124619065048624,0.00203991045627261,0.00326284562200333,0.00219359887726564,0.000945891564730125,0.00201159943135284,0.000668342409713108,0.00460408042757736,0.00993716974683877,0.000385737714531847,0.00187358318486897,0.00561114402829485,0.00392461582950292,0.0010571134483435,0,1
"Sg_YB41_11",0.0000379165512318329,0.0000601609279545082,0.0000611720359873571,0.00092364718800745,0.0000753275484472414,0.0000303332409854663,0.00017087725755146,0.0000899886149235501,0.0000844275207428813,0.000357932243628503,0.0000217388227062509,0.00105054124612998,0.000324060124528065,0.000597059293397262,0.000259854764442162,0.000160766177222972,0.0000556109418066883,0.000165821717387216,0.0000106166343449132,0.00118653527654816,0.000163799501321518,0.00201412720143496,0.000451459736667024,0.000205254930668322,0.000496454044128799,0.000222949321243178,0.000598070401430111,0.000218904889111782,0.0000278054709033441,0.0134937422523847,0.000102627465334161,0.000186549432060618,0.00115923535966124,0.00294586325370521,0.00491600725571124,0.0000738108863979681,0.00124770731253552,0.000176438351732129,0.000332148988790856,0.000350348933382136,0.00121939628761575,0.00818087509378027,0.000436293116174291,0.00414099294853258,0.000173405027633583,0.00373351641129448,0.000230532631489544,0.000829614140952504,0.000994424750306871,0.00752921596660917,0.000632448074546973,0.0017770223677319,0.00062183144020206,0.000310410166084605,0.00154901750632448,0.0032891344308574,0.0000424665373796529,0.000903930581366897,0.00164102833731373,0.00143931228476038,0.000163293947305094,0,1
