node_id	Domain	Phylum	Class	Order	Family	Genus	Species	Abundance
Sg_EB10_11	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	0.000648564673992138
Sg_EB13_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	0.00389724487071173
Sg_EB21_10	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__	0.00053184282527851
Sg_EM03_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A pullistercoris	0.000647014969196693
Sg_EM12_46	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes avistercoris	0.000711159200202179
Sg_EM12_61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E sp003526955	0.00319724255375437
Sg_EM22_6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter kobei	0.0012250697271334
Sg_EM25_40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus sp000435195	0.000586723522394807
Sg_EM30_38	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri_A	0.00713407098224229
Sg_EM34_4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	0.0733439180483854
Sg_G06_9	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium faecium	0.00180427602477418
Sg_G09_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii	0.00524991907501035
Sg_G10_35	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella sp003436425	0.000696557610668979
