edge_id	source	target	corr	weight	p	p.adjust	cor_type	pairs
edge_199	Sg_CM17_7	Sg_C04_33	0.6194	0.6194	0.001	0.001	Positive	Sg_CM17_7__Sg_C04_33__Positive
edge_200	Sg_CM17_7	Sg_CA9_20	-0.6093	0.6093	0.001	0.001	Negative	Sg_CM17_7__Sg_CA9_20__Negative
edge_201	Sg_CM17_7	Sg_CK52A_43	0.802	0.802	0.001	0.001	Positive	Sg_CM17_7__Sg_CK52A_43__Positive
edge_202	Sg_CM21_57	Gp_MJ2_113	0.647	0.647	0.001	0.001	Positive	Sg_CM21_57__Gp_MJ2_113__Positive
edge_203	Sg_CM21_57	Gp_MJ3_477	0.6401	0.6401	0.001	0.001	Positive	Sg_CM21_57__Gp_MJ3_477__Positive
edge_204	Sg_CM21_57	Sg_B07_62	0.5573	0.5573	0.001	0.001	Positive	Sg_CM21_57__Sg_B07_62__Positive
edge_205	Sg_CM21_57	Sg_B08_36	0.5739	0.5739	0.001	0.001	Positive	Sg_CM21_57__Sg_B08_36__Positive
edge_206	Sg_CM21_57	Sg_B14_13	0.5909	0.5909	0.001	0.001	Positive	Sg_CM21_57__Sg_B14_13__Positive
edge_207	Sg_CM21_57	Sg_B15_23	0.8049	0.8049	0.001	0.001	Positive	Sg_CM21_57__Sg_B15_23__Positive
edge_208	Sg_CM21_57	Sg_CA25_21	0.5529	0.5529	0.001	0.001	Positive	Sg_CM21_57__Sg_CA25_21__Positive
edge_209	Sg_CM21_57	Sg_CD24A_10	0.5673	0.5673	0.001	0.001	Positive	Sg_CM21_57__Sg_CD24A_10__Positive
edge_210	Sg_CM21_57	Sg_CD30A_34	0.7543	0.7543	0.001	0.001	Positive	Sg_CM21_57__Sg_CD30A_34__Positive
edge_211	Sg_CM21_57	Sg_CE19A_29	0.4492	0.4492	0.001	0.001	Positive	Sg_CM21_57__Sg_CE19A_29__Positive
edge_212	Sg_CM21_57	Sg_CK05A_18	0.6653	0.6653	0.001	0.001	Positive	Sg_CM21_57__Sg_CK05A_18__Positive
edge_213	Sg_CM21_57	Sg_CK52A_74	0.5402	0.5402	0.001	0.001	Positive	Sg_CM21_57__Sg_CK52A_74__Positive
edge_214	Sg_CM21_57	Sg_CM21_15	0.536	0.536	0.001	0.001	Positive	Sg_CM21_57__Sg_CM21_15__Positive
edge_215	Sg_CM29A_16	Sg_B03_29	0.6849	0.6849	0.001	0.001	Positive	Sg_CM29A_16__Sg_B03_29__Positive
edge_216	Sg_CM29A_16	Sg_B07_50	0.6905	0.6905	0.001	0.001	Positive	Sg_CM29A_16__Sg_B07_50__Positive
edge_217	Sg_CM29A_16	Sg_B15_52	-0.4069	0.4069	0.001	0.001	Negative	Sg_CM29A_16__Sg_B15_52__Negative
edge_218	Sg_CM29A_16	Sg_B19_58	0.5668	0.5668	0.001	0.001	Positive	Sg_CM29A_16__Sg_B19_58__Positive
edge_219	Sg_CM29A_16	Sg_B26_4	0.6893	0.6893	0.001	0.001	Positive	Sg_CM29A_16__Sg_B26_4__Positive
edge_220	Sg_CM29A_16	Sg_CK05A_46	0.7032	0.7032	0.001	0.001	Positive	Sg_CM29A_16__Sg_CK05A_46__Positive
edge_221	Sg_CM29A_16	Sg_CK52A_43	0.7173	0.7173	0.001	0.001	Positive	Sg_CM29A_16__Sg_CK52A_43__Positive
edge_222	Sg_CM29A_16	Sg_CM17_7	0.712	0.712	0.001	0.001	Positive	Sg_CM29A_16__Sg_CM17_7__Positive
edge_223	Sg_CM30A_3	Sg_B26_38	0.8774	0.8774	0.001	0.001	Positive	Sg_CM30A_3__Sg_B26_38__Positive
edge_224	Sg_CM31A_43	Gp_MJ4_65	0.5299	0.5299	0.001	0.001	Positive	Sg_CM31A_43__Gp_MJ4_65__Positive
edge_225	Sg_CM31A_43	Sg_A19_11	0.5756	0.5756	0.001	0.001	Positive	Sg_CM31A_43__Sg_A19_11__Positive
edge_226	Sg_CM31A_43	Sg_A22_8	0.5834	0.5834	0.001	0.001	Positive	Sg_CM31A_43__Sg_A22_8__Positive
edge_227	Sg_CM31A_43	Sg_B15_22	0.8397	0.8397	0.001	0.001	Positive	Sg_CM31A_43__Sg_B15_22__Positive
edge_228	Sg_CM31A_43	Sg_CA11_52	0.9458	0.9458	0.001	0.001	Positive	Sg_CM31A_43__Sg_CA11_52__Positive
edge_229	Sg_CM31A_52	Gp_YAB_339	0.7741	0.7741	0.001	0.001	Positive	Sg_CM31A_52__Gp_YAB_339__Positive
edge_230	Sg_CM31A_52	Sg_A11_12	0.9224	0.9224	0.001	0.001	Positive	Sg_CM31A_52__Sg_A11_12__Positive
edge_231	Sg_CM31A_52	Sg_A11_2	0.6891	0.6891	0.001	0.001	Positive	Sg_CM31A_52__Sg_A11_2__Positive
edge_232	Sg_CM31A_52	Sg_B25_38	0.8208	0.8208	0.001	0.001	Positive	Sg_CM31A_52__Sg_B25_38__Positive
edge_233	Sg_CM31A_52	Sg_C03_36	0.5628	0.5628	0.001	0.001	Positive	Sg_CM31A_52__Sg_C03_36__Positive
edge_234	Sg_CM31A_52	Sg_CG50A_74	0.8424	0.8424	0.001	0.001	Positive	Sg_CM31A_52__Sg_CG50A_74__Positive
edge_235	Sg_CM32A_26	Sg_CG50A_22	0.6027	0.6027	0.001	0.001	Positive	Sg_CM32A_26__Sg_CG50A_22__Positive
edge_236	Sg_CM32A_49	Sg_A22_3	0.4669	0.4669	0.001	0.001	Positive	Sg_CM32A_49__Sg_A22_3__Positive
edge_237	Sg_CM32A_49	Sg_B03_29	-0.4507	0.4507	0.001	0.001	Negative	Sg_CM32A_49__Sg_B03_29__Negative
edge_238	Sg_CM32A_49	Sg_CE19A_36	0.4705	0.4705	0.001	0.001	Positive	Sg_CM32A_49__Sg_CE19A_36__Positive
edge_239	Sg_CM33A_60	Sg_B03_29	0.7326	0.7326	0.001	0.001	Positive	Sg_CM33A_60__Sg_B03_29__Positive
edge_240	Sg_CM33A_60	Sg_B07_50	0.7282	0.7282	0.001	0.001	Positive	Sg_CM33A_60__Sg_B07_50__Positive
edge_241	Sg_CM33A_60	Sg_B15_35	-0.5587	0.5587	0.001	0.001	Negative	Sg_CM33A_60__Sg_B15_35__Negative
edge_242	Sg_CM33A_60	Sg_B19_58	0.6331	0.6331	0.001	0.001	Positive	Sg_CM33A_60__Sg_B19_58__Positive
edge_243	Sg_CM33A_60	Sg_CK05A_46	0.7231	0.7231	0.001	0.001	Positive	Sg_CM33A_60__Sg_CK05A_46__Positive
edge_244	Sg_CM33A_60	Sg_CK52A_43	0.7355	0.7355	0.001	0.001	Positive	Sg_CM33A_60__Sg_CK52A_43__Positive
edge_245	Sg_CM33A_60	Sg_CM17_7	0.7355	0.7355	0.001	0.001	Positive	Sg_CM33A_60__Sg_CM17_7__Positive
edge_246	Sg_CM33A_60	Sg_CM29A_16	0.7775	0.7775	0.001	0.001	Positive	Sg_CM33A_60__Sg_CM29A_16__Positive
edge_247	Sg_CM35A_15	Sg_B03_29	0.5497	0.5497	0.001	0.001	Positive	Sg_CM35A_15__Sg_B03_29__Positive
edge_248	Sg_CM35A_15	Sg_B07_50	0.7525	0.7525	0.001	0.001	Positive	Sg_CM35A_15__Sg_B07_50__Positive
edge_249	Sg_CM35A_15	Sg_B26_4	0.6938	0.6938	0.001	0.001	Positive	Sg_CM35A_15__Sg_B26_4__Positive
edge_250	Sg_CM35A_15	Sg_CM17_58	0.6597	0.6597	0.001	0.001	Positive	Sg_CM35A_15__Sg_CM17_58__Positive
edge_251	Sg_CM35A_15	Sg_CM29A_16	0.7151	0.7151	0.001	0.001	Positive	Sg_CM35A_15__Sg_CM29A_16__Positive
edge_252	Sg_CM35A_15	Sg_CM33A_60	0.7206	0.7206	0.001	0.001	Positive	Sg_CM35A_15__Sg_CM33A_60__Positive
edge_253	Sg_D02_32	Gp_MJ1_272	0.6895	0.6895	0.001	0.001	Positive	Sg_D02_32__Gp_MJ1_272__Positive
edge_254	Sg_D02_32	Sg_A22_19	0.5759	0.5759	0.001	0.001	Positive	Sg_D02_32__Sg_A22_19__Positive
edge_255	Sg_D02_32	Sg_A22_3	0.5702	0.5702	0.001	0.001	Positive	Sg_D02_32__Sg_A22_3__Positive
edge_256	Sg_D02_32	Sg_A22_8	0.7746	0.7746	0.001	0.001	Positive	Sg_D02_32__Sg_A22_8__Positive
edge_257	Sg_D02_32	Sg_A27_31	0.6518	0.6518	0.001	0.001	Positive	Sg_D02_32__Sg_A27_31__Positive
edge_258	Sg_D02_32	Sg_B03_29	-0.6217	0.6217	0.001	0.001	Negative	Sg_D02_32__Sg_B03_29__Negative
edge_259	Sg_D02_32	Sg_B15_22	0.5383	0.5383	0.001	0.001	Positive	Sg_D02_32__Sg_B15_22__Positive
edge_260	Sg_D02_32	Sg_B15_35	0.7083	0.7083	0.001	0.001	Positive	Sg_D02_32__Sg_B15_35__Positive
edge_261	Sg_D02_32	Sg_CA11_52	0.5667	0.5667	0.001	0.001	Positive	Sg_D02_32__Sg_CA11_52__Positive
edge_262	Sg_D02_32	Sg_CA9_20	0.7037	0.7037	0.001	0.001	Positive	Sg_D02_32__Sg_CA9_20__Positive
edge_263	Sg_D02_32	Sg_CM17_7	-0.6329	0.6329	0.001	0.001	Negative	Sg_D02_32__Sg_CM17_7__Negative
edge_264	Sg_D02_32	Sg_CM31A_43	0.5709	0.5709	0.001	0.001	Positive	Sg_D02_32__Sg_CM31A_43__Positive
edge_265	Sg_D02_9	Gp_MJ1_12	0.5979	0.5979	0.001	0.001	Positive	Sg_D02_9__Gp_MJ1_12__Positive
edge_266	Sg_D02_9	Gp_NH_148	0.6711	0.6711	0.001	0.001	Positive	Sg_D02_9__Gp_NH_148__Positive
edge_267	Sg_D02_9	Sg_A27_31	0.7265	0.7265	0.001	0.001	Positive	Sg_D02_9__Sg_A27_31__Positive
edge_268	Sg_D02_9	Sg_B04_2	0.6497	0.6497	0.001	0.001	Positive	Sg_D02_9__Sg_B04_2__Positive
edge_269	Sg_D02_9	Sg_CA25_21	-0.5303	0.5303	0.001	0.001	Negative	Sg_D02_9__Sg_CA25_21__Negative
edge_270	Sg_D03_78	Sg_C02_30	0.6293	0.6293	0.001	0.001	Positive	Sg_D03_78__Sg_C02_30__Positive
edge_271	Sg_D03_78	Sg_CA11_3	0.6025	0.6025	0.001	0.001	Positive	Sg_D03_78__Sg_CA11_3__Positive
edge_272	Sg_D09_14	Gp_YAB_339	0.7099	0.7099	0.001	0.001	Positive	Sg_D09_14__Gp_YAB_339__Positive
edge_273	Sg_D09_14	Sg_A11_12	0.8574	0.8574	0.001	0.001	Positive	Sg_D09_14__Sg_A11_12__Positive
edge_274	Sg_D09_14	Sg_A11_2	0.7325	0.7325	0.001	0.001	Positive	Sg_D09_14__Sg_A11_2__Positive
edge_275	Sg_D09_14	Sg_B25_38	0.8594	0.8594	0.001	0.001	Positive	Sg_D09_14__Sg_B25_38__Positive
edge_276	Sg_D09_14	Sg_C03_36	0.6437	0.6437	0.001	0.001	Positive	Sg_D09_14__Sg_C03_36__Positive
edge_277	Sg_D09_14	Sg_CG50A_74	0.8206	0.8206	0.001	0.001	Positive	Sg_D09_14__Sg_CG50A_74__Positive
edge_278	Sg_D09_14	Sg_CM31A_52	0.8806	0.8806	0.001	0.001	Positive	Sg_D09_14__Sg_CM31A_52__Positive
edge_279	Sg_D10_17	Gp_MJ2_113	0.6213	0.6213	0.001	0.001	Positive	Sg_D10_17__Gp_MJ2_113__Positive
edge_280	Sg_D10_17	Gp_MJ3_477	0.6094	0.6094	0.001	0.001	Positive	Sg_D10_17__Gp_MJ3_477__Positive
edge_281	Sg_D10_17	Sg_B07_12	0.508	0.508	0.001	0.001	Positive	Sg_D10_17__Sg_B07_12__Positive
edge_282	Sg_D10_17	Sg_B08_36	0.582	0.582	0.001	0.001	Positive	Sg_D10_17__Sg_B08_36__Positive
edge_283	Sg_D10_17	Sg_B14_13	0.4787	0.4787	0.001	0.001	Positive	Sg_D10_17__Sg_B14_13__Positive
edge_284	Sg_D10_17	Sg_B15_23	0.9053	0.9053	0.001	0.001	Positive	Sg_D10_17__Sg_B15_23__Positive
edge_285	Sg_D10_17	Sg_CA25_21	0.4582	0.4582	0.001	0.001	Positive	Sg_D10_17__Sg_CA25_21__Positive
edge_286	Sg_D10_17	Sg_CD24A_10	0.5199	0.5199	0.001	0.001	Positive	Sg_D10_17__Sg_CD24A_10__Positive
edge_287	Sg_D10_17	Sg_CD30A_34	0.7227	0.7227	0.001	0.001	Positive	Sg_D10_17__Sg_CD30A_34__Positive
edge_288	Sg_D10_17	Sg_CK05A_18	0.5728	0.5728	0.001	0.001	Positive	Sg_D10_17__Sg_CK05A_18__Positive
edge_289	Sg_D10_17	Sg_CK52A_74	0.4909	0.4909	0.001	0.001	Positive	Sg_D10_17__Sg_CK52A_74__Positive
edge_290	Sg_D10_17	Sg_CM21_15	0.5036	0.5036	0.001	0.001	Positive	Sg_D10_17__Sg_CM21_15__Positive
edge_291	Sg_D10_17	Sg_CM21_57	0.8026	0.8026	0.001	0.001	Positive	Sg_D10_17__Sg_CM21_57__Positive
edge_292	Sg_D18_45	Gp_MJ1_12	0.6154	0.6154	0.001	0.001	Positive	Sg_D18_45__Gp_MJ1_12__Positive
edge_293	Sg_D18_45	Sg_A22_8	0.6551	0.6551	0.001	0.001	Positive	Sg_D18_45__Sg_A22_8__Positive
edge_294	Sg_D18_45	Sg_A27_31	0.7683	0.7683	0.001	0.001	Positive	Sg_D18_45__Sg_A27_31__Positive
edge_295	Sg_D18_45	Sg_B04_2	0.6396	0.6396	0.001	0.001	Positive	Sg_D18_45__Sg_B04_2__Positive
edge_296	Sg_D18_45	Sg_CA9_20	0.7016	0.7016	0.001	0.001	Positive	Sg_D18_45__Sg_CA9_20__Positive
edge_297	Sg_E04_12	Gp_MJ1_272	0.5409	0.5409	0.001	0.001	Positive	Sg_E04_12__Gp_MJ1_272__Positive
edge_298	Sg_E04_12	Gp_MJ1_444	0.5441	0.5441	0.001	0.001	Positive	Sg_E04_12__Gp_MJ1_444__Positive
edge_299	Sg_E04_12	Sg_A22_19	0.6872	0.6872	0.001	0.001	Positive	Sg_E04_12__Sg_A22_19__Positive
edge_300	Sg_E04_12	Sg_A22_3	0.6994	0.6994	0.001	0.001	Positive	Sg_E04_12__Sg_A22_3__Positive
edge_301	Sg_E04_12	Sg_A22_8	0.6558	0.6558	0.001	0.001	Positive	Sg_E04_12__Sg_A22_8__Positive
edge_302	Sg_E04_12	Sg_B03_29	-0.6414	0.6414	0.001	0.001	Negative	Sg_E04_12__Sg_B03_29__Negative
edge_303	Sg_E04_12	Sg_B15_35	0.7039	0.7039	0.001	0.001	Positive	Sg_E04_12__Sg_B15_35__Positive
edge_304	Sg_E04_12	Sg_B25_10	0.6426	0.6426	0.001	0.001	Positive	Sg_E04_12__Sg_B25_10__Positive
edge_305	Sg_E04_12	Sg_C02_30	-0.3978	0.3978	0.001	0.001	Negative	Sg_E04_12__Sg_C02_30__Negative
edge_306	Sg_E04_12	Sg_C04_33	-0.5127	0.5127	0.001	0.001	Negative	Sg_E04_12__Sg_C04_33__Negative
edge_307	Sg_E04_12	Sg_CA9_20	0.5799	0.5799	0.001	0.001	Positive	Sg_E04_12__Sg_CA9_20__Positive
edge_308	Sg_E04_12	Sg_CE19A_36	0.4933	0.4933	0.001	0.001	Positive	Sg_E04_12__Sg_CE19A_36__Positive
edge_309	Sg_E04_12	Sg_D02_32	0.7233	0.7233	0.001	0.001	Positive	Sg_E04_12__Sg_D02_32__Positive
edge_310	Sg_E06_10	Sg_B03_29	0.5689	0.5689	0.001	0.001	Positive	Sg_E06_10__Sg_B03_29__Positive
edge_311	Sg_E06_10	Sg_CK52A_43	0.6861	0.6861	0.001	0.001	Positive	Sg_E06_10__Sg_CK52A_43__Positive
edge_312	Sg_E06_10	Sg_CM17_7	0.7406	0.7406	0.001	0.001	Positive	Sg_E06_10__Sg_CM17_7__Positive
edge_313	Sg_E06_10	Sg_CM33A_60	0.6888	0.6888	0.001	0.001	Positive	Sg_E06_10__Sg_CM33A_60__Positive
edge_314	Sg_E06_10	Sg_CM35A_15	0.6807	0.6807	0.001	0.001	Positive	Sg_E06_10__Sg_CM35A_15__Positive
edge_315	Sg_E06_24	Sg_B19_40	0.771	0.771	0.001	0.001	Positive	Sg_E06_24__Sg_B19_40__Positive
edge_316	Sg_E06_24	Sg_CB03_47	0.6105	0.6105	0.001	0.001	Positive	Sg_E06_24__Sg_CB03_47__Positive
edge_317	Sg_E10_50	Gp_MJ1_12	0.7054	0.7054	0.001	0.001	Positive	Sg_E10_50__Gp_MJ1_12__Positive
edge_318	Sg_E10_50	Gp_MJ4_197	0.7031	0.7031	0.001	0.001	Positive	Sg_E10_50__Gp_MJ4_197__Positive
edge_319	Sg_E10_50	Sg_A22_8	0.7298	0.7298	0.001	0.001	Positive	Sg_E10_50__Sg_A22_8__Positive
edge_320	Sg_E10_50	Sg_A27_31	0.7051	0.7051	0.001	0.001	Positive	Sg_E10_50__Sg_A27_31__Positive
edge_321	Sg_E10_50	Sg_CA11_52	0.535	0.535	0.001	0.001	Positive	Sg_E10_50__Sg_CA11_52__Positive
edge_322	Sg_E10_50	Sg_CA9_20	0.7274	0.7274	0.001	0.001	Positive	Sg_E10_50__Sg_CA9_20__Positive
edge_323	Sg_E10_50	Sg_CM32A_49	0.5121	0.5121	0.001	0.001	Positive	Sg_E10_50__Sg_CM32A_49__Positive
edge_324	Sg_E10_50	Sg_D02_32	0.6528	0.6528	0.001	0.001	Positive	Sg_E10_50__Sg_D02_32__Positive
edge_325	Sg_E10_50	Sg_D18_45	0.6413	0.6413	0.001	0.001	Positive	Sg_E10_50__Sg_D18_45__Positive
edge_326	Sg_EA47_17	Gp_YAB_339	0.5609	0.5609	0.001	0.001	Positive	Sg_EA47_17__Gp_YAB_339__Positive
edge_327	Sg_EA47_17	Sg_A11_12	0.7208	0.7208	0.001	0.001	Positive	Sg_EA47_17__Sg_A11_12__Positive
edge_328	Sg_EA47_17	Sg_A11_2	0.6964	0.6964	0.001	0.001	Positive	Sg_EA47_17__Sg_A11_2__Positive
edge_329	Sg_EA47_17	Sg_B25_38	0.7712	0.7712	0.001	0.001	Positive	Sg_EA47_17__Sg_B25_38__Positive
edge_330	Sg_EA47_17	Sg_C03_36	0.5488	0.5488	0.001	0.001	Positive	Sg_EA47_17__Sg_C03_36__Positive
edge_331	Sg_EA47_17	Sg_CG50A_74	0.668	0.668	0.001	0.001	Positive	Sg_EA47_17__Sg_CG50A_74__Positive
edge_332	Sg_EA47_17	Sg_CM31A_52	0.6455	0.6455	0.001	0.001	Positive	Sg_EA47_17__Sg_CM31A_52__Positive
edge_333	Sg_EA47_17	Sg_D09_14	0.7429	0.7429	0.001	0.001	Positive	Sg_EA47_17__Sg_D09_14__Positive
edge_334	Sg_EA47_9	Sg_D18_45	0.4962	0.4962	0.001	0.001	Positive	Sg_EA47_9__Sg_D18_45__Positive
edge_335	Sg_EA57_9	Gp_MJ4_65	0.534	0.534	0.001	0.001	Positive	Sg_EA57_9__Gp_MJ4_65__Positive
edge_336	Sg_EA57_9	Sg_A19_11	0.5476	0.5476	0.001	0.001	Positive	Sg_EA57_9__Sg_A19_11__Positive
edge_337	Sg_EA57_9	Sg_A22_8	0.5913	0.5913	0.001	0.001	Positive	Sg_EA57_9__Sg_A22_8__Positive
edge_338	Sg_EA57_9	Sg_B03_29	-0.5156	0.5156	0.001	0.001	Negative	Sg_EA57_9__Sg_B03_29__Negative
edge_339	Sg_EA57_9	Sg_B15_22	0.8066	0.8066	0.001	0.001	Positive	Sg_EA57_9__Sg_B15_22__Positive
edge_340	Sg_EA57_9	Sg_B15_35	0.5223	0.5223	0.001	0.001	Positive	Sg_EA57_9__Sg_B15_35__Positive
edge_341	Sg_EA57_9	Sg_CA11_52	0.8248	0.8248	0.001	0.001	Positive	Sg_EA57_9__Sg_CA11_52__Positive
edge_342	Sg_EA57_9	Sg_CM31A_43	0.8306	0.8306	0.001	0.001	Positive	Sg_EA57_9__Sg_CM31A_43__Positive
edge_343	Sg_EA57_9	Sg_D02_32	0.5882	0.5882	0.001	0.001	Positive	Sg_EA57_9__Sg_D02_32__Positive
edge_344	Sg_EA57_9	Sg_E04_12	0.5647	0.5647	0.001	0.001	Positive	Sg_EA57_9__Sg_E04_12__Positive
edge_345	Sg_EA61_27	Sg_B19_40	0.814	0.814	0.001	0.001	Positive	Sg_EA61_27__Sg_B19_40__Positive
edge_346	Sg_EA61_27	Sg_CB03_47	0.5666	0.5666	0.001	0.001	Positive	Sg_EA61_27__Sg_CB03_47__Positive
edge_347	Sg_EA61_27	Sg_E06_24	0.7615	0.7615	0.001	0.001	Positive	Sg_EA61_27__Sg_E06_24__Positive
edge_348	Sg_EB08_12	Sg_A19_11	0.3988	0.3988	0.001	0.001	Positive	Sg_EB08_12__Sg_A19_11__Positive
edge_349	Sg_EB08_12	Sg_B25_10	0.6725	0.6725	0.001	0.001	Positive	Sg_EB08_12__Sg_B25_10__Positive
edge_350	Sg_EB08_12	Sg_EA57_9	0.5527	0.5527	0.001	0.001	Positive	Sg_EB08_12__Sg_EA57_9__Positive
edge_351	Sg_EB09_7	Gp_YAB_339	0.6561	0.6561	0.001	0.001	Positive	Sg_EB09_7__Gp_YAB_339__Positive
edge_352	Sg_EB09_7	Sg_A11_12	0.8357	0.8357	0.001	0.001	Positive	Sg_EB09_7__Sg_A11_12__Positive
edge_353	Sg_EB09_7	Sg_A11_2	0.7953	0.7953	0.001	0.001	Positive	Sg_EB09_7__Sg_A11_2__Positive
edge_354	Sg_EB09_7	Sg_B25_38	0.8429	0.8429	0.001	0.001	Positive	Sg_EB09_7__Sg_B25_38__Positive
edge_355	Sg_EB09_7	Sg_C03_36	0.5907	0.5907	0.001	0.001	Positive	Sg_EB09_7__Sg_C03_36__Positive
edge_356	Sg_EB09_7	Sg_CG50A_74	0.7809	0.7809	0.001	0.001	Positive	Sg_EB09_7__Sg_CG50A_74__Positive
edge_357	Sg_EB09_7	Sg_CM31A_52	0.7278	0.7278	0.001	0.001	Positive	Sg_EB09_7__Sg_CM31A_52__Positive
edge_358	Sg_EB09_7	Sg_D09_14	0.7746	0.7746	0.001	0.001	Positive	Sg_EB09_7__Sg_D09_14__Positive
edge_359	Sg_EB09_7	Sg_EA47_17	0.865	0.865	0.001	0.001	Positive	Sg_EB09_7__Sg_EA47_17__Positive
edge_360	Sg_EB10_11	Sg_B19_40	0.9001	0.9001	0.001	0.001	Positive	Sg_EB10_11__Sg_B19_40__Positive
edge_361	Sg_EB10_11	Sg_E06_24	0.7712	0.7712	0.001	0.001	Positive	Sg_EB10_11__Sg_E06_24__Positive
edge_362	Sg_EB10_11	Sg_EA61_27	0.7873	0.7873	0.001	0.001	Positive	Sg_EB10_11__Sg_EA61_27__Positive
edge_363	Sg_EB13_4	Gp_MJ2_113	0.7261	0.7261	0.001	0.001	Positive	Sg_EB13_4__Gp_MJ2_113__Positive
edge_364	Sg_EB13_4	Gp_MJ3_477	0.7024	0.7024	0.001	0.001	Positive	Sg_EB13_4__Gp_MJ3_477__Positive
edge_365	Sg_EB13_4	Sg_A34_19	0.4818	0.4818	0.001	0.001	Positive	Sg_EB13_4__Sg_A34_19__Positive
edge_366	Sg_EB13_4	Sg_B08_36	0.5467	0.5467	0.001	0.001	Positive	Sg_EB13_4__Sg_B08_36__Positive
edge_367	Sg_EB13_4	Sg_B14_13	0.7336	0.7336	0.001	0.001	Positive	Sg_EB13_4__Sg_B14_13__Positive
edge_368	Sg_EB13_4	Sg_B15_23	0.7678	0.7678	0.001	0.001	Positive	Sg_EB13_4__Sg_B15_23__Positive
edge_369	Sg_EB13_4	Sg_CA25_21	0.5858	0.5858	0.001	0.001	Positive	Sg_EB13_4__Sg_CA25_21__Positive
edge_370	Sg_EB13_4	Sg_CD24A_10	0.6235	0.6235	0.001	0.001	Positive	Sg_EB13_4__Sg_CD24A_10__Positive
edge_371	Sg_EB13_4	Sg_CD30A_34	0.7237	0.7237	0.001	0.001	Positive	Sg_EB13_4__Sg_CD30A_34__Positive
edge_372	Sg_EB13_4	Sg_CE19A_24	0.501	0.501	0.001	0.001	Positive	Sg_EB13_4__Sg_CE19A_24__Positive
edge_373	Sg_EB13_4	Sg_CK05A_18	0.6847	0.6847	0.001	0.001	Positive	Sg_EB13_4__Sg_CK05A_18__Positive
edge_374	Sg_EB13_4	Sg_CK51A_47	0.4578	0.4578	0.001	0.001	Positive	Sg_EB13_4__Sg_CK51A_47__Positive
edge_375	Sg_EB13_4	Sg_CK52A_74	0.5823	0.5823	0.001	0.001	Positive	Sg_EB13_4__Sg_CK52A_74__Positive
edge_376	Sg_EB13_4	Sg_CM21_15	0.635	0.635	0.001	0.001	Positive	Sg_EB13_4__Sg_CM21_15__Positive
edge_377	Sg_EB13_4	Sg_CM21_57	0.7458	0.7458	0.001	0.001	Positive	Sg_EB13_4__Sg_CM21_57__Positive
edge_378	Sg_EB13_4	Sg_D10_17	0.7239	0.7239	0.001	0.001	Positive	Sg_EB13_4__Sg_D10_17__Positive
edge_379	Sg_EB21_10	Sg_B19_40	0.7275	0.7275	0.001	0.001	Positive	Sg_EB21_10__Sg_B19_40__Positive
edge_380	Sg_EB21_10	Sg_CB03_47	0.6109	0.6109	0.001	0.001	Positive	Sg_EB21_10__Sg_CB03_47__Positive
edge_381	Sg_EB21_10	Sg_E06_24	0.7729	0.7729	0.001	0.001	Positive	Sg_EB21_10__Sg_E06_24__Positive
edge_382	Sg_EB21_10	Sg_EA61_27	0.8134	0.8134	0.001	0.001	Positive	Sg_EB21_10__Sg_EA61_27__Positive
edge_383	Sg_EB21_10	Sg_EB10_11	0.7339	0.7339	0.001	0.001	Positive	Sg_EB21_10__Sg_EB10_11__Positive
edge_384	Sg_EM03_7	Sg_CD24A_10	0.4907	0.4907	0.001	0.001	Positive	Sg_EM03_7__Sg_CD24A_10__Positive
edge_385	Sg_EM12_46	Sg_A27_31	-0.5082	0.5082	0.001	0.001	Negative	Sg_EM12_46__Sg_A27_31__Negative
edge_386	Sg_EM12_46	Sg_B07_62	0.5058	0.5058	0.001	0.001	Positive	Sg_EM12_46__Sg_B07_62__Positive
edge_387	Sg_EM12_46	Sg_CA25_21	0.5424	0.5424	0.001	0.001	Positive	Sg_EM12_46__Sg_CA25_21__Positive
edge_388	Sg_EM12_46	Sg_CD24A_10	0.5134	0.5134	0.001	0.001	Positive	Sg_EM12_46__Sg_CD24A_10__Positive
edge_389	Sg_EM12_46	Sg_CD26A_19	0.5657	0.5657	0.001	0.001	Positive	Sg_EM12_46__Sg_CD26A_19__Positive
edge_390	Sg_EM12_46	Sg_CD30A_34	0.5242	0.5242	0.001	0.001	Positive	Sg_EM12_46__Sg_CD30A_34__Positive
edge_391	Sg_EM12_46	Sg_CK05A_18	0.552	0.552	0.001	0.001	Positive	Sg_EM12_46__Sg_CK05A_18__Positive
edge_392	Sg_EM12_61	Sg_A37_36	0.6401	0.6401	0.001	0.001	Positive	Sg_EM12_61__Sg_A37_36__Positive
edge_393	Sg_EM22_6	Gp_YAB_339	0.7605	0.7605	0.001	0.001	Positive	Sg_EM22_6__Gp_YAB_339__Positive
edge_394	Sg_EM22_6	Sg_A11_12	0.8343	0.8343	0.001	0.001	Positive	Sg_EM22_6__Sg_A11_12__Positive
edge_395	Sg_EM22_6	Sg_A11_2	0.8351	0.8351	0.001	0.001	Positive	Sg_EM22_6__Sg_A11_2__Positive
edge_396	Sg_EM22_6	Sg_B25_38	0.7595	0.7595	0.001	0.001	Positive	Sg_EM22_6__Sg_B25_38__Positive
edge_397	Sg_EM22_6	Sg_C03_36	0.6978	0.6978	0.001	0.001	Positive	Sg_EM22_6__Sg_C03_36__Positive
