Genome	Group	Gp_MJ1_12	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_3	Sg_A22_8	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_B03_29	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_35	Sg_B15_52	Sg_B19_40	Sg_B19_58	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CB03_44	Sg_CB03_47	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_32	Sg_D02_9	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_7	Sg_EM12_46	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM34_4	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G29_33	Sg_G33_7	Sg_G39_28	Sg_G43_29	Sg_G47_17	Sg_H04_45	Sg_I05_27	Sg_I06_25	Sg_I07_11	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K40_4	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M15_10	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_4	Sg_P30_9	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_7	Sg_YB36_42	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB59_31	Sg_Z02_43	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z17_26
E12	E	0.10746137	0	0	0	0	0	0	0	0	0	0.013590598	0	0	0	0	0	0.31153947	1.3533074	0.051308572	0.6174167	0	0.1541046	0	0	0	0	0	0.28000498	0	0.18159054	0.17855735	0	0	0	0	0	0	0.17025794	0.008686022	0	0	0.18540749	0.006120974	0.08480368	0.5296798	0.20280325	0.028393233	0	0	0.0767359	0	0	0	0	0	0.094139025	0	0	0	0	0.07178734	0	0	0.038450982	0	0	0	0.09186654	0	1.5205979	0.5604061	0	0	0	0.17193136	0.08996279	0	0.10908551	0	0	0.09189206	0.04868071	0	0	0.032593533	0	0	0	0	0	0	0	0.035240896	0	0.016253486	0	0	0	0	0	0	0	0	0	0.08945871	0.045357566	0	0.3036503	0	0.023242492	0	0.290222	0	0	0.025619112	0	0	0.14389287	0.028704803	0.18190295	0.013167409	0.057250082	0	0	0	1.0354675	4.9084697	0.3690185	0	0	0	0.7395515	0	0	0	0.11186999	0	0	0	0	0.26803556	0	0.15565108	0	0	0	27.205597	0.042386204	0	0.034675136	0.020372896	0	0	0	0	0.050611414	0	0	0	0	0	0	0	0	0	0.057528228	0	0	0.02709153	0.33917898	0.014281541	0	0	0	0.024783146	0	0	0	0	0	0.006638278	0	0	0.23317729	0	0.44048178	0.13354018	0.81010574	0	0	0	0	0	0	0	0	0	0	0	6.513021	0.36563063	0.068474144	0.05116323	0	0	0.017359689	0	0.011922283	0	0	0	0	0.019566618	0	0	0.060283605	0	0.3721992	0	0.019324277	0.5266449	0.042332932	0	0	0.045912698	0	0	0	0	0.02873228	0	0	0	1.4965782	0	0.35479537	0	0	0.011609473	0	0	0	0.06808794	0	0.36369786	0	0	0	0	0	0	0.019040706	0	0	1.9880513	0
EA44	E	0	0	0	0	0	0	0	10.597419	0	0	0.06864089	0	0	0	0	0	0.3372312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07156397	0	0	0	0	0	0	0.5939489	0	0	0	0	0.05100475	0	0	5.4947643	0	0	0	0	0	0	0.056916583	2.6924527	0	0	0	0	0	0	1.1716456	0	0	0	0	0	2.8140843	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1175152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3057425	0.6049064	0	0	0	0	0	0	0	0	0.5386017	0	0	0	0	0	0	9.34736	0	0.072412655	0	0	0	0.4652391	0	0	0	0	0	1.1930361	0	0	8.435436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3212985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57853454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84575343	0	0.011514329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09194565	0	0	0	0	0.2601245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EA47	E	0.12843962	0.010066193	0	0.1103462	0	0	0.69243985	0	0.05890404	0	0	0.9256287	0	0	0	0	0	0.055753846	0	0.0914421	0	0.036266476	0	0	0	0	1.0498003	0	4.4402027	0.18317296	0	0	0.46106672	2.6945307	0	0	0	0.15805331	0	0.040043026	0	0	0.06339352	0.082019	0	0.04397489	0.10369807	0	0	0	0	0	0	0.048653457	0.25234082	0	0.06993496	0	0.28259492	0	1.6552482	0.19926648	0	0	0	1.2246546	0	0.14684878	0	0.034544095	0	0	0	0.007777917	0.18971145	0.01542936	0	0.094683565	0	0	0	0.047500245	0	0	0	0	0	0	0	0	0	0	0.010940165	0	0.48380664	0	0	0	0.02543474	0	0	0	0.19252072	0.23200442	0	0.038134433	0.89619875	0	0	0.09199888	1.2056122	2.992612	3.7062614	0.046856385	0.08828507	0	0	0	0.114890374	0.07667933	0.33588907	0	0	0	0	0.08361381	0.18907548	0	0	0	0.2463313	0	0	0	0	0	0.43555874	0	0.055585276	0.10070343	1.823134	0	0	0.23021767	0	0.075654775	0.006432103	0	0.2298889	0.082025185	0.08355359	0	0	0	0	0.8660504	0	0.2749275	0	0.104418635	0	0	0	0	2.2490482	0	0.15146686	1.113855	0	0.046377454	0	0.67357916	0	0	0.096000634	0	0.088743865	0	0	0	0	0	0	0	0	0.17387146	0.08158325	1.621458	0.040494956	0	0	0.01169608	0	0	0	0.2517901	0	0	0.2243583	0	1.0917629	0.6932876	0.12074143	0.29078615	0.22536221	0.014457933	0	0	3.5793605	1.5944333	0	0.0088271	0.08285179	0	0	0	0.032876015	0.24050282	0.19514498	0	0	0.21664926	0.039312456	0.16590984	0.1680427	0	0.032338236	0.16890462	0.10186511	0.09500983	0.97165453	0.3308241	0	0	0	1.9576405	0.2560692	0.11013746	1.5912646	0	0	0	0.06578541	0.2869111	0	0	0.21927214	0	0.100799434	0.06064691	0	0.11532774	2.4415278	0	0	0
EA48	E	0.07468362	0	0	0.045278467	0.011096783	0	0	0	0.08498043	0	0.07845107	0.083372526	0	0	0.15942787	0	0.17594387	0.03602307	0	0	0.55388767	0	0.34171572	0.05634844	0.051097855	0	1.1007634	0.65573883	0.45129874	1.0569384	0.25599602	0	1.3560647	0.32676682	0	0.007052529	0	0	0	0.02077534	0.016873565	0.016523223	0	0.120195866	0	0.057462517	0.022269063	0	0.05543605	0.044679746	0.36852673	0.04128018	0.04007872	0.015913608	0.16165543	1.9051499	0.040658817	0.08585925	0.50627065	0	0	0.029070817	0.21780886	0.17278191	0.032503814	0.11598949	0	0.086826	0.101436235	0.059236724	0	0	0.38784406	0.007941403	0.6140096	0.07275	0.05100174	0.065779775	0	0.3381312	0.07324232	0.7039637	0.50000596	0.068763636	0	0.13003926	0.038076892	0	0	1.1995306	0.035608143	0	0.01752952	0.24861751	0	0.025799276	0.07098974	0.06797181	0.35640734	0.6380275	0.077643484	0	0.2177688	0.26730365	0.115266085	0.059759863	0.157594	0	0.043249942	0.032412432	0.5160715	1.5095311	0.046864364	0.014549283	0.024396967	0.38926634	0.20713475	0.15829791	0.026959425	0.20649414	0.021260614	0.031347338	0	0.034025867	0.1760966	1.7482327	1.2962618	0.020115312	0.10234457	0.033034153	0.098970704	0.4324176	0	0.077586785	0.094304435	0.039162766	0.15006666	0	0	0.3036484	0.32368147	0	0.017951027	0.27871975	0.06146949	0.04285575	0.19488512	0	0.13570943	0.022120785	0.02192679	0	0.06303455	0.20902987	0.08792621	0.2594877	0.7668786	0.4118352	0	0.047816932	0	0	1.0600072	0	0.29825875	0.26366886	0.506451	0.18202445	0	0.03890754	0	0.38303873	0.2417397	0.053617135	0.022127654	0.035158295	0.03484469	0.025506094	2.2455888	0	0.010801257	0.074325465	0.11224551	0	0	0.48079214	0.2123567	0.9893292	0.3970217	0	0.12617277	0.38355574	0	0.15842685	0.40317762	0	0	0	0.028660422	0	0	0.7775533	0.028778397	0.35976085	0.6139157	0.030549634	0.13034236	0	0.11223166	1.404033	0.023235723	0.013682486	0.023433128	0.24448092	0	0.15891653	0.07344735	0.5419542	0.056340486	0.046859305	0.005097811	0.057997175	0.08650892	0.09060298	0.72123575	0	1.2373571	0.07782797	0.15701431	0.03286045	0.22333641	0.055337485	0	0	0	0.068922915	0	0.13300909	0	0.03526783	0	0	0.09767862	0.27381188	0.08023836	0	0.33370236	0.06635429	0.1278616	0.15648769	0	0.046943128	5.2517776	0.031013994	0	0.11429355
EA49	E	0.047341716	0.077082135	0	0	0.006018111	0	0.018190945	0	0	0	0.08062591	0.15803756	0.2491127	0	0.034277856	0.031187732	0.110871136	0	0	0.1731642	0	0.040823627	0	0	0	0	0.4520003	0.07480585	0.41280797	0.25010514	0	0.0559247	1.1028317	0.017457206	0	0.011813778	0	0.06641175	0.014890007	0.04241536	0	0	0.019026889	0.14339596	0.020100227	0.012641281	0	0	0	0	0	0	0.051372655	0.038450774	1.3569057	0.060984846	0.052960493	0.060877915	2.1477125	0.007157332	0.070569254	0	0.1118291	0.14841229	0	0.15207523	0	0	0.14634885	0.2919702	0.16426423	0	0.019118117	0.16203651	0.17930299	0.13523325	0.56152624	0.12646404	0	0	0.11290353	0.7465933	0	0	0.006016009	0	0	0.08791764	0	0.24464747	0.038475167	0	0.1138289	0.098742485	0.018693723	0	0	0.08584595	0.077466704	1.582053	0	0	0.012011494	0.21465486	0.10928038	0.043074846	0.05490487	0	0	0	0.28416458	0.1464694	0	0.006654375	0	0.553084	0	0.037467234	0	1.2018168	0	0.23024328	0	0.3850686	0	0.43092015	2.5120614	0.01376434	0.114131294	0.0419672	0	0.43647584	0	0.069262445	0	1.0551317	0.98236006	0	0	0.0653282	2.1804328	0	0.018395087	0.7792411	0.07372117	0	0.420253	0	0	0	0	0	0.026268374	0.051246617	0.09303865	0.5459173	0.008936251	0.045703795	0	0	0	0	0	0	1.5765105	0.113292135	0.05256085	0.88790995	0	0.054936104	0	7.068733	0.34954107	0	0	0	0	0.026892997	0	0	0.22116221	0.28739378	0.05713912	0.08364587	0.011566172	4.424307	4.0555024	0.28779784	0.35980693	0.16324194	0	0.540936	0	0	0.04292275	0.2629343	0	0.16262725	0.05667707	0.09022249	0.53462386	0.16625454	0	0.12677854	0.5041744	0.033627708	0	0	0.42161256	0.6422842	0	0	0	0	0	0.49693838	0.19743633	0.19070205	0.061950848	0.095972925	0.056585617	0	0.019951468	0.16547452	0.07304325	0	0.06574563	0.010030049	0.044467077	0	0.77127844	0	0	0	0	0.045076493	0	0	0	0.018907923	0	0	0.07743592	0.064308204	1.1011596	1.2072144	0.29356784	0	0.113044746	0.014428971	0.3375495	0	0.27730358	0.14601591	0	0
EA50	E	0.21116567	0	0	0	0	0	0	0	0	0	0	0.48499227	0	0	0	0	0.010855609	0.13954018	0	0	0	0	0	0	0	0	0.26557654	0	0.08389771	0.3861337	0	0	0	2.7591016	0	0	0	0.17311102	0	0	0	0	0.09204092	0	0	0	0	0	0	0	0	0	0.025701363	0	0	0	0	0	0	0	2.7617443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073989786	0	0	0	0	0	0	0	0	0	0	0	0	0.7934199	0	0	0	0	0	0	0	0.28591388	0	0	0	1.5338295	0	0	0	0.15469466	0.004605854	0.033981737	0.07635159	0	0	0	0	0	0.1971604	0	0	0	0	0	0	0.07464626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09351175	0	0	0	0	0	0	0	0	0	0.09106938	0	0.18743132	0	0	0	0	0	0	0.024845496	0	0	0.10347668	0	0	0	0	0	0	0	2.6891782	0.029162602	0	0	0	0	0	0	0	0	0.5231587	0	0.32093206	0	0	0	0	0	0	0	0	0	0	0	0.71175015	0	0.08031631	0	14.169967	0.07393046	0	0	0	1.8608358	0.07255786	0	0.4181847	0	0.19606557	0	0	0	5.229622	0	0	0	0	0	0.046649534	0.29728845	0	0	0.08018429	0	0.085145354	0.13838816	0	0	0	0	0	1.0368273	0	12.489754	0	0	0	0	0	0.008548808	0	0.011886901	0	0	2.4905279	0	0	0	0	0	0
EA51	E	0	0	0	0.4220154	0.008570154	0	0	0	1.4863371	0	0	0	0	0	0	0	0	1.1114413	0	0.22652039	0	0	0	0	1.7790232	0	4.2790513	0	0	0	0	0.79350245	0	0	0	0	0	0	0.010771398	0.0550934	0	7.553662	0	0.36913073	1.4540664	0.47868252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092305295	0	0	0.049338207	0	0.7191221	0	0	0.17675105	0.070507035	0	0	0.016442535	0.038697917	0	0.14742734	0.013869212	0.15535328	0	0	0	0.33344904	0	0	0.006440719	0	0	0	0	0	0	0	0.04561821	0	0.036457337	0	0	0	0	0	0	0	0.1680384	0	0	0.14814168	1.9529575	0	0	0	0.22385399	0.0231491	0	0.007063159	0	0	0	0	0	4.957972	0	0	0	0	0	0	0	2.1507885	0	0	0	0.13762246	0	0	0	0	0	0	0	0	0	0	0.203716	0	0	0	0	0	0.2239616	0	0	0.07240432	0	0	0	0.33237982	0	0	0	0	0	0	0	0	0.45771706	0.020235436	0	0	0	0.05742116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.948621	1.2356426	1.0312613	0	0.3402239	0	0	0	0	0	0	0	0	0	2.3356955	0.027070038	0.2762129	0	1.3754455	0	0.07034232	0	0.53923845	0	0	0	0	0	0	0	0	0	0	0	0	0.03167326	0	0	0	0.09559222	0	0	0	0	0	0.43599638	0	0	0.31091157	0.3403975	0.16913809	0	0	0	0.37578228	0	0	0.5366187	0.2857676	0	0	0.19716237	0	0	0.3570223	0	0	0	0.11957352	1.1787134	0
EA53	E	0	0	0	0	1.2803127	0	0.07153268	0.018738022	0.14060986	0	0.008193549	0.6211827	0	0	0	0	0.11978361	0.057215385	0	0.08890014	0	0.025526602	0	0	0.019037623	0	1.0751398	0	0.10993228	0	0.63527125	0	0	1.2016895	0	0	0	0	0	0	1.5999681	0	0.014082155	0.47572413	0	0.06960121	0	0	0	0	0	0	0.097362086	0.49695852	0	0.04610255	0	0	1.3556936	0	0.2809409	0	0	0	0	1.5780717	0	0	0	0.68219346	0	0	0.24258813	0	0	0.80017656	0	0.089603215	0	0	0.08422264	0.43616596	0	0	0.043118782	0	0	0.04183843	0	0	0	1.4817845	0.08956168	0	0.076293185	0	0	0	0	0	0	0	0.14327277	0.29036483	0.04921489	0.65415895	0.44245973	0	0	0	0.6296132	0.36197257	0	0.013184804	0	0	0	0.025832018	0	0.83740246	0	0	0	0.0631291	0	0	0.617293	1.1472099	0.19522429	0	0	0.17420754	0	0.11325943	0	0	0	0	0	0	0	0	0	0.09327595	0	0	0.10078932	0.05264755	0.7887406	0	0	0	0	0	0	0.19186965	1.7698551	0	0	0	0	0	0	0	0.29075748	0.1696748	0	2.3351877	0	0.10838779	0	0	0	0	0	0	0.11964092	0	0	0	0	0	0.6741649	0	0	1.779524	2.0794733	0.65073544	0.043175142	0	0	0	0	0	0	1.6185666	0	0	0.031666107	0	0.090627395	0	0	0.85618466	0.17078441	0	0	0	0	1.016874	0	0.31691107	0	0	0	0	0	0	0.04189281	0	0.27721453	0	0	0.18693069	1.8020017	0	0	0	0	0	0.82037085	0.12750868	0	0.08408679	0	0.022770436	0	0.083094	0	0	0	0	0	0.6637005	0	0	0.08407966	0	0.38818425	0.20862696	0	0	0.08001514	0	0.02384515	0
EA54	E	0.08395728	0.006944113	0	0	0.14608802	0.04262628	0.22838072	0	0.052365184	0	0	0.26154163	0	0	0.03709847	0	0.005697035	0	0	0.70762354	0	0.025282614	0	0	0	0	0.12190259	0	0.84573996	0	0.028169049	0	0.016213015	0.5097506	0	0.021084089	0	0.3034771	0.010191741	0.1386557	0	0	0.027150221	0.21497956	0	0.015346257	0.036043443	0	0	0	0	0	0.012346833	0.15134083	0.15352987	0.07048607	0.133821	0.83829236	0.7581564	2.4568658	0.41492996	0	0	0.2575477	0	0.08415483	0	0.07407909	0.06737459	0.047060873	0	0	0.19297864	1.068498	0.052820615	0.10597113	0.17776296	0.15147842	0	0	0	0.3780603	0	0	0.08399747	0	0	0.030498287	0	0	0	0	0.23543584	0	0.09703812	0	0	0	0	0	0	0	0.25036183	0.07388518	0	0.30617738	0.2838113	0	0	0.03731504	0.19584636	0.17791373	0.022741603	0.012889868	0.03775403	0	0	0.008566951	0.029591529	0.33359817	0.016412541	0.12005868	0	0	0	0	0.25724122	0.051194936	0	0	0	0.14615735	0	0.14931442	0	0	0.23355618	0	0	0	6.1474304	0	0	0.085645095	0	0.014792459	0.011920258	0	0.7708305	0.038363367	0.022645658	0	0	0	0	0.17223217	0.013624155	0	0	0.06484014	0	0	0	0	0.33064348	0.012021585	0	0.44596484	0	0.051026937	0	0.05408999	0	0	0.042947743	0	0	0	0	0	0.94987476	0	0	0	0	1.0569804	3.7588904	0.1616432	0.031091617	0	0	1.760192	0	0	0	0	0	0.36582378	0.02816789	0	0.40306103	0.39679438	0.028430078	0.7949738	0.9648255	0.05190665	0	0	0	0.090592295	0	0.00679032	0.033855807	0.14640073	0	0	0	0	0.04506956	0	0.013842765	0.067398466	0	0.080024965	0.01308942	0.78006756	0	0.39253286	0.034657806	0.04375302	0.30080178	0	0	0	0	1.207039	0.06991873	0	0.0491398	0.0334603	0	0	0.21763091	3.8693962	0	0	0.03469068	0	0.31529155	0.27093962	0	0.021301314	0.066717416	0.9229798	0	0
EA55	E	0	0	0	0.040558185	0.1586801	0	0	0	0	0	0.020486578	0.34093916	0	0	0.4931304	0.1368196	1.7754409	1.34291	0	0.26189068	0.057227176	0.046734408	0	0	0.07724	0	3.914923	0	0.068867154	0.055519164	0.08453701	0	0	1.2654665	0	0.010008615	0	0.026856903	0	0.025376225	0.015207623	0.038829662	0	0.1931302	0.21242686	0.10050047	0.11199174	0	1.0105364	0.12140323	0	0	0.12275566	0.05632566	0	0.080893144	0	0	0.10898994	0.074140675	0	0	0	0	0	0.23143177	0	0.16134909	0.09509133	0.74760044	0	0	0.5103823	0	0.43225655	0.114591755	0.23268436	0.10770805	0	0	0.52861065	0.88070685	0	0.16938986	0.008408355	0	0	0	0	0	0	0.10250202	0.052003674	0	0	0.07869005	0	0	0	0	0	0.054718927	0	0.14898418	0.26814	0.41535956	0.34869176	0	0	0.12581477	0.15109381	1.1170762	0	0.007869929	0.729235	0	0.37538543	4.4850016	0.10821707	0.15944952	0.053799883	0	0	0.121370904	0	0.07150719	0.61503583	1.9695266	0	0	0	0.043821808	0	0	0	0.12691686	0	0	0	0	6.017006	0	0.038993042	0.11187538	0	0	0.10189449	0	0.3124821	0.14812633	0.063264154	0.118002035	0.29379186	0	0	0.23568645	0.013003267	0	0	0	0.1320185	0	0	0	0.7754748	0.43906283	0	0.6206486	0	0.05347911	0	0	0	0	0.12324349	0	0	0	0	0	0.21307579	0	0	0.025360802	0	0.33709025	0.29865897	0	0	0	0	0	0	0	0	0	0	0.47302556	0	0.35030147	0.18100668	0	0.092774495	0.23904501	1.5548857	0.04670392	0	0	0	0.86158717	0.056181077	0	0.108284235	0	0	0	0	0.26920235	0	0.042176425	0.084137276	0.15829712	0	0.19909486	1.1286223	0.06993837	0	0	0	0.18938158	0.5399004	0	0	0.26334673	0.10423192	0.14539008	0.087872945	0	0.49123117	0.15451956	0	0	0.6313059	1.1631883	0.50254005	0	0.22110412	0	0	0	0.07787679	0.07130336	0	0.10504105	0.10939001	0.24587275
EA57	E	0.046244606	0	0	0	0	0	0	0	0.078793935	0	0.49329033	0.11761572	0	0	0.037081335	0.13687786	0.8647441	0.7182188	0.056291122	0.0538301	0.12016476	0	0.014591062	0.017197147	0	0	1.6087745	0	0.19858792	0.07091537	0.45484728	0	0	0.17317365	0	0	0	0.008633669	0	0	0.00873707	0	0.3279583	0.007194293	0	0.009141545	0.005800976	0	0	0.4038387	0	0	0.07337846	0.10255279	0.09976153	0.038975667	0	0	0.1238741	0	6.470203	0	0	0	0	0.047712844	0.017454889	0.118187144	0.029776152	0.043291193	0	0	0	0	0.026557432	0	0	0.016064314	0	0	0.1908122	0	0	0	0	0	0	0	0	0	0	0.010074744	0	0	2.9531589	0.11784287	0	0.09841162	0	0	0	0	0.24919954	0.030636571	0.844275	0	0	0	0	0.010923518	0.31584728	22.085077	0	6.2971053	0.008381891	0.11411545	0	1.2044084	0.00598194	0.013330426	0	0	0	0.21579596	0	0.123400725	0.7152742	0	0.021720383	0.21950418	0	0	0	0	0	0.39605558	0	0	0	0	0	0	0	0.060191184	0	0	0.09073178	0	0	0.012033396	0	0	0.20338745	0.009408003	0.52418333	0.14522208	0.056368653	0.037972715	0	0	0	0	0	0	0.18303415	1.4373577	0.04031874	0.22705108	0	0.01597461	0	0.298446	0	0	0.006891742	0.63375866	0.028596424	0	0	0	0	0	0.068347216	0.037133656	0	0.020626895	0.007061829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15645796	0.9675692	0	0.70865124	0.13819785	0	0	0	0.58962864	0.0444681	0.24341406	2.7641432	0	0.05883416	0	0	0.020145904	0.061949335	0.043674137	0.3456119	0.010843412	0.03618837	0.0895827	0.05255318	0.30094793	0	0.018317452	0	0	0.008115827	0.16337807	0	0	0	0.18731648	0.1777478	0	0	0.046330348	0	0	0	0.028460983	0	0.021140072	0	0.12422097	0	0	0.2528516	0	0	0	0	0.527163	0
EA58	E	0	0	0	0	1.4880002	0	0.3674868	0	0.123342164	0	0.02598171	0	0.06848932	0	0	0	0.06483358	0.3324955	0	0	0.037690822	0	0	0	0	0	0.71046424	0	0.102427326	0.026538623	0.023744885	0.056460552	0	4.8495607	0	0	0	0	0	0	1.1472064	0	0.04456639	0.021057146	0	0.03780815	0.13769269	0	0	0	0	0	0.86801517	0.42425394	0.07503896	0.2789093	0	0	0.48919922	5.0864267	0.24039581	0	0	0	0	0.6285751	0.03325781	0.22897786	0.06313173	0	0	0	0.015199591	0	0.013237541	0.065716155	0	0	0	0	0.054805655	0.029166697	0	0	0	0	0	0	0	0	0	0	0.006209314	0	0.08357127	0	0	0	0	0	0	0.119788475	0.2924636	0.16497515	0.23902865	0.01735643	1.4551231	0	0	0.15615202	0.49471432	3.2053041	0.1086039	0.013331858	0.1392515	0	0	0.16855498	0.11144825	0.037752487	0.07840594	0	0	0.07683137	0	0	7.9526668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07468177	0	0	1.4011573	0	0	0.1582317	0.11340396	0	0	0	0	0.80129594	0	0.03077748	0	0	0.018469559	0	0	0	0.7979189	0.21968238	0	0.5202503	0	0.04592072	0	0.1560009	0	0	0.13286297	0	0.28156248	5.49661	0	0	0	0	0.026136324	0	0	0.07268363	0.19260637	5.8050923	0	0.02193049	0	0	0.03716538	0	0	1.5160389	0	0	0.08440136	0	0.5919407	0	0.13422193	0.24044418	0.28149045	0	0	0	0.07262223	1.189371	0	1.0487334	0.11604171	0.2286297	0.05075211	0	0	0.26491874	0.053171568	0.02579902	0	0.12875165	0	0.08205549	1.3468974	1.4478804	0	0.04926413	0.12088803	0.15801558	0.42927215	0	0	0.22348522	0	0.1174765	0.13886125	0	0.08843436	0.006824672	0	0	0.006631398	0	0.12333539	0	0.1093044	0.0503006	0.19270068	0.10396546	0	0.09249686	0.046971876	0	0	0.027794654
