Genome	A01	A02	A04	A07	A09	A11	A12	A13	A15	A17	A18	A19	A20	A22	A23	A24	A25	A27	A28	A33	A34	A37	B01	B02	B03	B04	B07	B08	B09	B12	B13	B14	B15	B19	B22	B23	B24	B25	B26	B27	C02	C03	C04	C11	C14	CA11	CA13	CA25	CA40A	CA9	CB03	CD21A	CD22A	CD23A	CD24A	CD25A	CD26A	CD27A	CD28A	CD29A	CD30A	CE19A	CG50A	CK05A	CK28A	CK51A	CK52A	CM15	CM17	CM21	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A	D01	D02	D03	D05	D06	D09	D10	D16	D18	E04	E06	E07	E10	E11	E12	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	G01	G02	G06	G09	G11	G18	G19	G20	G21	G22	G26	G27	G28	G29	G30	G31	G32	G33	G37	G39	G42	G43	G46	G47	H02	H03	H04	H05	H06	H07	I01	I02	I03	I04	I05	I06	I07	I09	I12	I13	I14	I15	K01	K03	K07	K09	K10	K14	K15	K16	K17	K21	K22	K23	K26	K27	K31	K32	K34	K36	K40	K42	K43	K46	M01	M02	M03	M04	M07	M08	M11	M12	M14	M15	M16	M17	M18	M20	M21	OA11r1	OA13r1	OA7r2	OA9r1	OB03r2	OB05r2	OB18r1	OB24r1	OG24B2A	OM15r2	OM17r2	OM21r1	P01	P02	P03	P14	P15	P22	P23	P24	P26	P27	P30	P31	X01	X02	X03	X04	X05	Y06	Y07	Y08	Y09	Y19	YA02	YA03	YA04	YA06	YA07	YA10	YA11	YA12	YA13	YA14	YA16	YA19	YA21	YA23	YA26	YA28	YA29	YA30	YA31	YA32	YA33	YA34	YB31	YB32	YB34	YB35	YB36	YB37	YB38	YB39	YB40	YB41	YB43	YB45	YB46	YB47	YB50	YB52	YB54	YB55	YB56	YB57	YB59	Z03	Z04	Z06	Z07	Z09	Z10	Z11	Z12	Z14	Z15	Z16	Z17
Sg_A11_2	0.29621482	0.16265763	0	0	0.005431795	10.960448	0.016191084	0.007802478	0.0922193	0	0	0.017566098	0.021561192	7.911792	0	0	0.036446776	0.112085775	0	0	0	0.032938853	0	0.14100555	0.06991517	0.011450543	0.22351693	0	2.1805902	0.097649336	0.06375065	0.099940136	0	0.8952119	0	1.4847748	0.018157551	0.4144433	0	4.4295645	0.022457369	0	0.028733915	2.7258492	0.10484606	0.36011723	0	0	1.1411465	0	0	0.061902817	0.23877911	0	0.024394175	0.029449565	0	0	0.05178486	0.18170924	0.02211634	0	0.073615886	0	0.19467455	0	0	0.35923147	0.14654838	0.008689008	0.092983834	0.005496864	0	0.22608513	0.029556071	0	0	0.31564584	0.6701927	0	0	0.42621985	3.3277986	1.1054802	7.0639014	0.12049461	0	0	0.1214385	0.12985893	0.019336438	0.030564634	0.47360405	0.31153947	0.3372312	0	0.17594387	0.110871136	0.010855609	0	0.11978361	0.005697035	1.7754409	0.8647441	0.06483358	0.07218923	0.020683961	0.07281995	0.1557345	0.040022727	0.10058261	0.03566354	0.10061636	0.43843204	0	0	0.07520691	0	0.022984171	0	0.31780356	0.007660781	0.4366066	2.74683	0.09978593	0.046851963	0	0.26562837	0.007228603	0	0.11886532	0.020415345	0.03757334	1.479771	0.383571	0.75335336	0.16633436	0	0	0	0.029764296	0	0.062922746	0.037963267	0	0.07796444	0.027198855	0.17358541	0.03374789	0.031555276	0	0	0	0	0	0	0.104507975	0.07317793	0.036520112	0.0721921	0.22745441	0.023608213	0.054886997	0	0.11847954	0.105667084	3.2778559	0.6732583	0	0.091117926	0.008683924	0.0965865	0.11415446	0	0	0	0.04119548	0.02061812	0	0	0	0.011016133	0.07028438	0.08864184	0	0.006542152	0	0	0.2299173	0.047700264	0	0.15877835	0	0.71084625	0.017731093	0.38543087	0	0	0.12706599	0	0	0	0	0.06886418	0.41268483	0	0	0	0	0	0.013430462	0	0.8243466	0.083023295	0.10101	0	0	0	0.26577657	0.03666362	0	0.15075588	0.037232228	1.2725712	7.2856083	0.021484455	0	0	0.016903164	0	11.911331	0	0	0	0.05089035	0	0.25150022	0.016302818	0.020110542	0.043924548	0	0.3291184	0.026403358	0	0	0.018046137	0.013779238	0	0	0	0	0.014823394	0.03875646	0	0	0	0	0.013629206	0.19885553	0	0	0	0.018747255	0	0	0	0	0.15241618	0.15903112	0	0.018450735	0.007697425	0.028644582	0	0.07843339	0	0	0	0	0	0.021173239	0	0	0	0	0.016239388	0	0	0.035160694	0.06834942	0.033208836	0.18166135	0.06583818	0	0	0.3981261	0	0	0.17411356	0.14674936	0	0	0.020295866	0	0	0
Sg_A11_22	0	0.019877365	0	0	0	0.9159872	0	0	0	0	0	0	0.009037209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026596602	0	0.21808228	0	0	0	0.050529808	0	0	0	0.018093817	0	0	0	0	0	0	0	0.0359204	0	0	0.005363358	0.003901167	0	0	0	0	0	0.004565107	0	0	0	0	0	0	0.052648555	0	0.0043014	0	0	0	0	0.00507119	0	0	0	0	0	0.34077662	0	0	0.01049591	0.007133927	0	0	0.08027731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12843221	0	0	0	0	0	0	0	0	0	0	0.005573642	0	0	0	0.024688676	0	0.028457878	0	0.012572897	0.1838799	0.016571226	0.009108206	0	0.010227345	0	0	0	0.03221847	0	0	0.00592524	0	0	0	0	0	0	0	0	0	0	0.042249624	0	0	0	0.056287143	0	0	0	0.015453923	0	0	0.009258159	0.29079774	0	0	0	0	0	0	0	0	0	0	0	0.004807777	0	0	0	0	0	0	0	0	0	0	0.022611951	0	0	0	0.07824629	0.004017635	0.003912821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004197181	0	0.005862597	0	0	0	0	0	0	0.038315006	0	0	0	0	0	0	0.00779285	0.004960743	0.020953935	0	0	0	0.029834716	0	0.6449054	0	0	0	0	0	0	0	0	0	0	0.02302995	0	0.006421777	0	0	0	0.02838554	0	0.020364687	0	0	0	0	0	0	0	0	0	0	0	0.33446527	0	0	0	0	0	0	0	0.1434762	0.010846186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026351772	0	0	0	0.013868084	0	0	0	0	0.04532938	0	0	0	0	0.005837908	0.052086513	0	0	0	0	0	0	0	0	0
Sg_A11_23	0	0	0	0	0	0.52512175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_30	0	0	0	0	0	0.772376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1154696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12879342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029178822	0	0	0	0	0	0	0	0	0	0	0.16552515	0	0	0	0	0	0.032810822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06627367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_32	0	0	0	0	0	0.59003645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03795914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12760147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_34	0	0	0	0	0	1.0433677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019287912	0	0	0	0	0	0	0.012204654	0	0	0	0	0	0	0	0	0	0	0	0.008135821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014982234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039377656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21167454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008232871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_35	0	0.027808301	0	0.029613508	0	0.15937342	0	0	0	0	0	0	0.020332001	0	0.052320868	0.041425537	0	0.05458426	0	0	0.03525702	0	0	0	0.051987566	0.1415277	0	0.032960724	0	0.076880015	0	0	0	0	0.17850035	0.07101619	0.054522924	0	0	0	0	0	0	0	0.041344758	0.14220566	0	0	0.022996647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016032528	0	0	0	0	0.04189162	0.04729061	0.011900862	0	0.026460188	0	0	0	0.026370015	0	0	0	0	0	0.04428585	0	0	0	0	0	0.10591907	0	0.049606808	0	0	0	0	0	0	0.02506341	0.06913673	0	0	0	0	0	0	0.052665144	0.053528372	0.044926412	0.055376656	0.11274376	0.053535502	0	0	0.07554847	0.039761357	0	0.06697368	0	0	0.05546295	0	0.052665945	0	0.05625101	0	0.041764665	0.044701967	0.13076715	0	0	0.060739696	0.0897095	0	0.036357217	0	0	0	0.041391663	0	0	0.071955055	0.043252733	0	0	0	0.06639584	0	0	0	0.04106434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055289075	0	0.055731498	0	0	0	0	0.05756461	0	0	0	0	0	0	0	0	0	0.034393147	0	0.07234733	0	0	0.0497662	0	0	0	0	0	0	0	0	0	0.029335406	0.05998415	0	0	0	0	0	0	0.040659703	0.04756757	0	0	0	0	0.050857536	0	0	0	0	0	0	0.023837704	0.0439269	0	0	0	0.03950482	0	0	0	0.070089385	0.04035702	0	0	0	0	0	0	0	0	0.016033614	0.02603982	0	0	0	0	0	0.043359734	0.051080197	0	0	0	0	0	0.041879836	0.06828719	0	0	0.07495188	0.09735252	0.060707673	0	0	0	0	0	0	0	0	0	0.07183709	0	0	0	0.07468219	0.10359271	0	0	0	0	0	0	0	0	0	0	0	0.17899643	0	0	0.07060996	0	0	0	0	0.049469437	0	0	0.04260709	0	0.03936943	0	0	0	0.09344688	0.03311333	0	0	0
Sg_A11_36	0	0	0	0	0	0.21133155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08326888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006220261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023692518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_39	0	0	0	0	0	0.217545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_42	0	0	0	0	0	0.65463585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_43	0	0	0	0	0	0.25447544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_47	0	0	0	0	0	0.9009603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040229935	0	0	0	0	0	0.6064132	0	0	0	0	0	0	0	0.2298768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2636974	0	0	0	0.012143701	0	0	0	0	0	0.24490304	0	0.08977916	0.013086293	0.019100966	0	0	0	0	0	0	0.008638407	0	0	0	0.0908276	0.010036618	0	1.1674281	0	0	0.05478798	0	0	0	0.017299235	0.020708004	0	0	0	0.012320042	0	0	0	0	0	0	0	0	0.044882853	0.081053935	0	1.4549991	0	0	0	0	0	0	0	0.32773748	0	0	0	0	0	0.013496712	0	0	0.24874784	0	0	0.104755364	0	0	0	0.19200255	0	0	0	0.6955858	0	0	0	0	0	0.016960388	0	0	0	0	0	0.015342987	0.10407454	0	0	0	0.9824054	0	0	0	0	0	0	0	0	0	0	0	0	0.12002615	0	0	0	0	0.20485128	6.089702	0	0.026717298	0	0	0	0	0	0	0	0.06712574	0.01155395	0	0.01601793	0.019236768	0	0	0.019840574	0.011967602	0	0	0.1398024	0	0	0	0	0	0	0	0	0	0	0	1.3666496	0.045642413	0	0	0	0	0	0	0	0.04236412	0	0	0.20214179	0	0	0	0	0	0.13148187	0	0	0	0	0	0	0	0	0	0	0	0	0.030838847	0	0.022252664	0	0	0	0	0	0.61777574	0	0	0	0	0	0	0.082035765	0.07772019	0	0	0	0	0	0	0	0.010920985	0	0	0	0.020095097	0	0	0	0	0.012229286	0.019532206	0	0	0	0	0	1.3305029	0	0	0	0	0	0	0	0	0.03554122	0	0	0	0	0	0.04807372	0.06186739	0	0	0.07181274	0	0.023281217	0	0	0	0.12510467	0.0839415	0	0	0
Sg_A11_51	0	0	0	0	0	1.2905248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_52	0	0	0	0	0	1.4588513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101665445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_54	0	0	0	0	0	0.41413927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06768894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_57	0	0	0	0	0	0.2775901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008612283	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011621838	0	0	0	0	0	0	0.005952682	0	0	0	0	0.011588467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017218012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035326175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031139983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006264207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_A11_68	0	0	0	0	0	0.43912193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007387047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1037606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
