Genome	A01	A02	A04	A07	A09	A11	A12	A13	A15	A17	A18	A19	A20	A22	A23	A24	A25	A27	A28	A33	A34	A37	B01	B02	B03	B04	B07	B08	B09	B12	B13	B14	B15	B19	B22	B23	B24	B25	B26	B27	C02	C03	C04	C11	C14	CA11	CA13	CA25	CA40A	CA9	CB03	CD21A	CD22A	CD23A	CD24A	CD25A	CD26A	CD27A	CD28A	CD29A	CD30A	CE19A	CG50A	CK05A	CK28A	CK51A	CK52A	CM15	CM17	CM21	CM28A	CM29A	CM30A	CM31A	CM32A	CM33A	CM34A	CM35A	CM36A	D01	D02	D03	D05	D06	D09	D10	D16	D18	E04	E06	E07	E10	E11	E12	EA44	EA47	EA48	EA49	EA50	EA51	EA53	EA54	EA55	EA57	EA58	EA60	EA61	EA63	EA68	EA70	EA72	EA73	EA76	EB01	EB02	EB03	EB04	EB05	EB07	EB08	EB09	EB10	EB13	EB16	EB17	EB20	EB21	EB24	EB28	EM03	EM12	EM22	EM25	EM27	EM30	EM32	EM33	EM34	G01	G02	G06	G09	G11	G18	G19	G20	G21	G22	G26	G27	G28	G29	G30	G31	G32	G33	G37	G39	G42	G43	G46	G47	H02	H03	H04	H05	H06	H07	I01	I02	I03	I04	I05	I06	I07	I09	I12	I13	I14	I15	K01	K03	K07	K09	K10	K14	K15	K16	K17	K21	K22	K23	K26	K27	K31	K32	K34	K36	K40	K42	K43	K46	M01	M02	M03	M04	M07	M08	M11	M12	M14	M15	M16	M17	M18	M20	M21	OA11r1	OA13r1	OA7r2	OA9r1	OB03r2	OB05r2	OB18r1	OB24r1	OG24B2A	OM15r2	OM17r2	OM21r1	P01	P02	P03	P14	P15	P22	P23	P24	P26	P27	P30	P31	X01	X02	X03	X04	X05	Y06	Y07	Y08	Y09	Y19	YA02	YA03	YA04	YA06	YA07	YA10	YA11	YA12	YA13	YA14	YA16	YA19	YA21	YA23	YA26	YA28	YA29	YA30	YA31	YA32	YA33	YA34	YB31	YB32	YB34	YB35	YB36	YB37	YB38	YB39	YB40	YB41	YB43	YB45	YB46	YB47	YB50	YB52	YB54	YB55	YB56	YB57	YB59	Z03	Z04	Z06	Z07	Z09	Z10	Z11	Z12	Z14	Z15	Z16	Z17
Sg_G29_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37210944	0	0	0.02721684	0	0.048815295	0.017499197	0	0.039563928	0	0	0	0	0.02344606	0	0	0	0	0	0	0.14759284	0	0.22060795	0.07541879	0	0	0	0	0	0	0.13292257	0.09035152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095958486	0	0.11750755	0	0	0	0	0	0.042081613	0	0	0	0	0	0.10435718	0	0	0.055641755	0	0	0	0	0	0	0.014931934	0	0.1175599	0	0	0.055585276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026306009	0.029245988	0	0.09510721	0	0	0	0	0.020732768	0	0	0	0	0	0.06201897	0	0.20102273	0	0	0	0	0	0	0	0	0	0	0	0	0.161979	0.020885814	0	0	0.17502822	0.03301133	0.042928487	0	0	0.48552674	1.0181036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04962011	0	0	0	0	3.0456085	0.39500323	0.49624285	0	0	0.633536	0.030241707	0.02788215	0	0	0.09118383	0	0	0	0	0	0	0	0	0	0.022005647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17386469	0.03706646	0	0.07540247	0	0	0	0	0.0427487	0	0.026332239	0	0	0	0	0.08050392	0	0	0	0.15709957	0.9668082	0	0	0	0	0.015314972	0	0	0	0	0	0	0	0	0.10706646	0	0	0	0.6746785	0	0	0.044025857	0.057441905	0	0	0	0.0910225	0	0	0	0	0	0	0	0	0	3.3835418	0.08322712	0.044006784	0	0	0	0	0	0	0	0	0.024083253	0	2.4166024	0	0	0.023596197	0	0.025931465	0.16336061	0.042622764	0	0	0.03351049	0	0	0.030975433	0	0	0	0	0	0	0.037666652	1.1350279	0	0
Sg_G29_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007782341	0	0	0	0	0	0	0	0	0	0.003117623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007278969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005763835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26301432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009593774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_G31_27	0	0	0	0	0	0	0	0	0	0	0	0	0.24125086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018894972	2.9003515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735812	0	0	0	0	0	0	0.782191	0	0	0	0	0	0	0	0	0	0.0297308	0	0	0	0	0.10376328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022073522	0.39572495	0	0	0.55241704	0	0	0	0	0	0.00548605	0	0.008308002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034040116	0	0	0	0	0	0	0	0	0	0	0.9383453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25086525	0	0	0	0	0	0	0	0	0	0	0	0.32803455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016473645	0	0	0	0	0	0	0	0.37022042	0.14156999	0	0	0	0	0	0	0	0	0	0	0	0	4.2386723	0	0	0.5530758	0.18355225	0.014093404	0	0	0	0.078516826	0	0	0	0.021720784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9545364	0	0	0	0	0	0	0	0	0.056433365	2.2625847	0	0	0
Sg_G33_29	0.016302977	0.013354512	0	0.008966179	0	0.015852153	0.07425962	0	0	0	0.008212362	0.03361782	0	0	0	0	0.011222464	0.06387017	0	0	0	0	0.108152606	0.020439938	0.06794582	0.04266824	0.008787959	0.016888062	0	0	0	0.041607894	0.045811575	0.039026715	0	0.027526358	0.023142558	0.014368526	0.02836048	0	0	0	0.092351615	0	0	0	0	0.006774194	0.008676954	0.41231567	0.21726798	0	0.011282628	0	0	0.008464967	0	0	0	0	0	0	0	0.008356504	0.00776314	0.021287682	0	0.026504822	0	0	0	0	0	0.010573561	0.073675476	0	0.02200595	0.010041331	0	0	0.07557615	0	0.08186721	0.21719225	0.02124971	0	0	0.047489986	0.022183526	0.012465974	0	0.1257136	0.2985221	0.017022492	0	0.100220166	0.016245335	0	0	0	0	0.026454128	0.08175937	0	0.123823315	0.078500286	0.07522044	0.02221303	0.032835457	0.03465829	0	0	0.06664823	0.06590711	0.007352508	0.15252145	0.03614398	0	0.032253683	0.013685712	0.068351574	0.16398743	0.014732239	0.022219812	0.027261658	0.03926389	0.14087175	0.09699537	0.03355294	0.037214663	0	0	0.040221393	0	0	0.1273794	0.031763807	0	0.014908047	0.011368423	0.013196437	0	0.05170714	0.007856331	0	0	0.050558504	0.005704811	0.021192122	0.021755842	0	0	0	0.035935953	0.031692952	0.47717947	0	0	0.02451803	0.013794474	0.17217374	0	0.007213659	0	0	0	0	0.0470481	0.01793233	0	0.010359557	0.008062981	0.042350058	0	0.10543134	0.1306951	0.019713998	0	0	0.057294823	0.04734055	0.028926022	0.05240858	0.02851591	0.05138072	0.117719576	0.11085168	0.10450135	0.018266533	0.3342257	0.037863072	0.005419458	0	0.016236737	0	0.024317387	0	0	0.009619965	0.040874254	0	0	0	0.05086161	0	0.062442984	0	0	0.01830735	0	0	0.012690896	0.008718681	0.013430594	0.080536515	0.045567	0	0.008384109	0.046019766	0.005723817	0	0.15282524	0.077614315	0.062268097	0.017490303	0	0	0.048185136	0.12670043	0	0.06082557	0	0.57610464	0	0.051258687	0.11872254	0.10660709	0	0.060479246	0.11144286	0	0.0425961	0.017847808	0	0.005761811	0.02154029	0	0.3912053	0	0	0	0	0.067316934	0	0.10666698	0.16946621	0.18859507	0.060454905	0.12312042	0.053295713	0.18551064	0	0	0.15154865	0.027575726	0	0.35235208	0.017029744	0	0.065130204	0.2622767	0.11664487	0.06998998	0.17377655	0.17045659	0	0.05565457	0.028452449	0	0	0.043502945	0	0.039320398	0	0.034374397	0.04938086	0.037167497	0.043715365	0.39944527	0.14429602	0.026901428	0.056765907	0.072338104	0	0.011423912	0.096972875	0	0.01591257	0	0	0.007743601	0	0.031233458	0.027615903	0	0.011336321
Sg_G33_7	0	0.036116075	0.09579745	0.06343869	0	0	0.031669408	0.16301711	0.10406356	0	0.3662966	0	0.059447702	0	0	0.029218996	0.08236694	0	0	0	0	0	0	0	0	0.019260159	0	0.04837909	0.12944458	0	0	0	0	0.034089666	0.074181005	0	0.09420637	0.07327599	0.021581769	0	0	0.047820795	0	0.14967696	0.027182482	0	0.11236027	0	0.0728576	0	0	0.023277512	0.028883893	0	0	0.11358801	0.08388168	0	0	0.27099067	0.110450104	0	0.048027616	0.029050106	0	0.09712602	0.21261156	0	0.043959282	0.09471125	0.17036453	0.036855742	0	0.06861116	0.038237832	0	0.061280824	0.044725876	0.15417889	0	0	0.7798834	0.5475867	0.034327254	0.05264658	0	0.071926184	0	0	0.0302151	0	0	0.1285137	0	0	0.10070343	0.3036484	0.0653282	0	0	0	0	0	0	0	0.03476557	0.021062989	0.028019369	0.06298352	0.018673506	0	0	0.024068361	0.034258522	0.021815177	0	0.6151779	0	0	0	0.041533682	0	0.014629873	0	0.36123905	0.12635693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04006846	0.029762097	0	1.1623446	0.07836326	0.02123943	0	0.18249993	0.5861657	0.0334425	0	0	0.09494824	0	0.11392954	0	4.957919	0.044792272	0	0.06279126	0	0	0	0	0	0.10851841	0.95917004	0.055626262	0	0	0.08227749	0	0.062186867	0	0	0.035952594	0.13889228	0	0.08443012	0	0	0	0	0	0	0	0.067491286	0.068902485	0	0.051492453	0	0	0	0	0	0	0	0	0	0.052123923	0.33040544	0	0	0.051953465	0	0.0263669	0.0515639	0	0.39924586	0	0	0	0	0	0.11524292	0.044830926	0	0.14506921	0	0.107840106	0.09004748	0	0	0	0.09673366	0	0	0	0.029990539	0.04478277	3.357283	0.0445738	0.0471749	0.11571342	0	0	1.5691105	0.06344372	0.06399467	0	0	0	0	0.02063618	0	0	0.01666602	0	0.11751842	0.21940313	0	0	0.031614218	0	0	0	0.035612285	0	0	0	0	0	0	0	0	0	0	0	0.011753148	0	0	0	0.032866765	0.045346234	0.04540115	0	0	0	0	0	0	0	0	0	0	0	0.02352085	0	0.023315152	0	0	0.15186852	0	0.046031646	0	0	0.053850576	0	0.05992698	0	0.3923363	0	0.053439613	0.043302424	0	0.05581022	0.045814186
Sg_G33_8	0	0	0	0	0	0	0	0.019083234	0	0	0.047442257	0	0.015320369	0	0.014375521	0.20789114	0.021021714	0.071319595	0	0	0	0	0	0.06842412	0.18868247	0	0.008418332	0.14997733	0	0	0	0	0	0.18748017	0	0	0.038551986	0	0.008672561	0	0	0	0	0	0	0	0.022868933	0	0.03308143	0	0	0.007918509	0	0.010023721	0.102224715	0	0	0	0	0.04570505	0	0	0	0	0	0	0	0	0	0	0.02299269	0	0	0	0.01154537	0	0.039925076	0.08361207	0	0	0	0.023270043	1.1946237	0.08004559	0.009030468	0	0	0	0	0.017127201	0	0	0.013183586	0	0	0	0.13444017	0.045735713	0	0	0	0	0	0	0	0.007826343	0	0.019374443	0.016172383	0	0	0	0	0	0	0	0.06692229	0	0	0	0	0	0	0	0.15524545	0	0	0	0	0	0.013991849	0	0	0	0	0	0.04045182	0	0	0.055076446	0	0	0.021345107	0	0	0.009885646	0.014934684	0.12667459	0	0	0.0844753	0	0	0	0.074831456	1.4858053	0	0	0.32794628	0	0	0	0	0	0	0	0	0	0	0.5078515	0	0.024259694	0.011933603	0	0.05425195	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06243374	0	0	0.013044358	0	0	0	0.019465301	0	0	0	0.020424135	0	0	0.013120917	0	0	0	0	0	0	0	0	0	0	0.013121314	0	0	0	0	0	0	0	0	0	0.03148133	0	0	0	0	0	0.53373617	0	0	0	0	0	0.6748378	0	0	0	0	0	0	0	0	0	0	0	0.012819537	0.015420692	0	0	0.09422309	0	0	0	0.02585151	0.008192673	0	0	0	0.012995556	0	0	0	0.013370642	0	0	0	0	0	0	0.03877974	0	0.005945505	0	0	0	0	0	0	0	0	0	0	0	0	0.013730462	0	0	0	0.05438685	0	0	0	0	0	0	0.006600448	0	0	0	0	0.026961368	0	0	0
Sg_G37_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037675753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075351715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033706676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007062677	0	0.6587545	0	0	0	0	0	0	0	0	0.060153104	0	0	0	0	0	0.020660851	0.012981948	0	0	0	0	0	0	0	0	0.015208683	0.019371372	0.013044738	0.055909835	0	0	0	0	0.020840138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03023135	0	0	0	0	0	0	0	0	0	0.18553257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02717127	0	0.013292686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026869757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_G37_59	0	0.57926047	0	0	5.6923523	0	0	0.058516942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023157516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2492101	0	0	0	0.27934942	0	0	0	0	0	0	0	0	0	3.350249	0	0	3.3593616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7864482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.302427	0	0	0	0	0	0	0	0	0	0	0	0	0.052317847	0	0	0	0	0.073664114	0	0	0	0	0	0	0	0	0	0	0	0	2.9922833	0	0	0	0	0	0	0	0.029527077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017228272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02781955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7992812	0	0	0	0	0	0	0	0
Sg_G37_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07289012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38877618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39802095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11779565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_G39_28	0.0582638	0.07600991	0.3678635	0.046403855	0	0.06872688	0.56386584	0.027627444	0.6109062	0.09250134	5.9965887	0	0.9077162	0	0	1.9400891	0.007220489	1.5777401	0.10337049	0	0	3.9115722	0	0.06257585	1.3731171	0.20706034	0.01924322	0.5531823	0.1407834	0.2743088	0.1371919	0	0.3832378	0.013685954	0.15496026	0.21006243	0.01637435	0.5813396	0	0.05895927	0	0.4747377	0.15939833	1.4875497	0.7242621	1.0858232	0.02145443	0	0.366401	0	0.3124587	0.7230731	0.0787881	2.634767	1.6337013	3.016973	2.778376	0.74635744	0.25702992	0	0.94799304	9.357752	0.13937135	5.440865	0	0.6393966	1.8539822	4.385895	0.19809166	0.46989745	0.022290558	2.075721	0.20851013	3.137116	4.4418564	0.958488	1.9157643	0	0.24887507	0.05188735	0	4.0115085	0	0.007438531	0.020321764	0.21333197	0	0.25860345	0.04325364	1.5873882	3.8235562	0.29926962	2.3591871	0.26803556	0	1.823134	0.32368147	2.1804328	0	0	0	6.1474304	6.017006	0	0	2.9315038	0	1.0150303	0.41589534	0.4159253	0.07978696	0	0.005175288	0.26757553	0	0.05314935	1.8783754	0.0064616	0.01229724	0.40714172	0.5194059	0	0.040122714	0.09815169	0.16363327	0.022413999	0.047148205	0.64570427	2.6148236	0.85806334	1.488851	0	0.22111273	0	0.026500635	0	0.02714582	0	0.16479357	0.12946613	0.8638492	4.4243402	0.4501753	0.12308379	0	0.8868162	0.24587215	0.014067597	0.53753334	1.5445914	0.65009916	0.1010677	0	0	0.42599255	5.2053056	0.6179932	0.573359	0.15810667	0.17635839	1.6210737	0.023881838	0.39004916	0.014525056	2.262087	1.2598541	0.028276581	1.7876674	8.433667	0.042064734	0	1.8852932	0.48662093	1.10805	0.9168735	0	0.20958395	0	0	0	0	0.006820852	0.44930676	0.46189657	0.010980842	0.017604263	0.022963475	0.42162248	0.50611955	2.8142984	1.7913474	0.44421718	0.019219259	1.6267267	0.66203266	2.4904957	0	3.245329	3.1604388	0.21813685	2.7633634	0	1.1327659	0.05394829	0.020437067	0.07682856	5.249448	9.520392	3.0356967	0.008680178	0	5.773689	0.005989917	0.16093796	0	0.028449636	1.3523638	0.9838378	3.1878793	0.2894049	0	0	0.44226947	0.005502488	0	0	0	1.4307512	0.32004145	1.9539396	2.6180086	0.013593135	0.67770267	2.751692	0.055085264	7.7387695	0.17174657	0.8532823	2.2380657	0.21656778	0.3347449	4.9595246	0.024468683	0.5922558	1.8507011	0.70324236	0.012877548	12.389287	0	0.06528855	3.6607535	0.04277787	0.6056434	0	0.05273173	0.012396234	0.07204111	0.006161282	0.08715246	0.16935343	0.06754388	0	0.12697104	0.03265166	0.09008956	0	0.6867052	0.045819193	0	0.17636245	0.35950857	0.009941869	0.32486218	0	0.015025944	0	2.6805325	0	0.61458373	0	0	0	0.19677019	0	0	0.005633052	0.13332017	0	0	0.013439646	1.8711234	0.038957305	0.06054702	0.20065649	0	0.026399432	4.413122	0.031786036	7.5274305	0.29215705	0	0.44818342	0.07019285	0.8585207	0.016531913	4.2201886
Sg_G39_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1513701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08811303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.972543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039513003	0	0	0	0	0	0.20635557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009269426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_G39_6	0	0.08273161	0	0	0	0	0	0	0	0	0	0	0.021122495	0	0	0.009417932	0	0.034418203	0	0	0.15288225	0.096120514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11523879	0	0	0	0	0.046835974	0	0	0	0	0	0	0	0	0.059184913	0.15867282	0	0	0	0.016408168	0.026120244	0	0	0.5829494	0	0	0	0	0	0.030507497	0.07025822	0.023935188	0	0.07220427	0	0	0	0	0	0	0	0	0	0	0	0	0.03740686	0.029051831	0	0.020962294	0	0.022905177	0	0	0.011572688	0.043439638	0	0	0	0	0	0.5074444	0	0	0	0	0.07262502	0	0.016064445	0	0.008058891	0.006582044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155129	0	0	0.121603966	0	0.17062843	0.005906045	0.006302049	0	0	0.05404886	0.34815302	0	0	0.03034021	0	0	0	0.47168267	0	0	0	0	0.021312254	0	0	0	0	0.09943924	0.006802251	0.005469533	0	0	0	0	0.022884494	0	0	0	0	0	0.25184494	0.31428343	0	0	0.10165499	0	0	0.011083136	0	0.016753366	0	0	0	0	0	0	0	0	0	0	0	0.013269738	0	0.006620296	0.0755603	0.16175988	0	0	0	0.14558801	0.5742663	0	0	0.2576776	0	0.22878909	0	0	0	0	0	0.020240882	0	0	0	0	0	0.005553416	0.004258863	0	0	0	0	0	0	0	0.014174168	0	0	0	0	0	0	0.2348671	0.187936	0	0	0	0	0	0	0	0.018560883	0	0.006399818	0.00905946	0	0.01062343	0	0	0.008034666	0	0.023143312	0	0	0	0	0	0	0	0.010979826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03362238	0	0.07079521	0	0.021997318	0	0	0	0	0	0	0.062445436	0	0	0	0	0	0	0	0	0
Sg_G42_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22988945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01135357	0	0	0	0	0	0	0	0	0.017336959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70309687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049634527	0	1.7661005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011877504	0	0	0	0	0	0	0	0
Sg_G42_16	0.018693753	0.013941753	0	0	0	0.013875224	0.08250548	0	0	0	0	0.044081595	0	0	0	0	0.01176723	0.05392489	0	0	0	0	0.0890113	0.017702686	0.06201983	0.04891336	0.007185184	0.013886138	0	0	0	0.037436184	0.044174675	0.038635146	0	0.02631832	0.020740675	0.016532974	0.028791709	0	0	0	0.09304307	0	0	0	0	0.007251632	0.009928374	0.3562669	0.19724272	0	0.012467019	0.008008211	0	0.008496435	0	0	0	0	0.00634494	0	0	0.007361834	0.007643645	0.019378768	0	0.03366236	0	0	0	0	0	0.01080237	0.07322798	0	0.017078364	0.010701618	0	0	0.07348526	0	0.06334031	0.17234868	0.020676266	0	0	0.043657575	0.020257734	0	0	0.08642894	0.2398386	0.017148258	0	0.11025046	0.023607882	0	0	0	0	0.027233543	0.08575135	0	0.12328776	0.07607523	0.074980564	0.022871116	0.029270789	0.03363708	0	0	0.06277112	0.05667827	0.01175949	0.13936141	0.027390623	0	0.024563914	0.013763436	0.06584626	0.16739354	0.013400651	0.020758282	0.029426819	0.03863672	0.17722963	0.0841569	0.035020344	0.028840983	0	0	0.059377722	0	0	0.22582944	0.026569573	0	0.015529743	0.013280202	0.012086537	0	0.041343015	0.005964553	0	0	0.056952935	0.006238749	0.019455308	0.017889796	0	0	0	0.036477737	0.021008072	0	0	0	1.2131035	0	0.17040181	0	0.006151355	0	0	0	0	0.04084677	0.015447551	0	0.007869551	0.008371615	0.044986267	0	0.10495439	0.15981817	0	0	0	0.08482192	0.06685334	0.039715502	0.047342803	0.026532976	0.07183848	0.094063185	0.08885956	0.091279045	0.025425166	0.2975186	0.029444374	0	0	0.014088745	0	0.02285008	0	0	0.01062253	0.034869466	0	0	0	0.039939515	0	0.050617907	0	0	0	0	0	0.012354259	0.007742736	0.01243976	0.07662194	0.030317951	0	0.00969545	0.03745265	0	0	0.13525939	0.0703628	0.056898613	0.01895142	0	0	0.046115637	0.13241625	0	0.054693956	0	0.3950735	0	0.047261678	0.088271596	0.092319615	0	0.04515218	0.13152881	0	0.036676187	0.019025585	0	0	0.017573515	0	0.3163765	0	0	0	0	0.058994614	0	0.08760707	0.12360119	0.17062265	0.059979443	0.116462044	0.05387097	0.18204208	0	0	0.122263744	0.03487949	0	0.22907193	0.01997504	0	0.07039322	0.24571653	0.111641	0.07612011	0.11938711	0.20739698	0	0.0445851	0.0405806	0	0	0.045197327	0	0.051196545	0	0.040011283	0.04697969	0.03438965	0.04371732	0.35817245	0.14359562	0.028364193	0.053815998	0.07070877	0	0	0.07804366	0	0.013447956	0	0	0.005719115	0	0.035197202	0.031344675	0	0.009000273
