"SampleID"	"Group"	"Sg_A27_31"	"Sg_B04_2"	"Sg_D18_45"	"Sg_M12_6"	"Sg_A11_10"	"Sg_YB37_28"	"Sg_OB03r2_39"	"Sg_OB24r1_18"	"Gp_MJ4_197"	"Gp_NH_148"	"Sg_K36_16"	"Sg_K15_44"	"Sg_M02_5"	"Sg_P27_36"	"Sg_OA11r1_9"	"Sg_Z17_26"	"Sg_CM33A_60"	"Sg_M07_27"	"Sg_OM21r1_55"	"Sg_B07_53"	"Sg_K36_3"	"Sg_E06_10"	"Sg_Z03_24"	"Sg_CK52A_43"	"Sg_B07_50"	"Sg_K40_4"	"Sg_CA25_21"	"Sg_G18_1"	"Sg_B26_4"	"Sg_CM17_7"	"Sg_G09_4"	"Sg_CM32A_26"	"Sg_G18_19"	"Sg_M07_39"	"Sg_I05_27"
"A18"	"E"	0.000474715221422548	0.000175932797715705	0.0000121332963941865	0.000211321578865415	0.000082910858693608	0.000124871842056836	0.0000283110249197686	0.00223454875259602	0.0000328610110675885	0.0000308387950018908	0.0000925163850056723	0.00012183851795829	0.0000090999722956399	0.000196660512389107	0.0000176943905748554	0.00309955167469823	0.000588464875118047	0.000012638850410611	0.032084985652377	0.00961664850042568	0.00039180436272894	0.00184577771396563	0.0113319932781538	0.00027906581706629	0.00631234744907554	0.000278054709033441	0.00102223022121022	0.0164653887609276	0.000943869348664427	0.00152727868361823	0.135461176484863	0.00103486907162083	0.00359550016481061	0.00294737991575448	0.00997003075790636
"A19"	"C"	0.000062183144020206	0.0000257832548376464	0.00000252777008212219	0.0000551053877902638	0.0000444887534453506	0.0000571276038559616	0.0000399387672975307	0.00016632727140364	0.00000758331024636658	0.00000707775622994214	0.0000116277423777621	0.0000343776731168618	0.000020727714673402	0.0000283110249197686	0.0000252777008212219	0.000644075816924735	0.0000556109418066883	0.00000808886426279102	0.000268449182721377	0.155542287571258	0.000155710637058727	0.0000561164958231127	0.000354898919529956	0.0000176943905748554	0.0000743164404143925	0.0000571276038559616	0.00314859041429141	0.000117794085826894	0.00148430659222215	0.000082910858693608	0.00345445059422819	0.000392309916745365	0.00112182436244583	0.0000212332686898264	0.000262382534524284
"A20"	"L"	0.000352371149447834	0.000475220775438973	0.000109705221564103	0.000435787562157866	0.000636492506678369	0.000385232160515422	0.0000636998060694793	0.0018245444452758	0.0000525776177081416	0.000100605249268463	0.000374109972154085	0.000264404750589982	0.0000419609833632284	0.000235082617637364	0.000109199667547679	0.00246558693810199	0.000543976121672696	0.000191604972224862	0.00102728576137446	0.000407476537238098	0.00021637711902966	0.00142717898836619	0.00370823871047326	0.000629414750448426	0.000206266038701171	0.000575320470691011	0.000715358933240581	0.00326689005413472	0.000301310193788966	0.000952969320960067	0.000185538324027769	0.00145650112131881	0.00107177451481981	0.0000136499584434599	0.00201261053938569
"A22"	"L"	0.000642559154875462	0.0000935274930385212	0.0000404443213139551	0.000246710360015126	0.00027906581706629	0.00106520231260629	0.000273504722885621	0.00157935074730995	0.000070272008282997	0.0000434776454125017	0.000515159542736503	0.000375626634203358	0.0000187054986077042	0.0000151666204927332	0.0000697664542665726	0.000000505554016424439	0.000016177728525582	0	0.00000606664819709327	0.0013033182543422	0.0000930219390220967	0.00000252777008212219	0.0000323554570511641	0	0.00000505554016424439	0.00000252777008212219	0.000341754515102921	0.0000247721468047975	0.00000606664819709327	0.00000353887811497107	0.000228510415423846	0.0000647109141023282	0.000543470567656272	0.00000151666204927332	0.000133466260336052
"A23"	"C"	0.00443825871019015	0.00461874149405367	0.0179901396744637	0.00591700420823163	0.00129977937622723	0.00193475522085633	0.00217641004070721	0.0326764838515936	0.0153471032765967	0.00115468537351342	0.0331835545300673	0.00645592478974008	0.000164305055337943	0.0048179297765249	0.0311770106388787	0.000249238130097248	0.000105155235416283	0.0000631942520530549	0.000118805193859743	0.00263848641171915	0.00000556109418066883	0.00016177728525582	0.00172697252010588	0.000162788393288669	0.000186549432060618	0.0000935274930385212	0.000309904612068181	0.000524259515032143	0.000323554570511641	0.000464098587077635	0.00137005138451023	0.000939319362516607	0.000495948490112375	0.000678453490041597	0.00172596141207303
"A24"	"L"	0.00307376841986059	0.00318094587134257	0.00210007138422712	0.00234728729825867	0.00148278993017288	0.000600092617495809	0.000212838240914689	0.000695136772583603	0.000213849348947538	0.0000475220775438973	0.000855397395790151	0.000583409334953802	0.0000384221052482574	0.000625370318317031	0.00122546293581284	0.00169411150903829	0.000296760207641146	0.0000323554570511641	0.00361117233931977	0.000802819778082009	0.000195143850339833	0.000325576786577339	0.00472945782365063	0.000448931966584902	0.00013093849025393	0.0026809529490988	0.007322949927908	0.00411975967984275	0.000117794085826894	0.000561670512247552	0.000884213974726344	0.00102273577522664	0.0010591356644092	0.0000480276315603217	0.00113294655080717
"A25"	"C"	0.0000171888365584309	0.0000328610110675885	0.00000353887811497107	0.0000485331855767461	0.000113244099679074	0.000070272008282997	0.00000707775622994214	0.0000940330470549456	0.00000353887811497107	0.00000101110803284888	0.0000166832825420065	0.0000419609833632284	0.00000151666204927332	0.00000202221606569776	0.00000252777008212219	0.000345798947234316	0.0186160155467971	0.000144082894680965	0.0650582297116118	0.014779366116152	0.000062183144020206	0.00264910304606406	0.00157884519329352	0.00215264900193526	0.00194233853110269	0.0542009516548805	0.00281391365541843	0.00596402073175911	0.00130635157844075	0.00795135357032357	0.000218399335095358	0.0103962127937522	0.00165670051182289	0.00000556109418066883	0.0589718649078779
"A27"	"C"	0.00841191327928624	0.000427698697895075	0.000274010276902046	0.0137849413658452	0.0048614074219374	0.000408993199287371	0.000186043878044193	0.00362886672989462	0.000033366565084013	0.0000712831163158459	0.000532348379294934	0.00114457429318493	0.0000571276038559616	0.000300299085756117	0.0000353887811497107	0.00131342933467069	0.000157227299108	0.000122344071974714	0.0000717886703322703	0.00161069509632826	0.000239632603785184	0.000205254930668322	0.000846802977510935	0.000591498199216594	0.0000308387950018908	0.00251310901564589	0.00220118218751201	0.00354393365513532	0.000283110249197686	0.000174921689682856	0.00185437213224484	0.000752264376439565	0.00199390504077799	0.000861969598003668	0.00070727006897779
"A28"	"Y"	0.00149340656451779	0.00187863872503321	0.000343776731168618	0.00189228868347667	0.00329216775495595	0.000863486260052942	0.000235588171653789	0.00916114433162726	0.00000657220221351771	0.000303332409854663	0.00309550724256684	0.00101313024891458	0.0000470165235274728	0.000479770761586793	0.000041455429346804	0.0000687553462337237	0.0000171888365584309	0.0000090999722956399	0.000020727714673402	0.000275021384934895	0.0000525776177081416	0.0000293221329526175	0.000987346994076929	0.00000303332409854663	0.0000212332686898264	0.000192616080257711	0.000281593587148412	0.000368043323956992	0.0000682497922172993	0.0000834164127100324	0.000154699529025878	0.000176438351732129	0.000749736606357443	0.0000222443767226753	0.000144082894680965
"A33"	"Y"	0.000363998891825596	0.0000520720636917172	0.0000141555124598843	0.000448426412568477	0.000376132188219783	0.000244182589933004	0.00102172466719379	0.0204890931776497	0.000028816578936193	0.0000222443767226753	0.0112632379319201	0.0018265666613415	0.0000303332409854663	0.0000106166343449132	0.000049544293609595	0.00014003846254957	0.000167843933452914	0.00000454998614781995	0.0000915052769728234	0.000237104833703062	0.00000505554016424439	0.000123860734023988	0.0000257832548376464	0.0000935274930385212	0.0000166832825420065	0.00128714052581662	0.000222443767226753	0.0000278054709033441	0.0000217388227062509	0.0000813941966443347	0.000764903226850176	0.000469154127241879	0.00127854610753741	0.00000151666204927332	0.00105559678629423
"A34"	"C"	0.00230633742292829	0.00297872426477279	0.00102071355916094	0.00170371703535036	0.000173910581650007	0.00059453152331514	0.000330632326741583	0.0118855749261386	0.000648120249056131	0.000532853933311359	0.00401460444442647	0.00104447459793289	0.000107683005498405	0.00248783131482466	0.0000844275207428813	0.000533359487327783	0.0000217388227062509	0.0000434776454125017	0.0000227499307390997	0.00074366995816035	0.000155205083042303	0.000074821994430817	0.00290693559444052	0.0000202221606569776	0.0000111221883613377	0.0000146610664763087	0.000402420997073853	0.00000303332409854663	0.0000298276869690419	0.0000945386010713701	0.000197671620421956	0.000223454875259602	0.000618292562087089	0.0000106166343449132	0.000110716329596952
"A37"	"Y"	0.000319510138380245	0.0000717886703322703	0.000327599002643036	0.00330126772725159	0.000245193697965853	0.0005626816202804	0.000207782700750444	0.00844022430420601	0.0000824053046771835	0.0000429720913960773	0.00247772023449618	0.000553581647984761	0.0000227499307390997	0.000662781315532439	0.00091909720185963	0.0000788664265622125	0.000159755069190123	0.000028816578936193	0.000229015969440271	0.00419559278230642	0.0296244542544393	0.00010363857336701	0.00477546323914525	0.0000237610387719486	0.000070272008282997	0.0000677442382008748	0.00890482844530007	0.000704742298895668	0.000100605249268463	0.000186549432060618	0.0285304353628968	0.000242665927883731	0.00323301793503429	0.00014458844869739	0.00123557401614133
"B01"	"C"	0.018134728123161	0.000235588171653789	0.00328862887684097	0.00482804085685339	0.000159755069190123	0.000168349487469338	0.000208793808783293	0.00438163666035061	0.0000176943905748554	0.000036905443198984	0.00370014984621047	0.000996446966372569	0.0000571276038559616	0.000125377396073261	0.0000247721468047975	0.00100554693866821	0.0000449943074617751	0.0000232554847555242	0.0000454998614781995	0.000139027354516721	0.0000758331024636658	0.000134982922385325	0.0020459771044697	0.000412532077402342	0.000100099695252039	0.000280076925099139	0.000201210498536927	0.0000985830332027656	0.0000581387118888105	0.000889775068907012	0.000160766177222972	0.00184678882199848	0.000453987506749146	0.00402269330868926	0.00387962152204114
"B02"	"L"	0.00640132495596625	0.00241048155031172	0.000542965013639847	0.0108208781675487	0.00477546323914525	0.000929208282188119	0.00179724452838888	0.00788613710220482	0.000191099418208438	0.000128916274188232	0.0385965213839238	0.00691446228263705	0.000090999722956399	0.0000404443213139551	0.00298883534510128	0.00000556109418066883	0.0000753275484472414	0.000012638850410611	0.000170371703535036	0.00039635434887676	0.0000717886703322703	0.000285638019279808	0.000160260623206547	0.0000242665927883731	0.0000217388227062509	0.0016652949301021	0.0000652164681187526	0.00183617218765356	0.0000970663711534923	0.000302321301821814	0.0000449943074617751	0.000488870733882432	0.000417587617566587	0.00000252777008212219	0.0002254770913253
"B03"	"C"	0.00661416319688093	0.00434018123100381	0.00177247238158408	0.00538364472090385	0.00295445767198442	0.00415059847484464	0.0016920892929726	0.0043442256631352	0.000280076925099139	0.000145094002713814	0.0344348007207178	0.00761566570341775	0.000155205083042303	0.00180786116273379	0.00663438535753791	0.00132101264491706	0.000182504999929222	0.0000343776731168618	0.000211321578865415	0.000237610387719486	0.000231038185505969	0.000154699529025878	0.00412127634189203	0.000062183144020206	0.0000525776177081416	0.00158946182763844	0.00352522815652761	0.000316476814281699	0.00016177728525582	0.00037360441813766	0.0319676971205665	0.00170826702149818	0.00123860734023988	0.000323554570511641	0.00151716760328974
